Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
"Наименование Избирательной комиссии:    Саратов, Кировская"																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268					
		2.22%	1.01%	2.10%	0.90%	2.17%	2.67%	2.04%	2.27%	2.06%	2.11%	3.17%	2.73%	0.00%	1.52%	2.85%	1.74%	2.07%	1.27%	2.12%	2.49%	1.27%	3.61%	2.31%	2.97%	1.11%	3.05%	1.75%	1.48%	2.18%	2.49%	3.24%	2.01%	1.30%	1.72%	2.31%	2.32%	2.23%	2.28%	1.40%	1.78%	2.30%	2.91%	0.80%	1.17%	2.71%	4.44%	3.09%	3.20%	1.89%	4.03%	2.40%	2.73%	1.97%	2.96%	2.64%	2.43%	1.52%	2.75%					
19	2.Всероссийская политическая партия «Гражданская Сила»	837	19	17	8	15	24	32	19	19	15	18	22	0	24	26	5	20	7	18	15	11	21	11	19	11	8	18	18	25	24	23	11	13	8	23	20	12	16	11	13	31	6	1	7	10	12	10	9	8	6	16	7	18	12	9	10	18	8					
		1.35%	1.06%	1.55%	1.43%	1.48%	2.37%	2.04%	1.31%	1.50%	1.67%	1.39%	1.77%	0.00%	2.29%	2.32%	0.87%	1.33%	1.11%	2.73%	1.56%	1.39%	1.99%	0.91%	1.38%	0.68%	0.90%	1.75%	1.57%	1.76%	1.99%	1.70%	1.58%	1.21%	0.65%	2.13%	1.22%	0.77%	1.22%	0.70%	1.45%	2.04%	0.65%	0.27%	0.75%	1.43%	1.11%	1.07%	1.37%	1.01%	0.86%	1.13%	0.73%	1.22%	0.77%	1.32%	1.28%	1.95%	1.10%					
20	3.Политическая партия «Демократическая партия России»	96	4	2	2	2	3	1	3	0	1	4	3	0	2	2	0	2	0	0	3	1	3	0	3	3	1	0	2	2	2	2	1	0	5	0	2	5	0	7	1	1	0	1	2	2	2	2	0	1	0	1	1	0	1	0	2	5	1					
		0.16%	0.22%	0.18%	0.36%	0.20%	0.30%	0.06%	0.21%	0.00%	0.11%	0.31%	0.24%	0.00%	0.19%	0.18%	0.00%	0.13%	0.00%	0.00%	0.31%	0.13%	0.28%	0.00%	0.22%	0.18%	0.11%	0.00%	0.17%	0.14%	0.17%	0.15%	0.14%	0.00%	0.41%	0.00%	0.12%	0.32%	0.00%	0.45%	0.11%	0.07%	0.00%	0.27%	0.21%	0.29%	0.18%	0.21%	0.00%	0.13%	0.00%	0.07%	0.10%	0.00%	0.06%	0.00%	0.26%	0.54%	0.14%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9463	114	211	76	178	146	281	239	167	140	243	255	0	149	147	66	229	99	103	154	77	210	151	201	137	162	161	161	224	194	250	129	191	250	214	239	237	261	131	171	242	120	41	132	106	220	140	96	155	134	270	172	265	229	121	97	98	77					
		15.30%	6.37%	19.25%	13.62%	17.52%	14.44%	17.91%	16.45%	13.21%	15.56%	18.81%	20.47%	0.00%	14.19%	13.11%	11.46%	15.27%	15.74%	15.61%	15.99%	9.75%	19.94%	12.48%	14.58%	8.44%	18.28%	15.68%	14.06%	15.76%	16.10%	18.44%	18.51%	17.77%	20.46%	19.78%	14.62%	15.11%	19.88%	8.35%	19.06%	15.91%	12.93%	10.96%	14.09%	15.12%	20.33%	14.93%	14.61%	19.55%	19.31%	19.03%	18.03%	18.00%	14.76%	17.72%	12.39%	10.63%	10.61%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	686	10	13	21	12	12	27	16	28	13	28	17	0	31	42	8	18	8	4	13	3	6	14	15	7	8	11	10	22	9	15	8	16	10	8	20	10	10	9	9	13	10	2	5	10	7	12	8	6	2	21	7	13	13	7	5	2	2					
		1.11%	0.56%	1.19%	3.76%	1.18%	1.19%	1.72%	1.10%	2.22%	1.44%	2.17%	1.36%	0.00%	2.95%	3.75%	1.39%	1.20%	1.27%	0.61%	1.35%	0.38%	0.57%	1.16%	1.09%	0.43%	0.90%	1.07%	0.87%	1.55%	0.75%	1.11%	1.15%	1.49%	0.82%	0.74%	1.22%	0.64%	0.76%	0.57%	1.00%	0.85%	1.08%	0.53%	0.53%	1.43%	0.65%	1.28%	1.22%	0.76%	0.29%	1.48%	0.73%	0.88%	0.84%	1.02%	0.64%	0.22%	0.28%					
23	6.Политическая партия «Партия социальной справедливости»	150	2	5	2	0	0	3	1	2	4	1	7	0	2	9	2	4	0	2	4	2	2	4	5	2	0	4	3	4	3	6	3	0	2	3	6	4	4	2	4	4	2	1	3	1	2	2	1	2	1	1	5	1	3	1	3	2	2					
		0.24%	0.11%	0.46%	0.36%	0.00%	0.00%	0.19%	0.07%	0.16%	0.44%	0.08%	0.56%	0.00%	0.19%	0.80%	0.35%	0.27%	0.00%	0.30%	0.42%	0.25%	0.19%	0.33%	0.36%	0.12%	0.00%	0.39%	0.26%	0.28%	0.25%	0.44%	0.43%	0.00%	0.16%	0.28%	0.37%	0.26%	0.30%	0.13%	0.45%	0.26%	0.22%	0.27%	0.32%	0.14%	0.18%	0.21%	0.15%	0.25%	0.14%	0.07%	0.52%	0.07%	0.19%	0.15%	0.38%	0.22%	0.28%					
24	7.Политическая партия «Либерально-демократическая партия России»	4514	168	60	29	60	79	131	105	84	86	84	78	0	101	71	35	127	60	89	68	37	80	79	126	88	65	88	73	89	81	80	41	86	77	74	101	114	109	185	53	113	69	22	62	66	60	79	34	61	51	118	47	110	105	45	57	84	90					
		7.30%	9.39%	5.47%	5.20%	5.91%	7.81%	8.35%	7.23%	6.65%	9.56%	6.50%	6.26%	0.00%	9.62%	6.33%	6.08%	8.47%	9.54%	13.48%	7.06%	4.68%	7.60%	6.53%	9.14%	5.42%	7.34%	8.57%	6.38%	6.26%	6.72%	5.90%	5.88%	8.00%	6.30%	6.84%	6.18%	7.27%	8.30%	11.80%	5.91%	7.43%	7.44%	5.88%	6.62%	9.42%	5.55%	8.42%	5.18%	7.69%	7.35%	8.32%	4.93%	7.47%	6.77%	6.59%	7.28%	9.11%	12.40%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	6447	92	103	62	99	76	175	159	103	104	159	148	2	109	125	51	134	58	67	101	64	97	126	176	87	89	92	123	164	136	176	84	128	180	144	183	220	149	77	96	174	137	26	142	89	157	98	74	100	67	164	109	162	195	53	43	77	62					
		10.43%	5.14%	9.40%	11.11%	9.74%	7.52%	11.15%	10.94%	8.15%	11.56%	12.31%	11.88%	0.23%	10.38%	11.15%	8.85%	8.93%	9.22%	10.15%	10.49%	8.10%	9.21%	10.41%	12.76%	5.36%	10.05%	8.96%	10.74%	11.54%	11.29%	12.98%	12.05%	11.91%	14.73%	13.31%	11.19%	14.03%	11.35%	4.91%	10.70%	11.44%	14.76%	6.95%	15.15%	12.70%	14.51%	10.45%	11.26%	12.61%	9.65%	11.56%	11.43%	11.01%	12.56%	7.76%	5.49%	8.35%	8.54%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	496	11	8	5	9	8	12	9	13	3	10	7	0	6	10	5	8	3	8	9	5	15	9	20	12	9	6	7	7	18	16	7	5	4	9	14	20	8	15	8	10	12	4	6	2	8	9	7	8	4	13	11	9	12	6	3	5	9					
		0.80%	0.61%	0.73%	0.90%	0.89%	0.79%	0.76%	0.62%	1.03%	0.33%	0.77%	0.56%	0.00%	0.57%	0.89%	0.87%	0.53%	0.48%	1.21%	0.93%	0.63%	1.42%	0.74%	1.45%	0.74%	1.02%	0.58%	0.61%	0.49%	1.49%	1.18%	1.00%	0.47%	0.33%	0.83%	0.86%	1.28%	0.61%	0.96%	0.89%	0.66%	1.29%	1.07%	0.64%	0.29%	0.74%	0.96%	1.07%	1.01%	0.58%	0.92%	1.15%	0.61%	0.77%	0.88%	0.38%	0.54%	1.24%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	34771	1274	576	324	538	562	794	794	739	447	629	583	851	536	577	361	833	357	336	554	550	523	715	700	1232	466	597	683	777	655	673	366	568	610	542	928	839	663	1074	466	854	522	263	535	360	506	517	366	393	361	697	515	802	871	381	524	577	435					
		56.23%	71.17%	52.55%	58.06%	52.95%	55.59%	50.61%	54.65%	58.47%	49.67%	48.68%	46.79%	99.77%	51.05%	51.47%	62.67%	55.53%	56.76%	50.91%	57.53%	69.62%	49.67%	59.09%	50.76%	75.91%	52.60%	58.13%	59.65%	54.68%	54.36%	49.63%	52.51%	52.84%	49.92%	50.09%	56.76%	53.51%	50.50%	68.49%	51.95%	56.15%	56.25%	70.32%	57.10%	51.36%	46.77%	55.12%	55.71%	49.56%	52.02%	49.12%	53.98%	54.48%	56.12%	55.78%	66.92%	62.58%	59.92%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2227	60	60	22	73	61	62	57	61	49	62	71	0	65	62	20	77	15	14	17	22	41	50	47	21	33	26	34	61	44	56	26	33	43	28	72	52	48	16	43	34	13	8	18	25	48	23	30	33	22	65	36	52	45	34	10	14	13					
		3.60%	3.35%	5.47%	3.94%	7.19%	6.03%	3.95%	3.92%	4.83%	5.44%	4.80%	5.70%	0.00%	6.19%	5.53%	3.47%	5.13%	2.38%	2.12%	1.77%	2.78%	3.89%	4.13%	3.41%	1.29%	3.72%	2.53%	2.97%	4.29%	3.65%	4.13%	3.73%	3.07%	3.52%	2.59%	4.40%	3.32%	3.66%	1.02%	4.79%	2.24%	1.40%	2.14%	1.92%	3.57%	4.44%	2.45%	4.57%	4.16%	3.17%	4.58%	3.77%	3.53%	2.90%	4.98%	1.28%	1.52%	1.79%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
