Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
"Наименование Избирательной комиссии:    Иваново, Советская"																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №781	УИК №782	УИК №8330	УИК №8331	УИК №8332									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	830	20	20	30	30	20	20	20	20	20	25	30	20	20	35	20	20	30	20	20	20	20	50	30	25	20	30	20	20	20	20	20	20	20	20	20	0	0	5	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	483	5	15	8	28	12	13	13	14	12	20	11	12	19	20	12	4	25	9	13	13	20	40	20	25	18	9	4	16	12	5	5	5	9	5	12	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	432	6	3	10	10	8	7	3	3	6	8	7	11	3	21	5	4	5	2	15	9	4	10	8	5	4	9	14	8	10	5	8	19	13	13	12	8	17	73	0	46									
14	Число погашенных неиспользованных открепительных удостоверений	347	15	5	22	2	8	7	7	6	8	5	19	8	1	15	8	16	5	11	7	7	0	10	10	0	2	21	16	4	8	15	15	15	11	15	8	0	0	5	5	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	74	1	4	7	8	1	7	1	3	1	1	0	5	1	2	1	2	1	0	2	2	0	2	2	2	3	2	1	0	2	4	2	0	0	2	2	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	381	10	4	5	4	12	11	4	7	8	5	14	13	7	9	5	9	8	8	7	16	10	11	8	13	13	8	9	12	10	8	3	9	2	4	6	1	0	61	6	21									
		2.39%	2.51%	1.01%	1.37%	0.80%	3.69%	2.38%	1.47%	1.98%	2.50%	1.25%	3.33%	2.96%	1.63%	1.97%	1.37%	2.49%	1.62%	1.60%	2.14%	3.00%	2.19%	3.26%	1.79%	2.55%	2.73%	2.03%	3.05%	3.11%	2.87%	2.27%	0.91%	2.91%	0.66%	1.22%	1.37%	1.14%	0.00%	4.45%	2.84%	5.16%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	412	15	13	10	9	11	15	13	9	12	6	7	11	11	11	11	10	19	13	9	15	8	3	15	19	16	14	2	16	5	16	12	7	5	7	11	1	2	14	0	9									
		2.59%	3.77%	3.28%	2.75%	1.79%	3.38%	3.24%	4.78%	2.55%	3.75%	1.50%	1.67%	2.51%	2.56%	2.40%	3.02%	2.77%	3.84%	2.60%	2.75%	2.81%	1.75%	0.89%	3.36%	3.73%	3.36%	3.55%	0.68%	4.15%	1.43%	4.55%	3.64%	2.27%	1.66%	2.14%	2.51%	1.14%	11.76%	1.02%	0.00%	2.21%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	429	10	8	6	15	7	19	10	9	12	11	16	16	9	11	10	9	8	13	15	12	11	5	14	20	19	14	6	7	7	12	10	16	7	10	10	2	0	20	2	11									
		2.69%	2.51%	2.02%	1.65%	2.99%	2.15%	4.10%	3.68%	2.55%	3.75%	2.74%	3.81%	3.64%	2.10%	2.40%	2.75%	2.49%	1.62%	2.60%	4.59%	2.25%	2.41%	1.48%	3.13%	3.93%	3.99%	3.55%	2.03%	1.81%	2.01%	3.41%	3.03%	5.18%	2.32%	3.06%	2.28%	2.27%	0.00%	1.46%	0.95%	2.70%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5321	131	134	128	161	105	142	105	110	109	122	142	133	125	148	114	133	113	143	136	151	138	115	158	178	154	191	123	148	173	100	100	109	118	131	208	42	7	324	48	171									
		33.42%	32.91%	33.84%	35.16%	32.07%	32.31%	30.67%	38.60%	31.16%	34.06%	30.42%	33.81%	30.30%	29.14%	32.31%	31.32%	36.84%	22.83%	28.60%	41.59%	28.33%	30.26%	34.12%	35.35%	34.97%	32.35%	48.48%	41.69%	38.34%	49.57%	28.41%	30.30%	35.28%	39.07%	40.06%	47.38%	47.73%	41.18%	23.62%	22.75%	42.01%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	219	1	1	6	7	7	7	2	5	7	7	5	3	2	4	4	9	7	3	2	6	6	2	6	3	12	5	2	3	3	5	3	3	3	0	2	3	0	48	8	7									
		1.38%	0.25%	0.25%	1.65%	1.39%	2.15%	1.51%	0.74%	1.42%	2.19%	1.75%	1.19%	0.68%	0.47%	0.87%	1.10%	2.49%	1.41%	0.60%	0.61%	1.13%	1.32%	0.59%	1.34%	0.59%	2.52%	1.27%	0.68%	0.78%	0.86%	1.42%	0.91%	0.97%	0.99%	0.00%	0.46%	3.41%	0.00%	3.50%	3.79%	1.72%									
24	"6. Политическая партия ""Гражданская Платформа"""	52	4	2	0	3	0	0	0	2	1	2	1	0	3	1	2	1	1	1	0	0	2	2	0	1	2	1	1	1	1	0	0	2	0	1	1	0	0	10	1	2									
		0.33%	1.01%	0.51%	0.00%	0.60%	0.00%	0.00%	0.00%	0.57%	0.31%	0.50%	0.24%	0.00%	0.70%	0.22%	0.55%	0.28%	0.20%	0.20%	0.00%	0.00%	0.44%	0.59%	0.00%	0.20%	0.42%	0.25%	0.34%	0.26%	0.29%	0.00%	0.00%	0.65%	0.00%	0.31%	0.23%	0.00%	0.00%	0.73%	0.47%	0.49%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2825	91	76	84	95	40	84	46	59	60	82	87	118	80	89	68	76	91	106	60	91	87	53	87	98	87	59	54	75	56	66	76	56	58	78	86	20	2	101	6	37									
		17.74%	22.86%	19.19%	23.08%	18.92%	12.31%	18.14%	16.91%	16.71%	18.75%	20.45%	20.71%	26.88%	18.65%	19.43%	18.68%	21.05%	18.38%	21.20%	18.35%	17.07%	19.08%	15.73%	19.46%	19.25%	18.28%	14.97%	18.31%	19.43%	16.05%	18.75%	23.03%	18.12%	19.21%	23.85%	19.59%	22.73%	11.76%	7.36%	2.84%	9.09%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	373	3	4	8	6	8	4	2	7	4	6	5	6	10	11	9	1	7	2	2	8	5	7	2	5	4	8	1	3	2	5	4	1	6	7	3	0	1	140	37	19									
		2.34%	0.75%	1.01%	2.20%	1.20%	2.46%	0.86%	0.74%	1.98%	1.25%	1.50%	1.19%	1.37%	2.33%	2.40%	2.47%	0.28%	1.41%	0.40%	0.61%	1.50%	1.10%	2.08%	0.45%	0.98%	0.84%	2.03%	0.34%	0.78%	0.57%	1.42%	1.21%	0.32%	1.99%	2.14%	0.68%	0.00%	5.88%	10.20%	17.54%	4.67%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	305	6	7	4	6	6	4	1	10	3	10	5	4	2	9	2	6	4	3	2	13	7	8	7	9	7	4	5	6	4	3	6	2	10	6	6	1	1	65	10	31									
		1.92%	1.51%	1.77%	1.10%	1.20%	1.85%	0.86%	0.37%	2.83%	0.94%	2.49%	1.19%	0.91%	0.47%	1.97%	0.55%	1.66%	0.81%	0.60%	0.61%	2.44%	1.54%	2.37%	1.57%	1.77%	1.47%	1.02%	1.69%	1.55%	1.15%	0.85%	1.82%	0.65%	3.31%	1.83%	1.37%	1.14%	5.88%	4.74%	4.74%	7.62%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	3	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0									
		0.10%	0.00%	0.76%	0.00%	0.20%	0.31%	0.22%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.19%	0.22%	0.00%	0.22%	0.00%	0.21%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	791	8	11	11	20	7	8	7	9	5	14	10	1	11	9	8	6	2	3	3	21	13	21	11	3	8	9	6	11	5	1	12	14	8	8	6	1	0	375	62	43									
		4.97%	2.01%	2.78%	3.02%	3.98%	2.15%	1.73%	2.57%	2.55%	1.56%	3.49%	2.38%	0.23%	2.56%	1.97%	2.20%	1.66%	0.40%	0.60%	0.92%	3.94%	2.85%	6.23%	2.46%	0.59%	1.68%	2.28%	2.03%	2.85%	1.43%	0.28%	3.64%	4.53%	2.65%	2.45%	1.37%	1.14%	0.00%	27.33%	29.38%	10.57%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3076	83	89	60	126	54	100	52	91	46	98	84	94	99	97	89	75	151	98	62	130	109	73	94	108	99	58	51	76	46	91	57	59	51	46	78	9	2	141	22	28									
		19.32%	20.85%	22.47%	16.48%	25.10%	16.62%	21.60%	19.12%	25.78%	14.38%	24.44%	20.00%	21.41%	23.08%	21.18%	24.45%	20.78%	30.51%	19.60%	18.96%	24.39%	23.90%	21.66%	21.03%	21.22%	20.80%	14.72%	17.29%	19.69%	13.18%	25.85%	17.27%	19.09%	16.89%	14.07%	17.77%	10.23%	11.76%	10.28%	10.43%	6.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	97	1	5	3	0	1	2	3	0	3	2	3	6	2	1	0	2	6	2	3	2	1	0	3	6	1	2	0	2	3	3	2	2	1	6	0	1	0	15	0	2									
		0.61%	0.25%	1.26%	0.82%	0.00%	0.31%	0.43%	1.10%	0.00%	0.94%	0.50%	0.71%	1.37%	0.47%	0.22%	0.00%	0.55%	1.21%	0.40%	0.92%	0.38%	0.22%	0.00%	0.67%	1.18%	0.21%	0.51%	0.00%	0.52%	0.86%	0.85%	0.61%	0.65%	0.33%	1.83%	0.00%	1.14%	0.00%	1.09%	0.00%	0.49%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1385	22	34	32	45	57	52	21	31	45	29	36	28	61	45	37	23	72	94	21	60	49	33	37	36	45	18	28	19	28	32	41	24	27	18	22	3	2	46	6	26									
		8.70%	5.53%	8.59%	8.79%	8.96%	17.54%	11.23%	7.72%	8.78%	14.06%	7.23%	8.57%	6.38%	14.22%	9.83%	10.16%	6.37%	14.55%	18.80%	6.42%	11.26%	10.75%	9.79%	8.28%	7.07%	9.45%	4.57%	9.49%	4.92%	8.02%	9.09%	12.42%	7.77%	8.94%	5.50%	5.01%	3.41%	11.76%	3.35%	2.84%	6.39%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
