Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																								
Дата голосования: 18.09.2016																								
																								
Наименование Избирательной комиссии:    Юринская 																								
																								
Сводная таблица итогов голосования по федеральному избирательному округу																								
																								
		Сумма	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524									
		0.90%	1.86%	0.74%	1.46%	0.26%	0.85%	0.32%	1.27%	3.37%	0.51%	0.46%	0.00%	1.10%	0.92%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2282	130	331	257	245	89	240	122	58	161	252	112	131	154									
		58.60%	48.33%	48.96%	46.98%	63.47%	76.07%	77.42%	51.69%	65.17%	81.73%	58.06%	77.78%	48.16%	70.97%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	12	2	2	0	0	1	1	2	0	0	2	0	2	0									
		0.31%	0.74%	0.30%	0.00%	0.00%	0.85%	0.32%	0.85%	0.00%	0.00%	0.46%	0.00%	0.74%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	1	0	1	0	0	0	5	1	0	0	0	0	1									
		0.23%	0.37%	0.00%	0.18%	0.00%	0.00%	0.00%	2.12%	1.12%	0.00%	0.00%	0.00%	0.00%	0.46%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	385	46	107	96	27	1	7	30	7	10	18	2	19	15									
		9.89%	17.10%	15.83%	17.55%	6.99%	0.85%	2.26%	12.71%	7.87%	5.08%	4.15%	1.39%	6.99%	6.91%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	0	4	1	0	0	0	1	0	0	0	0	1	0									
		0.18%	0.00%	0.59%	0.18%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	7	2	2	3	0	0	0	0	0	0	0	0	0	0									
		0.18%	0.74%	0.30%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	1	0	0	0	0	0	0	0	0	0	0	1	0									
		0.05%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	19	0	4	9	0	0	0	2	1	0	0	0	2	1									
		0.49%	0.00%	0.59%	1.65%	0.00%	0.00%	0.00%	0.85%	1.12%	0.00%	0.00%	0.00%	0.74%	0.46%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	912	65	170	127	106	20	53	52	16	20	128	21	98	36									
		23.42%	24.16%	25.15%	23.22%	27.46%	17.09%	17.10%	22.03%	17.98%	10.15%	29.49%	14.58%	36.03%	16.59%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	1	1	3	1	0	0	1	0	1	0	1	0	0									
		0.23%	0.37%	0.15%	0.55%	0.26%	0.00%	0.00%	0.42%	0.00%	0.51%	0.00%	0.69%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	51	5	15	12	2	0	1	6	0	2	2	3	1	2									
		1.31%	1.86%	2.22%	2.19%	0.52%	0.00%	0.32%	2.54%	0.00%	1.02%	0.46%	2.08%	0.37%	0.92%									
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
