Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №24																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295					
		30.35%	29.35%	30.61%	31.93%	34.89%	32.59%	30.53%	32.13%	30.17%	31.83%	32.76%	28.89%	32.51%	32.65%	27.09%	29.72%	32.14%	27.75%	29.51%	30.79%	31.17%	31.42%	30.68%	36.76%	30.47%	36.97%	30.77%	30.58%	30.54%	37.88%	34.67%	33.45%	30.56%	34.38%	40.22%	34.42%	36.88%	35.43%	41.90%	43.73%	31.67%	26.91%	29.85%	26.78%	30.99%	27.92%	28.15%	24.75%	28.68%	9.24%	27.67%	27.56%	26.29%	31.14%	26.71%	27.22%	11.45%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6674	123	160	153	129	121	125	79	152	170	97	108	126	74	98	53	115	129	104	93	100	82	107	45	147	44	88	107	177	108	102	89	105	80	123	111	52	118	130	115	138	157	141	140	168	144	172	147	161	57	120	143	234	170	132	137	74					
		11.14%	11.76%	13.64%	12.12%	12.26%	12.25%	12.51%	6.49%	11.52%	13.67%	10.42%	10.99%	12.45%	9.55%	12.41%	5.53%	11.81%	14.21%	10.66%	10.45%	11.81%	8.42%	11.81%	4.03%	13.02%	4.70%	11.28%	11.05%	14.41%	10.52%	11.33%	10.75%	9.81%	10.42%	12.34%	11.65%	11.76%	12.37%	12.46%	10.93%	11.29%	13.76%	12.79%	12.93%	15.09%	12.00%	14.94%	10.37%	11.02%	4.31%	8.65%	12.51%	15.12%	11.51%	10.28%	11.91%	5.76%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	830	13	20	25	14	17	20	10	10	15	6	5	9	8	9	19	15	9	16	14	10	9	16	8	11	1	8	12	22	12	8	11	17	6	10	14	5	11	9	9	10	17	18	17	9	13	21	33	15	22	22	15	68	23	16	21	27					
		1.39%	1.24%	1.71%	1.98%	1.33%	1.72%	2.00%	0.82%	0.76%	1.21%	0.64%	0.51%	0.89%	1.03%	1.14%	1.98%	1.54%	0.99%	1.64%	1.57%	1.18%	0.92%	1.77%	0.72%	0.97%	0.11%	1.03%	1.24%	1.79%	1.17%	0.89%	1.33%	1.59%	0.78%	1.00%	1.47%	1.13%	1.15%	0.86%	0.86%	0.82%	1.49%	1.63%	1.57%	0.81%	1.08%	1.82%	2.33%	1.03%	1.67%	1.59%	1.31%	4.39%	1.56%	1.25%	1.83%	2.10%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8555	183	196	198	190	164	170	87	221	196	156	177	131	123	148	56	147	143	149	140	154	78	147	53	189	50	143	157	208	147	134	18	163	96	134	164	73	19	107	149	203	187	201	205	201	250	203	271	271	47	36	216	98	274	253	209	72					
		14.28%	17.50%	16.71%	15.69%	18.06%	16.60%	17.02%	7.15%	16.76%	15.76%	16.76%	18.01%	12.94%	15.87%	18.73%	5.84%	15.09%	15.75%	15.27%	15.73%	18.18%	8.01%	16.23%	4.74%	16.74%	5.34%	18.33%	16.22%	16.94%	14.31%	14.89%	2.17%	15.23%	12.50%	13.44%	17.21%	16.52%	1.99%	10.26%	14.16%	16.61%	16.39%	18.24%	18.93%	18.06%	20.83%	17.64%	19.11%	18.55%	3.56%	2.59%	18.90%	6.33%	18.55%	19.70%	18.17%	5.61%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	7341	174	161	181	154	149	134	168	169	158	122	136	136	99	118	141	134	145	137	136	140	182	148	119	143	142	94	105	136	108	69	82	81	85	105	88	39	105	72	66	107	125	118	142	95	132	120	176	195	139	192	119	198	154	179	155	134					
		12.25%	16.63%	13.73%	14.34%	14.64%	15.08%	13.41%	13.80%	12.81%	12.70%	13.10%	13.84%	13.44%	12.77%	14.94%	14.70%	13.76%	15.97%	14.04%	15.28%	16.53%	18.69%	16.34%	10.64%	12.67%	15.17%	12.05%	10.85%	11.07%	10.52%	7.67%	9.90%	7.57%	11.07%	10.53%	9.23%	8.82%	11.01%	6.90%	6.27%	8.76%	10.96%	10.71%	13.11%	8.54%	11.00%	10.43%	12.41%	13.35%	10.52%	13.83%	10.41%	12.79%	10.43%	13.94%	13.48%	10.44%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16864	223	254	261	184	203	226	457	340	288	222	243	219	200	181	375	218	215	251	212	160	293	188	446	278	350	185	261	278	236	248	335	280	224	206	224	103	344	262	233	345	320	278	269	273	301	281	405	361	901	604	309	498	384	336	292	801					
		28.15%	21.32%	21.65%	20.68%	17.49%	20.55%	22.62%	37.55%	25.78%	23.15%	23.85%	24.72%	21.64%	25.81%	22.91%	39.10%	22.38%	23.68%	25.72%	23.82%	18.89%	30.08%	20.75%	39.89%	24.62%	37.39%	23.72%	26.96%	22.64%	22.98%	27.56%	40.46%	26.17%	29.17%	20.66%	23.50%	23.30%	36.06%	25.12%	22.15%	28.23%	28.05%	25.23%	24.84%	24.53%	25.08%	24.41%	28.56%	24.71%	68.21%	43.52%	27.03%	32.17%	25.99%	26.17%	25.39%	62.38%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	526	11	8	11	5	4	6	7	15	10	11	10	9	7	6	9	18	6	17	3	6	12	6	9	6	2	7	11	16	10	8	3	10	3	8	12	3	5	12	9	14	10	6	13	7	11	9	11	19	11	14	8	16	12	9	7	18					
		0.88%	1.05%	0.68%	0.87%	0.48%	0.40%	0.60%	0.58%	1.14%	0.80%	1.18%	1.02%	0.89%	0.90%	0.76%	0.94%	1.85%	0.66%	1.74%	0.34%	0.71%	1.23%	0.66%	0.81%	0.53%	0.21%	0.90%	1.14%	1.30%	0.97%	0.89%	0.36%	0.93%	0.39%	0.80%	1.26%	0.68%	0.52%	1.15%	0.86%	1.15%	0.88%	0.54%	1.20%	0.63%	0.92%	0.78%	0.78%	1.30%	0.83%	1.01%	0.70%	1.03%	0.81%	0.70%	0.61%	1.40%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
