Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																														
Дата голосования: 02.12.2007																																																														
																																																														
Наименование Избирательной комиссии:    Ашинская городская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883					
		1.74%	1.54%	1.32%	1.59%	1.52%	1.03%	1.63%	1.25%	1.76%	1.40%	1.61%	2.39%	1.05%	1.76%	2.16%	0.77%	1.18%	1.56%	2.35%	1.14%	1.46%	0.54%	1.93%	2.19%	3.09%	2.49%	1.43%	1.65%	1.67%	2.65%	1.27%	1.89%	2.03%	2.14%	1.72%	4.10%	2.46%	2.10%	3.63%	1.15%	1.65%	1.65%	1.95%	1.26%	1.44%	1.14%	0.89%	2.64%	4.55%	0.98%	5.26%	2.84%	3.68%	0.74%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	185	11	6	9	16	3	2	7	2	3	8	2	2	1	1	2	5	8	2	4	5	2	1	6	4	5	9	0	1	0	7	5	4	1	3	8	3	1	2	4	2	1	0	0	1	5	5	0	1	1	0	1	1	2	0	0					
		0.60%	1.30%	1.13%	1.03%	1.21%	0.52%	0.22%	0.87%	0.27%	0.47%	0.64%	0.48%	0.35%	0.22%	0.14%	0.52%	0.65%	1.04%	0.28%	0.57%	0.38%	1.09%	0.28%	1.10%	0.62%	0.69%	1.29%	0.00%	0.15%	0.00%	0.89%	1.58%	0.68%	0.21%	0.52%	1.43%	0.41%	0.23%	0.43%	0.77%	0.41%	0.17%	0.00%	0.00%	0.48%	0.95%	0.56%	0.00%	0.91%	0.98%	0.00%	0.71%	0.74%	0.30%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	41	2	0	3	3	0	0	2	10	0	1	1	1	0	1	1	0	0	0	2	1	1	0	0	2	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0					
		0.13%	0.24%	0.00%	0.34%	0.23%	0.00%	0.00%	0.25%	1.36%	0.00%	0.08%	0.24%	0.18%	0.00%	0.14%	0.26%	0.00%	0.00%	0.00%	0.28%	0.08%	0.54%	0.00%	0.00%	0.31%	0.14%	0.00%	0.00%	0.15%	0.22%	0.13%	0.00%	0.00%	0.00%	0.00%	0.18%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.38%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2736	86	51	84	109	42	67	60	82	41	73	22	25	24	36	19	43	48	46	77	116	16	13	29	98	107	113	74	104	55	91	27	53	59	61	62	101	47	53	46	49	36	36	21	15	40	81	8	3	2	4	11	8	53	6	3					
		8.87%	10.17%	9.64%	9.57%	8.27%	7.22%	7.27%	7.47%	11.11%	6.40%	5.88%	5.25%	4.38%	5.27%	5.18%	4.90%	5.63%	6.25%	6.37%	10.95%	8.91%	8.70%	3.59%	5.30%	15.12%	14.78%	16.19%	13.53%	15.81%	12.14%	11.56%	8.52%	8.97%	12.63%	10.50%	11.05%	13.82%	10.98%	11.32%	8.85%	10.08%	5.95%	7.02%	6.60%	7.21%	7.58%	9.06%	2.64%	2.73%	1.96%	5.26%	7.80%	5.88%	7.89%	5.00%	3.53%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	176	6	6	15	16	7	12	10	4	5	8	5	2	0	1	2	9	6	2	0	4	0	2	2	3	1	2	4	0	1	4	0	5	1	3	1	4	0	2	3	6	4	0	0	0	4	3	1	0	0	0	0	0	0	0	0					
		0.57%	0.71%	1.13%	1.71%	1.21%	1.20%	1.30%	1.25%	0.54%	0.78%	0.64%	1.19%	0.35%	0.00%	0.14%	0.52%	1.18%	0.78%	0.28%	0.00%	0.31%	0.00%	0.55%	0.37%	0.46%	0.14%	0.29%	0.73%	0.00%	0.22%	0.51%	0.00%	0.85%	0.21%	0.52%	0.18%	0.55%	0.00%	0.43%	0.58%	1.23%	0.66%	0.00%	0.00%	0.00%	0.76%	0.34%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	65	4	2	2	3	1	4	1	1	2	1	1	1	0	2	0	1	3	0	0	6	1	2	0	2	4	0	2	2	1	2	0	1	0	0	4	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	3	0	0					
		0.21%	0.47%	0.38%	0.23%	0.23%	0.17%	0.43%	0.12%	0.14%	0.31%	0.08%	0.24%	0.18%	0.00%	0.29%	0.00%	0.13%	0.39%	0.00%	0.00%	0.46%	0.54%	0.55%	0.00%	0.31%	0.55%	0.00%	0.37%	0.30%	0.22%	0.25%	0.00%	0.17%	0.00%	0.00%	0.71%	0.00%	0.00%	0.21%	0.19%	0.00%	0.17%	0.19%	0.00%	0.00%	0.00%	0.11%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2584	78	37	79	100	59	87	68	42	69	85	46	48	31	71	37	137	73	72	42	88	19	29	44	36	43	50	32	53	38	48	39	69	41	37	45	58	37	29	57	45	41	46	13	15	46	60	9	16	6	8	18	12	77	11	8					
		8.37%	9.22%	6.99%	8.99%	7.59%	10.14%	9.45%	8.47%	5.69%	10.76%	6.84%	10.98%	8.41%	6.81%	10.22%	9.54%	17.93%	9.51%	9.97%	5.97%	6.76%	10.33%	8.01%	8.04%	5.56%	5.94%	7.16%	5.85%	8.05%	8.39%	6.10%	12.30%	11.68%	8.78%	6.37%	8.02%	7.93%	8.64%	6.20%	10.96%	9.26%	6.78%	8.97%	4.09%	7.21%	8.71%	6.71%	2.97%	14.55%	5.88%	10.53%	12.77%	8.82%	11.46%	9.17%	9.41%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2767	98	68	96	123	59	105	109	92	77	170	36	46	29	60	31	53	43	47	59	135	6	22	47	54	51	49	36	54	34	34	27	50	44	68	79	107	38	54	50	50	33	29	13	9	39	64	16	7	1	2	4	12	38	6	4					
		8.97%	11.58%	12.85%	10.93%	9.33%	10.14%	11.40%	13.57%	12.47%	12.01%	13.69%	8.59%	8.06%	6.37%	8.63%	7.99%	6.94%	5.60%	6.51%	8.39%	10.37%	3.26%	6.08%	8.59%	8.33%	7.04%	7.02%	6.58%	8.21%	7.51%	4.32%	8.52%	8.46%	9.42%	11.70%	14.08%	14.64%	8.88%	11.54%	9.62%	10.29%	5.45%	5.65%	4.09%	4.33%	7.39%	7.16%	5.28%	6.36%	0.98%	2.63%	2.84%	8.82%	5.65%	5.00%	4.71%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	279	3	5	5	8	3	10	10	5	7	7	1	2	5	5	2	5	5	9	4	6	3	2	0	5	12	8	9	4	4	9	2	11	9	8	11	13	2	10	9	6	5	1	6	3	5	6	3	2	0	0	0	2	1	1	0					
		0.90%	0.35%	0.95%	0.57%	0.61%	0.52%	1.09%	1.25%	0.68%	1.09%	0.56%	0.24%	0.35%	1.10%	0.72%	0.52%	0.65%	0.65%	1.25%	0.57%	0.46%	1.63%	0.55%	0.00%	0.77%	1.66%	1.15%	1.65%	0.61%	0.88%	1.14%	0.63%	1.86%	1.93%	1.38%	1.96%	1.78%	0.47%	2.14%	1.73%	1.23%	0.83%	0.19%	1.89%	1.44%	0.95%	0.67%	0.99%	1.82%	0.00%	0.00%	0.00%	1.47%	0.15%	0.83%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	20857	522	334	555	888	380	597	510	480	401	842	281	427	347	484	287	491	559	515	494	905	134	280	405	408	460	442	373	414	302	559	211	373	292	375	308	414	279	284	337	310	466	385	250	160	375	649	255	72	91	57	101	95	482	96	64					
		67.60%	61.70%	63.14%	63.21%	67.37%	65.29%	64.82%	63.51%	65.04%	62.56%	67.79%	67.06%	74.78%	76.26%	69.64%	73.97%	64.27%	72.79%	71.33%	70.27%	69.51%	72.83%	77.35%	74.04%	62.96%	63.54%	63.32%	68.19%	62.92%	66.67%	71.03%	66.56%	63.11%	62.53%	64.54%	54.90%	56.63%	65.19%	60.68%	64.81%	63.79%	77.02%	75.05%	78.62%	76.92%	71.02%	72.60%	84.16%	65.45%	89.22%	75.00%	71.63%	69.85%	71.73%	80.00%	75.29%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	268	16	5	7	17	5	11	5	7	18	12	5	1	7	1	2	3	2	6	2	5	0	2	1	8	7	7	5	6	4	3	0	5	3	16	14	4	8	5	4	6	2	1	2	0	5	6	0	1	0	0	1	0	5	0	0					
		0.87%	1.89%	0.95%	0.80%	1.29%	0.86%	1.19%	0.62%	0.95%	2.81%	0.97%	1.19%	0.18%	1.54%	0.14%	0.52%	0.39%	0.26%	0.83%	0.28%	0.38%	0.00%	0.55%	0.18%	1.23%	0.97%	1.00%	0.91%	0.91%	0.88%	0.38%	0.00%	0.85%	0.64%	2.75%	2.50%	0.55%	1.87%	1.07%	0.77%	1.23%	0.33%	0.19%	0.63%	0.00%	0.95%	0.67%	0.00%	0.91%	0.00%	0.00%	0.71%	0.00%	0.74%	0.00%	0.00%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
