Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
Наименование Избирательной комиссии:    Ашинская городская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6008	151	98	166	178	138	191	173	242	112	249	110	99	97	99	53	147	151	136	131	274	13	52	68	109	124	108	91	112	88	77	88	146	108	145	158	202	115	146	137	139	73	98	62	28	91	139	65	14	11	10	21	38	117	13	7					
		20.56%	19.31%	21.21%	22.52%	21.73%	27.66%	23.26%	22.01%	24.32%	20.36%	22.62%	22.04%	18.10%	20.77%	14.02%	14.02%	21.21%	19.26%	20.76%	23.52%	23.89%	10.00%	17.63%	14.35%	18.51%	19.65%	18.62%	18.46%	19.02%	22.06%	11.39%	21.46%	22.64%	22.41%	25.66%	24.16%	25.19%	19.39%	29.14%	21.08%	18.19%	14.46%	19.03%	15.01%	20.74%	20.92%	20.97%	23.47%	16.47%	15.71%	15.38%	18.58%	28.57%	17.59%	10.16%	6.09%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4841	129	61	105	131	70	141	112	124	98	187	86	129	73	148	87	135	136	139	94	176	31	63	101	80	74	59	60	76	43	62	91	144	83	75	84	114	136	64	127	164	72	132	72	20	91	99	30	16	8	5	18	11	130	27	18					
		16.57%	16.50%	13.20%	14.25%	15.99%	14.03%	17.17%	14.25%	12.46%	17.82%	16.98%	17.23%	23.58%	15.63%	20.96%	23.02%	19.48%	17.35%	21.22%	16.88%	15.34%	23.85%	21.36%	21.31%	13.58%	11.73%	10.17%	12.17%	12.90%	10.78%	9.17%	22.20%	22.33%	17.22%	13.27%	12.84%	14.21%	22.93%	12.77%	19.54%	21.47%	14.26%	25.63%	17.43%	14.81%	20.92%	14.93%	10.83%	18.82%	11.43%	7.69%	15.93%	8.27%	19.55%	21.09%	15.65%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	241	8	7	5	5	8	7	5	6	4	9	3	1	5	7	1	5	3	9	3	13	1	2	2	7	6	7	3	7	2	3	4	3	4	7	9	7	6	7	7	7	2	1	4	1	5	5	2	0	2	0	1	0	2	1	0					
		0.82%	1.02%	1.52%	0.68%	0.61%	1.60%	0.85%	0.64%	0.60%	0.73%	0.82%	0.60%	0.18%	1.07%	0.99%	0.26%	0.72%	0.38%	1.37%	0.54%	1.13%	0.77%	0.68%	0.42%	1.19%	0.95%	1.21%	0.61%	1.19%	0.50%	0.44%	0.98%	0.47%	0.83%	1.24%	1.38%	0.87%	1.01%	1.40%	1.08%	0.92%	0.40%	0.19%	0.97%	0.74%	1.15%	0.75%	0.72%	0.00%	2.86%	0.00%	0.88%	0.00%	0.30%	0.78%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4252	104	84	107	107	58	116	96	137	96	141	61	56	58	57	33	68	97	85	102	167	19	21	43	105	136	129	97	124	85	137	48	92	85	101	130	153	92	93	73	106	79	53	48	22	78	110	16	14	2	8	16	3	75	12	17					
		14.55%	13.30%	18.18%	14.52%	13.06%	11.62%	14.13%	12.21%	13.77%	17.45%	12.81%	12.22%	10.24%	12.42%	8.07%	8.73%	9.81%	12.37%	12.98%	18.31%	14.56%	14.62%	7.12%	9.07%	17.83%	21.55%	22.24%	19.68%	21.05%	21.30%	20.27%	11.71%	14.26%	17.63%	17.88%	19.88%	19.08%	15.51%	18.56%	11.23%	13.87%	15.64%	10.29%	11.62%	16.30%	17.93%	16.59%	5.78%	16.47%	2.86%	12.31%	14.16%	2.26%	11.28%	9.38%	14.78%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	643	25	20	22	47	5	25	33	27	22	42	21	4	11	12	7	8	12	13	2	22	1	3	9	14	8	13	5	13	11	7	6	8	14	17	17	20	6	21	10	6	10	1	0	1	4	18	2	0	0	0	0	1	15	0	2					
		2.20%	3.20%	4.33%	2.99%	5.74%	1.00%	3.05%	4.20%	2.71%	4.00%	3.81%	4.21%	0.73%	2.36%	1.70%	1.85%	1.15%	1.53%	1.98%	0.36%	1.92%	0.77%	1.02%	1.90%	2.38%	1.27%	2.24%	1.01%	2.21%	2.76%	1.04%	1.46%	1.24%	2.90%	3.01%	2.60%	2.49%	1.01%	4.19%	1.54%	0.79%	1.98%	0.19%	0.00%	0.74%	0.92%	2.71%	0.72%	0.00%	0.00%	0.00%	0.00%	0.75%	2.26%	0.00%	1.74%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12537	340	178	316	326	204	318	358	441	195	450	200	245	212	355	182	309	365	256	213	463	65	140	238	261	272	251	228	247	166	364	168	242	174	206	245	287	229	160	285	336	258	218	222	60	157	270	153	38	47	42	54	79	307	74	68					
		42.90%	43.48%	38.53%	42.88%	39.80%	40.88%	38.73%	45.55%	44.32%	35.45%	40.87%	40.08%	44.79%	45.40%	50.28%	48.15%	44.59%	46.56%	39.08%	38.24%	40.37%	50.00%	47.46%	50.21%	44.31%	43.11%	43.28%	46.25%	41.94%	41.60%	53.85%	40.98%	37.52%	36.10%	36.46%	37.46%	35.79%	38.62%	31.94%	43.85%	43.98%	51.09%	42.33%	53.75%	44.44%	36.09%	40.72%	55.23%	44.71%	67.14%	64.62%	47.79%	59.40%	46.17%	57.81%	59.13%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	132	5	2	4	3	3	5	0	7	3	4	1	2	1	6	6	3	4	5	4	7	0	3	4	4	1	1	3	0	0	4	2	1	1	0	3	2	4	1	6	1	2	2	0	1	2	4	1	0	0	0	0	1	2	1	0					
		0.45%	0.64%	0.43%	0.54%	0.37%	0.60%	0.61%	0.00%	0.70%	0.55%	0.36%	0.20%	0.37%	0.21%	0.85%	1.59%	0.43%	0.51%	0.76%	0.72%	0.61%	0.00%	1.02%	0.84%	0.68%	0.16%	0.17%	0.61%	0.00%	0.00%	0.59%	0.49%	0.16%	0.21%	0.00%	0.46%	0.25%	0.67%	0.20%	0.92%	0.13%	0.40%	0.39%	0.00%	0.74%	0.46%	0.60%	0.36%	0.00%	0.00%	0.00%	0.00%	0.75%	0.30%	0.78%	0.00%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
