Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Кошехабльская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52									
		74.03%	84.85%	68.18%	80.00%	84.60%	84.38%	79.77%	36.07%	79.26%	61.29%	52.46%	90.70%	86.88%	84.01%	87.55%	53.72%	55.69%	74.12%	75.49%	76.16%	82.50%	87.38%	96.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	59	0	0	0	0	4	1	6	2	0	4	0	0	1	1	5	0	31	1	0	1	2	0									
		0.33%	0.00%	0.00%	0.00%	0.00%	0.26%	0.23%	0.67%	0.20%	0.00%	0.45%	0.00%	0.00%	0.14%	0.07%	0.29%	0.00%	2.67%	0.98%	0.00%	0.20%	0.39%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	5	0	0	0	2	0	1	2	0	1	0	0	0	7	2	0	0	0	0	0	1	0									
		0.12%	0.38%	0.00%	0.00%	0.00%	0.13%	0.00%	0.11%	0.20%	0.00%	0.11%	0.00%	0.00%	0.00%	0.51%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1501	19	10	7	30	82	33	267	69	13	122	0	13	55	35	329	221	95	14	41	24	16	6									
		8.31%	1.46%	7.58%	4.12%	7.58%	5.38%	7.50%	30.00%	6.91%	13.98%	13.62%	0.00%	1.13%	7.93%	2.56%	19.11%	12.03%	8.20%	13.73%	6.15%	4.77%	3.11%	1.25%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	0	0	0	0	3	0	1	2	3	1	0	0	0	2	7	0	0	0	0	0	0	0									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.11%	0.20%	3.23%	0.11%	0.00%	0.00%	0.00%	0.15%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	38	0	0	0	0	6	0	2	3	2	9	0	3	2	2	6	0	0	0	3	0	0	0									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.22%	0.30%	2.15%	1.00%	0.00%	0.26%	0.29%	0.15%	0.35%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	0	3	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.11%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	28	0	0	0	1	0	1	1	2	1	4	0	0	0	3	10	0	0	0	4	1	0	0									
		0.16%	0.00%	0.00%	0.00%	0.25%	0.00%	0.23%	0.11%	0.20%	1.08%	0.45%	0.00%	0.00%	0.00%	0.22%	0.58%	0.00%	0.00%	0.00%	0.60%	0.20%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1070	131	0	13	17	80	23	47	44	5	181	95	135	25	53	8	0	105	5	24	34	35	10									
		5.93%	10.08%	0.00%	7.65%	4.29%	5.25%	5.23%	5.28%	4.41%	5.38%	20.20%	9.30%	11.73%	3.60%	3.88%	0.46%	0.00%	9.06%	4.90%	3.60%	6.76%	6.80%	2.08%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	0	0	0	0	1	1	0	1	0	4	0	0	0	1	3	0	0	0	0	1	1	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.07%	0.23%	0.00%	0.10%	0.00%	0.45%	0.00%	0.00%	0.00%	0.07%	0.17%	0.00%	0.00%	0.00%	0.00%	0.20%	0.19%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	932	0	10	14	1	8	3	3	9	3	19	0	0	7	12	372	414	50	0	3	3	1	0									
		5.16%	0.00%	7.58%	8.24%	0.25%	0.52%	0.68%	0.34%	0.90%	3.23%	2.12%	0.00%	0.00%	1.01%	0.88%	21.60%	22.54%	4.31%	0.00%	0.45%	0.60%	0.19%	0.00%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
