Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Моркинская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1200	60	60	40	40	60	40	20	20	40	50	50	30	40	40	40	60	20	30	40	30	30	20	30	10	20	30	20	30	30	20	20	30	50	50									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	1128	56	55	40	40	60	40	20	20	36	47	37	30	20	34	40	54	20	30	40	26	30	20	30	5	20	28	20	30	30	20	20	30	50	50									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	368	36	17	18	26	15	22	7	6	6	10	13	12	8	10	5	17	13	6	5	12	11	7	4	10	8	7	3	3	6	5	8	12	12	8									
14	Число погашенных неиспользованных открепительных удостоверений	72	4	5	0	0	0	0	0	0	4	3	13	0	20	6	0	6	0	0	0	4	0	0	0	5	0	2	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	88	16	4	10	6	7	2	0	2	3	1	8	0	4	0	3	2	0	0	1	1	0	3	0	2	1	4	0	2	1	1	0	0	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	89	6	7	3	7	7	3	1	1	4	2	4	6	2	4	0	4	2	1	0	0	3	0	1	0	1	3	2	3	2	1	4	0	3	2									
		0.63%	0.50%	0.74%	0.52%	0.78%	0.81%	1.16%	0.58%	0.57%	1.25%	0.42%	0.62%	2.24%	0.51%	0.78%	0.00%	0.72%	1.39%	0.49%	0.00%	0.00%	1.42%	0.00%	0.30%	0.00%	0.28%	0.81%	0.74%	0.89%	0.97%	0.51%	2.92%	0.00%	0.38%	0.26%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	509	48	43	24	39	42	10	6	8	15	16	22	2	9	18	16	21	4	6	13	5	6	4	15	0	6	16	7	11	6	7	5	11	25	23									
		3.59%	3.96%	4.54%	4.12%	4.37%	4.85%	3.86%	3.47%	4.55%	4.69%	3.40%	3.42%	0.75%	2.31%	3.50%	3.43%	3.80%	2.78%	2.93%	4.17%	2.54%	2.83%	1.85%	4.50%	0.00%	1.69%	4.32%	2.58%	3.27%	2.91%	3.57%	3.65%	4.49%	3.15%	2.96%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	101	8	5	12	6	2	1	0	1	6	7	4	3	0	3	4	6	0	0	4	1	2	2	3	5	1	0	0	2	1	0	1	2	5	4									
		0.71%	0.66%	0.53%	2.06%	0.67%	0.23%	0.39%	0.00%	0.57%	1.88%	1.49%	0.62%	1.12%	0.00%	0.58%	0.86%	1.09%	0.00%	0.00%	1.28%	0.51%	0.94%	0.93%	0.90%	3.94%	0.28%	0.00%	0.00%	0.60%	0.49%	0.00%	0.73%	0.82%	0.63%	0.51%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7091	472	336	227	342	321	154	126	113	150	240	302	175	191	308	261	260	56	96	176	119	118	122	167	92	204	178	164	164	110	111	70	114	534	518									
		50.05%	38.98%	35.48%	39.00%	38.30%	37.07%	59.46%	72.83%	64.20%	46.88%	50.96%	46.97%	65.30%	48.97%	59.81%	55.89%	47.10%	38.89%	46.83%	56.41%	60.41%	55.66%	56.48%	50.15%	72.44%	57.30%	48.11%	60.52%	48.81%	53.40%	56.63%	51.09%	46.53%	67.34%	66.58%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	53	5	5	1	5	1	0	1	1	3	1	0	0	3	4	0	3	0	1	1	2	1	2	1	2	1	0	0	4	0	0	1	2	2	0									
		0.37%	0.41%	0.53%	0.17%	0.56%	0.12%	0.00%	0.58%	0.57%	0.94%	0.21%	0.00%	0.00%	0.77%	0.78%	0.00%	0.54%	0.00%	0.49%	0.32%	1.02%	0.47%	0.93%	0.30%	1.57%	0.28%	0.00%	0.00%	1.19%	0.00%	0.00%	0.73%	0.82%	0.25%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	0	2	0	0	1	0	0	0	1	0	2	1	1	0	1	0	0	2	0	1	0	2	0	1	0	0	1	0	1	0	1	1	2	1									
		0.16%	0.00%	0.21%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.31%	0.00%	0.31%	0.37%	0.26%	0.00%	0.21%	0.00%	0.00%	0.98%	0.00%	0.51%	0.00%	0.93%	0.00%	0.79%	0.00%	0.00%	0.37%	0.00%	0.49%	0.00%	0.73%	0.41%	0.25%	0.13%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	847	89	66	40	52	56	15	10	5	20	34	29	11	26	39	34	44	15	13	15	15	21	9	22	9	12	21	7	19	14	10	6	7	37	25									
		5.98%	7.35%	6.97%	6.87%	5.82%	6.47%	5.79%	5.78%	2.84%	6.25%	7.22%	4.51%	4.10%	6.67%	7.57%	7.28%	7.97%	10.42%	6.34%	4.81%	7.61%	9.91%	4.17%	6.61%	7.09%	3.37%	5.68%	2.58%	5.65%	6.80%	5.10%	4.38%	2.86%	4.67%	3.21%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	34	5	5	0	0	2	2	0	0	1	1	0	1	0	3	0	2	1	0	3	0	1	0	0	1	1	0	0	2	0	0	0	1	0	2									
		0.24%	0.41%	0.53%	0.00%	0.00%	0.23%	0.77%	0.00%	0.00%	0.31%	0.21%	0.00%	0.37%	0.00%	0.58%	0.00%	0.36%	0.69%	0.00%	0.96%	0.00%	0.47%	0.00%	0.00%	0.79%	0.28%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.41%	0.00%	0.26%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	20	1	1	0	3	2	0	0	0	1	1	0	1	0	1	0	2	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	2									
		0.14%	0.08%	0.11%	0.00%	0.34%	0.23%	0.00%	0.00%	0.00%	0.31%	0.21%	0.00%	0.37%	0.00%	0.19%	0.00%	0.36%	0.00%	0.00%	0.32%	0.00%	0.00%	0.93%	0.30%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	1	0	0	3	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2									
		0.09%	0.00%	0.11%	0.00%	0.00%	0.35%	0.00%	0.58%	0.00%	0.00%	0.00%	0.16%	0.37%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.47%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	43	2	4	2	5	3	1	0	1	1	3	0	2	2	0	1	1	0	1	2	0	1	0	2	0	3	0	0	3	1	0	0	0	0	2									
		0.30%	0.17%	0.42%	0.34%	0.56%	0.35%	0.39%	0.00%	0.57%	0.31%	0.64%	0.00%	0.75%	0.51%	0.00%	0.21%	0.18%	0.00%	0.49%	0.64%	0.00%	0.47%	0.00%	0.60%	0.00%	0.84%	0.00%	0.00%	0.89%	0.49%	0.00%	0.00%	0.00%	0.00%	0.26%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4794	535	422	247	396	389	67	24	43	101	152	256	51	132	105	139	193	62	73	80	49	49	57	111	12	112	138	84	119	50	65	43	94	169	175									
		33.84%	44.18%	44.56%	42.44%	44.34%	44.92%	25.87%	13.87%	24.43%	31.56%	32.27%	39.81%	19.03%	33.85%	20.39%	29.76%	34.96%	43.06%	35.61%	25.64%	24.87%	23.11%	26.39%	33.33%	9.45%	31.46%	37.30%	30.99%	35.42%	24.27%	33.16%	31.39%	38.37%	21.31%	22.49%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	1	2	0	1	1	0	0	0	2	2	0	2	2	1	0	0	0	1	5	2	0	0	0	1	2	1	0	0	0	0	0	0	3	3									
		0.23%	0.08%	0.21%	0.00%	0.11%	0.12%	0.00%	0.00%	0.00%	0.63%	0.42%	0.00%	0.75%	0.51%	0.19%	0.00%	0.00%	0.00%	0.49%	1.60%	1.02%	0.00%	0.00%	0.00%	0.79%	0.56%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.39%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	217	19	25	11	19	16	3	2	0	2	4	9	5	8	13	4	6	1	2	7	2	3	5	4	1	5	2	1	7	8	2	2	6	7	6									
		1.53%	1.57%	2.64%	1.89%	2.13%	1.85%	1.16%	1.16%	0.00%	0.63%	0.85%	1.40%	1.87%	2.05%	2.52%	0.86%	1.09%	0.69%	0.98%	2.24%	1.02%	1.42%	2.31%	1.20%	0.79%	1.40%	0.54%	0.37%	2.08%	3.88%	1.02%	1.46%	2.45%	0.88%	0.77%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
