Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Локтевская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	53	2	9	3	2	4	3	1	2	2	4	1	0	4	0	0	1	0	1	1	1	3	0	2	3	4									
14	Число погашенных неиспользованных открепительных удостоверений	29	0	0	0	1	2	0	0	1	0	1	1	2	0	3	1	1	2	1	3	2	3	1	1	1	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	3	3	2	0	0	2	1	3	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	74	10	7	4	4	4	4	2	5	1	3	1	2	10	0	1	0	1	2	0	1	2	1	2	1	6									
		0.73%	1.22%	0.75%	0.96%	0.89%	1.01%	0.62%	0.97%	0.89%	0.24%	0.66%	0.35%	0.72%	1.53%	0.00%	0.47%	0.00%	0.30%	0.47%	0.00%	0.22%	0.55%	0.25%	0.82%	0.35%	1.38%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	414	36	31	9	19	8	32	11	29	23	11	13	12	19	1	9	7	19	22	6	16	14	30	10	7	20									
		4.08%	4.38%	3.30%	2.15%	4.25%	2.03%	4.99%	5.34%	5.19%	5.53%	2.42%	4.58%	4.35%	2.91%	1.59%	4.25%	2.94%	5.67%	5.13%	3.24%	3.60%	3.85%	7.59%	4.08%	2.48%	4.59%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	164	17	20	8	7	9	5	4	8	6	10	3	4	17	2	3	1	6	1	0	8	2	4	3	5	11									
		1.62%	2.07%	2.13%	1.91%	1.57%	2.28%	0.78%	1.94%	1.43%	1.44%	2.20%	1.06%	1.45%	2.60%	3.17%	1.42%	0.42%	1.79%	0.23%	0.00%	1.80%	0.55%	1.01%	1.22%	1.77%	2.52%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3970	289	323	157	161	151	204	80	196	138	157	149	125	256	30	118	115	157	167	89	174	185	207	87	95	160									
		39.16%	35.20%	34.43%	37.56%	36.02%	38.23%	31.83%	38.83%	35.06%	33.17%	34.58%	52.46%	45.29%	39.20%	47.62%	55.66%	48.32%	46.87%	38.93%	48.11%	39.10%	50.82%	52.41%	35.51%	33.69%	36.70%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	42	2	6	1	4	0	3	0	6	0	3	0	2	3	1	3	0	1	2	0	0	1	1	0	1	2									
		0.41%	0.24%	0.64%	0.24%	0.89%	0.00%	0.47%	0.00%	1.07%	0.00%	0.66%	0.00%	0.72%	0.46%	1.59%	1.42%	0.00%	0.30%	0.47%	0.00%	0.00%	0.27%	0.25%	0.00%	0.35%	0.46%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	1	4	0	0	1	0	0	2	0	2	0	1	2	0	1	0	0	0	0	1	1	0	0	1	1									
		0.18%	0.12%	0.43%	0.00%	0.00%	0.25%	0.00%	0.00%	0.36%	0.00%	0.44%	0.00%	0.36%	0.31%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.22%	0.27%	0.00%	0.00%	0.35%	0.23%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2196	181	192	104	103	111	160	33	111	108	122	45	49	139	15	29	51	64	112	31	75	71	48	60	90	92									
		21.66%	22.05%	20.47%	24.88%	23.04%	28.10%	24.96%	16.02%	19.86%	25.96%	26.87%	15.85%	17.75%	21.29%	23.81%	13.68%	21.43%	19.10%	26.11%	16.76%	16.85%	19.51%	12.15%	24.49%	31.91%	21.10%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	2	4	0	3	2	1	1	3	0	0	0	0	2	0	1	0	0	0	0	1	0	0	1	0	0									
		0.21%	0.24%	0.43%	0.00%	0.67%	0.51%	0.16%	0.49%	0.54%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.41%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	48	5	3	4	4	2	3	1	4	2	2	2	1	3	0	1	0	1	2	1	1	1	1	0	2	2									
		0.47%	0.61%	0.32%	0.96%	0.89%	0.51%	0.47%	0.49%	0.72%	0.48%	0.44%	0.70%	0.36%	0.46%	0.00%	0.47%	0.00%	0.30%	0.47%	0.54%	0.22%	0.27%	0.25%	0.00%	0.71%	0.46%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	0	2	0	1	0	2	0	4	1	0	1	1	2	0	1	1	0	0	0	0	1	0	0	1	0									
		0.18%	0.00%	0.21%	0.00%	0.22%	0.00%	0.31%	0.00%	0.72%	0.24%	0.00%	0.35%	0.36%	0.31%	0.00%	0.47%	0.42%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.35%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	118	11	17	6	4	11	8	4	10	5	5	2	0	10	0	1	4	5	3	6	3	0	1	0	1	1									
		1.16%	1.34%	1.81%	1.44%	0.89%	2.78%	1.25%	1.94%	1.79%	1.20%	1.10%	0.70%	0.00%	1.53%	0.00%	0.47%	1.68%	1.49%	0.70%	3.24%	0.67%	0.00%	0.25%	0.00%	0.35%	0.23%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1686	134	177	66	78	58	120	34	105	66	72	42	51	84	11	25	36	41	64	35	133	38	66	52	39	59									
		16.63%	16.32%	18.87%	15.79%	17.45%	14.68%	18.72%	16.50%	18.78%	15.87%	15.86%	14.79%	18.48%	12.86%	17.46%	11.79%	15.13%	12.24%	14.92%	18.92%	29.89%	10.44%	16.71%	21.22%	13.83%	13.53%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	0	1	3	2	0	1	0	0	2	0	2	1	0	1	0	0	3	2	1	3	0	3	0	0	1									
		0.26%	0.00%	0.11%	0.72%	0.45%	0.00%	0.16%	0.00%	0.00%	0.48%	0.00%	0.70%	0.36%	0.00%	1.59%	0.00%	0.00%	0.90%	0.47%	0.54%	0.67%	0.00%	0.76%	0.00%	0.00%	0.23%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1068	110	114	49	49	31	82	29	70	51	48	18	18	80	2	10	21	32	37	13	16	36	25	19	34	74									
		10.54%	13.40%	12.15%	11.72%	10.96%	7.85%	12.79%	14.08%	12.52%	12.26%	10.57%	6.34%	6.52%	12.25%	3.17%	4.72%	8.82%	9.55%	8.62%	7.03%	3.60%	9.89%	6.33%	7.76%	12.06%	16.97%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
