Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Вилегодская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286					
22	"5. ""За Русь Святую"""	46	2	0	0	2	3	4	1	1	1	4	6	8	9	0	0	4	0	1					
		0.66%	0.45%	0.0%	0.0%	0.74%	1.27%	0.64%	0.24%	0.68%	0.44%	1.30%	2.59%	0.51%	1.09%	0.0%	0.0%	5.47%	0.0%	0.52%					
23	"6. ""Объединенная Российская партия ""Русь"""	30	2	0	2	0	3	1	1	1	2	0	1	8	6	1	0	0	2	0					
		0.43%	0.45%	0.0%	0.47%	0.0%	1.27%	0.16%	0.24%	0.68%	0.88%	0.0%	0.43%	0.51%	0.72%	0.74%	0.0%	0.0%	1.68%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	38	2	1	0	2	0	4	2	0	0	2	2	9	5	2	5	1	0	1					
		0.55%	0.45%	0.60%	0.0%	0.74%	0.0%	0.64%	0.49%	0.0%	0.0%	0.65%	0.86%	0.57%	0.60%	1.49%	0.96%	1.36%	0.0%	0.52%					
25	"8. ""Народно-республиканская партия России"""	12	0	1	0	2	1	0	2	0	0	1	0	3	2	0	0	0	0	0					
		0.17%	0.0%	0.60%	0.0%	0.74%	0.42%	0.0%	0.49%	0.0%	0.0%	0.32%	0.0%	0.19%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	13	2	0	0	2	1	2	1	2	0	1	0	1	1	0	0	0	0	0					
		0.18%	0.45%	0.0%	0.0%	0.74%	0.42%	0.32%	0.24%	1.36%	0.0%	0.32%	0.0%	0.06%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	579	19	16	17	4	19	52	51	23	51	25	27	104	71	14	62	5	1	18					
		8.41%	4.29%	9.75%	4.02%	1.49%	8.08%	8.33%	12.71%	15.64%	22.66%	8.16%	11.68%	6.67%	8.63%	10.44%	11.92%	6.84%	0.84%	9.42%					
28	"11. ""Истинные патриоты России"""	6	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0					
		0.08%	0.45%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.98%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	107	13	5	1	3	2	14	6	2	1	10	6	22	9	0	8	3	0	2					
		1.55%	2.94%	3.04%	0.23%	1.11%	0.85%	2.24%	1.49%	1.36%	0.44%	3.26%	2.59%	1.41%	1.09%	0.0%	1.53%	4.10%	0.0%	1.04%					
30	"13. ""Демократическая партия России"""	18	1	1	1	0	0	2	2	0	0	2	1	3	0	0	2	1	2	0					
		0.26%	0.22%	0.60%	0.23%	0.0%	0.0%	0.32%	0.49%	0.0%	0.0%	0.65%	0.43%	0.19%	0.0%	0.0%	0.38%	1.36%	1.68%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	14	0	0	0	1	0	0	1	1	0	2	1	4	0	2	1	1	0	0					
		0.20%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.24%	0.68%	0.0%	0.65%	0.43%	0.25%	0.0%	1.49%	0.19%	1.36%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	4	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.32%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	604	44	11	95	14	31	53	15	6	16	25	8	128	80	14	38	1	11	14					
		8.77%	9.95%	6.70%	22.51%	5.22%	13.19%	8.49%	3.74%	4.08%	7.11%	8.16%	3.46%	8.21%	9.73%	10.44%	7.30%	1.36%	9.24%	7.32%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	24	6	0	0	0	1	0	1	1	1	2	3	2	1	0	2	1	2	1					
		0.34%	1.35%	0.0%	0.0%	0.0%	0.42%	0.0%	0.24%	0.68%	0.44%	0.65%	1.29%	0.12%	0.12%	0.0%	0.38%	1.36%	1.68%	0.52%					
35	"18. ""ЛДПР"""	1025	59	23	62	60	37	121	52	42	18	42	55	220	121	23	45	2	25	18					
		14.89%	13.34%	14.02%	14.69%	22.38%	15.74%	19.39%	12.96%	28.57%	8.0%	13.72%	23.80%	14.12%	14.72%	17.16%	8.65%	2.73%	21.00%	9.42%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	183	16	2	8	9	6	18	16	0	6	9	8	40	14	4	13	4	4	6					
		2.65%	3.61%	1.21%	1.89%	3.35%	2.55%	2.88%	3.99%	0.0%	2.66%	2.94%	3.46%	2.56%	1.70%	2.98%	2.5%	5.47%	3.36%	3.14%					
37	"20. ""Политическая партия ""Единая Россия"""	2747	188	69	158	117	71	201	154	34	68	108	67	661	362	56	262	30	44	97					
		39.91%	42.53%	42.07%	37.44%	43.65%	30.21%	32.21%	38.40%	23.12%	30.22%	35.29%	29.00%	42.42%	44.03%	41.79%	50.38%	41.09%	36.97%	50.78%					
38	"21. ""Российская Конституционно-демократическая партия"""	20	1	0	0	1	1	2	1	0	0	2	0	4	1	1	5	0	0	1					
		0.29%	0.22%	0.0%	0.0%	0.37%	0.42%	0.32%	0.24%	0.0%	0.0%	0.65%	0.0%	0.25%	0.12%	0.74%	0.96%	0.0%	0.0%	0.52%					
39	"22. ""Развитие предпринимательства"""	19	0	0	0	1	0	2	0	0	0	5	1	6	3	0	0	1	0	0					
		0.27%	0.0%	0.0%	0.0%	0.37%	0.0%	0.32%	0.0%	0.0%	0.0%	1.63%	0.43%	0.38%	0.36%	0.0%	0.0%	1.36%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	643	48	14	35	17	37	79	48	15	37	29	22	139	53	2	33	17	6	12					
		9.34%	10.85%	8.53%	8.29%	6.34%	15.74%	12.66%	11.97%	10.20%	16.44%	9.47%	9.52%	8.92%	6.44%	1.49%	6.34%	23.28%	5.04%	6.28%					
																									
41	Против всех	156	7	2	10	5	5	16	9	7	3	4	5	36	22	3	12	0	4	6					
		2.26%	1.58%	1.21%	2.36%	1.86%	2.12%	2.56%	2.24%	4.76%	1.33%	1.30%	2.16%	2.31%	2.67%	2.23%	2.30%	0.0%	3.36%	3.14%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
