18	Богданов Андрей Владимирович	1599	1	12	8	11	14	3	23	6	19	22	13	2	12	16	1	18	3	3	50	33	32	30	6	9	8	41	32	38	10	28	31	10	26	28	3	34	46	27	5	5	16	3	19	24	35	3	15	23	14	36	32	17	4	19	30	1	31	32	4	38	53	39	18	37	32	47	17	15	12	5	30	24	40	12	20	13	8	35	7	1	16	3					
		1.48%	1.15%	1.19%	0.62%	2.78%	1.26%	1.10%	2.49%	0.41%	1.52%	1.99%	1.65%	0.19%	1.28%	1.42%	0.06%	1.84%	0.27%	0.86%	2.80%	1.72%	2.17%	2.27%	0.34%	1.67%	1.50%	2.02%	1.99%	2.34%	0.69%	1.89%	2.05%	0.49%	1.51%	1.88%	0.23%	2.32%	2.28%	1.31%	0.47%	0.29%	1.78%	0.25%	1.71%	1.34%	2.09%	0.30%	1.44%	2.21%	1.60%	1.84%	2.42%	1.41%	0.40%	1.99%	2.10%	0.07%	2.15%	1.75%	0.23%	1.97%	2.97%	2.27%	1.59%	3.03%	2.42%	2.37%	1.73%	2.01%	1.33%	0.38%	2.02%	1.39%	2.21%	0.76%	1.24%	1.15%	0.42%	1.89%	0.38%	0.07%	1.52%	1.79%					
19	Жириновский Владимир Вольфович	8731	13	97	119	41	124	43	20	33	120	43	80	52	125	133	109	24	46	45	179	204	158	122	110	65	76	247	92	182	23	139	157	14	108	54	25	153	169	324	25	31	4	48	148	167	179	5	104	124	114	190	159	128	41	62	148	59	175	209	107	183	188	177	152	143	156	208	111	86	105	46	28	163	81	113	106	20	30	213	89	82	135	21					
		8.05%	14.94%	9.65%	9.22%	10.38%	11.20%	15.75%	2.17%	2.23%	9.59%	3.88%	10.14%	4.92%	13.31%	11.81%	6.67%	2.45%	4.06%	12.86%	10.03%	10.63%	10.73%	9.23%	6.21%	12.08%	14.29%	12.19%	5.74%	11.22%	1.58%	9.37%	10.36%	0.69%	6.27%	3.63%	1.93%	10.43%	8.39%	15.69%	2.33%	1.82%	0.44%	4.04%	13.31%	9.31%	10.67%	0.50%	9.99%	11.93%	13.03%	9.72%	12.00%	10.59%	4.12%	6.48%	10.36%	3.90%	12.12%	11.45%	6.20%	9.51%	10.52%	10.28%	13.40%	11.72%	11.77%	10.51%	11.30%	11.50%	11.64%	3.45%	1.89%	9.42%	4.47%	7.14%	6.59%	1.77%	1.57%	11.48%	4.87%	6.05%	12.83%	12.50%					
20	Зюганов Геннадий Андреевич	18656	4	126	147	40	99	23	139	237	181	182	114	154	130	128	205	134	155	51	367	351	298	267	341	80	84	310	264	235	266	277	210	352	231	286	282	313	305	233	177	240	196	227	152	117	301	216	238	218	166	237	307	253	150	162	318	299	293	353	382	415	395	350	184	231	243	402	155	179	163	248	321	344	364	266	311	214	362	298	200	235	145	28					
		17.21%	4.60%	12.54%	11.40%	10.13%	8.94%	8.42%	15.06%	16.04%	14.47%	16.44%	14.45%	14.57%	13.84%	11.37%	12.55%	13.69%	13.69%	14.57%	20.57%	18.28%	20.24%	20.20%	19.24%	14.87%	15.79%	15.29%	16.48%	14.49%	18.24%	18.67%	13.86%	17.30%	13.41%	19.21%	21.76%	21.34%	15.14%	11.28%	16.51%	14.09%	21.80%	19.09%	13.67%	6.52%	17.95%	21.62%	22.86%	20.98%	18.97%	12.12%	23.17%	20.93%	15.09%	16.93%	22.25%	19.78%	20.29%	19.33%	22.13%	21.56%	22.10%	20.34%	16.23%	18.93%	18.34%	20.31%	15.78%	23.93%	18.07%	18.62%	21.65%	19.88%	20.08%	16.80%	19.33%	18.97%	18.95%	16.06%	10.93%	17.34%	13.78%	16.67%					
21	Медведев Дмитрий Анатольевич	77711	68	758	997	297	854	199	724	1188	910	827	574	833	662	832	1295	789	908	245	1157	1290	960	874	1277	379	359	1400	1199	1139	1132	1029	1087	1623	1352	1087	970	947	1446	1452	851	1409	671	894	776	1471	1140	758	672	665	566	1459	805	796	788	704	909	1130	925	1201	1199	1263	1111	1112	759	782	862	1290	690	460	598	1008	1077	1180	1295	1171	1141	865	1485	1279	1503	1014	742	116					
		71.69%	78.16%	75.42%	77.29%	75.19%	77.15%	72.89%	78.44%	80.38%	72.74%	74.71%	72.75%	78.81%	70.50%	73.89%	79.25%	80.59%	80.21%	70.00%	64.85%	67.19%	65.22%	66.11%	72.07%	70.45%	67.48%	69.07%	74.84%	70.22%	77.64%	69.34%	71.75%	79.75%	78.51%	73.00%	74.85%	64.55%	71.76%	70.31%	79.38%	82.74%	74.64%	75.19%	69.78%	81.99%	67.98%	75.88%	64.55%	64.00%	64.69%	74.63%	60.75%	65.84%	79.28%	73.56%	63.61%	74.74%	64.06%	65.77%	69.47%	65.61%	62.17%	64.61%	66.93%	64.10%	65.06%	65.18%	70.26%	61.50%	66.30%	75.68%	72.62%	68.21%	71.43%	73.97%	70.91%	76.68%	77.75%	68.95%	82.18%	74.83%	70.53%	69.05%					
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
