Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																				
Дата голосования: 04.12.2011																																																																				
																																																																				
"Наименование Избирательной комиссии:    Челябинск, Металлургическая"																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
		Сумма	УИК №664	УИК №665	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №2224					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2352	49	50	25	45	60	29	24	24	30	40	39	50	45	25	35	34	30	50	30	34	34	44	39	57	40	31	24	20	39	0	20	34	34	35	40	44	44	60	0	24	30	48	39	36	30	60	44	50	40	49	56	39	34	41	44	55	39	59	54	40	54					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2310	49	49	21	44	59	29	24	23	30	38	35	49	45	25	35	34	30	50	30	34	34	44	37	57	39	30	24	20	37	0	20	32	34	31	35	43	44	60	0	24	30	48	39	36	30	60	43	50	40	48	53	39	34	40	44	52	39	59	54	40	54					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	6501	12	38	9	63	29	1105	14	108	29	50	12	22	22	28	43	89	11	9	944	193	25	46	187	28	24	16	12	26	19	0	25	36	129	10	25	1131	24	143	0	14	10	24	11	22	31	577	10	22	48	744	47	33	20	13	20	16	36	25	18	17	7					
14	Число погашенных неиспользованных открепительных удостоверений	42	0	1	4	1	1	0	0	1	0	2	4	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	2	0	0	2	0	4	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	1	0	3	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	335	7	10	3	4	8	4	2	8	4	1	3	4	2	8	5	9	5	4	5	5	3	10	8	18	3	4	4	3	4	0	3	0	14	6	6	0	8	8	0	4	5	3	7	7	4	9	3	3	5	7	5	4	5	5	12	12	3	6	14	7	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	12133	170	371	40	241	257	268	117	152	139	134	122	174	151	154	172	235	161	310	318	228	186	158	203	228	151	140	133	110	147	70	113	134	261	201	139	341	160	257	21	193	157	200	186	192	196	379	211	251	278	317	315	153	156	225	257	268	245	287	306	135	159					
		18.46%	15.67%	26.52%	14.98%	18.65%	18.58%	14.42%	16.88%	18.58%	17.35%	17.54%	16.27%	20.37%	16.18%	17.52%	18.84%	19.14%	16.25%	26.41%	16.04%	19.10%	18.81%	15.55%	17.58%	18.18%	19.53%	18.30%	18.02%	16.74%	17.71%	18.82%	19.62%	18.31%	18.45%	22.02%	16.45%	16.99%	17.64%	20.76%	14.48%	20.98%	17.08%	19.44%	17.78%	18.79%	19.48%	17.66%	20.71%	22.88%	19.47%	16.72%	18.08%	17.47%	16.54%	21.89%	19.48%	20.32%	16.19%	18.91%	19.34%	13.41%	20.98%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9895	202	133	40	202	220	282	104	139	102	106	112	96	121	118	110	193	145	141	285	205	145	146	204	183	96	97	83	117	137	47	85	105	211	129	137	292	141	190	24	146	153	166	157	147	155	339	165	145	216	254	248	142	148	168	210	221	265	283	240	169	133					
		15.06%	18.62%	9.51%	14.98%	15.63%	15.91%	15.17%	15.01%	16.99%	12.73%	13.87%	14.93%	11.24%	12.97%	13.42%	12.05%	15.72%	14.63%	12.01%	14.37%	17.17%	14.66%	14.37%	17.66%	14.59%	12.42%	12.68%	11.25%	17.81%	16.51%	12.63%	14.76%	14.34%	14.91%	14.13%	16.21%	14.56%	15.55%	15.35%	16.55%	15.87%	16.65%	16.13%	15.01%	14.38%	15.41%	15.80%	16.19%	13.22%	15.13%	13.40%	14.24%	16.21%	15.69%	16.34%	15.92%	16.76%	17.51%	18.64%	15.17%	16.78%	17.55%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	789	15	21	7	12	17	16	10	7	10	5	4	7	9	15	12	16	9	15	24	14	6	9	16	19	15	13	8	7	9	3	12	11	20	17	13	23	7	12	2	9	8	8	5	7	10	23	16	16	20	25	26	9	21	14	14	21	11	21	16	12	10					
		1.20%	1.38%	1.50%	2.62%	0.93%	1.23%	0.86%	1.44%	0.86%	1.25%	0.65%	0.53%	0.82%	0.96%	1.71%	1.31%	1.30%	0.91%	1.28%	1.21%	1.17%	0.61%	0.89%	1.39%	1.52%	1.94%	1.70%	1.08%	1.07%	1.08%	0.81%	2.08%	1.50%	1.41%	1.86%	1.54%	1.15%	0.77%	0.97%	1.38%	0.98%	0.87%	0.78%	0.48%	0.68%	0.99%	1.07%	1.57%	1.46%	1.40%	1.32%	1.49%	1.03%	2.23%	1.36%	1.06%	1.59%	0.73%	1.38%	1.01%	1.19%	1.32%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10606	191	233	29	198	83	280	118	128	151	133	61	161	202	163	171	201	224	200	339	195	160	170	210	220	151	170	157	121	171	68	105	115	236	192	141	159	153	187	22	166	159	111	251	190	163	399	51	213	253	302	298	177	164	151	232	231	219	233	101	63	110					
		16.14%	17.60%	16.65%	10.86%	15.33%	6.00%	15.06%	17.03%	15.65%	18.85%	17.41%	8.13%	18.85%	21.65%	18.54%	18.73%	16.37%	22.60%	17.04%	17.10%	16.33%	16.18%	16.73%	18.18%	17.54%	19.53%	22.22%	21.27%	18.42%	20.60%	18.28%	18.23%	15.71%	16.68%	21.03%	16.69%	7.93%	16.87%	15.11%	15.17%	18.04%	17.30%	10.79%	23.99%	18.59%	16.20%	18.59%	5.00%	19.42%	17.72%	15.93%	17.11%	20.21%	17.39%	14.69%	17.59%	17.51%	14.47%	15.35%	6.38%	6.26%	14.51%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3287	39	89	6	40	55	63	27	30	33	40	20	31	40	57	56	75	58	67	77	74	51	59	83	71	61	67	80	45	48	14	17	27	102	43	40	110	32	74	4	37	44	58	58	41	39	88	52	56	73	87	92	52	42	53	58	61	52	83	79	44	33					
		5.00%	3.59%	6.36%	2.25%	3.10%	3.98%	3.39%	3.90%	3.67%	4.12%	5.24%	2.67%	3.63%	4.29%	6.48%	6.13%	6.11%	5.85%	5.71%	3.88%	6.20%	5.16%	5.81%	7.19%	5.66%	7.89%	8.76%	10.84%	6.85%	5.78%	3.76%	2.95%	3.69%	7.21%	4.71%	4.73%	5.48%	3.53%	5.98%	2.76%	4.02%	4.79%	5.64%	5.54%	4.01%	3.88%	4.10%	5.10%	5.10%	5.11%	4.59%	5.28%	5.94%	4.45%	5.16%	4.40%	4.62%	3.44%	5.47%	4.99%	4.37%	4.35%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	26989	431	498	138	566	711	887	285	348	347	319	395	354	378	343	360	472	365	414	870	444	421	441	410	501	279	252	256	240	293	154	225	315	549	309	353	1009	382	484	68	346	376	447	365	423	406	852	454	391	555	828	711	318	373	394	514	485	672	574	785	564	290					
		41.07%	39.72%	35.60%	51.69%	43.81%	51.41%	47.71%	41.13%	42.54%	43.32%	41.75%	52.67%	41.45%	40.51%	39.02%	39.43%	38.44%	36.83%	35.26%	43.87%	37.19%	42.57%	43.41%	35.50%	39.95%	36.09%	32.94%	34.69%	36.53%	35.30%	41.40%	39.06%	43.03%	38.80%	33.84%	41.78%	50.30%	42.12%	39.10%	46.90%	37.61%	40.91%	43.44%	34.89%	41.39%	40.36%	39.70%	44.55%	35.64%	38.87%	43.67%	40.82%	36.30%	39.55%	38.33%	38.97%	36.77%	44.42%	37.81%	49.62%	56.01%	38.26%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	582	11	13	3	8	12	17	8	6	4	5	5	9	10	8	8	12	6	8	22	12	4	9	11	10	11	8	6	13	5	6	4	5	6	9	10	21	6	10	2	5	5	10	13	5	5	23	11	11	10	19	12	7	14	8	16	10	11	14	14	3	13					
		0.89%	1.01%	0.93%	1.12%	0.62%	0.87%	0.91%	1.15%	0.73%	0.50%	0.65%	0.67%	1.05%	1.07%	0.91%	0.88%	0.98%	0.61%	0.68%	1.11%	1.01%	0.40%	0.89%	0.95%	0.80%	1.42%	1.05%	0.81%	1.98%	0.60%	1.61%	0.69%	0.68%	0.42%	0.99%	1.18%	1.05%	0.66%	0.81%	1.38%	0.54%	0.54%	0.97%	1.24%	0.49%	0.50%	1.07%	1.08%	1.00%	0.70%	1.00%	0.69%	0.80%	1.48%	0.78%	1.21%	0.76%	0.73%	0.92%	0.88%	0.30%	1.72%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
