Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Клетнянская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	903	38	54	54	90	75	45	33	73	31	80	30	48	15	5	4	47	10	7	6	19	12	11	6	14	22	11	19	8	8	11	6	8	3									
		9.61%	18.45%	10.84%	8.29%	10.29%	8.92%	12.71%	10.75%	11.93%	7.31%	11.92%	6.71%	21.62%	13.16%	1.79%	1.93%	14.46%	7.46%	4.67%	5.17%	8.60%	7.74%	10.28%	11.76%	4.27%	11.64%	8.46%	12.58%	10.53%	5.88%	15.49%	4.14%	7.48%	3.19%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	1	1	1	0	0	0	0	0	0	2	0	5	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0									
		0.16%	0.49%	0.20%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	2.25%	0.00%	0.00%	0.00%	0.62%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	11	1	3	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0									
		0.12%	0.49%	0.60%	0.46%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	1.87%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	22	0	2	2	0	0	1	0	1	2	2	4	2	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0									
		0.23%	0.00%	0.40%	0.31%	0.00%	0.00%	0.28%	0.00%	0.16%	0.47%	0.30%	0.89%	0.90%	0.00%	0.72%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.87%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1388	30	71	70	165	72	56	46	104	34	138	53	45	26	30	25	30	8	40	17	44	36	22	5	34	19	34	33	9	41	2	25	17	7									
		14.78%	14.56%	14.26%	10.75%	18.86%	8.56%	15.82%	14.98%	16.99%	8.02%	20.57%	11.86%	20.27%	22.81%	10.75%	12.08%	9.23%	5.97%	26.67%	14.66%	19.91%	23.23%	20.56%	9.80%	10.37%	10.05%	26.15%	21.85%	11.84%	30.15%	2.82%	17.24%	15.89%	7.45%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0									
		0.13%	0.00%	0.20%	0.15%	0.00%	0.00%	0.28%	0.00%	0.16%	0.00%	0.15%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	120	4	10	5	10	0	4	0	10	1	10	9	9	0	2	2	2	1	2	0	6	5	1	1	5	2	2	6	1	5	2	3	0	0									
		1.28%	1.94%	2.01%	0.77%	1.14%	0.00%	1.13%	0.00%	1.63%	0.24%	1.49%	2.01%	4.05%	0.00%	0.72%	0.97%	0.62%	0.75%	1.33%	0.00%	2.71%	3.23%	0.93%	1.96%	1.52%	1.06%	1.54%	3.97%	1.32%	3.68%	2.82%	2.07%	0.00%	0.00%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
