Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Краснознаменская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3966	455	445	419	170	160	161	183	149	158	159	245	294	228	740					
		67.63%	57.81%	55.69%	82.32%	67.46%	67.80%	70.31%	62.46%	73.40%	54.30%	69.43%	69.01%	75.77%	67.26%	77.57%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	26	2	7	0	1	0	3	0	0	4	1	0	0	0	8					
		0.44%	0.25%	0.88%	0.00%	0.40%	0.00%	1.31%	0.00%	0.00%	1.37%	0.44%	0.00%	0.00%	0.00%	0.84%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
