Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
"Наименование Избирательной комиссии:    Хабаровск, Центральная"																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5025	181	191	151	26	183	96	177	142	144	125	180	157	119	123	163	197	203	453	185	162	103	187	204	167	193	160	158	166	184	145									
		19.72%	19.74%	18.84%	19.26%	34.67%	19.76%	19.51%	19.73%	17.32%	20.43%	16.56%	19.13%	18.74%	17.92%	23.08%	20.30%	22.77%	22.21%	25.72%	21.46%	18.56%	13.86%	17.81%	22.82%	19.26%	19.34%	17.52%	17.36%	18.61%	19.29%	17.53%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	534	19	23	21	0	15	11	25	18	13	18	18	20	15	9	10	18	8	17	14	24	18	20	9	28	8	25	28	25	28	29									
		2.10%	2.07%	2.27%	2.68%	0.00%	1.62%	2.24%	2.79%	2.20%	1.84%	2.38%	1.91%	2.39%	2.26%	1.69%	1.25%	2.08%	0.88%	0.97%	1.62%	2.75%	2.42%	1.90%	1.01%	3.23%	0.80%	2.74%	3.08%	2.80%	2.94%	3.51%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	571	40	20	29	0	33	13	21	34	14	11	23	27	6	5	14	17	12	9	16	25	16	9	18	15	23	25	27	21	28	20									
		2.24%	4.36%	1.97%	3.70%	0.00%	3.56%	2.64%	2.34%	4.15%	1.99%	1.46%	2.44%	3.22%	0.90%	0.94%	1.74%	1.97%	1.31%	0.51%	1.86%	2.86%	2.15%	0.86%	2.01%	1.73%	2.30%	2.74%	2.97%	2.35%	2.94%	2.42%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	35	2	1	1	0	2	0	1	0	0	1	0	1	0	3	1	2	0	4	0	2	1	2	1	2	1	3	0	1	2	1									
		0.14%	0.22%	0.10%	0.13%	0.00%	0.22%	0.00%	0.11%	0.00%	0.00%	0.13%	0.00%	0.12%	0.00%	0.56%	0.12%	0.23%	0.00%	0.23%	0.00%	0.23%	0.13%	0.19%	0.11%	0.23%	0.10%	0.33%	0.00%	0.11%	0.21%	0.12%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	989	42	46	40	0	40	18	48	39	25	31	38	49	33	30	27	21	24	25	20	25	37	29	23	34	30	39	34	40	58	44									
		3.88%	4.58%	4.54%	5.10%	0.00%	4.32%	3.66%	5.35%	4.76%	3.55%	4.11%	4.04%	5.85%	4.97%	5.63%	3.36%	2.43%	2.63%	1.42%	2.32%	2.86%	4.98%	2.76%	2.57%	3.92%	3.01%	4.27%	3.74%	4.48%	6.08%	5.32%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4495	180	181	136	3	156	95	146	167	139	149	154	142	123	82	133	154	183	165	172	141	149	188	145	171	166	182	182	155	194	162									
		17.64%	19.63%	17.85%	17.35%	4.00%	16.85%	19.31%	16.28%	20.37%	19.72%	19.74%	16.37%	16.95%	18.52%	15.38%	16.56%	17.80%	20.02%	9.37%	19.95%	16.15%	20.05%	17.90%	16.22%	19.72%	16.63%	19.93%	20.00%	17.38%	20.34%	19.59%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	133	3	4	2	0	3	3	11	5	4	8	3	2	3	4	7	5	7	1	6	4	2	5	6	1	6	2	4	6	8	8									
		0.52%	0.33%	0.39%	0.26%	0.00%	0.32%	0.61%	1.23%	0.61%	0.57%	1.06%	0.32%	0.24%	0.45%	0.75%	0.87%	0.58%	0.77%	0.06%	0.70%	0.46%	0.27%	0.48%	0.67%	0.12%	0.60%	0.22%	0.44%	0.67%	0.84%	0.97%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1529	38	63	43	0	40	34	58	36	52	58	50	58	62	32	51	46	41	91	64	60	50	67	40	48	66	46	61	66	59	49									
		5.99%	4.14%	6.21%	5.48%	0.00%	4.32%	6.91%	6.47%	4.39%	7.38%	7.68%	5.31%	6.92%	9.34%	6.00%	6.35%	5.32%	4.49%	5.17%	7.42%	6.87%	6.73%	6.38%	4.47%	5.54%	6.61%	5.04%	6.70%	7.40%	6.18%	5.93%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
