Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Тернейская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915					
		9.79%	6.18%	9.06%	6.48%	10.57%	11.73%	6.15%	14.54%	31.91%	5.56%	11.66%	7.32%	8.48%	4.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	15	1	3	4	5	1	0	0	0	0	1	0	0	0					
		0.22%	0.27%	0.25%	0.36%	0.47%	0.09%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	15	0	3	1	2	5	1	1	0	0	0	0	2	0					
		0.22%	0.00%	0.25%	0.09%	0.19%	0.44%	0.26%	0.26%	0.00%	0.00%	0.00%	0.00%	1.21%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	780	30	118	117	126	134	56	64	11	13	72	18	10	11					
		11.62%	8.06%	9.90%	10.53%	11.79%	11.91%	14.36%	16.33%	7.80%	10.32%	16.78%	14.63%	6.06%	14.67%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	498	20	66	83	88	105	40	30	12	6	18	14	10	6					
		7.42%	5.38%	5.54%	7.47%	8.23%	9.33%	10.26%	7.65%	8.51%	4.76%	4.20%	11.38%	6.06%	8.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	46	1	7	15	4	5	4	4	0	0	3	1	1	1					
		0.69%	0.27%	0.59%	1.35%	0.37%	0.44%	1.03%	1.02%	0.00%	0.00%	0.70%	0.81%	0.61%	1.33%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4372	280	846	774	666	684	241	208	69	92	271	71	121	49					
		65.16%	75.27%	70.97%	69.67%	62.30%	60.80%	61.79%	53.06%	48.94%	73.02%	63.17%	57.72%	73.33%	65.33%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	58	3	12	6	13	7	3	8	0	0	4	1	1	0					
		0.86%	0.81%	1.01%	0.54%	1.22%	0.62%	0.77%	2.04%	0.00%	0.00%	0.93%	0.81%	0.61%	0.00%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
