Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																									
Дата голосования: 04.12.2011																																																																									
																																																																									
"Наименование Избирательной комиссии:    Челябинск, Ленинская"																																																																									
																																																																									
Сводная таблица результатов выборов																																																																									
																																																																									
		Сумма	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	5424	110	110	110	120	130	120	110	130	105	120	95	110	60	95	90	70	80	80	80	70	90	90	90	90	80	70	25	90	90	70	90	70	100	80	90	60	80	80	90	60	80	50	70	40	50	60	70	60	80	70	80	80	90	70	70	60	50	80	80	70	80	70	70	94	80	90					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	5378	108	108	107	120	130	120	110	130	104	119	95	110	60	94	90	68	80	80	80	70	88	90	90	90	80	69	24	85	87	64	88	70	99	80	89	60	80	80	90	60	76	49	70	39	50	59	70	60	80	70	79	79	89	70	70	60	50	80	80	70	80	70	69	93	80	90					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	3708	31	28	28	18	33	33	69	42	56	20	31	25	54	88	21	33	37	75	15	33	48	24	74	52	27	27	16	64	20	71	25	108	24	19	25	42	59	142	66	21	16	142	219	169	85	126	55	40	25	301	27	60	37	21	20	37	102	26	31	36	76	52	13	53	7	208					
14	Число погашенных неиспользованных открепительных удостоверений	46	2	2	3	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	1	1	5	3	6	2	0	1	0	1	0	0	0	0	0	4	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	917	21	16	21	15	18	17	11	21	14	14	12	11	12	26	22	8	23	13	9	10	14	19	23	10	12	10	13	16	24	12	17	16	14	12	12	9	13	11	14	4	17	5	19	9	9	6	14	7	25	13	15	15	18	5	6	14	5	7	5	11	15	17	14	32	19	6					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	14405	247	260	322	229	251	227	194	222	220	181	191	217	187	212	218	218	157	222	152	129	213	216	205	275	253	177	103	185	223	161	149	209	251	227	227	182	269	245	266	124	166	139	294	148	174	293	233	242	233	335	250	304	259	147	149	203	231	285	258	198	225	240	263	261	220	239					
		19.21%	21.29%	22.51%	22.90%	19.34%	19.86%	18.74%	14.71%	17.90%	18.82%	16.38%	17.51%	19.76%	20.35%	18.55%	19.69%	21.65%	16.25%	21.33%	18.42%	16.52%	20.90%	20.47%	16.15%	19.83%	19.94%	20.77%	17.05%	15.38%	17.39%	13.38%	19.48%	22.97%	21.25%	21.39%	21.70%	21.54%	21.54%	19.25%	20.26%	17.39%	19.42%	15.48%	17.43%	17.35%	18.97%	18.79%	19.75%	21.36%	19.10%	17.80%	19.04%	19.17%	18.51%	18.24%	20.99%	19.98%	19.86%	21.00%	19.60%	20.18%	16.63%	16.37%	24.56%	24.21%	21.78%	16.25%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	10336	178	170	206	216	182	162	164	199	159	211	171	139	113	185	161	152	163	145	116	122	144	131	131	170	168	122	81	147	174	133	116	111	183	142	147	100	135	157	172	104	115	126	215	130	137	199	163	163	171	211	160	167	206	122	88	158	150	187	187	139	175	237	169	176	155	148					
		13.79%	15.34%	14.72%	14.65%	18.24%	14.40%	13.38%	12.43%	16.05%	13.60%	19.10%	15.67%	12.66%	12.30%	16.19%	14.54%	15.09%	16.87%	13.93%	14.06%	15.62%	14.13%	12.42%	10.32%	12.26%	13.24%	14.32%	13.41%	12.22%	13.57%	11.06%	15.16%	12.20%	15.50%	13.38%	14.05%	11.83%	10.81%	12.33%	13.10%	14.59%	13.45%	14.03%	12.74%	15.24%	14.94%	12.76%	13.81%	14.39%	14.02%	11.21%	12.19%	10.53%	14.72%	15.14%	12.39%	15.55%	12.90%	13.78%	14.21%	14.17%	12.93%	16.17%	15.78%	16.33%	15.35%	10.06%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	914	26	15	20	21	24	15	11	12	9	12	18	13	14	14	15	11	13	11	8	9	14	10	12	9	15	7	9	13	24	8	8	7	16	17	15	7	16	15	16	6	7	10	20	11	16	19	18	14	23	19	23	24	17	7	7	7	12	13	18	13	19	16	19	8	4	15					
		1.22%	2.24%	1.30%	1.42%	1.77%	1.90%	1.24%	0.83%	0.97%	0.77%	1.09%	1.65%	1.18%	1.52%	1.22%	1.36%	1.09%	1.35%	1.06%	0.97%	1.15%	1.37%	0.95%	0.95%	0.65%	1.18%	0.82%	1.49%	1.08%	1.87%	0.67%	1.05%	0.77%	1.35%	1.60%	1.43%	0.83%	1.28%	1.18%	1.22%	0.84%	0.82%	1.11%	1.19%	1.29%	1.74%	1.22%	1.53%	1.24%	1.89%	1.01%	1.75%	1.51%	1.22%	0.87%	0.99%	0.69%	1.03%	0.96%	1.37%	1.33%	1.40%	1.09%	1.77%	0.74%	0.40%	1.02%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	13848	220	196	249	199	242	261	260	218	262	173	241	223	164	218	230	188	188	174	171	114	171	231	188	219	272	133	105	213	238	150	145	187	264	233	166	158	234	266	257	125	117	145	264	132	180	323	233	202	243	304	296	291	306	145	120	183	240	232	265	167	266	230	227	193	191	207					
		18.47%	18.97%	16.97%	17.71%	16.81%	19.15%	21.55%	19.71%	17.58%	22.41%	15.66%	22.09%	20.31%	17.85%	19.07%	20.78%	18.67%	19.46%	16.71%	20.73%	14.60%	16.78%	21.90%	14.81%	15.79%	21.43%	15.61%	17.38%	17.71%	18.56%	12.47%	18.95%	20.55%	22.35%	21.96%	15.87%	18.70%	18.73%	20.90%	19.57%	17.53%	13.68%	16.15%	15.65%	15.47%	19.63%	20.72%	19.75%	17.83%	19.92%	16.15%	22.54%	18.35%	21.87%	17.99%	16.90%	18.01%	20.64%	17.10%	20.14%	17.02%	19.66%	15.69%	21.20%	17.90%	18.91%	14.07%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	4415	108	86	123	76	93	76	64	105	58	69	76	76	45	64	78	51	71	60	58	47	49	71	59	79	65	48	49	68	72	65	42	68	73	76	70	33	85	80	98	43	27	24	116	60	48	87	83	75	76	82	84	96	88	39	54	75	48	92	50	46	75	55	30	48	32	48					
		5.89%	9.31%	7.45%	8.75%	6.42%	7.36%	6.28%	4.85%	8.47%	4.96%	6.24%	6.97%	6.92%	4.90%	5.60%	7.05%	5.06%	7.35%	5.76%	7.03%	6.02%	4.81%	6.73%	4.65%	5.70%	5.12%	5.63%	8.11%	5.65%	5.62%	5.40%	5.49%	7.47%	6.18%	7.16%	6.69%	3.91%	6.81%	6.28%	7.46%	6.03%	3.16%	2.67%	6.88%	7.03%	5.23%	5.58%	7.03%	6.62%	6.23%	4.36%	6.40%	6.05%	6.29%	4.84%	7.61%	7.38%	4.13%	6.78%	3.80%	4.69%	5.54%	3.75%	2.80%	4.45%	3.17%	3.26%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	29083	350	396	448	410	440	427	589	457	428	441	369	392	363	423	383	360	351	407	297	336	394	367	642	604	460	347	239	546	493	644	289	311	365	335	391	358	485	481	472	297	413	440	719	357	336	600	416	387	426	881	471	665	478	335	275	363	464	517	513	398	563	638	329	360	379	773					
		38.79%	30.17%	34.29%	31.86%	34.63%	34.81%	35.26%	44.66%	36.85%	36.61%	39.91%	33.82%	35.70%	39.50%	37.01%	34.60%	35.75%	36.34%	39.10%	36.00%	43.02%	38.67%	34.79%	50.59%	43.55%	36.25%	40.73%	39.57%	45.39%	38.46%	53.53%	37.78%	34.18%	30.91%	31.57%	37.38%	42.37%	38.83%	37.78%	35.95%	41.65%	48.30%	48.99%	42.62%	41.85%	36.64%	38.49%	35.25%	34.16%	34.92%	46.81%	35.87%	41.93%	34.17%	41.56%	38.73%	35.73%	39.90%	38.10%	38.98%	40.57%	41.61%	43.52%	30.72%	33.40%	37.52%	52.55%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	562	11	13	15	9	17	12	13	7	12	5	10	15	7	8	8	11	7	4	5	9	14	10	4	10	10	5	4	8	10	8	7	2	13	7	8	2	5	6	4	5	0	8	12	3	7	12	7	11	4	19	9	14	8	3	1	7	6	11	14	4	12	14	10	6	7	13					
		0.75%	0.95%	1.13%	1.07%	0.76%	1.34%	0.99%	0.99%	0.56%	1.03%	0.45%	0.92%	1.37%	0.76%	0.70%	0.72%	1.09%	0.72%	0.38%	0.61%	1.15%	1.37%	0.95%	0.32%	0.72%	0.79%	0.59%	0.66%	0.67%	0.78%	0.67%	0.92%	0.22%	1.10%	0.66%	0.76%	0.24%	0.40%	0.47%	0.30%	0.70%	0.00%	0.89%	0.71%	0.35%	0.76%	0.77%	0.59%	0.97%	0.33%	1.01%	0.69%	0.88%	0.57%	0.37%	0.14%	0.69%	0.52%	0.81%	1.06%	0.41%	0.89%	0.95%	0.93%	0.56%	0.69%	0.88%					
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
