Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Агинская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК  1	УИК  2	УИК  3	УИК  4	УИК  5	УИК  6	УИК  7	УИК  8	УИК  9	УИК  10	УИК  11	УИК  12	УИК  13	УИК  14	УИК  15	УИК  16	УИК  17	УИК  18	УИК  19	УИК  20	УИК  21					
		0.11%	0.09%	0.06%	0.27%	0.16%	0.14%	0.25%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.08%					
33	"16. ""Родина"" (народно-патриотический союз)"""	447	41	44	47	43	18	10	16	28	9	18	2	1	23	19	24	27	12	18	4	6	37					
		3.60%	4.00%	3.03%	6.50%	3.58%	2.54%	2.55%	4.16%	6.52%	1.95%	3.26%	1.65%	1.08%	3.50%	2.97%	4.83%	6.94%	2.25%	3.08%	2.02%	3.27%	3.14%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	45	4	2	1	4	1	2	3	0	2	4	1	0	6	3	3	1	1	3	1	1	2					
		0.36%	0.39%	0.13%	0.13%	0.33%	0.14%	0.51%	0.78%	0.0%	0.43%	0.72%	0.82%	0.0%	0.91%	0.47%	0.60%	0.25%	0.18%	0.51%	0.50%	0.54%	0.17%					
35	"18. ""ЛДПР"""	807	96	62	51	152	22	7	12	7	5	6	0	0	18	22	14	8	29	92	14	29	161					
		6.51%	9.37%	4.28%	7.05%	12.68%	3.10%	1.79%	3.12%	1.63%	1.08%	1.08%	0.0%	0.0%	2.73%	3.44%	2.82%	2.05%	5.45%	15.75%	7.07%	15.84%	13.69%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	122	12	28	6	9	4	1	1	4	2	4	0	0	4	4	2	2	6	14	0	4	15					
		0.98%	1.17%	1.93%	0.82%	0.75%	0.56%	0.25%	0.26%	0.93%	0.43%	0.72%	0.0%	0.0%	0.60%	0.62%	0.40%	0.51%	1.12%	2.39%	0.0%	2.18%	1.27%					
37	"20. ""Политическая партия ""Единая Россия"""	6951	516	926	402	607	484	256	235	255	303	335	99	67	387	269	318	239	305	217	85	47	599					
		56.12%	50.39%	63.95%	55.60%	50.66%	68.36%	65.47%	61.19%	59.44%	65.72%	60.68%	81.81%	72.82%	58.90%	42.16%	64.11%	61.43%	57.33%	37.15%	42.92%	25.68%	50.93%					
38	"21. ""Российская Конституционно-демократическая партия"""	19	2	4	1	0	1	0	0	0	3	0	0	0	2	2	2	1	0	0	0	0	1					
		0.15%	0.19%	0.27%	0.13%	0.0%	0.14%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.30%	0.31%	0.40%	0.25%	0.0%	0.0%	0.0%	0.0%	0.08%					
39	"22. ""Развитие предпринимательства"""	28	3	3	2	8	0	1	0	0	0	2	0	0	2	1	0	1	1	0	0	0	4					
		0.22%	0.29%	0.20%	0.27%	0.66%	0.0%	0.25%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.30%	0.15%	0.0%	0.25%	0.18%	0.0%	0.0%	0.0%	0.34%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	851	97	74	32	90	34	21	16	32	16	28	4	2	27	34	27	19	55	98	3	27	115					
		6.87%	9.47%	5.11%	4.42%	7.51%	4.80%	5.37%	4.16%	7.45%	3.47%	5.07%	3.30%	2.17%	4.10%	5.32%	5.44%	4.88%	10.33%	16.78%	1.51%	14.75%	9.77%					
																												
41	Против всех	144	27	13	10	19	7	4	1	1	0	3	1	0	4	3	0	3	2	12	1	8	25					
		1.16%	2.63%	0.89%	1.38%	1.58%	0.98%	1.02%	0.26%	0.23%	0.0%	0.54%	0.82%	0.0%	0.60%	0.47%	0.0%	0.77%	0.37%	2.05%	0.50%	4.37%	2.12%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
