Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Навашинская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №1408	УИК №1409	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1432	УИК №1433	УИК №1434									
		1.09%	0.44%	0.90%	2.14%	1.38%	1.01%	1.16%	2.14%	0.61%	0.55%	0.66%	1.04%	1.25%	0.00%	1.49%	0.34%	0.53%	1.54%	1.09%	0.00%	2.35%	1.47%	1.12%	1.52%	0.00%	0.63%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	268	8	26	20	22	8	14	7	18	10	17	20	18	7	2	6	5	4	2	2	0	26	6	6	5	9									
		2.44%	0.89%	2.92%	3.06%	2.34%	1.01%	3.24%	0.94%	5.47%	2.74%	2.81%	2.60%	3.75%	5.22%	0.99%	2.06%	2.65%	3.08%	2.17%	1.29%	0.00%	3.83%	3.35%	1.83%	3.88%	1.88%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	202	8	17	17	29	7	15	14	3	2	5	4	15	5	6	3	0	0	5	5	0	23	5	7	4	3									
		1.84%	0.89%	1.91%	2.60%	3.08%	0.88%	3.47%	1.88%	0.91%	0.55%	0.83%	0.52%	3.13%	3.73%	2.99%	1.03%	0.00%	0.00%	5.43%	3.23%	0.00%	3.39%	2.79%	2.13%	3.10%	0.63%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6697	609	473	275	573	582	178	535	179	197	393	565	182	84	116	176	131	86	41	115	61	407	121	213	77	328									
		61.01%	67.52%	53.15%	42.05%	60.83%	73.48%	41.20%	71.72%	54.41%	53.97%	65.07%	73.47%	37.92%	62.69%	57.71%	60.48%	69.31%	66.15%	44.57%	74.19%	71.76%	60.03%	67.60%	64.94%	59.69%	68.33%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	53	3	10	5	3	3	2	0	2	2	0	3	3	0	1	0	0	0	0	0	1	15	0	0	0	0									
		0.48%	0.33%	1.12%	0.76%	0.32%	0.38%	0.46%	0.00%	0.61%	0.55%	0.00%	0.39%	0.63%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%	2.21%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	1	2	1	1	1	0	0	0	0	0	3	1	0	0	1	0	0	0	0	1	0	1	0	0									
		0.12%	0.00%	0.11%	0.31%	0.11%	0.13%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.75%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.30%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1372	46	130	121	102	69	92	51	42	76	97	76	104	13	23	37	29	19	17	9	3	70	23	38	15	70									
		12.50%	5.10%	14.61%	18.50%	10.83%	8.71%	21.30%	6.84%	12.77%	20.82%	16.06%	9.88%	21.67%	9.70%	11.44%	12.71%	15.34%	14.62%	18.48%	5.81%	3.53%	10.32%	12.85%	11.59%	11.63%	14.58%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	53	0	7	9	7	2	4	4	1	2	6	3	0	0	2	1	1	1	1	0	0	2	0	0	0	0									
		0.48%	0.00%	0.79%	1.38%	0.74%	0.25%	0.93%	0.54%	0.30%	0.55%	0.99%	0.39%	0.00%	0.00%	0.99%	0.34%	0.53%	0.77%	1.09%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	57	4	16	15	5	0	1	0	1	0	5	0	2	0	1	3	0	0	0	0	0	1	0	2	1	0									
		0.52%	0.44%	1.80%	2.29%	0.53%	0.00%	0.23%	0.00%	0.30%	0.00%	0.83%	0.00%	0.42%	0.00%	0.50%	1.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.61%	0.78%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1									
		0.06%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.34%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.21%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	54	2	6	5	5	1	3	3	3	2	6	1	3	2	2	3	0	0	0	1	0	1	1	1	0	3									
		0.49%	0.22%	0.67%	0.76%	0.53%	0.13%	0.69%	0.40%	0.91%	0.55%	0.99%	0.13%	0.63%	1.49%	0.99%	1.03%	0.00%	0.00%	0.00%	0.65%	0.00%	0.15%	0.56%	0.30%	0.00%	0.63%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1485	113	150	124	134	76	83	97	56	48	53	71	93	15	35	44	13	8	21	14	15	83	16	47	25	51									
		13.53%	12.53%	16.85%	18.96%	14.23%	9.60%	19.21%	13.00%	17.02%	13.15%	8.77%	9.23%	19.38%	11.19%	17.41%	15.12%	6.88%	6.15%	22.83%	9.03%	17.65%	12.24%	8.94%	14.33%	19.38%	10.63%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	0	3	0	3	3	5	2	0	0	1	1	4	0	0	2	0	2	0	0	0	2	0	2	1	1									
		0.29%	0.00%	0.34%	0.00%	0.32%	0.38%	1.16%	0.27%	0.00%	0.00%	0.17%	0.13%	0.83%	0.00%	0.00%	0.69%	0.00%	1.54%	0.00%	0.00%	0.00%	0.29%	0.00%	0.61%	0.78%	0.21%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	403	102	31	41	33	23	16	10	14	15	11	13	25	4	4	10	5	7	2	0	3	19	4	2	1	8									
		3.67%	11.31%	3.48%	6.27%	3.50%	2.90%	3.70%	1.34%	4.26%	4.11%	1.82%	1.69%	5.21%	2.99%	1.99%	3.44%	2.65%	5.38%	2.17%	0.00%	3.53%	2.80%	2.23%	0.61%	0.78%	1.67%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
