Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Большеболдинская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	34	0	2	2	2	1	7	0	1	2	0	2	2	2	4	4	0	2	1	0									
		0.57%	0.00%	0.81%	0.35%	0.36%	0.15%	1.05%	0.00%	0.68%	1.27%	0.00%	1.27%	1.35%	0.60%	1.28%	1.59%	0.00%	1.02%	0.26%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	140	2	6	10	5	17	36	0	3	1	0	2	4	9	7	13	2	7	11	5									
		2.37%	1.44%	2.44%	1.73%	0.90%	2.49%	5.41%	0.00%	2.03%	0.63%	0.00%	1.27%	2.70%	2.70%	2.24%	5.16%	1.18%	3.55%	2.81%	1.27%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	90	4	1	8	14	9	11	3	1	2	2	0	4	8	9	5	2	1	1	5									
		1.52%	2.88%	0.41%	1.39%	2.51%	1.32%	1.65%	1.06%	0.68%	1.27%	1.85%	0.00%	2.70%	2.40%	2.88%	1.98%	1.18%	0.51%	0.26%	1.27%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3592	89	164	343	336	368	320	188	114	104	80	83	92	180	190	124	98	140	276	303									
		60.71%	64.03%	66.67%	59.45%	60.22%	53.96%	48.05%	66.67%	77.03%	65.82%	74.07%	52.87%	62.16%	54.05%	60.90%	49.21%	57.99%	71.07%	70.41%	77.10%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	17	1	0	0	2	4	2	0	1	0	1	0	0	2	0	1	1	2	0	0									
		0.29%	0.72%	0.00%	0.00%	0.36%	0.59%	0.30%	0.00%	0.68%	0.00%	0.93%	0.00%	0.00%	0.60%	0.00%	0.40%	0.59%	1.02%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	1	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0									
		0.12%	0.00%	0.00%	0.00%	0.18%	0.29%	0.15%	0.00%	0.00%	0.63%	0.93%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1101	21	44	100	105	123	152	46	23	31	13	45	20	73	66	64	40	26	69	40									
		18.61%	15.11%	17.89%	17.33%	18.82%	18.04%	22.82%	16.31%	15.54%	19.62%	12.04%	28.66%	13.51%	21.92%	21.15%	25.40%	23.67%	13.20%	17.60%	10.18%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	0	0	3	0	2	2	0	0	1	0	0	0	0	0	0	1	0	0	0									
		0.15%	0.00%	0.00%	0.52%	0.00%	0.29%	0.30%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	2	0	1	3	4	4	0	0	0	0	5	1	1	1	1	0	0	1	0									
		0.41%	1.44%	0.00%	0.17%	0.54%	0.59%	0.60%	0.00%	0.00%	0.00%	0.00%	3.18%	0.68%	0.30%	0.32%	0.40%	0.00%	0.00%	0.26%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	11	0	0	3	0	1	2	0	0	0	0	0	0	1	1	1	0	1	0	1									
		0.19%	0.00%	0.00%	0.52%	0.00%	0.15%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.32%	0.40%	0.00%	0.51%	0.00%	0.25%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	596	18	24	76	41	90	91	35	4	11	10	11	19	33	22	25	15	14	26	31									
		10.07%	12.95%	9.76%	13.17%	7.35%	13.20%	13.66%	12.41%	2.70%	6.96%	9.26%	7.01%	12.84%	9.91%	7.05%	9.92%	8.88%	7.11%	6.63%	7.89%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	0	0	8	7	12	9	0	0	0	0	1	0	0	0	2	0	0	1	2									
		0.71%	0.00%	0.00%	1.39%	1.25%	1.76%	1.35%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.26%	0.51%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	186	0	3	21	29	34	22	10	0	3	1	6	6	21	7	2	9	1	6	5									
		3.14%	0.00%	1.22%	3.64%	5.20%	4.99%	3.30%	3.55%	0.00%	1.90%	0.93%	3.82%	4.05%	6.31%	2.24%	0.79%	5.33%	0.51%	1.53%	1.27%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
