7	Число избирательных бюллетеней в переносных ящиках для голосования	3061	7	6	8	21	0	46	35	23	12	7	23	57	17	88	17	16	20	35	100	98	11	32	4	93	70	19	81	26	20	33	19	33	92	0	51	67	12	51	0	66	41	2	64	44	8	78	11	61	11	2	4	16	44	31	82	72	92	10	50	32	38	35	26	21	36	17	60	7	21	32	130	19	29	46	35	9	19	28	47	80	30	0	47	38	35	5	0									
8	Число бюллетеней в стационарных ящиках для голосования	29500	189	86	418	117	14	662	585	277	95	88	182	376	108	252	183	72	195	64	402	403	114	222	66	546	559	223	41	313	68	102	101	140	322	18	137	369	97	509	256	288	189	63	190	136	56	320	98	210	226	157	90	78	688	459	544	667	519	197	400	493	407	484	503	760	747	852	791	531	772	502	677	594	962	694	502	140	296	504	508	703	365	85	368	573	565	395	181									
9	Число недействительных избирательных бюллетеней	361	5	3	4	2	0	6	11	4	0	0	1	8	0	3	7	1	0	1	4	2	0	7	0	8	5	0	0	0	1	0	0	2	12	0	1	5	0	7	8	8	4	1	1	0	1	6	3	3	2	2	3	1	10	5	9	6	6	2	7	6	4	5	13	6	12	8	7	8	4	2	10	5	5	5	9	0	4	4	10	4	4	3	2	9	8	6	0									
10	Число действительных избирательных бюллетеней	32200	191	89	422	136	14	702	609	296	107	95	204	425	125	337	193	87	215	98	498	499	125	247	70	631	624	242	122	339	87	135	120	171	402	18	187	431	109	553	248	346	226	64	253	180	63	392	106	268	235	157	91	93	722	485	617	733	605	205	443	519	441	514	516	775	771	861	844	530	789	532	797	608	986	735	528	149	311	528	545	779	391	82	413	602	592	394	181									
11	Число полученных открепительных  удостоверений	653	2	2	25	20	0	5	10	15	2	4	2	8	2	3	10	5	8	2	12	20	3	2	2	15	5	2	2	10	2	2	7	5	5	0	5	3	3	5	2	6	15	5	3	11	12	5	1	5	2	2	2	2	10	7	12	10	10	3	10	10	10	10	10	10	15	10	10	15	10	10	11	15	15	10	10	5	10	10	10	15	10	2	10	10	10	10	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	425	0	0	25	20	0	5	10	14	1	4	2	8	0	3	10	5	8	2	12	9	0	0	0	15	1	2	0	6	1	0	4	2	5	0	4	3	1	1	0	6	15	5	2	11	12	0	1	2	2	0	0	0	9	7	11	6	9	3	1	3	2	1	1	7	10	8	8	9	10	5	11	6	11	8	6	2	4	6	7	4	1	1	1	4	3	1	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	525	13	2	29	0	0	43	5	0	2	2	1	8	3	4	1	2	4	2	1	3	2	3	9	2	2	2	0	2	1	0	2	1	5	0	0	2	0	1	2	2	6	3	1	1	4	2	3	2	1	3	5	2	4	4	6	4	2	3	6	2	0	3	1	4	15	17	10	4	2	5	4	2	13	4	6	2	0	10	3	5	3	1	4	9	3	1	167									
14	Число неиспользованных открепительных удостоверений	228	2	2	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	11	3	2	2	0	4	0	2	4	1	2	3	3	0	0	1	0	2	4	2	0	0	0	1	0	0	5	0	3	0	2	2	2	1	0	1	4	1	0	9	7	8	9	9	3	5	2	2	6	0	5	0	9	4	2	4	3	6	4	3	11	9	1	9	6	7	9	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	143	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	1	0	1	0	0	0	0	3	0	2	2	3	1	7	2	7	4	2	6	2	7	3	4	4	4	6	4	2	3	5	1	4	7	3	7	2	1	3	7	1	5	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																		
19	Жириновский Владимир Вольфович	2963	22	6	53	8	0	75	73	41	8	16	16	34	23	28	37	10	27	15	43	43	19	21	7	50	46	27	11	32	13	26	14	26	40	0	19	39	10	75	13	29	24	3	27	22	7	31	14	21	22	7	7	12	71	54	63	70	59	19	32	33	34	39	51	79	75	75	85	35	61	41	71	33	67	57	47	12	26	43	52	60	36	8	40	56	56	24	7									
		9.10%	11.22%	6.52%	12.44%	5.80%	0.00%	10.59%	11.77%	13.67%	7.48%	16.84%	7.80%	7.85%	18.40%	8.24%	18.50%	11.36%	12.56%	15.15%	8.57%	8.58%	15.20%	8.27%	10.00%	7.82%	7.31%	11.16%	9.02%	9.44%	14.77%	19.26%	11.67%	15.03%	9.66%	0.00%	10.11%	8.94%	9.17%	13.39%	5.08%	8.19%	10.43%	4.62%	10.63%	12.22%	10.94%	7.79%	12.84%	7.75%	9.28%	4.40%	7.45%	12.77%	9.70%	11.02%	10.06%	9.47%	9.66%	9.18%	7.11%	6.29%	7.64%	7.51%	9.64%	10.12%	9.58%	8.63%	9.99%	6.51%	7.69%	7.68%	8.80%	5.38%	6.76%	7.70%	8.75%	8.05%	8.25%	8.08%	9.37%	7.66%	9.11%	9.41%	9.64%	9.17%	9.33%	6.00%	3.87%									
20	Зюганов Геннадий Андреевич	7132	35	9	50	6	0	77	62	48	30	13	17	76	21	50	30	14	39	15	123	144	14	18	7	62	55	18	10	83	17	22	8	24	92	4	49	47	13	131	9	83	36	12	58	39	7	96	15	45	41	43	16	33	201	129	161	215	170	79	94	129	103	105	116	213	201	197	185	116	227	149	212	161	284	189	137	49	74	130	143	222	112	16	100	180	150	115	2									
		21.90%	17.86%	9.78%	11.74%	4.35%	0.00%	10.88%	10.00%	16.00%	28.04%	13.68%	8.29%	17.55%	16.80%	14.71%	15.00%	15.91%	18.14%	15.15%	24.50%	28.74%	11.20%	7.09%	10.00%	9.70%	8.74%	7.44%	8.20%	24.48%	19.32%	16.30%	6.67%	13.87%	22.22%	22.22%	26.06%	10.78%	11.93%	23.39%	3.52%	23.45%	15.65%	18.46%	22.83%	21.67%	10.94%	24.12%	13.76%	16.61%	17.30%	27.04%	17.02%	35.11%	27.46%	26.33%	25.72%	29.09%	27.82%	38.16%	20.89%	24.57%	23.15%	20.23%	21.93%	27.27%	25.67%	22.67%	21.74%	21.56%	28.63%	27.90%	26.27%	26.26%	28.66%	25.54%	25.51%	32.89%	23.49%	24.44%	25.77%	28.35%	28.35%	18.82%	24.10%	29.46%	25.00%	28.75%	1.10%									
21	Миронов Сергей Михайлович	941	5	0	5	0	0	19	9	12	1	6	3	12	1	7	5	4	5	5	14	14	0	4	0	16	13	10	0	7	1	4	2	1	9	0	6	35	13	14	0	20	5	0	2	11	4	11	1	3	3	6	1	2	21	12	20	32	19	3	9	7	9	5	12	19	30	42	35	24	29	18	25	33	32	36	16	7	9	21	7	15	13	5	10	11	16	8	0									
		2.89%	2.55%	0.00%	1.17%	0.00%	0.00%	2.68%	1.45%	4.00%	0.93%	6.32%	1.46%	2.77%	0.80%	2.06%	2.50%	4.55%	2.33%	5.05%	2.79%	2.79%	0.00%	1.57%	0.00%	2.50%	2.07%	4.13%	0.00%	2.06%	1.14%	2.96%	1.67%	0.58%	2.17%	0.00%	3.19%	8.03%	11.93%	2.50%	0.00%	5.65%	2.17%	0.00%	0.79%	6.11%	6.25%	2.76%	0.92%	1.11%	1.27%	3.77%	1.06%	2.13%	2.87%	2.45%	3.19%	4.33%	3.11%	1.45%	2.00%	1.33%	2.02%	0.96%	2.27%	2.43%	3.83%	4.83%	4.11%	4.46%	3.66%	3.37%	3.10%	5.38%	3.23%	4.86%	2.98%	4.70%	2.86%	3.95%	1.26%	1.92%	3.29%	5.88%	2.41%	1.80%	2.67%	2.00%	0.00%									
22	Прохоров Михаил Дмитриевич	1806	5	3	28	3	0	26	21	12	4	2	3	17	3	4	9	4	9	1	27	21	4	7	2	20	22	19	9	15	4	5	15	15	12	2	11	16	2	23	1	10	4	1	7	9	2	19	5	15	10	7	1	3	62	29	49	65	36	5	12	34	22	30	31	51	42	55	61	52	66	35	58	40	71	52	33	8	16	33	42	53	31	5	14	42	47	23	2									
		5.55%	2.55%	3.26%	6.57%	2.17%	0.00%	3.67%	3.39%	4.00%	3.74%	2.11%	1.46%	3.93%	2.40%	1.18%	4.50%	4.55%	4.19%	1.01%	5.38%	4.19%	3.20%	2.76%	2.86%	3.13%	3.50%	7.85%	7.38%	4.42%	4.55%	3.70%	12.50%	8.67%	2.90%	11.11%	5.85%	3.67%	1.83%	4.11%	0.39%	2.82%	1.74%	1.54%	2.76%	5.00%	3.13%	4.77%	4.59%	5.54%	4.22%	4.40%	1.06%	3.19%	8.47%	5.92%	7.83%	8.80%	5.89%	2.42%	2.67%	6.48%	4.94%	5.78%	5.86%	6.53%	5.36%	6.33%	7.17%	9.67%	8.32%	6.55%	7.19%	6.53%	7.16%	7.03%	6.15%	5.37%	5.08%	6.20%	7.57%	6.77%	7.85%	5.88%	3.37%	6.87%	7.83%	5.75%	1.10%									
23	Путин Владимир Владимирович	19358	124	71	286	119	14	505	444	183	64	58	165	286	77	248	112	55	135	62	291	277	88	197	54	483	488	168	92	202	52	78	81	105	249	12	102	294	71	310	225	204	157	48	159	99	43	235	71	184	159	94	66	43	367	261	324	351	321	99	296	316	273	335	306	413	423	492	478	303	406	289	431	341	532	401	295	73	186	301	301	429	199	48	249	313	323	224	170									
		59.45%	63.27%	77.17%	67.14%	86.23%	100.00%	71.33%	71.61%	61.00%	59.81%	61.05%	80.49%	66.05%	61.60%	72.94%	56.00%	62.50%	62.79%	62.63%	57.97%	55.29%	70.40%	77.56%	77.14%	75.59%	77.58%	69.42%	75.41%	59.59%	59.09%	57.78%	67.50%	60.69%	60.14%	66.67%	54.26%	67.43%	65.14%	55.36%	87.89%	57.63%	68.26%	73.85%	62.60%	55.00%	67.19%	59.05%	65.14%	67.90%	67.09%	59.12%	70.21%	45.74%	50.14%	53.27%	51.76%	47.50%	52.54%	47.83%	65.78%	60.19%	61.35%	64.55%	57.84%	52.88%	54.02%	56.62%	56.17%	56.32%	51.20%	54.12%	53.41%	55.63%	53.68%	54.19%	54.93%	48.99%	59.05%	56.58%	54.23%	54.79%	50.38%	56.47%	60.00%	51.23%	53.83%	56.00%	93.92%									
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
