Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Акшинская 																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916									
		0.26%	0.00%	0.41%	0.00%	0.00%	1.68%	0.00%	0.36%	0.00%	1.09%	0.00%	0.00%	0.00%	0.88%	0.00%	0.32%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	595	115	132	26	11	23	32	29	20	37	22	19	23	18	26	43	19									
		15.77%	16.50%	18.23%	14.44%	15.28%	19.33%	11.55%	10.55%	21.74%	20.22%	11.11%	25.68%	17.42%	15.79%	15.76%	13.87%	11.73%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	3	3	1	0	0	0	3	0	0	0	0	1	1	1	2	0									
		0.40%	0.43%	0.41%	0.56%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.76%	0.88%	0.61%	0.65%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	143	32	40	10	1	5	11	9	1	5	6	1	3	0	4	9	6									
		3.79%	4.59%	5.52%	5.56%	1.39%	4.20%	3.97%	3.27%	1.09%	2.73%	3.03%	1.35%	2.27%	0.00%	2.42%	2.90%	3.70%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
