Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Хорошевский район																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №3417									
		33.32%	36.14%	35.74%	33.26%	32.04%	31.30%	30.93%	27.25%	33.18%	47.92%	23.81%	30.19%	24.40%	29.89%	27.09%	31.11%	31.97%	33.17%	32.53%	40.71%	43.29%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	374	35	21	22	19	17	23	23	12	39	15	14	19	17	17	24	22	15	7	10	3									
		1.98%	2.20%	2.16%	2.35%	1.71%	1.64%	2.81%	2.09%	1.38%	1.86%	1.62%	1.59%	1.98%	2.14%	2.09%	2.86%	2.38%	1.79%	1.20%	1.77%	1.30%									
24	"6. Политическая партия ""Гражданская Платформа"""	82	7	4	1	0	12	3	9	3	6	3	6	2	5	6	4	5	3	1	2	0									
		0.43%	0.44%	0.41%	0.11%	0.00%	1.16%	0.37%	0.82%	0.34%	0.29%	0.32%	0.68%	0.21%	0.63%	0.74%	0.48%	0.54%	0.36%	0.17%	0.35%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2201	271	153	97	162	161	84	104	107	252	90	85	71	53	89	101	108	98	43	47	25									
		11.66%	17.03%	15.76%	10.34%	14.62%	15.56%	10.27%	9.45%	12.28%	12.03%	9.74%	9.65%	7.40%	6.68%	10.96%	12.04%	11.66%	11.69%	7.40%	8.32%	10.82%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	571	31	25	27	21	37	26	32	22	24	30	33	39	30	42	42	33	22	17	34	4									
		3.02%	1.95%	2.57%	2.88%	1.90%	3.57%	3.18%	2.91%	2.53%	1.15%	3.25%	3.75%	4.07%	3.78%	5.17%	5.01%	3.56%	2.63%	2.93%	6.02%	1.73%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	958	53	36	41	39	49	36	50	34	57	65	65	46	97	85	33	70	32	23	40	7									
		5.07%	3.33%	3.71%	4.37%	3.52%	4.73%	4.40%	4.54%	3.90%	2.72%	7.03%	7.38%	4.80%	12.23%	10.47%	3.93%	7.56%	3.82%	3.96%	7.08%	3.03%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	38	3	4	3	2	1	2	2	2	5	2	1	1	2	4	4	0	0	0	0	0									
		0.20%	0.19%	0.41%	0.32%	0.18%	0.10%	0.24%	0.18%	0.23%	0.24%	0.22%	0.11%	0.10%	0.25%	0.49%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2555	124	104	79	123	115	121	162	108	159	175	154	185	175	164	145	149	101	101	90	21									
		13.53%	7.79%	10.71%	8.42%	11.10%	11.11%	14.79%	14.71%	12.40%	7.59%	18.94%	17.48%	19.29%	22.07%	20.20%	17.28%	16.09%	12.05%	17.38%	15.93%	9.09%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2533	189	109	181	174	156	127	188	120	224	136	112	185	68	73	104	101	122	94	44	26									
		13.42%	11.88%	11.23%	19.30%	15.70%	15.07%	15.53%	17.08%	13.78%	10.69%	14.72%	12.71%	19.29%	8.58%	8.99%	12.40%	10.91%	14.56%	16.18%	7.79%	11.26%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	122	12	6	7	8	4	2	5	6	20	4	4	5	4	8	5	8	7	4	3	0									
		0.65%	0.75%	0.62%	0.75%	0.72%	0.39%	0.24%	0.45%	0.69%	0.95%	0.43%	0.45%	0.52%	0.50%	0.99%	0.60%	0.86%	0.84%	0.69%	0.53%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1287	119	62	68	87	74	54	92	85	98	92	59	79	40	33	39	54	74	39	21	18									
		6.82%	7.48%	6.39%	7.25%	7.85%	7.15%	6.60%	8.36%	9.76%	4.68%	9.96%	6.70%	8.24%	5.04%	4.06%	4.65%	5.83%	8.83%	6.71%	3.72%	7.79%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
