Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Новодугинская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	50	1	1	1	0	6	0	1	0	3	10	2	11	0	1	0	5	0	5	0	3									
		1.09%	0.85%	0.84%	0.37%	0.00%	1.56%	0.00%	0.85%	0.00%	0.94%	3.17%	0.55%	2.34%	0.00%	0.48%	0.00%	1.47%	0.00%	1.31%	0.00%	1.96%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3123	98	71	203	128	284	94	73	141	213	166	194	214	101	152	94	264	156	305	113	59									
		68.07%	83.05%	59.66%	74.91%	77.11%	73.96%	75.20%	61.86%	92.76%	66.98%	52.70%	53.59%	45.44%	84.87%	72.73%	81.03%	77.88%	77.61%	79.84%	75.33%	38.56%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	19	0	0	0	0	1	1	0	0	1	1	2	5	0	2	1	1	0	3	1	0									
		0.41%	0.00%	0.00%	0.00%	0.00%	0.26%	0.80%	0.00%	0.00%	0.31%	0.32%	0.55%	1.06%	0.00%	0.96%	0.86%	0.29%	0.00%	0.79%	0.67%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.28%	0.00%	0.84%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	676	9	17	26	22	39	21	21	8	56	57	87	99	2	22	16	27	32	42	23	50									
		14.73%	7.63%	14.29%	9.59%	13.25%	10.16%	16.80%	17.80%	5.26%	17.61%	18.10%	24.03%	21.02%	1.68%	10.53%	13.79%	7.96%	15.92%	10.99%	15.33%	32.68%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	0	2	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0									
		0.15%	0.00%	1.68%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%	0.31%	0.00%	0.55%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	12	0	0	0	1	1	1	0	0	0	0	1	4	0	0	0	3	0	0	0	1									
		0.26%	0.00%	0.00%	0.00%	0.60%	0.26%	0.80%	0.00%	0.00%	0.00%	0.00%	0.28%	0.85%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.65%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	12	1	1	1	1	0	1	0	0	2	1	1	3	0	0	0	0	0	0	0	0									
		0.26%	0.85%	0.84%	0.37%	0.60%	0.00%	0.80%	0.00%	0.00%	0.63%	0.32%	0.28%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	434	7	19	35	8	35	4	19	3	30	40	47	86	3	15	3	25	8	16	8	23									
		9.46%	5.93%	15.97%	12.92%	4.82%	9.11%	3.20%	16.10%	1.97%	9.43%	12.70%	12.98%	18.26%	2.52%	7.18%	2.59%	7.37%	3.98%	4.19%	5.33%	15.03%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	0	0	0	0	1	0	0	0	0	0	2	4	0	2	0	1	1	0	0	1									
		0.26%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.85%	0.00%	0.96%	0.00%	0.29%	0.50%	0.00%	0.00%	0.65%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	59	1	5	1	1	4	0	2	0	3	6	3	10	2	6	0	4	0	4	1	6									
		1.29%	0.85%	4.20%	0.37%	0.60%	1.04%	0.00%	1.69%	0.00%	0.94%	1.90%	0.83%	2.12%	1.68%	2.87%	0.00%	1.18%	0.00%	1.05%	0.67%	3.92%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
