Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																									
Дата голосования: 02.12.2007																																																																									
																																																																									
Наименование Избирательной комиссии:    Вельская																																																																									
																																																																									
Сводная таблица результатов выборов																																																																									
																																																																									
		Сумма	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	674	15	15	15	10	15	65	85	5	15	15	15	35	15	15	15	0	0	15	10	2	2	3	3	3	2	6	2	10	9	10	11	10	6	5	3	10	15	7	3	3	3	5	10	3	3	10	3	3	5	3	20	20	5	10	5	5	5	5	5	15	3	5	3	7	6	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	413	10	7	8	10	8	49	72	2	3	6	12	26	5	8	0	0	0	10	10	0	1	3	2	0	0	3	0	4	4	2	11	5	5	4	2	10	6	7	3	3	3	1	1	0	0	7	3	0	2	0	15	16	0	3	5	0	2	1	1	6	0	5	3	7	6	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	245	7	4	19	4	8	10	11	6	3	4	3	6	7	7	3	0	11	6	3	0	2	1	4	2	0	2	0	2	5	5	4	1	5	2	1	3	3	3	5	0	3	4	1	0	0	6	0	2	1	0	9	4	2	2	1	7	6	3	2	9	1	0	6	2	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	261	5	8	7	0	7	16	13	3	12	9	3	9	10	7	15	0	0	5	0	2	1	0	1	3	2	3	2	6	5	8	0	5	1	1	1	0	9	0	0	0	0	4	9	3	3	3	0	3	3	3	5	4	5	7	0	5	3	4	4	9	3	0	0	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	1	0	1	2	1	0	0	1	0	0	3	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																									
18	1.Политическая партия «Аграрная партия России»	956	24	16	30	24	20	21	47	10	19	27	24	13	16	18	6	1	10	20	38	0	2	12	9	4	1	18	2	16	17	11	22	21	12	12	6	28	12	19	18	1	13	18	19	9	4	28	8	1	9	1	24	42	2	12	13	9	3	15	7	25	5	18	6	19	3	16					
		3.84%	3.15%	3.29%	3.95%	4.36%	2.53%	3.38%	4.65%	5.10%	3.68%	3.45%	3.21%	2.08%	3.60%	3.05%	2.36%	0.36%	6.67%	4.06%	6.13%	0.00%	1.53%	7.36%	4.62%	4.65%	2.13%	4.01%	2.33%	2.60%	2.48%	2.59%	3.04%	3.38%	8.76%	6.15%	5.13%	4.61%	1.87%	5.86%	7.47%	1.59%	11.50%	5.26%	2.70%	10.23%	3.74%	6.33%	4.42%	0.76%	4.11%	0.91%	2.70%	8.79%	1.16%	2.63%	7.34%	4.29%	2.05%	6.17%	2.81%	3.42%	4.46%	4.41%	2.93%	5.32%	3.13%	7.21%					
19	2.Всероссийская политическая партия «Гражданская Сила»	168	14	10	6	9	7	8	11	0	4	3	5	6	5	0	2	1	2	6	4	0	1	0	0	0	0	0	0	3	1	2	3	0	0	1	2	6	10	3	3	1	0	0	4	0	1	2	0	0	0	0	5	1	0	3	0	1	1	2	3	0	0	2	1	1	0	2					
		0.67%	1.84%	2.05%	0.79%	1.63%	0.89%	1.29%	1.09%	0.00%	0.78%	0.38%	0.67%	0.96%	1.12%	0.00%	0.79%	0.36%	1.33%	1.22%	0.65%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.15%	0.47%	0.41%	0.00%	0.00%	0.51%	1.71%	0.99%	1.56%	0.93%	1.24%	1.59%	0.00%	0.00%	0.57%	0.00%	0.93%	0.45%	0.00%	0.00%	0.00%	0.00%	0.56%	0.21%	0.00%	0.66%	0.00%	0.48%	0.68%	0.82%	1.20%	0.00%	0.00%	0.49%	0.49%	0.28%	0.00%	0.90%					
20	3.Политическая партия «Демократическая партия России»	21	0	0	1	2	1	4	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0					
		0.08%	0.00%	0.00%	0.13%	0.36%	0.13%	0.64%	0.10%	0.00%	0.19%	0.13%	0.00%	0.00%	0.00%	0.00%	0.39%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	1.59%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1790	84	38	70	46	69	63	119	23	45	70	72	49	43	44	20	12	6	28	24	6	4	7	10	2	3	41	9	43	48	35	88	33	12	16	7	30	46	18	18	6	2	14	41	5	4	23	7	3	18	3	12	19	3	36	26	14	5	11	23	41	5	18	11	22	5	12					
		7.19%	11.04%	7.80%	9.22%	8.35%	8.73%	10.13%	11.77%	11.73%	8.72%	8.94%	9.63%	7.83%	9.66%	7.45%	7.87%	4.33%	4.00%	5.68%	3.87%	7.32%	3.05%	4.29%	5.13%	2.33%	6.38%	9.13%	10.47%	6.99%	6.99%	8.24%	12.17%	5.31%	8.76%	8.21%	5.98%	4.93%	7.15%	5.56%	7.47%	9.52%	1.77%	4.09%	5.83%	5.68%	3.74%	5.20%	3.87%	2.29%	8.22%	2.73%	1.35%	3.97%	1.74%	7.88%	14.69%	6.67%	3.42%	4.53%	9.24%	5.62%	4.46%	4.41%	5.37%	6.16%	5.21%	5.41%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	225	9	6	9	7	20	18	17	2	5	17	5	8	13	4	9	1	2	4	0	1	0	0	0	0	0	0	0	5	8	4	14	3	0	0	0	9	10	0	0	0	0	0	4	0	0	0	1	1	1	0	1	1	0	0	0	2	0	0	0	0	0	3	0	1	0	0					
		0.90%	1.18%	1.23%	1.19%	1.27%	2.53%	2.89%	1.68%	1.02%	0.97%	2.17%	0.67%	1.28%	2.92%	0.68%	3.54%	0.36%	1.33%	0.81%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	1.17%	0.94%	1.94%	0.48%	0.00%	0.00%	0.00%	1.48%	1.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.55%	0.76%	0.46%	0.00%	0.11%	0.21%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.28%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	59	2	1	6	1	0	1	2	1	2	2	2	4	1	2	0	1	0	1	2	0	1	0	0	0	0	1	1	1	1	0	3	2	2	0	0	0	1	2	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	2	1	0	2	0	1	0	0					
		0.24%	0.26%	0.21%	0.79%	0.18%	0.00%	0.16%	0.20%	0.51%	0.39%	0.26%	0.27%	0.64%	0.22%	0.34%	0.00%	0.36%	0.00%	0.20%	0.32%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.22%	1.16%	0.16%	0.15%	0.00%	0.41%	0.32%	1.46%	0.00%	0.00%	0.00%	0.16%	0.62%	0.41%	0.00%	0.00%	0.29%	0.14%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	1.37%	0.00%	0.80%	0.14%	0.00%	0.49%	0.00%	0.28%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2635	76	57	113	65	73	66	110	20	63	74	79	67	42	65	31	2	7	43	62	6	11	8	10	3	3	41	15	100	104	64	94	107	8	8	15	67	99	21	9	7	18	29	79	6	8	28	12	10	21	10	93	40	10	50	25	18	29	23	21	45	10	48	31	29	5	22					
		10.58%	9.99%	11.70%	14.89%	11.80%	9.24%	10.61%	10.88%	10.20%	12.21%	9.45%	10.56%	10.70%	9.44%	10.99%	12.20%	0.72%	4.67%	8.72%	10.00%	7.32%	8.40%	4.91%	5.13%	3.49%	6.38%	9.13%	17.44%	16.26%	15.16%	15.06%	13.00%	17.23%	5.84%	4.10%	12.82%	11.02%	15.40%	6.48%	3.73%	11.11%	15.93%	8.48%	11.24%	6.82%	7.48%	6.33%	6.63%	7.63%	9.59%	9.09%	10.47%	8.37%	5.81%	10.94%	14.12%	8.57%	19.86%	9.47%	8.43%	6.16%	8.93%	11.76%	15.12%	8.12%	5.21%	9.91%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3517	133	57	113	91	155	98	169	36	51	153	123	120	88	74	36	3	21	61	106	20	14	22	15	15	3	40	6	90	102	49	112	71	24	37	20	93	104	33	23	6	23	84	59	4	24	76	40	19	45	20	137	35	13	33	14	24	19	22	33	86	8	37	25	27	8	15					
		14.12%	17.48%	11.70%	14.89%	16.52%	19.62%	15.76%	16.72%	18.37%	9.88%	19.54%	16.44%	19.17%	19.78%	12.52%	14.17%	1.08%	14.00%	12.37%	17.10%	24.39%	10.69%	13.50%	7.69%	17.44%	6.38%	8.91%	6.98%	14.63%	14.87%	11.53%	15.49%	11.43%	17.52%	18.97%	17.09%	15.30%	16.17%	10.19%	9.54%	9.52%	20.35%	24.56%	8.39%	4.55%	22.43%	17.19%	22.10%	14.50%	20.55%	18.18%	15.43%	7.32%	7.56%	7.22%	7.91%	11.43%	13.01%	9.05%	13.25%	11.78%	7.14%	9.07%	12.20%	7.56%	8.33%	6.76%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	148	4	7	2	1	4	5	6	3	1	6	6	3	1	7	2	2	0	2	5	1	1	1	0	0	0	1	0	6	2	2	6	2	3	1	0	5	2	0	1	0	1	1	2	0	0	4	0	0	2	1	2	4	2	5	0	2	0	3	2	6	1	4	2	1	1	1					
		0.59%	0.53%	1.44%	0.26%	0.18%	0.51%	0.80%	0.59%	1.53%	0.19%	0.77%	0.80%	0.48%	0.22%	1.18%	0.79%	0.72%	0.00%	0.41%	0.81%	1.22%	0.76%	0.61%	0.00%	0.00%	0.00%	0.22%	0.00%	0.98%	0.29%	0.47%	0.83%	0.32%	2.19%	0.51%	0.00%	0.82%	0.31%	0.00%	0.41%	0.00%	0.88%	0.29%	0.28%	0.00%	0.00%	0.90%	0.00%	0.00%	0.91%	0.91%	0.23%	0.84%	1.16%	1.09%	0.00%	0.95%	0.00%	1.23%	0.80%	0.82%	0.89%	0.98%	0.98%	0.28%	1.04%	0.45%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	15008	399	284	386	296	418	322	503	100	319	421	416	348	229	366	134	246	100	320	377	47	96	113	151	61	36	300	53	339	391	253	366	370	75	119	67	363	348	225	164	41	56	193	480	63	66	273	112	95	123	74	603	330	139	318	98	140	85	163	158	520	81	273	127	254	70	152					
		60.27%	52.43%	58.32%	50.86%	53.72%	52.91%	51.77%	49.75%	51.02%	61.82%	53.77%	55.61%	55.59%	51.46%	61.93%	52.76%	88.81%	66.67%	64.91%	60.81%	57.32%	73.28%	69.33%	77.44%	70.93%	76.60%	66.82%	61.63%	55.12%	56.99%	59.53%	50.62%	59.58%	54.74%	61.03%	57.26%	59.70%	54.12%	69.44%	68.05%	65.08%	49.56%	56.43%	68.28%	71.59%	61.68%	61.76%	61.88%	72.52%	56.16%	67.27%	67.91%	69.04%	80.81%	69.58%	55.37%	66.67%	58.22%	67.08%	63.45%	71.23%	72.32%	66.91%	61.95%	71.15%	72.92%	68.47%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	203	11	6	14	7	18	13	16	0	4	7	8	6	4	2	10	4	2	6	1	1	0	0	0	0	0	3	0	2	6	2	5	4	1	0	0	4	8	1	2	0	0	1	5	1	0	0	0	2	0	0	4	3	1	0	0	0	0	3	0	3	0	0	0	0	0	2					
		0.82%	1.45%	1.23%	1.84%	1.27%	2.28%	2.09%	1.58%	0.00%	0.78%	0.89%	1.07%	0.96%	0.90%	0.34%	3.94%	1.44%	1.33%	1.22%	0.16%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.33%	0.87%	0.47%	0.69%	0.64%	0.73%	0.00%	0.00%	0.66%	1.24%	0.31%	0.83%	0.00%	0.00%	0.29%	0.71%	1.14%	0.00%	0.00%	0.00%	1.53%	0.00%	0.00%	0.45%	0.63%	0.58%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%					
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
