Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																						
Дата голосования: 07.12.2003 0:00:00																																																						
																																																						
Наименование Избирательной комиссии:    Горьковская																																																						
																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																						
																																																						
		Сумма	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151					
		0.20%	0.0%	0.0%	0.58%	0.33%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.29%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.25%	0.0%	0.0%	0.0%	0.35%	0.0%	0.15%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	34	0	0	0	2	2	1	1	0	0	0	1	3	2	3	0	1	0	0	0	0	0	0	0	1	4	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	1	6	0					
		0.28%	0.0%	0.0%	0.0%	0.33%	0.34%	0.75%	0.58%	0.0%	0.0%	0.0%	0.21%	0.49%	0.29%	0.50%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	1.03%	1.47%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.49%	1.01%	3.52%	0.0%					
25	"8. ""Народно-республиканская партия России"""	22	1	0	0	2	3	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	4	0	1	1	0	0					
		0.18%	0.67%	0.0%	0.0%	0.33%	0.51%	0.0%	0.58%	1.16%	0.0%	0.0%	0.21%	0.0%	0.0%	0.16%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.23%	0.0%	0.0%	1.26%	0.62%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	0.49%	1.01%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	14	0	0	0	1	0	0	0	0	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.11%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.90%	0.0%	0.21%	0.16%	0.29%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.77%	0.0%	0.0%	0.0%	0.0%	1.01%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1209	17	2	6	66	98	6	52	7	10	1	60	23	26	33	33	22	34	13	11	24	0	0	40	15	77	12	0	10	65	7	45	9	34	22	29	7	21	61	8	5	5	49	24	28	10	18	64					
		10.24%	11.48%	2.24%	3.48%	10.96%	16.83%	4.54%	30.58%	8.13%	9.09%	1.88%	12.79%	3.81%	3.82%	5.52%	5.30%	9.90%	18.99%	10.15%	7.97%	28.57%	0.0%	0.0%	11.17%	10.94%	20.0%	17.64%	0.0%	5.37%	11.56%	7.07%	7.00%	11.25%	7.87%	15.49%	10.43%	8.86%	13.20%	13.31%	5.36%	8.19%	5.95%	9.21%	12.56%	13.72%	10.10%	10.58%	32.0%					
28	"11. ""Истинные патриоты России"""	31	0	2	4	0	2	7	0	0	0	0	1	0	0	2	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	5	0	0	0	0					
		0.26%	0.0%	2.24%	2.32%	0.0%	0.34%	5.30%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.33%	0.0%	0.45%	0.55%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.43%	0.0%	0.0%	0.0%	0.0%	2.61%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	135	1	6	4	11	9	1	1	3	3	0	3	3	10	3	5	4	2	1	0	0	0	2	6	2	7	1	0	0	4	1	4	2	3	3	9	1	1	2	0	0	1	4	2	3	0	4	3					
		1.14%	0.67%	6.74%	2.32%	1.82%	1.54%	0.75%	0.58%	3.48%	2.72%	0.0%	0.63%	0.49%	1.47%	0.50%	0.80%	1.80%	1.11%	0.78%	0.0%	0.0%	0.0%	2.73%	1.67%	1.45%	1.81%	1.47%	0.0%	0.0%	0.71%	1.01%	0.62%	2.5%	0.69%	2.11%	3.23%	1.26%	0.62%	0.43%	0.0%	0.0%	1.19%	0.75%	1.04%	1.47%	0.0%	2.35%	1.5%					
30	"13. ""Демократическая партия России"""	47	0	1	1	5	0	0	3	1	0	1	1	0	3	2	1	0	0	3	1	0	0	0	0	1	1	0	0	0	1	0	2	3	2	0	0	3	2	1	0	0	2	2	0	3	0	1	0					
		0.39%	0.0%	1.12%	0.58%	0.83%	0.0%	0.0%	1.76%	1.16%	0.0%	1.88%	0.21%	0.0%	0.44%	0.33%	0.16%	0.0%	0.0%	2.34%	0.72%	0.0%	0.0%	0.0%	0.0%	0.72%	0.25%	0.0%	0.0%	0.0%	0.17%	0.0%	0.31%	3.75%	0.46%	0.0%	0.0%	3.79%	1.25%	0.21%	0.0%	0.0%	2.38%	0.37%	0.0%	1.47%	0.0%	0.58%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	22	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	4	2	0	0	1	1	0	1	0	0	0	2	0	0	0	2	0	1	0					
		0.18%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	1.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.45%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	2.02%	0.0%	0.0%	0.23%	0.70%	0.0%	1.26%	0.0%	0.0%	0.0%	3.27%	0.0%	0.0%	0.0%	0.98%	0.0%	0.58%	0.0%					
32	"15. ""Партия СЛОН"""	14	0	0	0	1	1	0	0	1	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0					
		0.11%	0.0%	0.0%	0.0%	0.16%	0.17%	0.0%	0.0%	1.16%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	1.25%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.63%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	493	6	6	5	9	31	3	8	1	3	0	18	36	44	40	51	10	5	1	3	1	0	3	11	1	10	0	4	14	26	10	22	3	13	8	6	3	2	14	2	3	0	20	5	6	0	3	23					
		4.17%	4.05%	6.74%	2.90%	1.49%	5.32%	2.27%	4.70%	1.16%	2.72%	0.0%	3.83%	5.97%	6.48%	6.70%	8.19%	4.50%	2.79%	0.78%	2.17%	1.19%	0.0%	4.10%	3.07%	0.72%	2.59%	0.0%	8.33%	7.52%	4.62%	10.10%	3.42%	3.75%	3.00%	5.63%	2.15%	3.79%	1.25%	3.05%	1.34%	4.91%	0.0%	3.75%	2.61%	2.94%	0.0%	1.76%	11.5%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	29	0	0	0	4	0	2	0	0	1	0	1	4	1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	2	0	0	0	1	0	0	1	1	1	0	1	1	1	0	2	0					
		0.24%	0.0%	0.0%	0.0%	0.66%	0.0%	1.51%	0.0%	0.0%	0.90%	0.0%	0.21%	0.66%	0.14%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.51%	0.0%	0.0%	0.53%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.21%	0.67%	1.63%	0.0%	0.18%	0.52%	0.49%	0.0%	1.17%	0.0%					
35	"18. ""ЛДПР"""	1666	23	9	30	83	61	0	24	16	28	7	51	67	126	83	109	31	20	25	16	19	10	5	35	12	48	11	3	25	117	13	134	9	72	41	33	6	17	55	12	12	8	61	24	36	6	11	22					
		14.11%	15.54%	10.11%	17.44%	13.78%	10.48%	0.0%	14.11%	18.60%	25.45%	13.20%	10.87%	11.11%	18.55%	13.90%	17.52%	13.96%	11.17%	19.53%	11.59%	22.61%	16.39%	6.84%	9.77%	8.75%	12.46%	16.17%	6.25%	13.44%	20.81%	13.13%	20.87%	11.25%	16.66%	28.87%	11.87%	7.59%	10.69%	12.00%	8.05%	19.67%	9.52%	11.46%	12.56%	17.64%	6.06%	6.47%	11.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	256	0	3	5	9	26	0	6	0	0	0	5	14	10	10	28	5	4	3	2	1	1	0	9	1	3	1	0	0	8	4	8	3	33	2	6	3	5	12	0	0	0	12	2	7	4	0	1					
		2.16%	0.0%	3.37%	2.90%	1.49%	4.46%	0.0%	3.52%	0.0%	0.0%	0.0%	1.06%	2.32%	1.47%	1.67%	4.50%	2.25%	2.23%	2.34%	1.44%	1.19%	1.63%	0.0%	2.51%	0.72%	0.77%	1.47%	0.0%	0.0%	1.42%	4.04%	1.24%	3.75%	7.63%	1.40%	2.15%	3.79%	3.14%	2.62%	0.0%	0.0%	0.0%	2.25%	1.04%	3.43%	4.04%	0.0%	0.5%					
37	"20. ""Политическая партия ""Единая Россия"""	4404	60	6	63	249	189	57	32	37	34	17	189	281	270	226	228	58	72	39	71	22	22	46	152	39	119	11	35	30	214	33	253	27	189	26	113	42	52	215	104	20	60	149	34	47	57	80	35					
		37.31%	40.54%	6.74%	36.62%	41.36%	32.47%	43.18%	18.82%	43.02%	30.90%	32.07%	40.29%	46.60%	39.76%	37.85%	36.65%	26.12%	40.22%	30.46%	51.44%	26.19%	36.06%	63.01%	42.45%	28.46%	30.90%	16.17%	72.91%	16.12%	38.07%	33.33%	39.40%	33.75%	43.75%	18.30%	40.64%	53.16%	32.70%	46.94%	69.79%	32.78%	71.42%	28.00%	17.80%	23.03%	57.57%	47.05%	17.5%					
38	"21. ""Российская Конституционно-демократическая партия"""	20	0	0	0	0	1	0	0	2	0	0	3	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0					
		0.16%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	2.32%	0.0%	0.0%	0.63%	0.16%	0.29%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	1.36%	0.0%	0.0%	0.0%	0.0%	0.0%	1.61%	0.0%	0.0%	0.0%	1.25%	0.46%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	1.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%					
39	"22. ""Развитие предпринимательства"""	12	1	0	0	0	0	0	1	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0					
		0.10%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.16%	0.14%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.88%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	1.01%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1813	20	43	38	93	82	32	22	5	21	14	57	99	107	109	86	31	9	30	16	3	15	11	64	44	37	14	3	75	42	15	67	7	36	18	38	1	24	47	12	13	1	163	63	26	10	10	40					
		15.36%	13.51%	48.31%	22.09%	15.44%	14.08%	24.24%	12.94%	5.81%	19.09%	26.41%	12.15%	16.41%	15.75%	18.25%	13.82%	13.96%	5.02%	23.43%	11.59%	3.57%	24.59%	15.06%	17.87%	32.11%	9.61%	20.58%	6.25%	40.32%	7.47%	15.15%	10.43%	8.75%	8.33%	12.67%	13.66%	1.26%	15.09%	10.26%	8.05%	21.31%	1.19%	30.63%	32.98%	12.74%	10.10%	5.88%	20.0%					
																																																						
41	Против всех	379	6	5	1	15	19	3	5	3	6	7	16	12	19	10	25	10	14	3	2	5	0	0	7	4	15	8	0	12	18	1	27	3	10	6	7	4	7	6	9	2	2	12	12	12	2	4	3					
		3.21%	4.05%	5.61%	0.58%	2.49%	3.26%	2.27%	2.94%	3.48%	5.45%	13.20%	3.41%	1.99%	2.79%	1.67%	4.01%	4.50%	7.82%	2.34%	1.44%	5.95%	0.0%	0.0%	1.95%	2.91%	3.89%	11.76%	0.0%	6.45%	3.20%	1.01%	4.20%	3.75%	2.31%	4.22%	2.51%	5.06%	4.40%	1.31%	6.04%	3.27%	2.38%	2.25%	6.28%	5.88%	2.02%	2.35%	1.5%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
