Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																		
Дата голосования: 04.12.2011																																																																		
																																																																		
"Наименование Избирательной комиссии:    Ростов-на-Дону, Ворошиловская"																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №1320	УИК №1321	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1333	УИК №1334	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1379	УИК №1380	УИК №1759	УИК №2489	УИК №2541	УИК №2547	УИК №2548					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	3951	60	63	60	63	40	40	60	70	73	40	60	55	57	61	58	50	50	71	77	60	67	89	89	92	40	66	80	56	110	67	67	65	62	70	80	90	83	110	76	76	77	80	62	60	79	70	63	60	87	60	65	50	0	93	90	55	55	71	71					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	3936	60	63	60	63	40	40	60	69	73	40	60	55	57	60	58	49	50	71	77	60	67	89	89	92	38	66	79	56	110	65	67	65	62	70	80	90	83	110	76	76	77	77	58	60	79	70	63	60	87	60	65	50	0	93	90	55	55	71	71					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	4122	69	198	253	37	9	10	31	78	353	37	5	46	53	23	3	127	60	65	62	60	238	237	65	71	40	66	21	18	50	46	35	68	13	121	75	89	97	29	33	66	22	52	26	27	50	34	118	30	32	216	28	18	273	20	23	27	14	34	21					
14	Число погашенных неиспользованных открепительных удостоверений	15	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	245	1	1	0	2	0	1	2	1	1	1	1	0	1	2	5	2	0	4	5	5	4	6	11	6	7	7	3	10	7	6	5	9	7	16	3	4	10	2	5	4	8	5	1	3	5	6	3	3	4	7	1	7	0	2	11	4	1	4	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	13798	239	290	248	238	121	260	333	237	255	284	325	198	258	262	167	24	166	327	261	143	368	238	304	265	268	250	261	91	308	220	150	250	247	236	162	232	307	260	255	333	188	223	249	274	316	97	269	196	98	293	232	163	112	287	255	223	117	278	287					
		14.47%	15.75%	17.88%	15.38%	18.10%	7.78%	12.60%	20.19%	15.21%	14.80%	18.75%	15.96%	10.43%	12.84%	16.60%	12.12%	2.01%	9.70%	19.83%	17.05%	6.64%	21.26%	16.49%	19.64%	18.20%	17.82%	20.15%	16.22%	4.61%	18.05%	13.34%	7.80%	14.64%	17.96%	16.53%	7.76%	15.53%	13.30%	13.45%	11.67%	18.37%	11.39%	14.90%	20.06%	16.31%	18.62%	6.03%	18.63%	15.15%	4.91%	15.17%	13.84%	13.67%	14.99%	17.24%	17.05%	15.15%	12.96%	20.82%	20.30%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9018	192	233	171	160	112	187	130	163	157	169	184	131	157	171	135	36	172	85	151	55	144	169	153	190	57	128	158	139	183	159	75	201	140	205	116	142	151	154	172	99	134	176	121	187	163	34	160	150	380	187	152	141	82	195	180	242	123	158	167					
		9.46%	12.66%	14.36%	10.61%	12.17%	7.20%	9.06%	7.88%	10.46%	9.11%	11.16%	9.04%	6.90%	7.81%	10.84%	9.80%	3.01%	10.05%	5.15%	9.86%	2.55%	8.32%	11.71%	9.88%	13.05%	3.79%	10.31%	9.82%	7.03%	10.73%	9.64%	3.90%	11.77%	10.18%	14.36%	5.56%	9.50%	6.54%	7.97%	7.87%	5.46%	8.12%	11.76%	9.75%	11.13%	9.61%	2.11%	11.08%	11.59%	19.06%	9.68%	9.07%	11.83%	10.98%	11.71%	12.03%	16.44%	13.62%	11.84%	11.81%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	989	13	17	16	14	10	24	15	21	15	13	17	8	15	12	12	7	19	17	18	23	21	11	13	20	12	15	13	0	19	15	12	21	16	17	27	25	16	5	27	46	11	19	11	26	21	11	17	20	5	22	21	19	6	26	24	23	20	16	14					
		1.04%	0.86%	1.05%	0.99%	1.06%	0.64%	1.16%	0.91%	1.35%	0.87%	0.86%	0.83%	0.42%	0.75%	0.76%	0.87%	0.58%	1.11%	1.03%	1.18%	1.07%	1.21%	0.76%	0.84%	1.37%	0.80%	1.21%	0.81%	0.00%	1.11%	0.91%	0.62%	1.23%	1.16%	1.19%	1.29%	1.67%	0.69%	0.26%	1.24%	2.54%	0.67%	1.27%	0.89%	1.55%	1.24%	0.68%	1.18%	1.55%	0.25%	1.14%	1.25%	1.59%	0.80%	1.56%	1.60%	1.56%	2.21%	1.20%	0.99%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	21422	435	386	404	341	274	528	348	319	403	380	497	308	341	431	232	317	305	423	463	275	450	352	380	407	390	321	389	238	406	286	381	398	375	380	469	381	400	441	447	391	321	416	346	426	359	268	367	300	321	328	309	324	134	438	433	288	213	365	374					
		22.47%	28.68%	23.80%	25.06%	25.93%	17.62%	25.59%	21.10%	20.47%	23.39%	25.08%	24.41%	16.22%	16.97%	27.31%	16.84%	26.48%	17.82%	25.65%	30.24%	12.77%	25.99%	24.39%	24.55%	27.95%	25.93%	25.87%	24.18%	12.04%	23.80%	17.34%	19.82%	23.30%	27.27%	26.61%	22.46%	25.50%	17.32%	22.81%	20.46%	21.57%	19.45%	27.79%	27.88%	25.36%	21.15%	16.66%	25.42%	23.18%	16.10%	16.99%	18.44%	27.18%	17.94%	26.31%	28.94%	19.57%	23.59%	27.34%	26.45%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	5260	100	124	88	92	83	65	41	51	120	114	132	37	93	98	42	22	75	119	129	115	122	105	138	126	111	102	100	64	123	7	50	166	121	85	121	98	31	137	138	83	86	94	98	84	33	7	100	69	7	93	83	69	22	171	123	111	35	93	114					
		5.52%	6.59%	7.64%	5.46%	6.99%	5.34%	3.15%	2.49%	3.27%	6.96%	7.52%	6.48%	1.95%	4.63%	6.21%	3.05%	1.84%	4.38%	7.22%	8.43%	5.34%	7.05%	7.28%	8.91%	8.65%	7.38%	8.22%	6.22%	3.24%	7.21%	0.42%	2.60%	9.72%	8.80%	5.95%	5.80%	6.56%	1.34%	7.09%	6.32%	4.58%	5.21%	6.28%	7.90%	5.00%	1.94%	0.44%	6.93%	5.33%	0.35%	4.82%	4.95%	5.79%	2.95%	10.27%	8.22%	7.54%	3.88%	6.97%	8.06%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	43099	500	532	656	440	919	949	773	759	737	511	844	1184	1121	585	773	764	951	643	477	1526	603	546	525	421	650	402	635	1443	616	932	1223	637	451	473	1149	598	1379	898	1086	826	892	535	386	651	777	1175	509	537	1163	983	843	447	377	510	456	541	361	394	425					
		45.21%	32.96%	32.80%	40.69%	33.46%	59.10%	46.00%	46.88%	48.72%	42.77%	33.73%	41.45%	62.35%	55.80%	37.07%	56.10%	63.83%	55.55%	38.99%	31.16%	70.88%	34.84%	37.84%	33.91%	28.91%	43.22%	32.39%	39.47%	73.03%	36.11%	56.52%	63.63%	37.30%	32.80%	33.12%	55.03%	40.03%	59.72%	46.46%	49.70%	45.56%	54.06%	35.74%	31.10%	38.75%	45.79%	73.03%	35.25%	41.50%	58.32%	50.91%	50.30%	37.50%	50.47%	30.63%	30.48%	36.75%	39.98%	29.51%	30.06%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	723	12	13	8	7	14	14	9	3	18	24	12	14	5	4	7	4	11	18	15	10	12	7	17	10	13	8	37	1	23	7	11	19	8	12	15	12	6	17	9	12	12	16	15	16	10	10	9	11	4	11	18	10	7	14	14	29	8	13	18					
		0.76%	0.79%	0.80%	0.50%	0.53%	0.90%	0.68%	0.55%	0.19%	1.04%	1.58%	0.59%	0.74%	0.25%	0.25%	0.51%	0.33%	0.64%	1.09%	0.98%	0.46%	0.69%	0.49%	1.10%	0.69%	0.86%	0.64%	2.30%	0.05%	1.35%	0.42%	0.57%	1.11%	0.58%	0.84%	0.72%	0.80%	0.26%	0.88%	0.41%	0.66%	0.73%	1.07%	1.21%	0.95%	0.59%	0.62%	0.62%	0.85%	0.20%	0.57%	1.07%	0.84%	0.94%	0.84%	0.94%	1.97%	0.89%	0.97%	1.27%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
