Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Тонкинская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №2293	УИК №2294	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2495					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	1.Политическая партия «Аграрная партия России»	170	24	50	4	15	11	15	4	9	28	5	1	0	3	1					
		3.06%	1.82%	3.02%	2.11%	3.25%	4.09%	5.62%	1.83%	4.57%	12.02%	1.79%	0.66%	0.00%	2.40%	0.82%					
19	2.Всероссийская политическая партия «Гражданская Сила»	12	4	4	0	1	1	0	0	0	2	0	0	0	0	0					
		0.22%	0.30%	0.24%	0.00%	0.22%	0.37%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	4	0	0	0	2	0	0	0	0	1	0	0	0	0	1					
		0.07%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.82%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	595	174	175	28	41	45	23	26	20	12	16	9	9	9	8					
		10.70%	13.22%	10.57%	14.74%	8.89%	16.73%	8.61%	11.93%	10.15%	5.15%	5.71%	5.92%	11.84%	7.20%	6.56%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	8	2	3	0	0	1	0	0	1	0	1	0	0	0	0					
		0.14%	0.15%	0.18%	0.00%	0.00%	0.37%	0.00%	0.00%	0.51%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0					
		0.07%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.07%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	436	111	146	18	29	21	27	25	6	11	17	8	4	6	7					
		7.84%	8.43%	8.82%	9.47%	6.29%	7.81%	10.11%	11.47%	3.05%	4.72%	6.07%	5.26%	5.26%	4.80%	5.74%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	541	161	179	15	43	17	17	18	9	21	31	6	6	8	10					
		9.73%	12.23%	10.81%	7.89%	9.33%	6.32%	6.37%	8.26%	4.57%	9.01%	11.07%	3.95%	7.89%	6.40%	8.20%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	34	13	10	0	2	1	1	2	0	1	3	0	0	1	0					
		0.61%	0.99%	0.60%	0.00%	0.43%	0.37%	0.37%	0.92%	0.00%	0.43%	1.07%	0.00%	0.00%	0.80%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3712	816	1077	123	326	169	181	139	151	155	201	127	56	97	94					
		66.74%	62.01%	65.04%	64.74%	70.72%	62.83%	67.79%	63.76%	76.65%	66.52%	71.79%	83.55%	73.68%	77.60%	77.05%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	9	0	3	0	0	1	1	1	1	0	1	0	0	1	0					
		0.16%	0.00%	0.18%	0.00%	0.00%	0.37%	0.37%	0.46%	0.51%	0.00%	0.36%	0.00%	0.00%	0.80%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
