Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
Наименование Избирательной комиссии:    Иркутская городская №2																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	464	23	0	7	2	8	8	4	12	14	18	15	11	6	5	12	10	20	11	5	9	7	13	7	12	15	7	2	15	8	14	5	5	10	12	18	4	5	8	10	11	11	16	4	10	6	3	9	3	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	396	3	0	18	4	3	5	3	9	5	9	12	8	5	8	8	9	16	27	13	10	12	11	5	9	9	4	7	9	2	7	13	14	7	4	5	4	5	8	5	7	8	4	9	5	6	12	14	9	7					
14	Число погашенных открепительных удостоверений	761	2	25	18	23	17	17	21	13	11	7	10	14	19	20	13	15	5	14	20	16	18	12	18	13	10	18	23	10	17	11	20	20	15	13	7	21	20	17	15	14	14	9	21	15	19	22	16	22	11					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	"1. ""ЕДИНЕНИЕ"""	344	5	8	3	2	4	7	8	3	3	5	7	13	7	3	6	5	5	2	9	9	9	5	10	9	13	2	4	14	10	10	13	11	7	3	10	2	5	8	12	10	3	3	8	14	3	6	14	7	5					
		0.72%	0.33%	0.76%	0.42%	0.65%	0.86%	0.73%	0.86%	0.28%	0.63%	0.45%	0.56%	0.98%	0.52%	0.36%	0.70%	0.54%	0.33%	0.21%	1.59%	1.00%	0.79%	0.44%	1.00%	0.73%	1.30%	0.34%	0.77%	1.25%	1.52%	0.83%	1.11%	0.97%	0.81%	0.30%	0.86%	0.40%	0.62%	0.75%	0.87%	0.83%	0.26%	0.30%	0.90%	1.07%	0.30%	0.56%	1.30%	1.63%	0.47%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3095	59	24	45	15	36	72	73	76	48	74	64	87	90	41	65	58	71	48	27	49	64	99	80	102	59	22	40	78	28	92	105	78	37	53	78	35	45	94	101	80	84	72	65	112	57	61	61	20	71					
		6.52%	3.92%	2.30%	6.43%	4.88%	7.80%	7.53%	7.92%	7.30%	10.08%	6.80%	5.18%	6.62%	6.80%	4.98%	7.67%	6.36%	4.75%	5.18%	4.78%	5.45%	5.67%	8.79%	8.00%	8.28%	5.93%	3.84%	7.78%	7.01%	4.26%	7.64%	9.03%	6.92%	4.30%	5.36%	6.76%	7.17%	5.61%	8.85%	7.40%	6.70%	7.55%	7.37%	7.33%	8.63%	5.87%	5.75%	5.69%	4.68%	6.71%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1358	24	4	31	9	14	20	36	35	10	26	28	28	20	23	37	32	40	38	15	28	45	35	36	24	46	21	14	36	16	39	31	26	18	43	43	15	20	29	47	31	43	27	16	27	38	33	37	11	13					
		2.86%	1.59%	0.38%	4.43%	2.93%	3.03%	2.09%	3.90%	3.36%	2.10%	2.38%	2.26%	2.13%	1.51%	2.79%	4.36%	3.51%	2.67%	4.10%	2.65%	3.11%	3.98%	3.10%	3.60%	1.94%	4.62%	3.67%	2.72%	3.23%	2.43%	3.23%	2.66%	2.30%	2.09%	4.35%	3.72%	3.07%	2.49%	2.73%	3.44%	2.59%	3.86%	2.76%	1.80%	2.08%	3.91%	3.11%	3.45%	2.57%	1.22%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	5053	128	29	38	28	57	120	116	128	58	132	167	138	165	92	85	90	122	108	49	77	90	117	107	136	96	65	47	107	59	154	120	116	65	115	146	53	90	140	163	145	108	128	105	172	112	122	131	22	95					
		10.65%	8.50%	2.79%	5.43%	9.12%	12.36%	12.56%	12.59%	12.30%	12.18%	12.13%	13.53%	10.50%	12.48%	11.17%	10.03%	9.87%	8.17%	11.66%	8.68%	8.56%	7.97%	10.39%	10.71%	11.04%	9.65%	11.36%	9.14%	9.62%	8.99%	12.79%	10.32%	10.29%	7.55%	11.65%	12.66%	10.86%	11.22%	13.18%	11.95%	12.15%	9.71%	13.11%	11.85%	13.26%	11.53%	11.50%	12.23%	5.15%	8.98%					
22	"5. ""За Русь Святую"""	213	4	8	6	2	2	5	3	7	1	2	8	5	8	3	8	2	7	5	3	6	4	3	3	2	4	5	5	1	2	6	4	2	6	3	5	8	5	6	7	3	6	1	4	5	6	5	3	3	1					
		0.44%	0.26%	0.76%	0.85%	0.65%	0.43%	0.52%	0.32%	0.67%	0.21%	0.18%	0.64%	0.38%	0.60%	0.36%	0.94%	0.21%	0.46%	0.53%	0.53%	0.66%	0.35%	0.26%	0.30%	0.16%	0.40%	0.87%	0.97%	0.08%	0.30%	0.49%	0.34%	0.17%	0.69%	0.30%	0.43%	1.63%	0.62%	0.56%	0.51%	0.25%	0.53%	0.10%	0.45%	0.38%	0.61%	0.47%	0.28%	0.70%	0.09%					
23	"6. ""Объединенная Российская партия ""Русь"""	109	1	6	3	0	4	2	4	0	2	3	5	4	3	2	2	0	3	6	1	2	7	1	1	2	3	0	4	1	1	7	4	4	3	4	1	2	0	2	0	0	1	1	1	1	1	2	2	0	0					
		0.22%	0.06%	0.57%	0.42%	0.0%	0.86%	0.20%	0.43%	0.0%	0.42%	0.27%	0.40%	0.30%	0.22%	0.24%	0.23%	0.0%	0.20%	0.64%	0.17%	0.22%	0.62%	0.08%	0.10%	0.16%	0.30%	0.0%	0.77%	0.08%	0.15%	0.58%	0.34%	0.35%	0.34%	0.40%	0.08%	0.40%	0.0%	0.18%	0.0%	0.0%	0.08%	0.10%	0.11%	0.07%	0.10%	0.18%	0.18%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	428	22	8	3	0	2	8	4	9	4	8	9	15	12	10	2	13	17	11	9	12	15	6	15	13	5	2	4	10	8	5	16	7	12	4	7	3	10	16	6	14	17	11	4	13	9	9	6	3	0					
		0.90%	1.46%	0.76%	0.42%	0.0%	0.43%	0.83%	0.43%	0.86%	0.84%	0.73%	0.72%	1.14%	0.90%	1.21%	0.23%	1.42%	1.13%	1.18%	1.59%	1.33%	1.32%	0.53%	1.50%	1.05%	0.50%	0.34%	0.77%	0.89%	1.21%	0.41%	1.37%	0.62%	1.39%	0.40%	0.60%	0.61%	1.24%	1.50%	0.43%	1.17%	1.52%	1.12%	0.45%	1.00%	0.92%	0.84%	0.56%	0.70%	0.0%					
25	"8. ""Народно-республиканская партия России"""	27	0	3	1	0	1	0	0	0	0	0	0	0	1	0	1	3	2	0	0	1	0	1	0	1	0	2	1	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	1					
		0.05%	0.0%	0.28%	0.14%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.11%	0.32%	0.13%	0.0%	0.0%	0.11%	0.0%	0.08%	0.0%	0.08%	0.0%	0.34%	0.19%	0.17%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.08%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.23%	0.09%					
26	"9. ""Российская экологическая партия ""Зеленые"""	347	13	17	5	2	3	9	8	8	7	9	10	10	12	10	6	1	6	9	3	7	8	7	3	3	2	9	7	10	4	6	10	13	4	7	7	3	2	7	8	12	4	7	5	8	8	9	8	2	9					
		0.73%	0.86%	1.63%	0.71%	0.65%	0.65%	0.94%	0.86%	0.76%	1.47%	0.82%	0.81%	0.76%	0.90%	1.21%	0.70%	0.10%	0.40%	0.97%	0.53%	0.77%	0.70%	0.62%	0.30%	0.24%	0.20%	1.57%	1.36%	0.89%	0.60%	0.49%	0.86%	1.15%	0.46%	0.70%	0.60%	0.61%	0.24%	0.65%	0.58%	1.00%	0.35%	0.71%	0.56%	0.61%	0.82%	0.84%	0.74%	0.46%	0.85%					
27	"10. ""Аграрная партия России"""	861	30	7	13	0	16	14	17	17	16	22	25	20	29	13	20	16	25	17	17	17	24	24	15	24	11	9	17	17	12	20	17	11	24	26	18	7	19	11	20	23	19	9	22	18	10	14	30	20	19					
		1.81%	1.99%	0.67%	1.85%	0.0%	3.47%	1.46%	1.84%	1.63%	3.36%	2.02%	2.02%	1.52%	2.19%	1.57%	2.36%	1.75%	1.67%	1.83%	3.01%	1.89%	2.12%	2.13%	1.50%	1.94%	1.10%	1.57%	3.30%	1.52%	1.82%	1.66%	1.46%	0.97%	2.79%	2.63%	1.56%	1.43%	2.36%	1.03%	1.46%	1.92%	1.70%	0.92%	2.48%	1.38%	1.02%	1.32%	2.80%	4.68%	1.79%					
28	"11. ""Истинные патриоты России"""	51	0	3	1	1	0	1	0	2	1	1	1	0	2	2	1	1	2	2	1	0	3	1	1	2	1	0	0	1	9	0	1	1	0	0	0	1	1	1	0	1	0	1	0	3	0	1	0	0	0					
		0.10%	0.0%	0.28%	0.14%	0.32%	0.0%	0.10%	0.0%	0.19%	0.21%	0.09%	0.08%	0.0%	0.15%	0.24%	0.11%	0.10%	0.13%	0.21%	0.17%	0.0%	0.26%	0.08%	0.10%	0.16%	0.10%	0.0%	0.0%	0.08%	1.37%	0.0%	0.08%	0.08%	0.0%	0.0%	0.0%	0.20%	0.12%	0.09%	0.0%	0.08%	0.0%	0.10%	0.0%	0.23%	0.0%	0.09%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	404	24	3	9	2	3	4	9	8	2	9	5	6	9	6	6	5	12	10	2	6	5	7	4	12	10	3	4	14	12	9	11	8	19	3	16	1	10	9	9	12	12	9	7	15	10	12	7	7	7					
		0.85%	1.59%	0.28%	1.28%	0.65%	0.65%	0.41%	0.97%	0.76%	0.42%	0.82%	0.40%	0.45%	0.68%	0.72%	0.70%	0.54%	0.80%	1.07%	0.35%	0.66%	0.44%	0.62%	0.40%	0.97%	1.00%	0.52%	0.77%	1.25%	1.82%	0.74%	0.94%	0.70%	2.20%	0.30%	1.38%	0.20%	1.24%	0.84%	0.65%	1.00%	1.07%	0.92%	0.79%	1.15%	1.02%	1.13%	0.65%	1.63%	0.66%					
30	"13. ""Демократическая партия России"""	114	2	3	0	4	0	1	3	1	3	1	4	3	2	0	0	2	3	1	7	2	4	0	1	4	8	3	7	1	4	5	2	0	3	0	2	1	0	1	1	0	3	5	3	3	2	0	0	7	2					
		0.24%	0.13%	0.28%	0.0%	1.30%	0.0%	0.10%	0.32%	0.09%	0.63%	0.09%	0.32%	0.22%	0.15%	0.0%	0.0%	0.21%	0.20%	0.10%	1.24%	0.22%	0.35%	0.0%	0.10%	0.32%	0.80%	0.52%	1.36%	0.08%	0.60%	0.41%	0.17%	0.0%	0.34%	0.0%	0.17%	0.20%	0.0%	0.09%	0.07%	0.0%	0.26%	0.51%	0.33%	0.23%	0.20%	0.0%	0.0%	1.63%	0.18%					
31	"14. ""Великая Россия - Евразийский Союз"""	122	2	5	3	1	0	2	2	0	0	6	4	4	4	1	1	4	7	0	3	2	0	4	3	2	2	2	1	7	5	1	7	3	1	0	5	0	3	0	0	2	3	2	5	3	0	4	2	2	2					
		0.25%	0.13%	0.48%	0.42%	0.32%	0.0%	0.20%	0.21%	0.0%	0.0%	0.55%	0.32%	0.30%	0.30%	0.12%	0.11%	0.43%	0.46%	0.0%	0.53%	0.22%	0.0%	0.35%	0.30%	0.16%	0.20%	0.34%	0.19%	0.62%	0.76%	0.08%	0.60%	0.26%	0.11%	0.0%	0.43%	0.0%	0.37%	0.0%	0.0%	0.16%	0.26%	0.20%	0.56%	0.23%	0.0%	0.37%	0.18%	0.46%	0.18%					
32	"15. ""Партия СЛОН"""	91	4	4	1	1	0	0	3	3	0	0	3	4	3	2	1	2	1	1	0	2	3	0	0	1	2	2	1	6	1	2	2	3	2	3	0	1	1	1	1	3	5	1	1	2	4	2	2	0	4					
		0.19%	0.26%	0.38%	0.14%	0.32%	0.0%	0.0%	0.32%	0.28%	0.0%	0.0%	0.24%	0.30%	0.22%	0.24%	0.11%	0.21%	0.06%	0.10%	0.0%	0.22%	0.26%	0.0%	0.0%	0.08%	0.20%	0.34%	0.19%	0.53%	0.15%	0.16%	0.17%	0.26%	0.23%	0.30%	0.0%	0.20%	0.12%	0.09%	0.07%	0.25%	0.44%	0.10%	0.11%	0.15%	0.41%	0.18%	0.18%	0.0%	0.37%					
33	"16. ""Родина"" (народно-патриотический союз)"""	5953	188	109	63	24	25	127	119	140	39	115	170	171	159	96	114	122	209	127	69	89	112	148	116	191	108	69	39	106	91	152	128	187	85	115	134	69	92	95	227	152	150	163	116	184	130	162	149	42	166					
		12.55%	12.49%	10.49%	9.01%	7.81%	5.42%	13.29%	12.92%	13.46%	8.19%	10.56%	13.77%	13.01%	12.02%	11.66%	13.45%	13.39%	13.99%	13.71%	12.23%	9.89%	9.92%	13.14%	11.61%	15.51%	10.86%	12.06%	7.58%	9.53%	13.87%	12.62%	11.01%	16.59%	9.88%	11.65%	11.62%	14.13%	11.47%	8.94%	16.64%	12.74%	13.48%	16.70%	13.09%	14.18%	13.38%	15.28%	13.91%	9.83%	15.70%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	80	2	6	1	1	1	4	1	1	0	2	1	2	1	3	2	1	2	2	4	1	1	3	2	0	0	1	0	0	2	6	2	2	3	4	0	1	2	1	1	2	1	0	1	2	1	1	1	1	1					
		0.16%	0.13%	0.57%	0.14%	0.32%	0.21%	0.41%	0.10%	0.09%	0.0%	0.18%	0.08%	0.15%	0.07%	0.36%	0.23%	0.10%	0.13%	0.21%	0.70%	0.11%	0.08%	0.26%	0.20%	0.0%	0.0%	0.17%	0.0%	0.0%	0.30%	0.49%	0.17%	0.17%	0.34%	0.40%	0.0%	0.20%	0.24%	0.09%	0.07%	0.16%	0.08%	0.0%	0.11%	0.15%	0.10%	0.09%	0.09%	0.23%	0.09%					
35	"18. ""ЛДПР"""	5841	213	253	98	68	74	85	83	114	48	161	113	151	155	132	94	97	182	148	84	129	145	136	97	142	112	72	81	113	90	128	119	142	135	130	128	57	98	147	139	137	137	103	89	104	96	121	126	71	164					
		12.31%	14.15%	24.35%	14.02%	22.14%	16.05%	8.90%	9.01%	10.96%	10.08%	14.79%	9.15%	11.49%	11.72%	16.03%	11.09%	10.64%	12.19%	15.98%	14.89%	14.34%	12.85%	12.07%	9.70%	11.53%	11.26%	12.58%	15.75%	10.16%	13.71%	10.63%	10.24%	12.59%	15.69%	13.17%	11.10%	11.68%	12.21%	13.84%	10.19%	11.48%	12.32%	10.55%	10.04%	8.01%	9.88%	11.41%	11.76%	16.62%	15.51%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	952	26	14	22	8	3	28	19	15	7	12	33	29	50	9	13	20	30	15	13	18	24	35	28	25	17	9	10	22	12	20	13	17	17	23	27	7	20	16	34	26	21	16	19	29	17	19	23	11	11					
		2.00%	1.72%	1.34%	3.14%	2.60%	0.65%	2.93%	2.06%	1.44%	1.47%	1.10%	2.67%	2.20%	3.78%	1.09%	1.53%	2.19%	2.00%	1.61%	2.30%	2.00%	2.12%	3.10%	2.80%	2.03%	1.71%	1.57%	1.94%	1.97%	1.82%	1.66%	1.11%	1.50%	1.97%	2.33%	2.34%	1.43%	2.49%	1.50%	2.49%	2.17%	1.88%	1.63%	2.14%	2.23%	1.75%	1.79%	2.14%	2.57%	1.04%					
37	"20. ""Политическая партия ""Единая Россия"""	11427	385	349	217	83	135	209	221	224	139	289	315	301	300	197	192	232	385	195	138	229	290	253	234	261	245	145	105	328	146	267	308	261	216	256	290	95	210	217	281	243	276	181	210	275	211	248	262	111	267					
		24.09%	25.58%	33.58%	31.04%	27.03%	29.28%	21.88%	23.99%	21.53%	29.20%	26.56%	25.52%	22.90%	22.69%	23.93%	22.66%	25.46%	25.78%	21.05%	24.46%	25.47%	25.70%	22.46%	23.42%	21.20%	24.64%	25.34%	20.42%	29.49%	22.25%	22.17%	26.50%	23.15%	25.11%	25.93%	25.15%	19.46%	26.18%	20.43%	20.60%	20.36%	24.82%	18.54%	23.70%	21.20%	21.73%	23.39%	24.46%	25.99%	25.26%					
38	"21. ""Российская Конституционно-демократическая партия"""	77	3	5	1	1	1	1	1	0	1	0	2	5	4	2	0	1	0	2	1	0	2	2	0	4	2	0	1	4	4	0	2	5	2	2	0	2	1	1	2	0	2	2	1	1	1	1	1	0	1					
		0.16%	0.19%	0.48%	0.14%	0.32%	0.21%	0.10%	0.10%	0.0%	0.21%	0.0%	0.16%	0.38%	0.30%	0.24%	0.0%	0.10%	0.0%	0.21%	0.17%	0.0%	0.17%	0.17%	0.0%	0.32%	0.20%	0.0%	0.19%	0.35%	0.60%	0.0%	0.17%	0.44%	0.23%	0.20%	0.0%	0.40%	0.12%	0.09%	0.14%	0.0%	0.17%	0.20%	0.11%	0.07%	0.10%	0.09%	0.09%	0.0%	0.09%					
39	"22. ""Развитие предпринимательства"""	156	7	2	2	1	0	1	2	3	5	3	4	2	1	2	3	4	1	4	3	7	7	4	7	1	6	1	3	3	3	4	5	3	3	2	8	0	1	6	4	1	4	6	2	6	0	4	5	0	0					
		0.32%	0.46%	0.19%	0.28%	0.32%	0.0%	0.10%	0.21%	0.28%	1.05%	0.27%	0.32%	0.15%	0.07%	0.24%	0.35%	0.43%	0.06%	0.43%	0.53%	0.77%	0.62%	0.35%	0.70%	0.08%	0.60%	0.17%	0.58%	0.26%	0.45%	0.33%	0.43%	0.26%	0.34%	0.20%	0.69%	0.0%	0.12%	0.56%	0.29%	0.08%	0.35%	0.61%	0.22%	0.46%	0.0%	0.37%	0.46%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	7395	248	56	88	41	49	188	148	170	60	156	197	251	203	123	140	156	279	121	76	142	181	171	171	193	174	94	89	166	85	186	178	151	146	140	166	89	133	166	208	220	157	187	140	224	170	173	144	57	144					
		15.59%	16.47%	5.38%	12.58%	13.35%	10.62%	19.68%	16.06%	16.34%	12.60%	14.33%	15.96%	19.10%	15.35%	14.94%	16.52%	17.12%	18.68%	13.06%	13.47%	15.79%	16.04%	15.18%	17.11%	15.67%	17.50%	16.43%	17.31%	14.92%	12.95%	15.44%	15.31%	13.39%	16.97%	14.18%	14.39%	18.23%	16.58%	15.63%	15.24%	18.44%	14.11%	19.15%	15.80%	17.27%	17.50%	16.32%	13.44%	13.34%	13.62%					
																																																								
41	Против всех	2540	107	107	37	12	26	41	38	68	16	43	51	65	68	38	44	42	71	48	22	55	70	49	50	69	58	14	27	61	48	68	56	62	44	37	53	29	29	80	76	69	56	36	57	64	80	51	52	27	69					
		5.35%	7.10%	10.29%	5.29%	3.90%	5.63%	4.29%	4.12%	6.53%	3.36%	3.95%	4.13%	4.94%	5.14%	4.61%	5.19%	4.61%	4.75%	5.18%	3.90%	6.11%	6.20%	4.35%	5.00%	5.60%	5.83%	2.44%	5.25%	5.48%	7.31%	5.64%	4.81%	5.50%	5.11%	3.74%	4.59%	5.94%	3.61%	7.53%	5.57%	5.78%	5.03%	3.68%	6.43%	4.93%	8.23%	4.81%	4.85%	6.32%	6.52%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
