Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Агинская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817									
		2.01%	1.75%	2.28%	1.93%	1.86%	1.80%	1.11%	0.00%	2.67%	2.54%	2.67%	0.21%	3.34%	1.52%	1.70%	4.42%	6.94%	1.55%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4700	744	232	250	341	238	326	96	63	565	244	350	271	273	196	110	83	318									
		59.51%	64.92%	58.88%	69.06%	70.31%	61.18%	60.26%	89.72%	84.00%	79.58%	59.22%	73.53%	69.67%	52.00%	47.57%	48.67%	38.43%	30.78%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	50	13	0	2	1	4	3	1	0	1	1	5	2	2	3	3	1	8									
		0.63%	1.13%	0.00%	0.55%	0.21%	1.03%	0.55%	0.93%	0.00%	0.14%	0.24%	1.05%	0.51%	0.38%	0.73%	1.33%	0.46%	0.77%									
24	"6. Политическая партия ""Гражданская Платформа"""	35	9	1	0	2	0	0	0	0	3	1	3	1	9	0	0	0	6									
		0.44%	0.79%	0.25%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.42%	0.24%	0.63%	0.26%	1.71%	0.00%	0.00%	0.00%	0.58%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1097	135	31	32	38	50	46	4	4	39	39	32	35	54	92	38	86	342									
		13.89%	11.78%	7.87%	8.84%	7.84%	12.85%	8.50%	3.74%	5.33%	5.49%	9.47%	6.72%	8.99%	10.29%	22.33%	16.81%	39.81%	33.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	3	2	2	0	0	1	0	0	4	1	0	2	3	0	0	0	2									
		0.25%	0.26%	0.51%	0.55%	0.00%	0.00%	0.18%	0.00%	0.00%	0.56%	0.24%	0.00%	0.51%	0.57%	0.00%	0.00%	0.00%	0.19%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	32	5	2	0	0	2	2	0	0	2	5	2	0	2	1	0	0	9									
		0.41%	0.44%	0.51%	0.00%	0.00%	0.51%	0.37%	0.00%	0.00%	0.28%	1.21%	0.42%	0.00%	0.38%	0.24%	0.00%	0.00%	0.87%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	2	0	1	0	1	1	0	0	2	0	2	1	0	0	1	0	2									
		0.16%	0.17%	0.00%	0.28%	0.00%	0.26%	0.18%	0.00%	0.00%	0.28%	0.00%	0.42%	0.26%	0.00%	0.00%	0.44%	0.00%	0.19%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	59	10	1	1	3	2	5	0	1	5	6	0	2	5	1	1	0	16									
		0.75%	0.87%	0.25%	0.28%	0.62%	0.51%	0.92%	0.00%	1.33%	0.70%	1.46%	0.00%	0.51%	0.95%	0.24%	0.44%	0.00%	1.55%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	852	70	78	12	58	32	54	4	1	26	49	36	28	106	85	32	19	162									
		10.79%	6.11%	19.80%	3.31%	11.96%	8.23%	9.98%	3.74%	1.33%	3.66%	11.89%	7.56%	7.20%	20.19%	20.63%	14.16%	8.80%	15.68%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	63	12	6	7	3	5	2	0	0	4	2	2	3	6	1	3	0	7									
		0.80%	1.05%	1.52%	1.93%	0.62%	1.29%	0.37%	0.00%	0.00%	0.56%	0.49%	0.42%	0.77%	1.14%	0.24%	1.33%	0.00%	0.68%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	442	71	17	25	12	28	66	0	1	27	31	29	7	47	18	12	3	48									
		5.60%	6.20%	4.31%	6.91%	2.47%	7.20%	12.20%	0.00%	1.33%	3.80%	7.52%	6.09%	1.80%	8.95%	4.37%	5.31%	1.39%	4.65%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
