Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Покровская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	280	30	20	5	6	5	5	8	8	6	4	6	80	5	6	5	4	10	20	5	5	5	5	5	5	5	5	7									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	162	23	14	0	2	1	2	3	3	1	3	2	80	2	2	1	1	1	6	1	3	0	0	0	0	3	1	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	40	2	2	0	4	2	0	1	1	1	4	2	4	0	1	0	0	0	6	0	2	0	1	1	1	3	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	118	7	6	5	4	4	3	5	5	5	1	4	0	3	4	4	3	9	14	4	2	5	5	5	5	2	4	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	5	2	1	1	0	0	1	0	0	0	0	1	0	0	5	1	2	0	1	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	42	9	10	0	1	0	1	1	2	2	1	2	3	0	0	0	1	3	4	0	0	0	1	0	0	0	0	1									
		0.54%	0.78%	0.94%	0.00%	0.44%	0.00%	0.51%	0.40%	0.73%	0.92%	0.74%	0.76%	0.95%	0.00%	0.00%	0.00%	1.14%	1.47%	0.68%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.41%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	358	65	56	6	12	14	8	7	22	9	4	10	11	7	7	4	0	11	29	15	4	6	12	6	6	6	5	16									
		4.64%	5.65%	5.24%	4.44%	5.33%	5.76%	4.08%	2.79%	8.00%	4.15%	2.94%	3.79%	3.48%	3.14%	2.81%	2.53%	0.00%	5.39%	4.92%	5.88%	2.05%	3.45%	6.49%	3.73%	3.87%	3.26%	2.89%	6.56%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	103	22	23	2	4	0	0	5	3	0	2	1	4	2	1	2	3	3	10	4	4	1	2	1	1	0	1	2									
		1.34%	1.91%	2.15%	1.48%	1.78%	0.00%	0.00%	1.99%	1.09%	0.00%	1.47%	0.38%	1.27%	0.90%	0.40%	1.27%	3.41%	1.47%	1.70%	1.57%	2.05%	0.57%	1.08%	0.62%	0.65%	0.00%	0.58%	0.82%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4411	447	613	76	136	136	132	161	169	157	96	173	218	157	165	110	59	101	244	165	114	88	81	116	117	102	107	171									
		57.17%	38.84%	57.34%	56.30%	60.44%	55.97%	67.35%	64.14%	61.45%	72.35%	70.59%	65.53%	68.99%	70.40%	66.27%	69.62%	67.05%	49.51%	41.43%	64.71%	58.46%	50.57%	43.78%	72.05%	75.48%	55.43%	61.85%	70.08%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	38	9	5	1	0	0	1	1	0	1	0	0	2	0	1	1	1	1	6	0	1	0	1	0	0	2	2	2									
		0.49%	0.78%	0.47%	0.74%	0.00%	0.00%	0.51%	0.40%	0.00%	0.46%	0.00%	0.00%	0.63%	0.00%	0.40%	0.63%	1.14%	0.49%	1.02%	0.00%	0.51%	0.00%	0.54%	0.00%	0.00%	1.09%	1.16%	0.82%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	2	4	0	1	0	1	1	0	0	0	3	1	0	0	0	1	2	3	0	3	0	0	0	1	0	0	1									
		0.31%	0.17%	0.37%	0.00%	0.44%	0.00%	0.51%	0.40%	0.00%	0.00%	0.00%	1.14%	0.32%	0.00%	0.00%	0.00%	1.14%	0.98%	0.51%	0.00%	1.54%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.41%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1069	233	124	22	24	45	19	26	33	12	9	27	34	32	27	26	10	40	85	16	29	33	45	20	19	37	26	16									
		13.86%	20.24%	11.60%	16.30%	10.67%	18.52%	9.69%	10.36%	12.00%	5.53%	6.62%	10.23%	10.76%	14.35%	10.84%	16.46%	11.36%	19.61%	14.43%	6.27%	14.87%	18.97%	24.32%	12.42%	12.26%	20.11%	15.03%	6.56%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	30	12	0	1	0	0	0	1	0	1	0	0	3	1	0	0	0	0	4	0	3	0	0	1	0	2	0	1									
		0.39%	1.04%	0.00%	0.74%	0.00%	0.00%	0.00%	0.40%	0.00%	0.46%	0.00%	0.00%	0.95%	0.45%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	1.54%	0.00%	0.00%	0.62%	0.00%	1.09%	0.00%	0.41%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	44	14	5	0	2	0	0	9	0	1	0	0	1	2	1	2	1	0	0	2	2	0	1	0	0	1	0	0									
		0.57%	1.22%	0.47%	0.00%	0.89%	0.00%	0.00%	3.59%	0.00%	0.46%	0.00%	0.00%	0.32%	0.90%	0.40%	1.27%	1.14%	0.00%	0.00%	0.78%	1.03%	0.00%	0.54%	0.00%	0.00%	0.54%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	4	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.12%	0.35%	0.19%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	28	7	5	1	2	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	2	1	0	1	0	0	1	2									
		0.36%	0.61%	0.47%	0.74%	0.89%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.38%	0.00%	0.45%	0.40%	0.00%	1.14%	0.00%	0.00%	0.39%	1.03%	0.57%	0.00%	0.62%	0.00%	0.00%	0.58%	0.82%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1128	237	128	21	36	39	22	32	36	23	12	38	26	14	39	9	10	26	158	25	26	40	32	15	6	23	27	28									
		14.62%	20.59%	11.97%	15.56%	16.00%	16.05%	11.22%	12.75%	13.09%	10.60%	8.82%	14.39%	8.23%	6.28%	15.66%	5.70%	11.36%	12.75%	26.83%	9.80%	13.33%	22.99%	17.30%	9.32%	3.87%	12.50%	15.61%	11.48%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	18	4	3	5	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0									
		0.23%	0.35%	0.28%	3.70%	0.00%	0.82%	0.51%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	202	52	29	0	6	2	7	1	5	2	0	7	6	6	1	3	1	12	16	8	5	5	8	0	4	8	4	4									
		2.62%	4.52%	2.71%	0.00%	2.67%	0.82%	3.57%	0.40%	1.82%	0.92%	0.00%	2.65%	1.90%	2.69%	0.40%	1.90%	1.14%	5.88%	2.72%	3.14%	2.56%	2.87%	4.32%	0.00%	2.58%	4.35%	2.31%	1.64%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
