Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																		
Дата голосования: 07.12.2003 0:00:00																																																																		
																																																																		
Наименование Избирательной комиссии:    Стерлитамакская																																																																		
																																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																		
																																																																		
		Сумма	УИК №3041	УИК №3042	УИК №3043	УИК №3044	УИК №3045	УИК №3046	УИК №3047	УИК №3048	УИК №3049	УИК №3050	УИК №3051	УИК №3052	УИК №3053	УИК №3054	УИК №3055	УИК №3056	УИК №3057	УИК №3058	УИК №3059	УИК №3060	УИК №3061	УИК №3062	УИК №3063	УИК №3064	УИК №3065	УИК №3066	УИК №3067	УИК №3068	УИК №3069	УИК №3070	УИК №3071	УИК №3072	УИК №3073	УИК №3074	УИК №3075	УИК №3076	УИК №3077	УИК №3078	УИК №3079	УИК №3080	УИК №3081	УИК №3082	УИК №3083	УИК №3084	УИК №3085	УИК №3086	УИК №3087	УИК №3088	УИК №3089	УИК №3090	УИК №3091	УИК №3092	УИК №3093	УИК №3094	УИК №3095	УИК №3096	УИК №3097	УИК №3098	УИК №3099					
25	"8. ""Народно-республиканская партия России"""	87	0	0	3	1	2	1	5	0	0	1	0	1	1	1	2	0	1	6	1	2	0	0	1	2	4	0	0	4	0	2	3	0	1	0	1	2	0	0	0	2	1	1	0	2	2	0	7	1	4	1	5	1	2	0	6	0	1	1	2					
		0.41%	0.0%	0.0%	0.87%	0.63%	0.65%	0.60%	3.22%	0.0%	0.0%	0.21%	0.0%	0.42%	0.32%	0.28%	0.49%	0.0%	0.23%	0.44%	0.38%	0.60%	0.0%	0.0%	0.38%	1.29%	0.29%	0.0%	0.0%	1.13%	0.0%	0.47%	0.56%	0.0%	0.46%	0.0%	0.15%	1.17%	0.0%	0.0%	0.0%	0.39%	0.52%	0.80%	0.0%	0.97%	1.22%	0.0%	2.77%	0.34%	0.86%	0.36%	0.42%	0.27%	0.85%	0.0%	1.13%	0.0%	0.34%	0.32%	0.88%					
26	"9. ""Российская экологическая партия ""Зеленые"""	76	1	0	1	0	1	0	0	2	0	1	1	1	0	0	1	2	1	2	3	5	0	1	3	2	6	1	2	3	0	0	3	3	1	0	3	1	0	0	1	0	0	0	3	0	0	0	2	2	2	1	1	2	1	2	4	1	1	0	2					
		0.36%	0.29%	0.0%	0.29%	0.0%	0.32%	0.0%	0.0%	1.66%	0.0%	0.21%	0.15%	0.42%	0.0%	0.0%	0.24%	0.58%	0.23%	0.14%	1.16%	1.51%	0.0%	0.56%	1.16%	1.29%	0.43%	0.46%	0.83%	0.85%	0.0%	0.0%	0.56%	0.33%	0.46%	0.0%	0.46%	0.58%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	2.56%	0.0%	0.0%	0.0%	0.79%	0.69%	0.43%	0.36%	0.08%	0.54%	0.42%	0.64%	0.75%	0.21%	0.34%	0.0%	0.88%					
27	"10. ""Аграрная партия России"""	2570	21	8	58	13	33	4	12	4	25	92	51	24	66	51	49	48	27	30	22	12	10	39	57	65	299	63	33	33	15	36	42	73	12	9	57	20	26	24	21	36	24	4	9	46	15	21	31	36	34	31	50	66	23	47	163	140	81	77	52					
		12.38%	6.26%	4.51%	17.00%	8.28%	10.85%	2.43%	7.74%	3.33%	3.20%	20.08%	7.88%	10.16%	21.35%	14.44%	12.09%	14.07%	6.39%	2.24%	8.56%	3.64%	9.52%	22.03%	22.17%	41.93%	21.76%	29.57%	13.75%	9.40%	10.56%	8.53%	7.95%	8.04%	5.58%	9.37%	8.82%	11.76%	15.20%	15.58%	9.72%	7.14%	12.63%	3.22%	7.69%	22.33%	9.20%	18.58%	12.30%	12.54%	7.39%	11.23%	4.29%	18.03%	9.82%	15.11%	30.81%	29.78%	28.02%	24.75%	23.00%					
28	"11. ""Истинные патриоты России"""	35	0	0	0	0	4	0	0	1	1	2	0	0	0	0	0	1	1	1	0	1	1	0	0	2	6	1	0	0	0	2	1	1	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	2					
		0.16%	0.0%	0.0%	0.0%	0.0%	1.31%	0.0%	0.0%	0.83%	0.12%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.23%	0.07%	0.0%	0.30%	0.95%	0.0%	0.0%	1.29%	0.43%	0.46%	0.0%	0.0%	0.0%	0.47%	0.18%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.42%	0.32%	0.0%	0.0%	0.0%	0.0%	0.88%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	188	0	1	1	5	2	1	0	1	1	6	2	3	5	4	5	5	2	19	1	9	0	2	2	0	9	1	3	1	1	2	3	6	2	0	6	0	2	10	2	3	2	1	0	0	1	2	4	7	6	6	9	4	4	2	5	2	3	2	0					
		0.90%	0.0%	0.56%	0.29%	3.18%	0.65%	0.60%	0.0%	0.83%	0.12%	1.31%	0.30%	1.27%	1.61%	1.13%	1.23%	1.46%	0.47%	1.42%	0.38%	2.73%	0.0%	1.12%	0.77%	0.0%	0.65%	0.46%	1.25%	0.28%	0.70%	0.47%	0.56%	0.66%	0.93%	0.0%	0.92%	0.0%	1.16%	6.49%	0.92%	0.59%	1.05%	0.80%	0.0%	0.0%	0.61%	1.76%	1.58%	2.43%	1.30%	2.17%	0.77%	1.09%	1.70%	0.64%	0.94%	0.42%	1.03%	0.64%	0.0%					
30	"13. ""Демократическая партия России"""	87	0	1	1	1	3	0	0	0	1	1	3	0	3	1	3	1	2	5	1	0	2	1	0	2	5	4	0	1	2	1	3	1	0	0	2	2	3	1	2	1	0	1	0	0	0	1	2	0	3	0	4	0	3	1	3	6	3	0	0					
		0.41%	0.0%	0.56%	0.29%	0.63%	0.98%	0.0%	0.0%	0.0%	0.12%	0.21%	0.46%	0.0%	0.97%	0.28%	0.74%	0.29%	0.47%	0.37%	0.38%	0.0%	1.90%	0.56%	0.0%	1.29%	0.36%	1.87%	0.0%	0.28%	1.40%	0.23%	0.56%	0.11%	0.0%	0.0%	0.30%	1.17%	1.75%	0.64%	0.92%	0.19%	0.0%	0.80%	0.0%	0.0%	0.0%	0.88%	0.79%	0.0%	0.65%	0.0%	0.34%	0.0%	1.28%	0.32%	0.56%	1.27%	1.03%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	54	0	0	0	0	0	4	1	0	3	2	0	0	0	0	2	2	3	4	0	1	0	0	0	1	2	0	0	2	0	5	0	0	0	0	1	2	0	0	0	3	1	0	1	0	0	0	2	2	3	1	0	0	1	1	1	0	3	0	0					
		0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	2.43%	0.64%	0.0%	0.38%	0.43%	0.0%	0.0%	0.0%	0.0%	0.49%	0.58%	0.71%	0.29%	0.0%	0.30%	0.0%	0.0%	0.0%	0.64%	0.14%	0.0%	0.0%	0.56%	0.0%	1.18%	0.0%	0.0%	0.0%	0.0%	0.15%	1.17%	0.0%	0.0%	0.0%	0.59%	0.52%	0.0%	0.85%	0.0%	0.0%	0.0%	0.79%	0.69%	0.65%	0.36%	0.0%	0.0%	0.42%	0.32%	0.18%	0.0%	1.03%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	35	1	0	1	1	0	0	0	0	3	0	1	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	1	0	1	0	0	0	0	5	0	1	2	1	1	1	0	0	0	0	2	0	1	0	2					
		0.16%	0.29%	0.0%	0.29%	0.63%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.15%	0.42%	0.0%	0.0%	0.0%	0.58%	0.0%	0.07%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.23%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	2.42%	0.0%	0.88%	0.79%	0.34%	0.21%	0.36%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.34%	0.0%	0.88%					
33	"16. ""Родина"" (народно-патриотический союз)"""	625	11	8	16	3	4	4	4	1	37	11	5	2	8	17	10	6	8	56	9	17	2	11	7	2	27	4	4	15	4	14	24	30	8	3	29	6	0	4	5	16	2	3	1	5	2	5	5	7	19	18	23	12	4	12	15	24	8	2	6					
		3.01%	3.28%	4.51%	4.69%	1.91%	1.31%	2.43%	2.58%	0.83%	4.74%	2.40%	0.77%	0.84%	2.58%	4.81%	2.46%	1.75%	1.89%	4.19%	3.50%	5.16%	1.90%	6.21%	2.72%	1.29%	1.96%	1.87%	1.66%	4.27%	2.81%	3.31%	4.54%	3.30%	3.72%	3.12%	4.48%	3.52%	0.0%	2.59%	2.31%	3.17%	1.05%	2.41%	0.85%	2.42%	1.22%	4.42%	1.98%	2.43%	4.13%	6.52%	1.97%	3.27%	1.70%	3.85%	2.83%	5.10%	2.76%	0.64%	2.65%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	117	0	0	1	0	1	2	1	1	2	5	2	1	1	2	4	2	0	10	2	1	0	0	0	2	6	2	3	1	1	1	4	2	2	0	1	4	1	2	1	5	7	1	0	0	2	1	1	2	1	0	9	2	5	2	3	2	3	0	0					
		0.56%	0.0%	0.0%	0.29%	0.0%	0.32%	1.21%	0.64%	0.83%	0.25%	1.09%	0.30%	0.42%	0.32%	0.56%	0.98%	0.58%	0.0%	0.74%	0.77%	0.30%	0.0%	0.0%	0.0%	1.29%	0.43%	0.93%	1.25%	0.28%	0.70%	0.23%	0.75%	0.22%	0.93%	0.0%	0.15%	2.35%	0.58%	1.29%	0.46%	0.99%	3.68%	0.80%	0.0%	0.0%	1.22%	0.88%	0.39%	0.69%	0.21%	0.0%	0.77%	0.54%	2.13%	0.64%	0.56%	0.42%	1.03%	0.0%	0.0%					
35	"18. ""ЛДПР"""	2197	22	18	36	15	17	1	13	1	98	17	19	12	22	55	39	41	29	222	27	27	5	12	24	1	191	28	34	53	13	59	70	143	34	20	64	26	22	16	18	65	10	13	6	16	16	14	35	31	50	13	125	47	12	37	62	13	9	39	20					
		10.58%	6.56%	10.16%	10.55%	9.55%	5.59%	0.60%	8.38%	0.83%	12.56%	3.71%	2.93%	5.08%	7.11%	15.58%	9.62%	12.02%	6.87%	16.64%	10.50%	8.20%	4.76%	6.77%	9.33%	0.64%	13.90%	13.14%	14.16%	15.09%	9.15%	13.98%	13.25%	15.76%	15.81%	20.83%	9.90%	15.29%	12.86%	10.38%	8.33%	12.89%	5.26%	10.48%	5.12%	7.76%	9.81%	12.38%	13.88%	10.80%	10.86%	4.71%	10.73%	12.84%	5.12%	11.89%	11.72%	2.76%	3.11%	12.54%	8.84%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	417	3	3	6	6	10	1	2	2	20	6	8	3	9	10	16	9	9	34	1	7	2	2	4	0	26	3	0	14	4	6	3	25	6	0	14	1	1	0	1	10	4	5	2	3	9	3	2	10	7	6	27	12	5	0	16	8	7	3	1					
		2.00%	0.89%	1.69%	1.75%	3.82%	3.28%	0.60%	1.29%	1.66%	2.56%	1.31%	1.23%	1.27%	2.91%	2.83%	3.95%	2.63%	2.13%	2.54%	0.38%	2.12%	1.90%	1.12%	1.55%	0.0%	1.89%	1.40%	0.0%	3.98%	2.81%	1.42%	0.56%	2.75%	2.79%	0.0%	2.16%	0.58%	0.58%	0.0%	0.46%	1.98%	2.10%	4.03%	1.70%	1.45%	5.52%	2.65%	0.79%	3.48%	1.52%	2.17%	2.31%	3.27%	2.13%	0.0%	3.02%	1.70%	2.42%	0.96%	0.44%					
37	"20. ""Политическая партия ""Единая Россия"""	8496	212	70	122	50	123	93	82	72	375	176	444	113	95	146	176	108	218	512	102	138	50	63	80	25	507	41	87	120	52	167	210	356	94	38	279	60	80	48	88	217	87	57	68	77	65	30	94	82	179	141	704	101	102	139	110	141	53	111	66					
		40.93%	63.28%	39.54%	35.77%	31.84%	40.46%	56.70%	52.90%	60.0%	48.07%	38.42%	68.62%	47.88%	30.74%	41.35%	43.45%	31.67%	51.65%	38.38%	39.68%	41.94%	47.61%	35.59%	31.12%	16.12%	36.89%	19.24%	36.25%	34.18%	36.61%	39.57%	39.77%	39.25%	43.72%	39.58%	43.18%	35.29%	46.78%	31.16%	40.74%	43.05%	45.78%	45.96%	58.11%	37.37%	39.87%	26.54%	37.30%	28.57%	38.91%	51.08%	60.48%	27.59%	43.58%	44.69%	20.79%	30.0%	18.33%	35.69%	29.20%					
38	"21. ""Российская Конституционно-демократическая партия"""	75	3	0	3	2	0	3	1	1	4	2	2	1	0	1	0	0	2	4	1	0	0	0	0	1	5	0	1	0	3	3	0	3	0	0	2	4	4	0	1	1	0	1	0	0	0	0	0	3	1	0	4	3	1	1	1	0	2	0	0					
		0.36%	0.89%	0.0%	0.87%	1.27%	0.0%	1.82%	0.64%	0.83%	0.51%	0.43%	0.30%	0.42%	0.0%	0.28%	0.0%	0.0%	0.47%	0.29%	0.38%	0.0%	0.0%	0.0%	0.0%	0.64%	0.36%	0.0%	0.41%	0.0%	2.11%	0.71%	0.0%	0.33%	0.0%	0.0%	0.30%	2.35%	2.33%	0.0%	0.46%	0.19%	0.0%	0.80%	0.0%	0.0%	0.0%	0.0%	0.0%	1.04%	0.21%	0.0%	0.34%	0.81%	0.42%	0.32%	0.18%	0.0%	0.69%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	52	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	0	2	0	2	0	4	0	0	2	0	0	0	2	2	7	6	1	0	1	0	0	0	0	1	0	2	0	2	0	0	0	2	0	0	4	2	0	1	2	0	0	0	0					
		0.25%	0.0%	0.0%	0.29%	0.0%	0.32%	0.0%	0.0%	0.83%	0.12%	0.21%	0.0%	0.0%	0.0%	0.0%	0.24%	0.29%	0.0%	0.14%	0.0%	0.60%	0.0%	2.25%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	1.40%	0.47%	1.32%	0.66%	0.46%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	1.61%	0.0%	0.97%	0.0%	0.0%	0.0%	0.69%	0.0%	0.0%	0.34%	0.54%	0.0%	0.32%	0.37%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2403	26	39	33	26	41	16	11	7	108	81	85	45	45	21	33	43	61	216	34	34	7	9	35	13	121	14	23	43	14	41	79	126	22	11	83	9	5	16	29	57	10	12	7	27	18	15	29	38	51	26	73	58	32	31	35	58	54	38	29					
		11.57%	7.76%	22.03%	9.67%	16.56%	13.48%	9.75%	7.09%	5.83%	13.84%	17.68%	13.13%	19.06%	14.56%	5.94%	8.14%	12.60%	14.45%	16.19%	13.22%	10.33%	6.66%	5.08%	13.61%	8.38%	8.80%	6.57%	9.58%	12.25%	9.85%	9.71%	14.96%	13.89%	10.23%	11.45%	12.84%	5.29%	2.92%	10.38%	13.42%	11.30%	5.26%	9.67%	5.98%	13.10%	11.04%	13.27%	11.50%	13.24%	11.08%	9.42%	6.27%	15.84%	13.67%	9.96%	6.61%	12.34%	18.68%	12.21%	12.83%					
																																																																		
