Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Абанская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №2264	УИК №2292	УИК №2293	УИК №2294	УИК №2295					
		17.54%	22.40%	23.92%	26.30%	9.41%	10.00%	6.98%	13.07%	11.76%	10.42%	16.07%	9.21%	6.45%	17.65%	3.23%	19.51%	17.18%	22.47%	7.14%	10.26%	22.46%	22.12%	25.93%	15.49%	9.46%	13.59%	4.00%	22.90%	6.59%	13.00%	18.75%	11.29%	8.77%	7.02%	14.29%	11.44%	12.80%	12.08%	11.05%	11.11%	15.22%	20.80%	21.89%	18.84%	28.00%	13.73%	20.49%	13.89%	8.33%	3.03%	25.96%	16.67%	6.67%	0.00%	8.89%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	96	15	9	7	2	0	3	3	0	1	2	5	0	1	0	1	1	1	1	0	2	0	3	0	1	0	1	1	0	2	1	0	0	1	1	2	3	1	1	0	0	9	1	0	0	0	2	1	1	0	6	0	1	2	1					
		0.96%	1.12%	0.82%	0.96%	1.18%	0.00%	0.95%	1.96%	0.00%	0.52%	0.51%	1.05%	0.00%	1.47%	0.00%	2.44%	0.61%	1.12%	3.57%	0.00%	0.70%	0.00%	2.78%	0.00%	1.35%	0.00%	2.00%	0.47%	0.00%	1.00%	1.04%	0.00%	0.00%	1.75%	3.57%	0.85%	0.89%	0.67%	0.53%	0.00%	0.00%	2.75%	0.59%	0.00%	0.00%	0.00%	1.64%	0.69%	0.83%	0.00%	1.28%	0.00%	2.22%	4.88%	1.11%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2437	373	297	180	59	3	43	20	17	71	127	158	31	7	28	7	34	15	6	8	90	19	26	19	23	25	17	52	31	49	18	23	3	12	9	56	94	25	34	2	15	54	35	14	4	10	35	17	14	11	109	0	3	0	5					
		24.32%	27.75%	27.22%	24.66%	34.71%	6.00%	13.65%	13.07%	16.67%	36.98%	32.40%	33.05%	33.33%	10.29%	30.11%	17.07%	20.86%	16.85%	21.43%	20.51%	31.58%	16.81%	24.07%	26.76%	31.08%	24.27%	34.00%	24.30%	34.07%	24.50%	18.75%	37.10%	5.26%	21.05%	32.14%	23.73%	27.98%	16.78%	17.89%	3.70%	32.61%	16.51%	20.71%	20.29%	16.00%	19.61%	28.69%	11.81%	11.67%	16.67%	23.19%	0.00%	6.67%	0.00%	5.56%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	81	16	12	14	0	1	1	1	0	1	0	4	0	1	0	0	2	1	0	1	6	0	0	0	0	1	0	2	3	0	0	1	0	0	1	0	2	0	0	0	1	3	2	0	0	0	1	0	0	0	3	0	0	0	0					
		0.81%	1.19%	1.10%	1.92%	0.00%	2.00%	0.32%	0.65%	0.00%	0.52%	0.00%	0.84%	0.00%	1.47%	0.00%	0.00%	1.23%	1.12%	0.00%	2.56%	2.11%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.93%	3.30%	0.00%	0.00%	1.61%	0.00%	0.00%	3.57%	0.00%	0.60%	0.00%	0.00%	0.00%	2.17%	0.92%	1.18%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4256	393	334	224	69	37	194	83	57	83	143	191	47	39	56	14	78	41	17	20	81	53	42	35	39	58	28	75	39	101	48	24	42	34	10	126	158	85	103	43	22	157	75	42	14	31	44	95	81	53	138	25	29	35	71					
		42.48%	29.24%	30.61%	30.68%	40.59%	74.00%	61.59%	54.25%	55.88%	43.23%	36.48%	39.96%	50.54%	57.35%	60.22%	34.15%	47.85%	46.07%	60.71%	51.28%	28.42%	46.90%	38.89%	49.30%	52.70%	56.31%	56.00%	35.05%	42.86%	50.50%	50.00%	38.71%	73.68%	59.65%	35.71%	53.39%	47.02%	57.05%	54.21%	79.63%	47.83%	48.01%	44.38%	60.87%	56.00%	60.78%	36.07%	65.97%	67.50%	80.30%	29.36%	83.33%	64.44%	85.37%	78.89%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	43	5	6	5	1	1	4	1	0	1	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	3	0	0	0	0	1	1	2	0	2	0	0	0	0					
		0.43%	0.37%	0.55%	0.68%	0.59%	2.00%	1.27%	0.65%	0.00%	0.52%	0.26%	0.00%	0.00%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	5.13%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.75%	3.57%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.82%	0.69%	1.67%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
