Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
"Наименование Избирательной комиссии:    Ростов-на-Дону, Кировская"																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1611	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1639					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	362	13	14	2	26	2	26	0	16	28	27	22	9	22	2	34	29	9	18	2	25	4	5	20	7	0					
		1.03%	0.89%	1.08%	0.12%	2.06%	0.13%	2.04%	0.00%	1.25%	1.92%	1.75%	1.83%	0.47%	1.25%	0.21%	1.88%	1.78%	0.75%	1.60%	0.12%	1.65%	0.25%	0.35%	1.70%	0.53%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	419	16	27	2	27	17	35	0	34	25	15	41	5	24	6	28	21	14	11	1	32	9	0	16	13	0					
		1.19%	1.10%	2.08%	0.12%	2.13%	1.11%	2.74%	0.00%	2.67%	1.71%	0.97%	3.42%	0.26%	1.36%	0.62%	1.55%	1.29%	1.17%	0.98%	0.06%	2.11%	0.57%	0.00%	1.36%	0.98%	0.00%					
20	3.Политическая партия «Демократическая партия России»	44	3	1	0	0	3	3	0	1	3	5	0	3	2	3	1	0	1	1	1	3	5	0	4	1	0					
		0.12%	0.21%	0.08%	0.00%	0.00%	0.20%	0.23%	0.00%	0.08%	0.21%	0.32%	0.00%	0.16%	0.11%	0.31%	0.06%	0.00%	0.08%	0.09%	0.06%	0.20%	0.31%	0.00%	0.34%	0.08%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4208	172	164	230	165	200	221	164	158	156	145	167	197	142	164	258	174	150	125	296	230	150	121	109	146	4					
		11.92%	11.82%	12.64%	13.34%	13.04%	13.10%	17.31%	14.53%	12.39%	10.69%	9.39%	13.93%	10.20%	8.05%	17.03%	14.27%	10.71%	12.49%	11.09%	18.32%	15.14%	9.43%	8.54%	9.25%	11.05%	0.37%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	521	25	42	1	41	24	36	13	26	17	18	39	7	41	26	51	14	13	21	1	44	5	2	4	9	1					
		1.48%	1.72%	3.24%	0.06%	3.24%	1.57%	2.82%	1.15%	2.04%	1.17%	1.17%	3.25%	0.36%	2.32%	2.70%	2.82%	0.86%	1.08%	1.86%	0.06%	2.90%	0.31%	0.14%	0.34%	0.68%	0.09%					
23	6.Политическая партия «Партия социальной справедливости»	100	3	9	1	3	9	4	0	6	4	3	5	3	2	4	11	2	0	11	2	6	7	0	2	2	1					
		0.28%	0.21%	0.69%	0.06%	0.24%	0.59%	0.31%	0.00%	0.47%	0.27%	0.19%	0.42%	0.16%	0.11%	0.42%	0.61%	0.12%	0.00%	0.98%	0.12%	0.39%	0.44%	0.00%	0.17%	0.15%	0.09%					
24	7.Политическая партия «Либерально-демократическая партия России»	1678	63	97	6	75	143	72	11	94	87	83	79	81	58	7	98	76	83	74	84	87	58	35	65	56	6					
		4.75%	4.33%	7.48%	0.35%	5.93%	9.36%	5.64%	0.97%	7.37%	5.96%	5.38%	6.59%	4.19%	3.29%	0.73%	5.42%	4.68%	6.91%	6.57%	5.20%	5.73%	3.65%	2.47%	5.52%	4.24%	0.55%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1907	120	90	7	89	120	175	28	80	110	62	113	156	117	25	86	114	9	76	2	168	21	5	93	37	4					
		5.40%	8.25%	6.94%	0.41%	7.04%	7.86%	13.70%	2.48%	6.27%	7.54%	4.02%	9.42%	8.07%	6.63%	2.60%	4.76%	7.02%	0.75%	6.74%	0.12%	11.06%	1.32%	0.35%	7.89%	2.80%	0.37%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	228	9	10	1	14	10	14	0	6	7	5	14	3	13	22	21	8	6	11	1	21	8	0	15	6	3					
		0.65%	0.62%	0.77%	0.06%	1.11%	0.65%	1.10%	0.00%	0.47%	0.48%	0.32%	1.17%	0.16%	0.74%	2.28%	1.16%	0.49%	0.50%	0.98%	0.06%	1.38%	0.50%	0.00%	1.27%	0.45%	0.27%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	24428	971	784	1375	777	938	590	849	771	962	1138	624	1447	1322	691	1113	1107	905	726	1175	782	1249	1244	794	1019	1075					
		69.18%	66.74%	60.45%	79.76%	61.42%	61.43%	46.20%	75.20%	60.47%	65.94%	73.70%	52.04%	74.90%	74.90%	71.75%	61.56%	68.12%	75.35%	64.42%	72.71%	51.48%	78.50%	87.79%	67.40%	77.14%	98.17%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1135	50	46	93	41	52	87	60	65	51	28	80	11	13	6	86	66	3	44	1	104	65	5	54	23	1					
		3.21%	3.44%	3.55%	5.39%	3.24%	3.41%	6.81%	5.31%	5.10%	3.50%	1.81%	6.67%	0.57%	0.74%	0.62%	4.76%	4.06%	0.25%	3.90%	0.06%	6.85%	4.09%	0.35%	4.58%	1.74%	0.09%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
