Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																						
Дата голосования: 04.12.2011																																																																						
																																																																						
"Наименование Избирательной комиссии:    Набережные Челны, Центральная"																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
		Сумма	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1326	17	24	31	19	31	21	20	25	18	21	21	19	19	21	20	20	19	19	24	24	20	17	21	20	20	22	20	20	20	25	20	21	19	19	20	20	17	25	19	20	20	27	19	20	20	20	21	21	18	18	19	17	17	21	21	31	20	26	31	21	19	21	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1022	12	21	23	18	28	16	13	22	12	15	21	16	11	13	9	14	17	9	20	23	18	11	17	12	17	16	14	9	16	22	14	8	18	9	18	20	13	22	17	17	14	21	16	9	7	19	17	21	17	14	13	10	6	20	11	31	14	26	24	21	14	18	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	423	3	3	3	3	10	8	2	14	6	6	3	0	7	4	11	7	9	9	9	7	15	36	3	4	3	8	2	3	12	11	3	15	7	10	7	13	8	13	6	9	7	4	3	9	7	3	0	3	6	8	4	1	1	2	2	9	8	0	8	17	3	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	304	5	3	8	1	3	5	7	3	6	6	0	3	8	8	11	6	2	10	4	1	2	6	4	8	3	6	6	11	4	3	6	13	1	10	2	0	4	3	2	3	6	6	3	11	13	1	4	0	1	4	6	7	11	1	10	0	6	0	7	0	5	3	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	75	2	0	0	1	3	1	0	4	3	0	3	1	2	1	1	2	0	0	2	1	3	0	0	0	1	1	1	2	1	1	1	2	2	1	2	2	0	1	1	0	0	2	2	3	2	0	0	0	0	2	1	1	1	0	0	3	1	4	0	1	1	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8619	20	34	267	154	243	101	113	214	108	171	46	130	25	230	275	213	172	172	73	85	213	58	9	119	53	185	210	123	226	56	267	28	179	242	142	100	7	236	97	191	154	55	172	249	204	68	169	79	91	132	110	60	60	84	58	164	51	221	122	217	103	186	223					
		7.88%	2.04%	1.99%	12.04%	11.83%	9.69%	4.66%	5.78%	12.35%	6.04%	8.42%	2.42%	6.90%	1.37%	13.84%	12.83%	10.61%	13.33%	11.23%	3.97%	5.17%	11.02%	5.24%	0.58%	5.98%	2.41%	9.27%	10.83%	6.16%	13.07%	3.48%	13.02%	1.36%	11.24%	12.47%	9.06%	5.78%	0.74%	14.53%	7.20%	10.08%	8.38%	2.99%	10.15%	14.04%	10.05%	3.70%	10.02%	6.66%	6.75%	9.71%	7.49%	6.80%	5.19%	4.21%	2.83%	8.18%	2.95%	11.28%	6.83%	11.67%	6.94%	10.14%	13.16%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4459	118	46	21	7	2	6	125	166	82	125	24	79	97	171	236	74	20	101	73	97	180	44	2	72	186	57	89	92	192	48	15	10	177	17	2	120	30	34	7	72	54	116	64	32	9	39	114	2	117	4	36	44	47	26	66	107	65	87	28	35	24	31	196					
		4.08%	12.05%	2.69%	0.95%	0.54%	0.08%	0.28%	6.40%	9.58%	4.59%	6.15%	1.26%	4.19%	5.32%	10.29%	11.01%	3.69%	1.55%	6.60%	3.97%	5.90%	9.32%	3.97%	0.13%	3.62%	8.47%	2.86%	4.59%	4.61%	11.10%	2.99%	0.73%	0.49%	11.11%	0.88%	0.13%	6.94%	3.18%	2.09%	0.52%	3.80%	2.94%	6.31%	3.78%	1.80%	0.44%	2.12%	6.76%	0.17%	8.68%	0.29%	2.45%	4.99%	4.07%	1.30%	3.22%	5.33%	3.76%	4.44%	1.57%	1.88%	1.62%	1.69%	11.57%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	655	10	13	18	1	1	0	24	14	17	11	12	3	34	21	28	5	1	41	18	14	23	24	1	9	11	3	9	26	11	9	1	1	16	1	2	7	6	8	1	5	10	0	3	7	3	10	12	2	13	1	6	9	5	22	14	12	15	15	9	12	5	1	9					
		0.60%	1.02%	0.76%	0.81%	0.08%	0.04%	0.00%	1.23%	0.81%	0.95%	0.54%	0.63%	0.16%	1.87%	1.26%	1.31%	0.25%	0.08%	2.68%	0.98%	0.85%	1.19%	2.17%	0.06%	0.45%	0.50%	0.15%	0.46%	1.30%	0.64%	0.56%	0.05%	0.05%	1.00%	0.05%	0.13%	0.40%	0.64%	0.49%	0.07%	0.26%	0.54%	0.00%	0.18%	0.39%	0.15%	0.54%	0.71%	0.17%	0.96%	0.07%	0.41%	1.02%	0.43%	1.10%	0.68%	0.60%	0.87%	0.77%	0.50%	0.65%	0.34%	0.05%	0.53%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	21506	157	361	442	231	471	428	205	411	255	348	512	354	255	441	496	343	346	321	274	373	428	97	484	305	288	416	350	453	464	141	431	454	376	341	354	308	249	565	196	371	311	386	355	393	378	342	391	315	195	204	300	147	118	455	335	412	381	227	405	314	262	381	404					
		19.66%	16.04%	21.15%	19.94%	17.74%	18.78%	19.75%	10.49%	23.72%	14.27%	17.13%	26.90%	18.78%	13.99%	26.53%	23.15%	17.08%	26.82%	20.97%	14.92%	22.67%	22.15%	8.76%	31.29%	15.32%	13.11%	20.85%	18.05%	22.68%	26.84%	8.77%	21.01%	22.06%	23.60%	17.58%	22.58%	17.80%	26.43%	34.79%	14.54%	19.59%	16.92%	20.99%	20.94%	22.17%	18.62%	18.61%	23.19%	26.54%	14.47%	15.00%	20.42%	16.67%	10.22%	22.83%	16.33%	20.54%	22.05%	11.58%	22.68%	16.88%	17.64%	20.76%	23.85%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1261	12	12	13	1	1	3	25	44	33	34	24	25	27	46	68	33	1	20	37	23	40	24	1	28	30	5	19	36	28	28	1	1	40	1	1	32	7	9	2	52	26	0	1	8	6	10	40	2	24	2	17	11	12	25	35	17	20	35	11	29	9	3	51					
		1.15%	1.23%	0.70%	0.59%	0.08%	0.04%	0.14%	1.28%	2.54%	1.85%	1.67%	1.26%	1.33%	1.48%	2.77%	3.17%	1.64%	0.08%	1.31%	2.01%	1.40%	2.07%	2.17%	0.06%	1.41%	1.37%	0.25%	0.98%	1.80%	1.62%	1.74%	0.05%	0.05%	2.51%	0.05%	0.06%	1.85%	0.74%	0.55%	0.15%	2.75%	1.41%	0.00%	0.06%	0.45%	0.30%	0.54%	2.37%	0.17%	1.78%	0.15%	1.16%	1.25%	1.04%	1.25%	1.71%	0.85%	1.16%	1.79%	0.62%	1.56%	0.61%	0.16%	3.01%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	70956	650	1226	1425	895	1783	1626	1432	838	1225	1305	1260	1264	1327	714	977	1325	737	849	1333	1004	977	823	1032	1434	1583	1302	1200	1166	726	1282	1260	1535	750	1328	1064	1147	631	765	1041	1157	1252	1282	1060	1076	1413	1361	934	784	889	1012	985	601	889	1319	1491	1263	1175	1313	1197	1228	1058	1229	747					
		64.86%	66.39%	71.82%	64.28%	68.74%	71.09%	75.03%	73.29%	48.36%	68.55%	64.25%	66.21%	67.06%	72.79%	42.96%	45.59%	65.99%	57.13%	55.45%	72.56%	61.03%	50.57%	74.35%	66.71%	72.02%	72.05%	65.26%	61.89%	58.39%	41.99%	79.73%	61.43%	74.59%	47.08%	68.45%	67.86%	66.30%	66.99%	47.11%	77.23%	61.09%	68.12%	69.71%	62.54%	60.69%	69.61%	74.05%	55.40%	66.05%	65.95%	74.41%	67.05%	68.14%	76.97%	66.18%	72.70%	62.96%	67.99%	66.99%	67.02%	66.02%	71.25%	66.98%	44.10%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	670	8	12	10	1	0	1	20	14	16	8	25	7	31	15	16	10	1	1	18	15	22	27	0	16	17	3	11	27	18	9	1	1	13	1	1	13	4	3	2	8	14	0	3	3	3	8	21	3	19	1	3	8	5	9	25	14	21	19	8	18	7	2	30					
		0.61%	0.82%	0.70%	0.45%	0.08%	0.00%	0.05%	1.02%	0.81%	0.90%	0.39%	1.31%	0.37%	1.70%	0.90%	0.75%	0.50%	0.08%	0.07%	0.98%	0.91%	1.14%	2.44%	0.00%	0.80%	0.77%	0.15%	0.57%	1.35%	1.04%	0.56%	0.05%	0.05%	0.82%	0.05%	0.06%	0.75%	0.42%	0.18%	0.15%	0.42%	0.76%	0.00%	0.18%	0.17%	0.15%	0.44%	1.25%	0.25%	1.41%	0.07%	0.20%	0.91%	0.43%	0.45%	1.22%	0.70%	1.22%	0.97%	0.45%	0.97%	0.47%	0.11%	1.77%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
