Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																		
Дата голосования: 02.12.2007																																																																		
																																																																		
"Наименование Избирательной комиссии:    Набережные Челны, Центральная"																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №2092	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	13935	320	205	271	180	219	300	287	267	110	327	266	203	250	277	138	308	208	175	144	292	260	307	198	246	266	215	218	292	285	282	236	227	190	262	307	229	270	198	113	229	312	317	261	268	176	185	187	120	173	339	217	273	53	265	172	228	294	301	217					
		12.40%	14.69%	9.45%	14.52%	8.64%	11.16%	14.13%	13.43%	13.53%	7.81%	13.36%	12.51%	13.06%	14.59%	13.83%	7.54%	13.97%	9.33%	8.52%	8.04%	13.45%	12.90%	13.60%	10.95%	12.68%	13.68%	15.75%	13.21%	12.49%	13.70%	14.98%	16.93%	13.21%	10.26%	14.63%	15.40%	11.98%	13.82%	8.83%	6.99%	10.92%	14.60%	13.99%	11.58%	12.27%	10.20%	10.02%	12.03%	10.50%	13.19%	16.58%	12.50%	15.64%	3.78%	13.42%	8.96%	12.38%	14.99%	15.72%	13.80%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	928	26	9	10	20	10	23	12	13	23	13	21	10	11	23	10	3	0	16	17	16	22	20	17	15	20	12	23	10	6	13	12	10	31	32	31	23	24	5	8	24	14	3	13	13	20	10	10	13	12	19	5	28	12	10	16	17	23	21	25					
		0.83%	1.19%	0.41%	0.54%	0.96%	0.51%	1.08%	0.56%	0.66%	1.63%	0.53%	0.99%	0.64%	0.64%	1.15%	0.55%	0.14%	0.00%	0.78%	0.95%	0.74%	1.09%	0.89%	0.94%	0.77%	1.03%	0.88%	1.39%	0.43%	0.29%	0.69%	0.86%	0.58%	1.67%	1.79%	1.56%	1.20%	1.23%	0.22%	0.50%	1.14%	0.66%	0.13%	0.58%	0.59%	1.16%	0.54%	0.64%	1.14%	0.91%	0.93%	0.29%	1.60%	0.86%	0.51%	0.83%	0.92%	1.17%	1.10%	1.59%					
23	6.Политическая партия «Партия социальной справедливости»	311	2	5	7	45	5	8	5	6	7	9	12	1	7	2	4	2	1	7	1	5	3	10	3	2	4	5	3	0	2	6	8	3	13	7	2	2	3	3	5	8	4	0	6	6	4	8	5	3	5	10	4	3	2	2	2	4	3	1	6					
		0.28%	0.09%	0.23%	0.38%	2.16%	0.25%	0.38%	0.23%	0.30%	0.50%	0.37%	0.56%	0.06%	0.41%	0.10%	0.22%	0.09%	0.04%	0.34%	0.06%	0.23%	0.15%	0.44%	0.17%	0.10%	0.21%	0.37%	0.18%	0.00%	0.10%	0.32%	0.57%	0.17%	0.70%	0.39%	0.10%	0.10%	0.15%	0.13%	0.31%	0.38%	0.19%	0.00%	0.27%	0.27%	0.23%	0.43%	0.32%	0.26%	0.38%	0.49%	0.23%	0.17%	0.14%	0.10%	0.10%	0.22%	0.15%	0.05%	0.38%					
24	7.Политическая партия «Либерально-демократическая партия России»	5832	97	114	122	110	86	143	50	130	53	80	131	136	103	141	122	101	105	133	90	141	132	124	84	100	24	101	77	51	106	150	68	125	159	93	101	73	137	95	112	103	78	112	97	116	38	7	60	58	59	178	108	56	65	107	71	164	60	89	106					
		5.19%	4.45%	5.26%	6.54%	5.28%	4.38%	6.74%	2.34%	6.59%	3.76%	3.27%	6.16%	8.75%	6.01%	7.04%	6.67%	4.58%	4.71%	6.47%	5.03%	6.49%	6.55%	5.49%	4.65%	5.15%	1.23%	7.40%	4.67%	2.18%	5.09%	7.97%	4.88%	7.27%	8.59%	5.19%	5.07%	3.82%	7.01%	4.24%	6.93%	4.91%	3.65%	4.94%	4.31%	5.31%	2.20%	0.38%	3.86%	5.07%	4.50%	8.70%	6.22%	3.21%	4.64%	5.42%	3.70%	8.90%	3.06%	4.65%	6.74%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	10932	264	238	143	119	157	79	189	324	60	217	161	146	128	276	218	182	220	219	223	110	247	210	220	274	218	168	82	166	188	318	101	145	162	135	113	220	253	272	174	208	123	60	242	223	227	205	164	87	67	294	153	231	77	246	165	238	300	105	178					
		9.73%	12.12%	10.97%	7.66%	5.71%	8.00%	3.72%	8.84%	16.41%	4.26%	8.87%	7.57%	9.40%	7.47%	13.78%	11.91%	8.26%	9.87%	10.66%	12.45%	5.07%	12.25%	9.30%	12.17%	14.12%	11.21%	12.31%	4.97%	7.10%	9.03%	16.89%	7.25%	8.44%	8.75%	7.54%	5.67%	11.51%	12.95%	12.13%	10.77%	9.92%	5.76%	2.65%	10.74%	10.21%	13.15%	11.10%	10.55%	7.61%	5.11%	14.38%	8.81%	13.23%	5.50%	12.46%	8.60%	12.92%	15.30%	5.48%	11.32%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	414	9	5	3	2	9	15	12	10	2	6	19	3	3	14	4	1	4	8	3	2	5	18	5	2	12	7	0	2	1	14	4	13	9	11	13	5	3	3	13	9	15	0	10	10	3	5	3	4	7	17	6	4	3	2	0	11	15	9	7					
		0.37%	0.41%	0.23%	0.16%	0.10%	0.46%	0.71%	0.56%	0.51%	0.14%	0.25%	0.89%	0.19%	0.18%	0.70%	0.22%	0.05%	0.18%	0.39%	0.17%	0.09%	0.25%	0.80%	0.28%	0.10%	0.62%	0.51%	0.00%	0.09%	0.05%	0.74%	0.29%	0.76%	0.49%	0.61%	0.65%	0.26%	0.15%	0.13%	0.80%	0.43%	0.70%	0.00%	0.44%	0.46%	0.17%	0.27%	0.19%	0.35%	0.53%	0.83%	0.35%	0.23%	0.21%	0.10%	0.00%	0.60%	0.76%	0.47%	0.45%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	75560	1420	1514	1223	1524	1359	1429	1478	1113	1123	1718	1415	1023	1130	1151	1261	1598	1669	1425	1246	1520	1260	1444	1177	1212	1283	775	1169	1804	1457	1004	921	1142	1202	1176	1348	1279	1164	1628	1101	1426	1495	1773	1526	1434	1194	1291	1089	804	910	1055	1186	1114	1156	1279	1429	1075	1211	1297	931					
		67.22%	65.20%	69.80%	65.54%	73.13%	69.27%	67.31%	69.16%	56.38%	79.76%	70.21%	66.56%	65.83%	65.93%	57.46%	68.91%	72.50%	74.88%	69.34%	69.57%	70.01%	62.50%	63.95%	65.10%	62.47%	65.99%	56.78%	70.85%	77.19%	70.01%	53.32%	66.07%	66.43%	64.94%	65.66%	67.64%	66.89%	59.57%	72.61%	68.13%	68.00%	69.96%	78.28%	67.73%	65.63%	69.18%	69.90%	70.03%	70.34%	69.36%	51.59%	68.32%	63.80%	82.51%	64.76%	74.47%	58.36%	61.75%	67.73%	59.22%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	954	16	9	27	10	31	20	12	25	6	20	25	6	15	32	1	1	12	28	20	18	19	15	21	23	16	15	23	3	5	22	8	10	15	19	15	25	17	11	16	22	31	0	20	33	10	12	4	15	22	38	13	6	4	17	16	25	9	10	15					
		0.85%	0.73%	0.41%	1.45%	0.48%	1.58%	0.94%	0.56%	1.27%	0.43%	0.82%	1.18%	0.39%	0.88%	1.60%	0.05%	0.05%	0.54%	1.36%	1.12%	0.83%	0.94%	0.66%	1.16%	1.19%	0.82%	1.10%	1.39%	0.13%	0.24%	1.17%	0.57%	0.58%	0.81%	1.06%	0.75%	1.31%	0.87%	0.49%	0.99%	1.05%	1.45%	0.00%	0.89%	1.51%	0.58%	0.65%	0.26%	1.31%	1.68%	1.86%	0.75%	0.34%	0.29%	0.86%	0.83%	1.36%	0.46%	0.52%	0.95%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
