Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Абанская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №2264					
23	6.Политическая партия «Партия социальной справедливости»	32	3	2	3	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	10	0	0	0	0	0	2	0	0	2					
		0.26%	0.19%	0.14%	0.48%	0.50%	0.00%	0.00%	0.00%	0.00%	0.44%	0.18%	0.17%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	2.05%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	0.00%	0.35%					
24	7.Политическая партия «Либерально-демократическая партия России»	995	128	140	61	17	8	18	19	5	30	30	29	2	6	4	5	10	18	5	2	28	19	10	8	3	18	14	19	6	14	14	12	14	7	5	21	29	8	13	6	11	38	23	9	6	7	8	18	4	1	65					
		8.23%	8.28%	9.64%	9.71%	8.42%	12.70%	4.60%	10.56%	4.42%	13.33%	5.49%	4.83%	2.00%	7.14%	3.92%	7.94%	5.05%	14.88%	11.11%	4.35%	8.75%	12.50%	8.20%	10.00%	4.55%	15.52%	26.42%	6.40%	4.72%	5.65%	13.08%	12.24%	12.50%	8.43%	11.36%	5.80%	7.40%	3.25%	4.98%	10.17%	14.47%	7.80%	11.73%	8.57%	16.67%	8.54%	5.56%	12.50%	3.74%	1.12%	11.32%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	496	97	89	27	5	2	15	3	0	6	27	26	3	4	2	0	12	4	0	1	10	3	6	0	0	2	1	12	5	7	3	0	2	6	1	13	12	6	1	2	4	23	4	8	1	2	7	0	2	2	28					
		4.10%	6.27%	6.13%	4.30%	2.48%	3.17%	3.84%	1.67%	0.00%	2.67%	4.95%	4.33%	3.00%	4.76%	1.96%	0.00%	6.06%	3.31%	0.00%	2.17%	3.13%	1.97%	4.92%	0.00%	0.00%	1.72%	1.89%	4.04%	3.94%	2.82%	2.80%	0.00%	1.79%	7.23%	2.27%	3.59%	3.06%	2.44%	0.38%	3.39%	5.26%	4.72%	2.04%	7.62%	2.78%	2.44%	4.86%	0.00%	1.87%	2.25%	4.88%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	59	10	0	3	2	1	1	1	0	1	3	6	1	0	0	3	2	0	0	0	0	0	1	1	0	1	0	1	1	0	2	1	0	0	0	4	0	1	1	0	0	1	4	0	1	0	0	3	0	0	2					
		0.49%	0.65%	0.00%	0.48%	0.99%	1.59%	0.26%	0.56%	0.00%	0.44%	0.55%	0.99%	1.00%	0.00%	0.00%	4.76%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	1.25%	0.00%	0.86%	0.00%	0.34%	0.79%	0.00%	1.87%	1.02%	0.00%	0.00%	0.00%	1.10%	0.00%	0.41%	0.38%	0.00%	0.00%	0.21%	2.04%	0.00%	2.78%	0.00%	0.00%	2.08%	0.00%	0.00%	0.35%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7839	893	866	403	119	42	285	138	85	155	373	385	56	56	71	33	135	89	35	31	165	90	81	56	46	85	23	199	77	176	68	53	80	55	34	269	234	208	199	45	47	319	118	69	22	57	90	111	76	76	361					
		64.83%	57.76%	59.60%	64.17%	58.91%	66.67%	72.89%	76.67%	75.22%	68.89%	68.32%	64.06%	56.00%	66.67%	69.61%	52.38%	68.18%	73.55%	77.78%	67.39%	51.56%	59.21%	66.39%	70.00%	69.70%	73.28%	43.40%	67.00%	60.63%	70.97%	63.55%	54.08%	71.43%	66.27%	77.27%	74.31%	59.69%	84.55%	76.25%	76.27%	61.84%	65.50%	60.20%	65.71%	61.11%	69.51%	62.50%	77.08%	71.03%	85.39%	62.89%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	28	8	0	1	0	0	1	0	0	0	2	1	1	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	3					
		0.23%	0.52%	0.00%	0.16%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.37%	0.17%	1.00%	0.00%	0.00%	1.59%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.52%	0.00%	1.89%	0.00%	0.79%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.26%	0.41%	0.38%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
