Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Оленинская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688									
24	"6. Политическая партия ""Гражданская Платформа"""	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	488	149	115	37	0	85	13	3	13	13	1	3	1	6	13	1	3	1	2	11	5	1	3	6	0	3									
		6.72%	9.54%	10.87%	10.31%	0.00%	8.17%	5.83%	1.41%	3.61%	6.57%	1.64%	1.65%	0.55%	3.97%	11.30%	1.09%	2.46%	1.47%	1.27%	4.45%	3.40%	0.60%	6.67%	3.19%	0.00%	2.16%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0									
		0.14%	0.19%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	12	4	3	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.17%	0.26%	0.28%	0.00%	0.00%	0.10%	0.45%	0.47%	0.28%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.06%	0.00%	0.28%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	28	11	6	4	0	4	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.39%	0.70%	0.57%	1.11%	0.00%	0.38%	0.45%	0.00%	0.28%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	548	211	117	18	0	94	15	3	9	14	1	2	4	5	6	1	5	2	0	11	5	4	0	13	0	8									
		7.55%	13.51%	11.06%	5.01%	0.00%	9.04%	6.73%	1.41%	2.50%	7.07%	1.64%	1.10%	2.21%	3.31%	5.22%	1.09%	4.10%	2.94%	0.00%	4.45%	3.40%	2.40%	0.00%	6.91%	0.00%	5.76%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	4	3	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.17%	0.26%	0.28%	0.00%	0.00%	0.29%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	141	42	33	8	0	24	5	1	5	1	1	4	1	0	2	1	1	1	0	2	1	1	0	5	1	1									
		1.94%	2.69%	3.12%	2.23%	0.00%	2.31%	2.24%	0.47%	1.39%	0.51%	1.64%	2.20%	0.55%	0.00%	1.74%	1.09%	0.82%	1.47%	0.00%	0.81%	0.68%	0.60%	0.00%	2.66%	1.01%	0.72%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
