Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Алексеевская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	388	20	20	15	25	25	22	29	25	15	25	25	10	10	10	10	2	1	4	3	6	2	3	3	1	2	3	1	1	3	5	5	1	2	2	1	5	1	5	1	1	3	1	3	1	1	5	5	2	1	1	5	3	3	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	196	20	19	4	15	6	15	27	4	7	4	11	2	10	0	9	0	1	3	0	5	2	3	1	0	1	0	0	0	0	1	2	0	0	1	0	0	0	2	0	0	0	1	3	0	1	3	2	2	1	0	5	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	133	12	9	2	4	4	5	5	5	2	5	7	3	2	0	10	1	1	1	5	2	2	1	0	1	0	0	2	1	0	1	1	1	1	0	0	0	0	0	7	1	1	1	1	2	1	6	3	3	0	0	3	4	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	192	0	1	11	10	19	7	2	21	8	21	14	8	0	10	1	2	0	1	3	1	0	0	2	1	1	3	1	1	3	4	3	1	2	1	1	5	1	3	1	1	3	0	0	1	0	2	3	0	0	1	0	0	3	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	1	0	1	3	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2745	178	159	60	237	35	200	176	90	137	195	196	115	95	22	72	1	9	5	38	19	26	20	49	7	6	14	4	4	22	44	44	2	16	18	2	5	11	36	9	0	7	19	31	8	30	67	38	3	1	5	86	7	34	31					
		6.19%	9.41%	8.39%	5.05%	10.38%	1.78%	8.38%	7.79%	4.12%	10.99%	9.39%	9.12%	8.91%	10.11%	6.40%	9.65%	0.24%	4.74%	0.53%	6.12%	4.26%	5.16%	5.71%	6.34%	2.43%	1.60%	2.99%	2.38%	0.99%	1.77%	4.07%	4.44%	2.22%	3.76%	6.92%	0.97%	0.50%	7.10%	6.70%	2.20%	0.00%	0.93%	9.05%	8.18%	3.85%	9.93%	6.41%	3.75%	0.72%	0.69%	4.17%	10.48%	1.06%	7.38%	6.99%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3021	186	136	94	167	169	218	154	180	142	204	151	117	93	10	56	13	6	29	4	28	57	20	57	5	8	12	6	22	38	27	32	4	39	30	2	15	10	49	46	4	18	14	34	2	21	55	25	21	0	10	75	11	42	53					
		6.82%	9.84%	7.17%	7.91%	7.31%	8.59%	9.13%	6.81%	8.24%	11.39%	9.83%	7.03%	9.07%	9.89%	2.91%	7.51%	3.18%	3.16%	3.06%	0.64%	6.28%	11.31%	5.71%	7.37%	1.74%	2.13%	2.57%	3.57%	5.43%	3.06%	2.50%	3.23%	4.44%	9.15%	11.54%	0.97%	1.50%	6.45%	9.12%	11.22%	2.74%	2.39%	6.67%	8.97%	0.96%	6.95%	5.26%	2.47%	5.06%	0.00%	8.33%	9.14%	1.67%	9.11%	11.96%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	246	7	15	7	17	14	16	14	21	17	20	17	15	6	1	4	3	1	0	0	0	8	5	2	0	0	1	0	0	3	4	3	1	2	1	1	0	1	0	0	0	0	2	0	0	5	1	1	0	0	0	4	0	6	0					
		0.56%	0.37%	0.79%	0.59%	0.74%	0.71%	0.67%	0.62%	0.96%	1.36%	0.96%	0.79%	1.16%	0.64%	0.29%	0.54%	0.73%	0.53%	0.00%	0.00%	0.00%	1.59%	1.43%	0.26%	0.00%	0.00%	0.21%	0.00%	0.00%	0.24%	0.37%	0.30%	1.11%	0.47%	0.38%	0.48%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	1.66%	0.10%	0.10%	0.00%	0.00%	0.00%	0.49%	0.00%	1.30%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5970	302	260	232	279	256	346	346	362	253	340	330	172	170	24	114	51	10	7	124	42	173	89	60	45	50	15	10	15	186	122	104	17	49	44	3	30	20	74	42	6	80	26	67	15	46	106	56	9	3	22	239	19	47	61					
		13.47%	15.97%	13.71%	19.53%	12.22%	13.01%	14.49%	15.31%	16.58%	20.29%	16.38%	15.36%	13.33%	18.09%	6.98%	15.28%	12.47%	5.26%	0.74%	19.97%	9.42%	34.33%	25.43%	7.76%	15.63%	13.30%	3.21%	5.95%	3.70%	14.96%	11.30%	10.48%	18.89%	11.50%	16.92%	1.45%	2.99%	12.90%	13.78%	10.24%	4.11%	10.61%	12.38%	17.68%	7.21%	15.23%	10.13%	5.53%	2.17%	2.08%	18.33%	29.11%	2.88%	10.20%	13.77%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	336	33	25	9	28	8	29	20	18	8	20	27	6	7	5	14	1	0	0	3	2	2	3	11	1	0	1	0	0	4	4	2	0	3	2	1	0	0	5	0	0	0	0	5	1	3	8	3	0	0	4	3	0	6	1					
		0.76%	1.75%	1.32%	0.76%	1.23%	0.41%	1.21%	0.88%	0.82%	0.64%	0.96%	1.26%	0.47%	0.74%	1.45%	1.88%	0.24%	0.00%	0.00%	0.48%	0.45%	0.40%	0.86%	1.42%	0.35%	0.00%	0.21%	0.00%	0.00%	0.32%	0.37%	0.20%	0.00%	0.70%	0.77%	0.48%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	1.32%	0.48%	0.99%	0.76%	0.30%	0.00%	0.00%	3.33%	0.37%	0.00%	1.30%	0.23%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	31500	1163	1284	776	1548	1485	1555	1543	1496	671	1267	1407	854	553	281	476	340	154	904	447	347	233	212	560	227	306	423	148	364	988	879	805	66	295	163	197	952	112	368	312	136	647	148	237	180	190	796	779	380	140	78	401	620	316	291					
		71.08%	61.50%	67.72%	65.32%	67.78%	75.50%	65.12%	68.27%	68.50%	53.81%	61.03%	65.47%	66.20%	58.83%	81.69%	63.81%	83.13%	81.05%	95.36%	71.98%	77.80%	46.23%	60.57%	72.45%	78.82%	81.38%	90.58%	88.10%	89.88%	79.49%	81.39%	81.15%	73.33%	69.25%	62.69%	95.17%	95.01%	72.26%	68.53%	76.10%	93.15%	85.81%	70.48%	62.53%	86.54%	62.91%	76.10%	76.98%	91.57%	97.22%	65.00%	48.84%	93.94%	68.55%	65.69%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	110	9	7	5	7	0	7	4	9	4	5	5	1	7	0	1	0	0	0	1	3	3	1	1	0	0	1	0	0	2	0	0	0	0	2	1	0	0	2	0	0	0	1	0	1	4	6	3	0	0	1	2	0	4	0					
		0.25%	0.48%	0.37%	0.42%	0.31%	0.00%	0.29%	0.18%	0.41%	0.32%	0.24%	0.23%	0.08%	0.74%	0.00%	0.13%	0.00%	0.00%	0.00%	0.16%	0.67%	0.60%	0.29%	0.13%	0.00%	0.00%	0.21%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.77%	0.48%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.48%	0.00%	0.48%	1.32%	0.57%	0.30%	0.00%	0.00%	0.83%	0.24%	0.00%	0.87%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
