Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																								
Дата голосования: 02.12.2007																																																																								
																																																																								
Наименование Избирательной комиссии:    Анапская																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1287	20	31	20	30	10	10	31	30	30	20	20	30	20	20	20	50	30	10	10	10	30	20	20	20	20	20	20	10	10	30	10	20	30	45	20	20	20	10	10	10	10	30	10	20	10	10	10	10	30	20	10	40	10	10	20	10	15	35	20	10	30	10	20	10	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	802	10	18	7	23	7	7	21	23	20	14	9	23	10	20	13	46	15	7	8	9	7	20	9	4	15	9	2	0	2	21	5	11	25	31	7	14	14	4	9	8	10	19	0	13	10	1	5	6	29	13	2	34	6	3	6	8	14	25	14	7	21	1	15	7	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1978	584	17	20	49	206	12	29	10	13	22	25	27	9	61	24	30	26	359	3	66	2	0	8	3	4	4	3	1	7	32	53	85	12	2	8	1	0	3	4	7	5	1	2	7	8	8	2	1	24	0	0	9	2	3	2	6	4	5	4	6	24	2	5	8	9					
14	Число погашенных неиспользованных открепительных удостоверений	485	10	13	13	7	3	3	10	7	10	6	11	7	10	0	7	4	15	3	2	1	23	0	11	16	5	11	18	10	8	9	5	9	5	14	13	6	6	6	1	2	0	11	10	7	0	9	5	4	1	7	8	6	4	7	14	2	1	10	6	3	9	9	5	3	24					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	1	1	0	2	0	1	2	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																								
18	1.Политическая партия «Аграрная партия России»	1427	67	45	28	49	36	11	33	37	28	40	38	33	47	46	41	69	30	28	7	21	31	31	19	8	18	13	7	4	12	1	21	24	27	8	11	18	7	3	8	19	24	12	0	28	17	20	3	5	31	27	6	30	10	8	22	8	16	27	23	15	23	8	12	19	9					
		1.70%	2.55%	2.09%	1.97%	2.53%	2.04%	1.14%	2.51%	2.51%	2.38%	2.07%	1.81%	1.83%	2.36%	2.14%	2.42%	2.65%	1.46%	2.50%	2.15%	2.07%	2.04%	1.84%	1.45%	1.17%	1.41%	1.12%	2.33%	1.49%	1.96%	0.06%	1.35%	1.40%	1.43%	0.79%	2.17%	0.85%	0.92%	0.47%	0.42%	1.29%	1.30%	0.89%	0.00%	2.32%	2.09%	4.20%	0.67%	1.61%	1.50%	2.63%	1.32%	1.78%	1.56%	1.77%	3.62%	1.42%	1.71%	1.31%	0.94%	1.33%	1.62%	1.54%	0.94%	1.68%	1.06%					
19	2.Всероссийская политическая партия «Гражданская Сила»	786	19	27	18	35	14	3	16	20	13	28	34	29	28	24	18	42	27	11	3	16	10	12	6	5	11	11	1	5	4	0	8	26	8	5	3	2	2	5	8	5	11	4	0	10	10	1	1	3	14	5	6	17	11	9	10	1	8	26	24	4	19	1	3	8	18					
		0.94%	0.72%	1.26%	1.27%	1.81%	0.79%	0.31%	1.22%	1.36%	1.10%	1.45%	1.62%	1.60%	1.41%	1.12%	1.06%	1.61%	1.32%	0.98%	0.92%	1.58%	0.66%	0.71%	0.46%	0.73%	0.86%	0.95%	0.33%	1.86%	0.65%	0.00%	0.51%	1.52%	0.42%	0.49%	0.59%	0.09%	0.26%	0.78%	0.42%	0.34%	0.60%	0.30%	0.00%	0.83%	1.23%	0.21%	0.22%	0.96%	0.68%	0.49%	1.32%	1.01%	1.72%	1.99%	1.64%	0.18%	0.85%	1.26%	0.98%	0.35%	1.33%	0.19%	0.23%	0.71%	2.12%					
20	3.Политическая партия «Демократическая партия России»	152	5	4	4	1	4	0	2	5	2	1	2	3	5	6	1	31	6	0	1	1	2	4	1	2	1	3	0	0	1	0	2	0	3	1	1	0	1	1	0	4	1	1	0	3	2	0	3	1	1	1	1	0	1	1	5	0	2	2	8	1	0	5	0	2	0					
		0.18%	0.19%	0.19%	0.28%	0.05%	0.23%	0.00%	0.15%	0.34%	0.17%	0.05%	0.10%	0.17%	0.25%	0.28%	0.06%	1.19%	0.29%	0.00%	0.31%	0.10%	0.13%	0.24%	0.08%	0.29%	0.08%	0.26%	0.00%	0.00%	0.16%	0.00%	0.13%	0.00%	0.16%	0.10%	0.20%	0.00%	0.13%	0.16%	0.00%	0.27%	0.05%	0.07%	0.00%	0.25%	0.25%	0.00%	0.67%	0.32%	0.05%	0.10%	0.22%	0.00%	0.16%	0.22%	0.82%	0.00%	0.21%	0.10%	0.33%	0.09%	0.00%	0.96%	0.00%	0.18%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	10141	433	263	247	271	286	67	186	233	116	245	291	204	298	307	233	338	246	178	26	167	218	205	152	103	190	131	34	13	72	164	132	242	216	71	59	171	56	42	317	209	203	61	24	147	74	80	69	46	244	100	29	201	50	46	73	43	119	283	239	105	168	33	71	120	81					
		12.11%	16.48%	12.23%	17.39%	14.01%	16.20%	6.91%	14.13%	15.81%	9.86%	12.69%	13.86%	11.29%	14.97%	14.27%	13.77%	12.97%	12.01%	15.88%	8.00%	16.45%	14.31%	12.17%	11.59%	15.10%	14.90%	11.27%	11.30%	4.83%	11.76%	9.74%	8.46%	14.13%	11.42%	6.97%	11.64%	8.03%	7.36%	6.53%	16.68%	14.20%	11.03%	4.50%	7.67%	12.18%	9.11%	16.81%	15.40%	14.79%	11.82%	9.75%	6.39%	11.96%	7.80%	10.18%	12.01%	7.64%	12.69%	13.74%	9.78%	9.28%	11.80%	6.36%	5.55%	10.59%	9.52%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	450	33	7	15	14	26	0	10	14	15	9	14	21	6	23	12	24	17	10	1	8	6	9	5	3	7	4	3	1	2	1	11	12	8	1	1	3	0	4	0	4	1	2	0	5	0	1	0	1	8	1	0	10	1	0	5	2	6	11	10	1	6	3	0	7	5					
		0.54%	1.26%	0.33%	1.06%	0.72%	1.47%	0.00%	0.76%	0.95%	1.27%	0.47%	0.67%	1.16%	0.30%	1.07%	0.71%	0.92%	0.83%	0.89%	0.31%	0.79%	0.39%	0.53%	0.38%	0.44%	0.55%	0.34%	0.99%	0.37%	0.33%	0.06%	0.70%	0.70%	0.42%	0.10%	0.20%	0.14%	0.00%	0.62%	0.00%	0.27%	0.05%	0.15%	0.00%	0.41%	0.00%	0.21%	0.00%	0.32%	0.39%	0.10%	0.00%	0.59%	0.16%	0.00%	0.82%	0.36%	0.64%	0.53%	0.41%	0.09%	0.42%	0.58%	0.00%	0.62%	0.59%					
23	6.Политическая партия «Партия социальной справедливости»	121	5	2	0	3	7	0	3	3	1	8	3	7	3	4	6	5	0	0	0	2	1	1	3	0	3	3	0	2	1	0	5	2	1	2	0	0	1	0	0	1	0	2	0	2	0	0	0	2	1	1	2	4	0	0	0	1	2	2	7	0	4	0	1	1	1					
		0.14%	0.19%	0.09%	0.00%	0.16%	0.40%	0.00%	0.23%	0.20%	0.08%	0.41%	0.14%	0.39%	0.15%	0.19%	0.35%	0.19%	0.00%	0.00%	0.00%	0.20%	0.07%	0.06%	0.23%	0.00%	0.24%	0.26%	0.00%	0.74%	0.16%	0.00%	0.32%	0.12%	0.05%	0.20%	0.00%	0.00%	0.13%	0.00%	0.00%	0.07%	0.00%	0.15%	0.00%	0.17%	0.00%	0.00%	0.00%	0.64%	0.05%	0.10%	0.44%	0.24%	0.00%	0.00%	0.00%	0.18%	0.21%	0.10%	0.29%	0.00%	0.28%	0.00%	0.08%	0.09%	0.12%					
24	7.Политическая партия «Либерально-демократическая партия России»	7505	230	276	117	188	158	45	106	121	121	207	230	175	180	225	146	353	206	112	64	107	118	174	112	42	104	106	29	26	44	182	113	141	208	114	56	58	37	17	166	135	173	25	12	111	71	30	44	23	163	96	30	183	83	37	52	62	107	181	173	76	163	39	70	97	55					
		8.96%	8.75%	12.84%	8.24%	9.72%	8.95%	4.64%	8.05%	8.21%	10.28%	10.73%	10.95%	9.68%	9.04%	10.46%	8.63%	13.54%	10.06%	9.99%	19.69%	10.54%	7.75%	10.33%	8.54%	6.16%	8.16%	9.12%	9.63%	9.67%	7.19%	10.81%	7.24%	8.23%	10.99%	11.19%	11.05%	2.72%	4.86%	2.64%	8.73%	9.17%	9.40%	1.85%	3.83%	9.20%	8.74%	6.30%	9.82%	7.40%	7.89%	9.36%	6.61%	10.89%	12.95%	8.19%	8.55%	11.01%	11.41%	8.79%	7.08%	6.72%	11.45%	7.51%	5.47%	8.56%	6.46%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	6006	204	119	84	140	151	33	108	106	77	190	220	146	135	161	143	147	165	109	14	88	87	148	100	48	143	106	22	17	37	123	103	72	226	51	67	110	55	31	131	132	116	24	15	102	94	19	38	27	152	66	31	127	54	38	45	36	52	126	150	36	101	24	46	93	45					
		7.17%	7.76%	5.53%	5.92%	7.24%	8.56%	3.41%	8.21%	7.19%	6.54%	9.84%	10.48%	8.08%	6.78%	7.48%	8.45%	5.64%	8.06%	9.72%	4.31%	8.67%	5.71%	8.79%	7.62%	7.04%	11.22%	9.12%	7.31%	6.32%	6.05%	7.30%	6.60%	4.20%	11.95%	5.00%	13.21%	5.16%	7.23%	4.82%	6.89%	8.97%	6.30%	1.77%	4.79%	8.45%	11.58%	3.99%	8.48%	8.68%	7.36%	6.43%	6.83%	7.56%	8.42%	8.41%	7.40%	6.39%	5.54%	6.12%	6.13%	3.18%	7.09%	4.62%	3.60%	8.21%	5.29%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	814	22	23	12	28	19	1	17	20	11	22	25	11	28	28	24	42	25	9	5	5	17	24	23	8	14	7	5	4	6	0	10	29	20	3	3	6	4	1	6	8	20	6	0	9	5	5	1	0	18	4	5	31	3	5	2	5	6	10	38	10	23	4	4	10	15					
		0.97%	0.84%	1.07%	0.85%	1.45%	1.08%	0.10%	1.29%	1.36%	0.93%	1.14%	1.19%	0.61%	1.41%	1.30%	1.42%	1.61%	1.22%	0.80%	1.54%	0.49%	1.12%	1.43%	1.75%	1.17%	1.10%	0.60%	1.66%	1.49%	0.98%	0.00%	0.64%	1.69%	1.06%	0.29%	0.59%	0.28%	0.53%	0.16%	0.32%	0.54%	1.09%	0.44%	0.00%	0.75%	0.62%	1.05%	0.22%	0.00%	0.87%	0.39%	1.10%	1.84%	0.47%	1.11%	0.33%	0.89%	0.64%	0.49%	1.55%	0.88%	1.62%	0.77%	0.31%	0.88%	1.76%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	53920	1534	1318	832	1149	999	801	770	866	753	1130	1179	1125	1223	1254	995	1456	1262	625	195	574	977	999	845	452	737	732	180	191	410	1213	1108	1120	1128	747	283	1731	588	523	1234	912	1250	1202	258	746	525	320	267	189	1401	710	335	1015	401	285	392	388	580	1311	1696	849	880	386	1061	740	583					
		64.38%	58.37%	61.30%	58.59%	59.38%	56.60%	82.66%	58.51%	58.75%	63.98%	58.55%	56.14%	62.26%	61.43%	58.30%	58.81%	55.85%	61.62%	55.75%	60.00%	56.55%	64.15%	59.32%	64.41%	66.28%	57.80%	62.99%	59.80%	71.00%	66.99%	72.03%	70.98%	65.38%	59.62%	73.31%	55.82%	81.27%	77.27%	81.34%	64.91%	61.96%	67.90%	88.71%	82.43%	61.81%	64.66%	67.23%	59.60%	60.77%	67.85%	69.20%	73.79%	60.38%	62.56%	63.05%	64.47%	68.92%	61.83%	63.64%	69.37%	75.07%	61.80%	74.37%	82.96%	65.31%	68.51%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1084	47	35	20	45	36	7	40	26	15	33	45	33	17	44	47	37	48	31	3	15	19	18	16	3	17	20	4	4	9	0	25	24	18	5	7	11	6	4	5	9	5	3	0	10	8	0	3	3	32	3	3	17	8	9	2	2	20	26	35	4	15	0	3	11	14					
		1.29%	1.79%	1.63%	1.41%	2.33%	2.04%	0.72%	3.04%	1.76%	1.27%	1.71%	2.14%	1.83%	0.85%	2.05%	2.78%	1.42%	2.34%	2.77%	0.92%	1.48%	1.25%	1.07%	1.22%	0.44%	1.33%	1.72%	1.33%	1.49%	1.47%	0.00%	1.60%	1.40%	0.95%	0.49%	1.38%	0.52%	0.79%	0.62%	0.26%	0.61%	0.27%	0.22%	0.00%	0.83%	0.99%	0.00%	0.67%	0.96%	1.55%	0.29%	0.66%	1.01%	1.25%	1.99%	0.33%	0.36%	2.13%	1.26%	1.43%	0.35%	1.05%	0.00%	0.23%	0.97%	1.65%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
