Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																											
Дата голосования: 04.12.2011																																																																											
																																																																											
Наименование Избирательной комиссии:    Анапская																																																																											
																																																																											
Сводная таблица результатов выборов																																																																											
																																																																											
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268					
14	Число погашенных неиспользованных открепительных удостоверений	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	75	0	0	3	1	2	3	2	1	1	2	2	6	0	1	1	4	1	1	0	3	3	2	1	0	1	0	0	0	0	2	1	0	2	0	2	1	0	0	2	1	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	2	5	1	0	0	0	0	1	2	3	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6461	326	167	51	260	211	206	118	192	15	87	169	199	100	255	153	177	120	87	33	219	65	118	7	71	155	22	22	16	65	0	128	29	39	46	8	107	28	13	95	87	144	37	16	42	5	3	2	5	215	2	3	191	57	40	48	15	105	145	169	85	176	43	166	96	96	111	96	82					
		7.65%	15.00%	10.48%	2.83%	13.14%	12.05%	11.54%	6.78%	10.22%	1.54%	4.63%	13.76%	11.43%	4.65%	9.86%	11.25%	9.78%	9.25%	12.78%	9.73%	12.31%	3.83%	7.63%	0.48%	11.40%	12.66%	2.06%	7.19%	5.35%	12.06%	0.00%	8.68%	1.67%	1.97%	3.92%	1.60%	4.48%	3.04%	1.74%	5.11%	5.08%	7.12%	3.45%	6.45%	3.73%	0.65%	0.48%	0.54%	1.40%	10.20%	0.25%	0.74%	12.98%	7.83%	9.78%	10.08%	2.63%	14.71%	11.68%	12.47%	10.04%	15.49%	11.20%	13.80%	8.31%	5.93%	10.66%	6.01%	9.81%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9532	295	300	232	254	219	198	174	271	38	93	207	299	110	176	165	412	152	108	76	268	56	228	179	84	187	163	38	43	68	208	160	217	36	79	7	179	20	18	208	172	209	135	46	43	13	3	8	6	319	38	8	301	137	100	112	60	141	189	212	99	225	87	77	175	34	116	95	147					
		11.29%	13.58%	18.83%	12.88%	12.84%	12.51%	11.09%	9.99%	14.43%	3.89%	4.94%	16.86%	17.17%	5.11%	6.81%	12.13%	22.78%	11.72%	15.86%	22.42%	15.06%	3.30%	14.75%	12.21%	13.48%	15.28%	15.29%	12.42%	14.38%	12.62%	10.41%	10.85%	12.52%	1.82%	6.74%	1.40%	7.49%	2.17%	2.41%	11.18%	10.04%	10.34%	12.58%	18.55%	3.82%	1.70%	0.48%	2.17%	1.69%	15.14%	4.84%	1.99%	20.45%	18.82%	24.45%	23.53%	10.51%	19.75%	15.23%	15.65%	11.69%	19.81%	22.66%	6.40%	15.15%	2.10%	11.14%	5.95%	17.58%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	693	32	20	2	37	15	24	5	36	1	7	3	4	8	5	14	30	2	11	5	29	4	25	3	6	16	2	6	0	10	0	8	14	0	10	0	8	4	3	6	12	12	0	2	1	0	0	1	0	33	0	0	22	4	4	4	2	19	16	16	7	22	8	19	12	7	21	27	7					
		0.82%	1.47%	1.26%	0.11%	1.87%	0.86%	1.34%	0.29%	1.92%	0.10%	0.37%	0.24%	0.23%	0.37%	0.19%	1.03%	1.66%	0.15%	1.62%	1.47%	1.63%	0.24%	1.62%	0.20%	0.96%	1.31%	0.19%	1.96%	0.00%	1.86%	0.00%	0.54%	0.81%	0.00%	0.85%	0.00%	0.33%	0.43%	0.40%	0.32%	0.70%	0.59%	0.00%	0.81%	0.09%	0.00%	0.00%	0.27%	0.00%	1.57%	0.00%	0.00%	1.49%	0.55%	0.98%	0.84%	0.35%	2.66%	1.29%	1.18%	0.83%	1.94%	2.08%	1.58%	1.04%	0.43%	2.02%	1.69%	0.84%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10955	454	241	250	317	310	295	201	274	40	34	91	306	79	223	241	288	154	106	45	329	254	272	92	123	247	43	46	7	101	199	172	291	78	133	6	344	29	33	408	229	267	108	7	26	38	70	12	7	298	38	6	315	112	65	101	17	147	329	301	133	236	45	89	130	154	207	203	109					
		12.97%	20.89%	15.13%	13.88%	16.03%	17.70%	16.53%	11.55%	14.59%	4.09%	1.81%	7.41%	17.58%	3.67%	8.62%	17.72%	15.92%	11.87%	15.57%	13.27%	18.49%	14.98%	17.59%	6.28%	19.74%	20.18%	4.03%	15.03%	2.34%	18.74%	9.95%	11.67%	16.79%	3.93%	11.35%	1.20%	14.39%	3.15%	4.42%	21.94%	13.36%	13.20%	10.07%	2.82%	2.31%	4.97%	11.09%	3.26%	1.97%	14.14%	4.84%	1.49%	21.40%	15.38%	15.89%	21.22%	2.98%	20.59%	26.51%	22.21%	15.70%	20.77%	11.72%	7.40%	11.26%	9.51%	19.88%	12.71%	13.04%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1578	3	53	2	85	87	71	12	62	2	1	12	14	17	39	57	55	4	45	7	78	2	25	5	8	35	2	4	1	18	0	51	17	2	7	1	32	6	13	37	16	19	0	5	1	0	0	2	0	94	0	4	36	10	12	15	5	34	59	80	10	37	3	32	19	41	20	31	21					
		1.87%	0.14%	3.33%	0.11%	4.30%	4.97%	3.98%	0.69%	3.30%	0.20%	0.05%	0.98%	0.80%	0.79%	1.51%	4.19%	3.04%	0.31%	6.61%	2.06%	4.38%	0.12%	1.62%	0.34%	1.28%	2.86%	0.19%	1.31%	0.33%	3.34%	0.00%	3.46%	0.98%	0.10%	0.60%	0.20%	1.34%	0.65%	1.74%	1.99%	0.93%	0.94%	0.00%	2.02%	0.09%	0.00%	0.00%	0.54%	0.00%	4.46%	0.00%	0.99%	2.45%	1.37%	2.93%	3.15%	0.88%	4.76%	4.75%	5.90%	1.18%	3.26%	0.78%	2.66%	1.65%	2.53%	1.92%	1.94%	2.51%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	53788	1007	782	1258	988	874	955	1226	992	877	1651	727	908	1824	1852	706	801	846	309	163	830	1306	852	1020	311	535	815	180	232	268	1592	924	1153	1810	870	478	1689	828	663	1081	1185	1341	786	168	1012	707	555	342	338	1060	707	382	582	397	178	186	467	244	467	525	499	405	185	801	710	1262	537	1131	446					
		63.69%	46.34%	49.09%	69.85%	49.95%	49.91%	53.50%	70.42%	52.82%	89.76%	87.77%	59.20%	52.15%	84.76%	71.62%	51.91%	44.28%	65.23%	45.37%	48.08%	46.66%	77.00%	55.11%	69.58%	49.92%	43.71%	76.45%	58.82%	77.59%	49.72%	79.64%	62.69%	66.53%	91.28%	74.23%	95.41%	70.67%	89.90%	88.87%	58.12%	69.14%	66.32%	73.25%	67.74%	89.88%	92.54%	87.96%	92.93%	94.94%	50.31%	90.06%	94.79%	39.54%	54.53%	43.52%	39.08%	81.79%	34.17%	37.63%	38.75%	58.91%	35.65%	48.18%	66.58%	61.47%	77.95%	51.59%	70.82%	53.35%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	362	23	8	0	14	12	11	3	18	1	6	0	5	3	14	7	13	3	7	3	8	7	7	12	5	13	2	0	0	3	0	9	8	3	8	1	5	0	0	7	0	7	0	1	1	0	0	1	0	12	0	0	6	2	3	3	4	6	15	16	3	9	0	1	3	5	5	5	5					
		0.43%	1.06%	0.50%	0.00%	0.71%	0.69%	0.62%	0.17%	0.96%	0.10%	0.32%	0.00%	0.29%	0.14%	0.54%	0.51%	0.72%	0.23%	1.03%	0.88%	0.45%	0.41%	0.45%	0.82%	0.80%	1.06%	0.19%	0.00%	0.00%	0.56%	0.00%	0.61%	0.46%	0.15%	0.68%	0.20%	0.21%	0.00%	0.00%	0.38%	0.00%	0.35%	0.00%	0.40%	0.09%	0.00%	0.00%	0.27%	0.00%	0.57%	0.00%	0.00%	0.41%	0.27%	0.73%	0.63%	0.70%	0.84%	1.21%	1.18%	0.35%	0.79%	0.00%	0.08%	0.26%	0.31%	0.48%	0.31%	0.60%					
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
