Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																														
Дата голосования: 07.12.2003 0:00:00																																																														
																																																														
Наименование Избирательной комиссии:    Буздякская																																																														
																																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																														
																																																														
		Сумма	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972	УИК №1973	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	133	15	21	20	1	5	3	1	6	2	0	0	0	0	0	2	0	1	2	0	0	0	4	1	0	4	2	3	0	0	0	3	0	0	0	3	0	4	0	3	0	8	2	1	3	2	1	0	0	0	1	3	2	0	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	118	9	14	7	4	6	6	2	2	2	1	0	4	1	0	1	2	2	3	0	2	1	1	1	1	1	4	1	1	0	0	0	5	0	1	4	0	2	1	1	0	2	1	1	3	0	2	0	1	1	3	0	2	3	6	0					
14	Число погашенных открепительных удостоверений	62	0	3	3	0	0	0	0	1	1	2	0	2	2	1	1	3	1	0	4	0	0	0	2	3	1	3	0	3	2	2	0	3	2	0	0	2	0	0	1	0	1	0	0	1	1	2	1	0	3	2	0	0	2	0	1					
15	Число открепительных удостоверений выданных ТИК	5	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
18	"1. ""ЕДИНЕНИЕ"""	737	53	35	58	14	15	9	6	10	10	8	13	24	8	4	8	10	17	13	11	6	0	32	12	2	7	30	7	5	4	7	26	10	8	4	22	0	9	4	6	7	29	26	24	0	11	9	21	3	9	20	17	14	5	14	1					
		3.99%	3.22%	2.36%	3.14%	4.50%	5.19%	5.05%	5.76%	2.57%	4.54%	4.02%	5.70%	4.12%	3.44%	6.34%	1.17%	6.94%	7.45%	5.28%	3.36%	1.72%	0.0%	6.36%	4.52%	2.06%	2.18%	6.14%	3.22%	3.14%	3.41%	4.63%	5.60%	4.87%	6.89%	3.84%	5.17%	0.0%	2.73%	3.70%	2.42%	10.14%	4.35%	8.30%	10.25%	0.0%	8.14%	9.67%	10.29%	3.0%	4.76%	5.64%	5.15%	5.36%	3.67%	2.75%	2.08%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	239	35	34	35	0	1	1	1	4	1	3	2	4	0	0	7	0	3	4	5	1	0	4	2	1	3	5	1	2	3	1	10	2	0	0	4	1	9	1	3	0	11	7	1	5	0	1	3	0	3	5	3	3	3	1	0					
		1.29%	2.12%	2.29%	1.89%	0.0%	0.34%	0.56%	0.96%	1.03%	0.45%	1.50%	0.87%	0.68%	0.0%	0.0%	1.02%	0.0%	1.31%	1.62%	1.52%	0.28%	0.0%	0.79%	0.75%	1.03%	0.93%	1.02%	0.46%	1.25%	2.56%	0.66%	2.15%	0.97%	0.0%	0.0%	0.94%	2.5%	2.73%	0.92%	1.21%	0.0%	1.65%	2.23%	0.42%	0.91%	0.0%	1.07%	1.47%	0.0%	1.58%	1.41%	0.90%	1.14%	2.20%	0.19%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	432	55	55	44	3	6	1	11	14	9	1	5	4	3	0	5	1	5	0	7	3	0	9	2	0	4	15	3	2	1	8	11	6	4	3	9	0	7	16	8	3	22	4	2	18	6	0	6	0	3	4	7	2	8	6	1					
		2.34%	3.34%	3.71%	2.38%	0.96%	2.07%	0.56%	10.57%	3.60%	4.09%	0.50%	2.19%	0.68%	1.29%	0.0%	0.73%	0.69%	2.19%	0.0%	2.14%	0.86%	0.0%	1.78%	0.75%	0.0%	1.24%	3.07%	1.38%	1.25%	0.85%	5.29%	2.37%	2.92%	3.44%	2.88%	2.11%	0.0%	2.12%	14.81%	3.23%	4.34%	3.30%	1.27%	0.85%	3.27%	4.44%	0.0%	2.94%	0.0%	1.58%	1.12%	2.12%	0.76%	5.88%	1.17%	2.08%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	172	23	26	32	4	2	2	0	7	2	2	0	4	0	0	5	2	0	1	3	2	0	4	1	0	2	3	2	4	0	2	6	2	1	1	1	0	4	1	2	0	1	0	2	0	0	0	1	4	0	2	2	2	0	4	1					
		0.93%	1.39%	1.75%	1.73%	1.28%	0.69%	1.12%	0.0%	1.80%	0.90%	1.00%	0.0%	0.68%	0.0%	0.0%	0.73%	1.38%	0.0%	0.40%	0.91%	0.57%	0.0%	0.79%	0.37%	0.0%	0.62%	0.61%	0.92%	2.51%	0.0%	1.32%	1.29%	0.97%	0.86%	0.96%	0.23%	0.0%	1.21%	0.92%	0.80%	0.0%	0.15%	0.0%	0.85%	0.0%	0.0%	0.0%	0.49%	4.0%	0.0%	0.56%	0.60%	0.76%	0.0%	0.78%	2.08%					
22	"5. ""За Русь Святую"""	47	2	4	3	0	2	5	2	3	2	0	1	1	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	1	0	0	2	4	0	1	0	0	1	1	2	1	0	0	0	0	0	1	0	0	3	0	0	0					
		0.25%	0.12%	0.27%	0.16%	0.0%	0.69%	2.80%	1.92%	0.77%	0.90%	0.0%	0.43%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.59%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	1.92%	0.94%	0.0%	0.30%	0.0%	0.0%	1.44%	0.15%	0.63%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	1.14%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	80	6	6	6	0	1	1	2	4	1	0	1	4	0	0	8	0	1	0	1	1	0	1	1	0	2	0	3	1	0	0	6	1	1	1	1	0	1	3	1	0	2	1	0	0	1	0	2	1	0	3	2	0	0	2	0					
		0.43%	0.36%	0.40%	0.32%	0.0%	0.34%	0.56%	1.92%	1.03%	0.45%	0.0%	0.43%	0.68%	0.0%	0.0%	1.17%	0.0%	0.43%	0.0%	0.30%	0.28%	0.0%	0.19%	0.37%	0.0%	0.62%	0.0%	1.38%	0.62%	0.0%	0.0%	1.29%	0.48%	0.86%	0.96%	0.23%	0.0%	0.30%	2.77%	0.40%	0.0%	0.30%	0.31%	0.0%	0.0%	0.74%	0.0%	0.98%	1.0%	0.0%	0.84%	0.60%	0.0%	0.0%	0.39%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	135	21	17	31	0	2	0	0	2	0	2	1	2	0	0	1	1	1	1	2	2	0	3	2	0	2	3	1	0	1	2	5	1	0	0	0	2	1	0	2	0	6	1	3	6	0	0	1	3	0	0	3	1	0	0	0					
		0.73%	1.27%	1.14%	1.67%	0.0%	0.69%	0.0%	0.0%	0.51%	0.0%	1.00%	0.43%	0.34%	0.0%	0.0%	0.14%	0.69%	0.43%	0.40%	0.61%	0.57%	0.0%	0.59%	0.75%	0.0%	0.62%	0.61%	0.46%	0.0%	0.85%	1.32%	1.07%	0.48%	0.0%	0.0%	0.0%	5.0%	0.30%	0.0%	0.80%	0.0%	0.90%	0.31%	1.28%	1.09%	0.0%	0.0%	0.49%	3.0%	0.0%	0.0%	0.90%	0.38%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	47	6	0	6	1	1	0	1	1	0	3	0	3	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	2	1	0	1	3	0	1	0	1	1	2	2	1	2	0	0	1	0	0	1	0	1	0	0	0					
		0.25%	0.36%	0.0%	0.32%	0.32%	0.34%	0.0%	0.96%	0.25%	0.0%	1.50%	0.0%	0.51%	0.0%	0.0%	0.14%	0.0%	0.43%	0.0%	0.30%	0.0%	0.0%	0.19%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.48%	0.0%	0.96%	0.70%	0.0%	0.30%	0.0%	0.40%	1.44%	0.30%	0.63%	0.42%	0.36%	0.0%	0.0%	0.49%	0.0%	0.0%	0.28%	0.0%	0.38%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	52	4	3	13	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	2	0	0	0	1	0	0	0	1	1	0	1	0	0	3	1	0	0	4	1	1	0	0	0	1	0	2	3	0	1	1	0	0					
		0.28%	0.24%	0.20%	0.70%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.50%	0.0%	0.17%	0.0%	0.0%	0.14%	0.69%	0.43%	0.40%	0.0%	0.28%	0.0%	0.0%	0.75%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.21%	0.48%	0.0%	0.96%	0.0%	0.0%	0.91%	0.92%	0.0%	0.0%	0.60%	0.31%	0.42%	0.0%	0.0%	0.0%	0.49%	0.0%	1.05%	0.84%	0.0%	0.38%	0.73%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1575	92	105	92	26	43	12	5	54	18	15	15	21	13	1	99	14	20	23	30	16	5	65	52	4	44	40	19	5	2	11	84	54	28	18	41	5	27	1	24	2	61	36	16	39	7	0	9	8	9	22	51	19	13	40	0					
		8.54%	5.59%	7.08%	4.98%	8.36%	14.87%	6.74%	4.80%	13.91%	8.18%	7.53%	6.57%	3.60%	5.60%	1.58%	14.53%	9.72%	8.77%	9.34%	9.17%	4.59%	3.20%	12.92%	19.62%	4.12%	13.70%	8.19%	8.75%	3.14%	1.70%	7.28%	18.10%	26.34%	24.13%	17.30%	9.64%	12.5%	8.20%	0.92%	9.71%	2.89%	9.15%	11.50%	6.83%	7.10%	5.18%	0.0%	4.41%	8.0%	4.76%	6.21%	15.45%	7.27%	9.55%	7.85%	0.0%					
28	"11. ""Истинные патриоты России"""	46	4	4	9	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	1	0	1	3	0	0	0	5	0	3	3	0	0	0	2	0	0	0	0	1	0	1	2	0	0	0	0	0					
		0.24%	0.24%	0.27%	0.48%	0.0%	0.34%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.37%	0.0%	0.0%	0.0%	0.92%	0.62%	0.0%	0.66%	0.64%	0.0%	0.0%	0.0%	1.17%	0.0%	0.91%	2.77%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.52%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	195	18	21	21	41	1	1	2	3	2	1	1	3	0	0	8	0	1	4	2	0	0	5	3	1	2	3	2	1	1	1	4	1	1	3	3	0	5	1	1	0	6	3	0	4	0	0	3	1	1	1	7	1	0	0	0					
		1.05%	1.09%	1.41%	1.13%	13.18%	0.34%	0.56%	1.92%	0.77%	0.90%	0.50%	0.43%	0.51%	0.0%	0.0%	1.17%	0.0%	0.43%	1.62%	0.61%	0.0%	0.0%	0.99%	1.13%	1.03%	0.62%	0.61%	0.92%	0.62%	0.85%	0.66%	0.86%	0.48%	0.86%	2.88%	0.70%	0.0%	1.51%	0.92%	0.40%	0.0%	0.90%	0.95%	0.0%	0.72%	0.0%	0.0%	1.47%	1.0%	0.52%	0.28%	2.12%	0.38%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	87	9	3	2	1	2	3	0	0	0	0	6	2	0	0	0	0	1	0	7	0	0	0	1	0	0	0	0	0	0	2	2	0	3	0	3	0	6	2	1	0	7	0	2	3	1	0	1	0	2	9	3	1	2	0	0					
		0.47%	0.54%	0.20%	0.10%	0.32%	0.69%	1.68%	0.0%	0.0%	0.0%	0.0%	2.63%	0.34%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	2.14%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.32%	0.43%	0.0%	2.58%	0.0%	0.70%	0.0%	1.82%	1.85%	0.40%	0.0%	1.05%	0.0%	0.85%	0.54%	0.74%	0.0%	0.49%	0.0%	1.05%	2.54%	0.90%	0.38%	1.47%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	109	7	6	1	2	3	2	1	2	0	0	0	1	0	0	5	0	0	0	3	5	0	4	3	0	0	2	1	0	3	1	8	3	2	1	3	0	3	1	1	1	4	0	0	2	8	4	1	0	1	4	5	4	1	0	0					
		0.59%	0.42%	0.40%	0.05%	0.64%	1.03%	1.12%	0.96%	0.51%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.91%	1.43%	0.0%	0.79%	1.13%	0.0%	0.0%	0.40%	0.46%	0.0%	2.56%	0.66%	1.72%	1.46%	1.72%	0.96%	0.70%	0.0%	0.91%	0.92%	0.40%	1.44%	0.60%	0.0%	0.0%	0.36%	5.92%	4.30%	0.49%	0.0%	0.52%	1.12%	1.51%	1.53%	0.73%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	68	4	5	7	1	4	1	0	1	0	0	0	0	0	0	2	0	0	1	0	1	0	2	2	0	0	2	1	0	0	0	2	0	0	0	1	0	1	0	1	0	19	2	1	0	1	0	0	0	0	4	0	1	0	1	0					
		0.36%	0.24%	0.33%	0.37%	0.32%	1.38%	0.56%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.40%	0.0%	0.28%	0.0%	0.39%	0.75%	0.0%	0.0%	0.40%	0.46%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.23%	0.0%	0.30%	0.0%	0.40%	0.0%	2.85%	0.63%	0.42%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	1.12%	0.0%	0.38%	0.0%	0.19%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	545	72	80	93	17	5	4	0	15	18	2	5	3	13	2	11	6	4	6	6	2	0	12	8	4	8	7	4	2	0	3	11	5	0	5	2	0	10	0	11	0	0	13	8	6	5	0	4	1	4	10	14	9	2	13	0					
		2.95%	4.37%	5.40%	5.03%	5.46%	1.73%	2.24%	0.0%	3.86%	8.18%	1.00%	2.19%	0.51%	5.60%	3.17%	1.61%	4.16%	1.75%	2.43%	1.83%	0.57%	0.0%	2.38%	3.01%	4.12%	2.49%	1.43%	1.84%	1.25%	0.0%	1.98%	2.37%	2.43%	0.0%	4.80%	0.47%	0.0%	3.03%	0.0%	4.45%	0.0%	0.0%	4.15%	3.41%	1.09%	3.70%	0.0%	1.96%	1.0%	2.11%	2.82%	4.24%	3.44%	1.47%	2.55%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	168	6	7	9	3	4	3	0	5	0	1	2	4	0	0	8	5	2	4	2	2	0	5	13	1	0	1	1	2	0	0	14	5	1	4	10	0	1	1	3	1	6	6	1	0	3	0	0	0	5	6	2	5	3	1	0					
		0.91%	0.36%	0.47%	0.48%	0.96%	1.38%	1.68%	0.0%	1.28%	0.0%	0.50%	0.87%	0.68%	0.0%	0.0%	1.17%	3.47%	0.87%	1.62%	0.61%	0.57%	0.0%	0.99%	4.90%	1.03%	0.0%	0.20%	0.46%	1.25%	0.0%	0.0%	3.01%	2.43%	0.86%	3.84%	2.35%	0.0%	0.30%	0.92%	1.21%	1.44%	0.90%	1.91%	0.42%	0.0%	2.22%	0.0%	0.0%	0.0%	2.64%	1.69%	0.60%	1.91%	2.20%	0.19%	0.0%					
35	"18. ""ЛДПР"""	1282	176	116	251	5	27	12	10	26	36	6	22	16	2	2	24	3	13	18	16	8	5	52	27	2	36	17	9	2	3	16	17	7	2	13	19	0	30	2	23	4	39	15	11	0	15	2	11	6	25	21	22	12	15	13	0					
		6.95%	10.69%	7.83%	13.59%	1.60%	9.34%	6.74%	9.61%	6.70%	16.36%	3.01%	9.64%	2.74%	0.86%	3.17%	3.52%	2.08%	5.70%	7.31%	4.89%	2.29%	3.20%	10.33%	10.18%	2.06%	11.21%	3.48%	4.14%	1.25%	2.56%	10.59%	3.66%	3.41%	1.72%	12.5%	4.47%	0.0%	9.11%	1.85%	9.31%	5.79%	5.85%	4.79%	4.70%	0.0%	11.11%	2.15%	5.39%	6.0%	13.22%	5.93%	6.66%	4.59%	11.02%	2.55%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	335	35	44	37	2	3	2	3	6	4	1	3	5	0	0	17	3	4	0	1	3	1	9	6	0	9	10	3	2	2	7	12	1	1	0	6	0	16	0	9	0	17	6	2	0	1	0	1	0	4	6	11	8	4	8	0					
		1.81%	2.12%	2.97%	2.00%	0.64%	1.03%	1.12%	2.88%	1.54%	1.81%	0.50%	1.31%	0.85%	0.0%	0.0%	2.49%	2.08%	1.75%	0.0%	0.30%	0.86%	0.64%	1.78%	2.26%	0.0%	2.80%	2.04%	1.38%	1.25%	1.70%	4.63%	2.58%	0.48%	0.86%	0.0%	1.41%	0.0%	4.86%	0.0%	3.64%	0.0%	2.55%	1.91%	0.85%	0.0%	0.74%	0.0%	0.49%	0.0%	2.11%	1.69%	3.33%	3.06%	2.94%	1.57%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	8847	639	536	729	152	99	85	36	157	85	129	91	438	170	52	413	76	93	129	166	268	134	226	86	60	140	278	136	100	88	63	139	73	43	22	197	27	154	40	109	31	304	114	120	374	47	74	115	65	84	188	115	112	43	358	45					
		47.97%	38.84%	36.19%	39.49%	48.87%	34.25%	47.75%	34.61%	40.46%	38.63%	64.82%	39.91%	75.25%	73.27%	82.53%	60.64%	52.77%	40.78%	52.43%	50.76%	77.01%	85.89%	44.93%	32.45%	61.85%	43.61%	56.96%	62.67%	62.89%	75.21%	41.72%	29.95%	35.60%	37.06%	21.15%	46.35%	67.5%	46.80%	37.03%	44.12%	44.92%	45.64%	36.42%	51.28%	68.12%	34.81%	79.56%	56.37%	65.0%	44.44%	53.10%	34.84%	42.91%	31.61%	70.33%	93.75%					
38	"21. ""Российская Конституционно-демократическая партия"""	51	3	1	4	0	0	1	1	0	1	0	1	4	0	1	2	0	1	1	0	0	1	2	2	0	0	3	1	0	1	1	3	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	1	0	0	5	2	0	2	1	0					
		0.27%	0.18%	0.06%	0.21%	0.0%	0.0%	0.56%	0.96%	0.0%	0.45%	0.0%	0.43%	0.68%	0.0%	1.58%	0.29%	0.0%	0.43%	0.40%	0.0%	0.0%	0.64%	0.39%	0.75%	0.0%	0.0%	0.61%	0.46%	0.0%	0.85%	0.66%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.92%	0.0%	0.0%	0.30%	0.0%	0.42%	0.0%	0.74%	0.0%	0.49%	0.0%	0.0%	1.41%	0.60%	0.0%	1.47%	0.19%	0.0%					
39	"22. ""Развитие предпринимательства"""	76	11	8	7	1	2	0	0	2	0	0	1	0	0	0	3	2	1	0	1	1	1	2	0	0	1	1	0	0	0	4	3	0	0	0	0	0	0	2	2	0	4	0	2	4	1	0	1	0	1	2	2	3	0	0	0					
		0.41%	0.66%	0.54%	0.37%	0.32%	0.69%	0.0%	0.0%	0.51%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.44%	1.38%	0.43%	0.0%	0.30%	0.28%	0.64%	0.39%	0.0%	0.0%	0.31%	0.20%	0.0%	0.0%	0.0%	2.64%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.85%	0.80%	0.0%	0.60%	0.0%	0.85%	0.72%	0.74%	0.0%	0.49%	0.0%	0.52%	0.56%	0.60%	1.14%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2150	266	285	257	27	54	17	17	52	19	17	39	30	22	1	31	12	30	29	61	23	8	51	31	21	36	45	13	28	7	15	46	12	14	6	69	4	24	9	15	6	62	41	19	75	16	0	10	6	13	36	37	35	10	41	0					
		11.65%	16.17%	19.24%	13.92%	8.68%	18.68%	9.55%	16.34%	13.40%	8.63%	8.54%	17.10%	5.15%	9.48%	1.58%	4.55%	8.33%	13.15%	11.78%	18.65%	6.60%	5.12%	10.13%	11.69%	21.64%	11.21%	9.22%	5.99%	17.61%	5.98%	9.93%	9.91%	5.85%	12.06%	5.76%	16.23%	10.0%	7.29%	8.33%	6.07%	8.69%	9.30%	13.09%	8.11%	13.66%	11.85%	0.0%	4.90%	6.0%	6.87%	10.16%	11.21%	13.40%	7.35%	8.05%	0.0%					
																																																														
41	Против всех	342	33	32	59	4	3	2	1	14	7	3	1	8	1	0	10	8	7	5	2	2	1	6	6	1	9	8	1	1	0	4	4	1	0	0	4	0	7	0	9	1	6	7	3	11	1	3	4	2	7	0	13	8	6	6	0					
		1.85%	2.00%	2.16%	3.19%	1.28%	1.03%	1.12%	0.96%	3.60%	3.18%	1.50%	0.43%	1.37%	0.43%	0.0%	1.46%	5.55%	3.07%	2.03%	0.61%	0.57%	0.64%	1.19%	2.26%	1.03%	2.80%	1.63%	0.46%	0.62%	0.0%	2.64%	0.86%	0.48%	0.0%	0.0%	0.94%	0.0%	2.12%	0.0%	3.64%	1.44%	0.90%	2.23%	1.28%	2.00%	0.74%	3.22%	1.96%	2.0%	3.70%	0.0%	3.93%	3.06%	4.41%	1.17%	0.0%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
