Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Мценская городская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №146	УИК №149	УИК №154	УИК №162	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №749									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	169	2	0	2	6	8	14	7	6	7	9	10	10	2	5	6	10	3	10	12	8	13	3	14	2	0									
		0.98%	1.05%	0.00%	0.28%	0.76%	1.07%	1.62%	0.87%	0.72%	0.89%	1.08%	1.27%	1.42%	0.59%	0.58%	0.70%	1.03%	0.55%	1.13%	1.31%	0.98%	1.47%	1.40%	1.62%	0.28%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	701	9	6	22	30	29	38	42	28	36	17	33	31	17	35	43	39	29	24	25	28	47	12	40	35	6									
		4.08%	4.71%	3.11%	3.11%	3.81%	3.88%	4.41%	5.22%	3.35%	4.59%	2.04%	4.18%	4.39%	5.04%	4.03%	4.98%	4.01%	5.35%	2.72%	2.72%	3.42%	5.32%	5.58%	4.63%	4.92%	8.57%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	363	2	3	23	29	16	20	15	13	20	21	18	12	8	14	14	13	14	16	19	8	23	5	20	13	4									
		2.11%	1.05%	1.55%	3.25%	3.68%	2.14%	2.32%	1.87%	1.55%	2.55%	2.52%	2.28%	1.70%	2.37%	1.61%	1.62%	1.34%	2.58%	1.81%	2.07%	0.98%	2.60%	2.33%	2.31%	1.83%	5.71%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6830	83	96	273	292	270	320	264	366	301	359	293	298	135	311	345	460	196	377	411	325	353	92	319	254	37									
		39.74%	43.46%	49.74%	38.56%	37.10%	36.10%	37.12%	32.84%	43.73%	38.39%	43.15%	37.09%	42.21%	40.06%	35.83%	39.98%	47.28%	36.16%	42.70%	44.77%	39.73%	39.98%	42.79%	36.92%	35.72%	52.86%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	100	2	0	2	4	6	6	3	8	4	1	6	4	2	6	2	5	2	4	10	3	5	2	9	4	0									
		0.58%	1.05%	0.00%	0.28%	0.51%	0.80%	0.70%	0.37%	0.96%	0.51%	0.12%	0.76%	0.57%	0.59%	0.69%	0.23%	0.51%	0.37%	0.45%	1.09%	0.37%	0.57%	0.93%	1.04%	0.56%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	36	0	0	2	2	1	2	3	0	2	3	2	1	0	0	5	1	3	0	2	0	4	0	1	2	0									
		0.21%	0.00%	0.00%	0.28%	0.25%	0.13%	0.23%	0.37%	0.00%	0.26%	0.36%	0.25%	0.14%	0.00%	0.00%	0.58%	0.10%	0.55%	0.00%	0.22%	0.00%	0.45%	0.00%	0.12%	0.28%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3451	45	39	146	150	126	150	172	163	146	178	167	146	89	196	181	168	129	170	142	180	160	36	180	180	12									
		20.08%	23.56%	20.21%	20.62%	19.06%	16.84%	17.40%	21.39%	19.47%	18.62%	21.39%	21.14%	20.68%	26.41%	22.58%	20.97%	17.27%	23.80%	19.25%	15.47%	22.00%	18.12%	16.74%	20.83%	25.32%	17.14%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	117	1	0	5	9	5	6	4	1	3	11	4	4	1	11	6	7	5	11	6	2	3	3	7	2	0									
		0.68%	0.52%	0.00%	0.71%	1.14%	0.67%	0.70%	0.50%	0.12%	0.38%	1.32%	0.51%	0.57%	0.30%	1.27%	0.70%	0.72%	0.92%	1.25%	0.65%	0.24%	0.34%	1.40%	0.81%	0.28%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	155	0	0	6	11	3	5	9	9	6	8	13	3	3	7	10	8	5	8	14	6	9	2	5	5	0									
		0.90%	0.00%	0.00%	0.85%	1.40%	0.40%	0.58%	1.12%	1.08%	0.77%	0.96%	1.65%	0.42%	0.89%	0.81%	1.16%	0.82%	0.92%	0.91%	1.53%	0.73%	1.02%	0.93%	0.58%	0.70%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	0	2	3	0	1	0	0	0	1	0	0	0	0	0	0	1	2	2	0	0	1	2	0									
		0.09%	0.00%	0.00%	0.00%	0.25%	0.40%	0.00%	0.12%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.22%	0.24%	0.00%	0.00%	0.12%	0.28%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	176	1	3	10	3	13	9	5	13	6	11	11	8	2	7	11	6	3	11	18	7	4	0	8	6	0									
		1.02%	0.52%	1.55%	1.41%	0.38%	1.74%	1.04%	0.62%	1.55%	0.77%	1.32%	1.39%	1.13%	0.59%	0.81%	1.27%	0.62%	0.55%	1.25%	1.96%	0.86%	0.45%	0.00%	0.93%	0.84%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3234	30	34	126	151	168	190	184	137	160	128	151	119	55	174	164	178	94	155	179	167	149	46	163	125	7									
		18.82%	15.71%	17.62%	17.80%	19.19%	22.46%	22.04%	22.89%	16.37%	20.41%	15.38%	19.11%	16.86%	16.32%	20.05%	19.00%	18.29%	17.34%	17.55%	19.50%	20.42%	16.87%	21.40%	18.87%	17.58%	10.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	72	1	1	2	4	3	7	5	6	5	2	6	3	0	2	1	1	5	3	2	2	3	0	5	3	0									
		0.42%	0.52%	0.52%	0.28%	0.51%	0.40%	0.81%	0.62%	0.72%	0.64%	0.24%	0.76%	0.42%	0.00%	0.23%	0.12%	0.10%	0.92%	0.34%	0.22%	0.24%	0.34%	0.00%	0.58%	0.42%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1229	8	9	61	72	65	59	59	61	56	64	51	39	12	67	47	59	37	69	57	67	80	8	68	52	2									
		7.15%	4.19%	4.66%	8.62%	9.15%	8.69%	6.84%	7.34%	7.29%	7.14%	7.69%	6.46%	5.52%	3.56%	7.72%	5.45%	6.06%	6.83%	7.81%	6.21%	8.19%	9.06%	3.72%	7.87%	7.31%	2.86%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
