Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Хабаровская (ОИК 70)																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №740	УИК №741	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №785	УИК №786	УИК №787	УИК №793	УИК №794	УИК №795	УИК №796									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	242	3	1	2	8	3	0	1	0	1	0	1	2	3	4	3	35	11	8	21	0	19	8	5	11	2	23	6	9	1	3	6	6	19	9	8									
14	Число погашенных неиспользованных открепительных удостоверений	348	28	4	3	22	4	4	6	4	0	0	0	3	0	0	0	5	8	5	42	6	26	13	17	11	2	10	21	11	8	21	9	6	21	25	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	5	1	0	1	2	0	0	0	15	2	0	1	2	0	1	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	156	3	3	1	3	3	0	2	0	3	2	2	0	1	2	7	1	2	0	8	11	1	3	7	7	1	9	11	8	6	10	2	13	6	14	4									
		1.25%	1.43%	2.73%	0.93%	0.66%	1.72%	0.00%	0.61%	0.00%	1.41%	1.82%	1.18%	0.00%	2.63%	1.37%	0.92%	0.88%	0.77%	0.00%	1.03%	0.72%	0.82%	0.73%	1.16%	1.86%	1.35%	1.21%	1.95%	1.47%	2.28%	1.62%	0.67%	1.72%	1.03%	2.18%	2.25%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	395	5	4	7	15	8	1	13	0	8	5	7	0	0	5	4	7	10	0	27	23	5	9	25	15	4	33	13	16	12	25	9	25	23	26	6									
		3.17%	2.38%	3.64%	6.48%	3.28%	4.60%	1.79%	3.98%	0.00%	3.76%	4.55%	4.12%	0.00%	0.00%	3.42%	0.52%	6.14%	3.86%	0.00%	3.47%	1.51%	4.10%	2.20%	4.13%	3.98%	5.41%	4.44%	2.30%	2.94%	4.56%	4.06%	3.02%	3.32%	3.93%	4.05%	3.37%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	315	4	3	1	13	5	1	7	0	9	3	5	0	5	5	10	5	14	1	13	12	2	15	14	11	1	28	10	14	12	19	10	29	15	9	10									
		2.53%	1.90%	2.73%	0.93%	2.84%	2.87%	1.79%	2.14%	0.00%	4.23%	2.73%	2.94%	0.00%	13.16%	3.42%	1.31%	4.39%	5.41%	1.85%	1.67%	0.79%	1.64%	3.66%	2.31%	2.92%	1.35%	3.76%	1.77%	2.57%	4.56%	3.08%	3.36%	3.85%	2.56%	1.40%	5.62%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5629	80	47	35	195	59	30	147	12	80	60	102	42	8	66	517	57	87	29	303	1096	42	167	282	146	29	261	289	170	98	239	98	268	203	216	69									
		45.18%	38.10%	42.73%	32.41%	42.58%	33.91%	53.57%	44.95%	63.16%	37.56%	54.55%	60.00%	77.78%	21.05%	45.21%	67.76%	50.00%	33.59%	53.70%	38.95%	72.11%	34.43%	40.73%	46.53%	38.73%	39.19%	35.08%	51.24%	31.25%	37.26%	38.80%	32.89%	35.54%	34.70%	33.64%	38.76%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	122	7	2	0	4	0	0	1	0	0	2	0	0	0	3	6	2	0	0	9	10	2	4	6	4	1	5	10	9	0	5	3	12	4	9	2									
		0.98%	3.33%	1.82%	0.00%	0.87%	0.00%	0.00%	0.31%	0.00%	0.00%	1.82%	0.00%	0.00%	0.00%	2.05%	0.79%	1.75%	0.00%	0.00%	1.16%	0.66%	1.64%	0.98%	0.99%	1.06%	1.35%	0.67%	1.77%	1.65%	0.00%	0.81%	1.01%	1.59%	0.68%	1.40%	1.12%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	0	0	0	1	0	0	2	0	1	0	0	0	0	0	2	1	0	1	1	1	1	0	0	0	0	1	2	4	2	3	0	0	0	4	1									
		0.22%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.61%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.88%	0.00%	1.85%	0.13%	0.07%	0.82%	0.00%	0.00%	0.00%	0.00%	0.13%	0.35%	0.74%	0.76%	0.49%	0.00%	0.00%	0.00%	0.62%	0.56%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3149	64	28	40	100	56	16	94	3	77	22	34	8	8	40	140	14	73	10	237	216	43	109	146	112	26	217	120	171	77	178	104	186	144	189	47									
		25.28%	30.48%	25.45%	37.04%	21.83%	32.18%	28.57%	28.75%	15.79%	36.15%	20.00%	20.00%	14.81%	21.05%	27.40%	18.35%	12.28%	28.19%	18.52%	30.46%	14.21%	35.25%	26.59%	24.09%	29.71%	35.14%	29.17%	21.28%	31.43%	29.28%	28.90%	34.90%	24.67%	24.62%	29.44%	26.40%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	92	0	2	0	3	6	0	1	0	0	0	0	0	0	0	6	0	0	0	6	5	2	6	3	5	0	3	2	5	4	5	2	5	11	9	1									
		0.74%	0.00%	1.82%	0.00%	0.66%	3.45%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.77%	0.33%	1.64%	1.46%	0.50%	1.33%	0.00%	0.40%	0.35%	0.92%	1.52%	0.81%	0.67%	0.66%	1.88%	1.40%	0.56%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	83	1	0	1	5	3	0	2	0	0	0	1	0	1	2	1	1	1	1	7	1	1	1	2	5	0	1	2	4	1	4	4	15	5	10	0									
		0.67%	0.48%	0.00%	0.93%	1.09%	1.72%	0.00%	0.61%	0.00%	0.00%	0.00%	0.59%	0.00%	2.63%	1.37%	0.13%	0.88%	0.39%	1.85%	0.90%	0.07%	0.82%	0.24%	0.33%	1.33%	0.00%	0.13%	0.35%	0.74%	0.38%	0.65%	1.34%	1.99%	0.85%	1.56%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	24	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	2	0	1	2	0	0	1	2	2	0	2	1	2	2	0	0									
		0.19%	0.95%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.13%	0.88%	0.00%	0.00%	0.13%	0.13%	0.00%	0.24%	0.33%	0.00%	0.00%	0.13%	0.35%	0.37%	0.00%	0.32%	0.34%	0.27%	0.34%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	186	4	4	3	6	4	0	5	0	3	1	0	2	1	1	3	0	0	0	9	21	1	7	9	4	0	11	9	16	2	4	2	17	14	22	1									
		1.49%	1.90%	3.64%	2.78%	1.31%	2.30%	0.00%	1.53%	0.00%	1.41%	0.91%	0.00%	3.70%	2.63%	0.68%	0.39%	0.00%	0.00%	0.00%	1.16%	1.38%	0.82%	1.71%	1.49%	1.06%	0.00%	1.48%	1.60%	2.94%	0.76%	0.65%	0.67%	2.25%	2.39%	3.43%	0.56%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1446	24	12	15	71	20	5	32	3	21	12	11	2	13	14	31	14	59	9	114	46	13	56	65	51	7	101	55	65	35	92	35	132	113	76	22									
		11.61%	11.43%	10.91%	13.89%	15.50%	11.49%	8.93%	9.79%	15.79%	9.86%	10.91%	6.47%	3.70%	34.21%	9.59%	4.06%	12.28%	22.78%	16.67%	14.65%	3.03%	10.66%	13.66%	10.73%	13.53%	9.46%	13.58%	9.75%	11.95%	13.31%	14.94%	11.74%	17.51%	19.32%	11.84%	12.36%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	53	1	0	1	2	1	0	0	0	1	0	0	0	0	1	4	0	0	0	2	3	1	3	5	0	0	5	4	4	2	2	1	0	5	5	0									
		0.43%	0.48%	0.00%	0.93%	0.44%	0.57%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.68%	0.52%	0.00%	0.00%	0.00%	0.26%	0.20%	0.82%	0.73%	0.83%	0.00%	0.00%	0.67%	0.71%	0.74%	0.76%	0.32%	0.34%	0.00%	0.85%	0.78%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	434	9	5	3	18	8	2	12	0	4	2	3	0	1	6	19	4	6	3	19	27	3	16	21	7	2	39	24	38	7	13	20	33	21	33	6									
		3.48%	4.29%	4.55%	2.78%	3.93%	4.60%	3.57%	3.67%	0.00%	1.88%	1.82%	1.76%	0.00%	2.63%	4.11%	2.49%	3.51%	2.32%	5.56%	2.44%	1.78%	2.46%	3.90%	3.47%	1.86%	2.70%	5.24%	4.26%	6.99%	2.66%	2.11%	6.71%	4.38%	3.59%	5.14%	3.37%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
