Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Карпинская городская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №1933	УИК №1934	УИК №1936	УИК №1937	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №2619									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	322	35	28	21	5	30	27	30	25	29	29	26	13	8	2	1	6	2	5									
		3.16%	3.38%	3.35%	2.40%	1.43%	2.96%	3.67%	3.36%	4.42%	5.65%	2.89%	2.88%	2.99%	3.76%	2.78%	4.35%	3.55%	1.07%	1.39%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4581	504	378	361	240	435	290	385	224	224	439	378	172	104	48	8	81	106	204									
		44.98%	48.74%	45.22%	41.21%	68.77%	42.90%	39.40%	43.06%	39.58%	43.66%	43.73%	41.91%	39.54%	48.83%	66.67%	34.78%	47.93%	56.68%	56.51%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	56	8	3	8	1	8	4	2	3	1	6	4	2	4	0	0	1	0	1									
		0.55%	0.77%	0.36%	0.91%	0.29%	0.79%	0.54%	0.22%	0.53%	0.19%	0.60%	0.44%	0.46%	1.88%	0.00%	0.00%	0.59%	0.00%	0.28%									
24	"6. Политическая партия ""Гражданская Платформа"""	46	1	3	3	0	8	5	3	4	2	3	10	2	0	1	0	1	0	0									
		0.45%	0.10%	0.36%	0.34%	0.00%	0.79%	0.68%	0.34%	0.71%	0.39%	0.30%	1.11%	0.46%	0.00%	1.39%	0.00%	0.59%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1952	207	153	178	47	172	156	130	100	118	171	182	110	50	8	7	40	41	82									
		19.17%	20.02%	18.30%	20.32%	13.47%	16.96%	21.20%	14.54%	17.67%	23.00%	17.03%	20.18%	25.29%	23.47%	11.11%	30.43%	23.67%	21.93%	22.71%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	49	4	2	6	0	5	4	3	6	1	7	6	1	3	0	0	0	0	1									
		0.48%	0.39%	0.24%	0.68%	0.00%	0.49%	0.54%	0.34%	1.06%	0.19%	0.70%	0.67%	0.23%	1.41%	0.00%	0.00%	0.00%	0.00%	0.28%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	67	2	6	3	1	11	5	8	3	2	12	7	1	1	1	0	1	0	3									
		0.66%	0.19%	0.72%	0.34%	0.29%	1.08%	0.68%	0.89%	0.53%	0.39%	1.20%	0.78%	0.23%	0.47%	1.39%	0.00%	0.59%	0.00%	0.83%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	1	1	1	0	0	1	1	0	2	3	1	1	1	0	0	0	1									
		0.14%	0.00%	0.12%	0.11%	0.29%	0.00%	0.00%	0.11%	0.18%	0.00%	0.20%	0.33%	0.23%	0.47%	1.39%	0.00%	0.00%	0.00%	0.28%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	104	9	4	10	3	13	5	11	7	6	9	7	8	3	0	0	3	3	3									
		1.02%	0.87%	0.48%	1.14%	0.86%	1.28%	0.68%	1.23%	1.24%	1.17%	0.90%	0.78%	1.84%	1.41%	0.00%	0.00%	1.78%	1.60%	0.83%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1154	114	99	116	32	138	91	122	81	48	104	111	44	11	2	2	12	13	14									
		11.33%	11.03%	11.84%	13.24%	9.17%	13.61%	12.36%	13.65%	14.31%	9.36%	10.36%	12.31%	10.11%	5.16%	2.78%	8.70%	7.10%	6.95%	3.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	36	2	2	0	4	2	3	6	2	3	3	2	3	0	0	0	1	0	3									
		0.35%	0.19%	0.24%	0.00%	1.15%	0.20%	0.41%	0.67%	0.35%	0.58%	0.30%	0.22%	0.69%	0.00%	0.00%	0.00%	0.59%	0.00%	0.83%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	939	77	77	81	5	100	81	104	67	44	138	82	38	18	3	2	4	7	11									
		9.22%	7.45%	9.21%	9.25%	1.43%	9.86%	11.01%	11.63%	11.84%	8.58%	13.75%	9.09%	8.74%	8.45%	4.17%	8.70%	2.37%	3.74%	3.05%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
