Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Алнашская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	460	30	30	10	15	15	10	15	10	15	15	15	15	15	15	30	10	30	30	10	20	15	10	15	10	15	10	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	251	17	22	3	14	3	2	4	10	12	2	0	15	11	15	16	4	7	30	10	7	12	4	2	7	3	10	7	1	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	111	4	7	0	1	0	1	2	2	1	49	0	1	3	1	2	2	0	8	2	3	2	2	5	2	4	2	2	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	209	13	8	7	1	12	8	11	0	3	13	15	0	4	0	14	6	23	0	0	13	3	6	13	3	12	0	3	9	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	84	18	14	4	3	0	0	2	0	6	5	0	0	4	0	1	0	3	4	1	2	9	2	1	0	2	1	0	1	1									
		0.78%	1.36%	0.96%	2.09%	0.90%	0.00%	0.00%	0.61%	0.00%	1.21%	1.64%	0.00%	0.00%	2.16%	0.00%	0.26%	0.00%	0.47%	0.74%	0.39%	0.55%	4.69%	2.11%	0.37%	0.00%	0.40%	0.45%	0.00%	0.78%	0.52%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	285	47	43	7	5	9	2	4	2	18	9	2	10	9	8	12	11	12	23	5	7	2	1	4	3	13	3	7	3	4									
		2.65%	3.56%	2.96%	3.66%	1.50%	2.74%	1.43%	1.22%	0.82%	3.64%	2.95%	0.50%	3.31%	4.86%	2.12%	3.16%	4.89%	1.89%	4.26%	1.95%	1.92%	1.04%	1.05%	1.49%	1.52%	2.61%	1.35%	4.55%	2.33%	2.06%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	112	15	23	0	3	4	2	3	2	9	4	3	5	4	1	6	3	4	7	2	4	1	1	2	0	1	2	0	1	0									
		1.04%	1.13%	1.59%	0.00%	0.90%	1.22%	1.43%	0.91%	0.82%	1.82%	1.31%	0.75%	1.66%	2.16%	0.26%	1.58%	1.33%	0.63%	1.30%	0.78%	1.10%	0.52%	1.05%	0.75%	0.00%	0.20%	0.90%	0.00%	0.78%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7844	845	955	132	239	260	114	243	199	335	203	344	229	129	327	273	169	530	355	189	273	139	64	211	153	402	176	111	93	152									
		72.95%	63.92%	65.82%	69.11%	71.77%	79.27%	81.43%	73.86%	81.22%	67.68%	66.56%	86.43%	75.83%	69.73%	86.51%	71.84%	75.11%	83.46%	65.74%	73.54%	75.00%	72.40%	67.37%	78.73%	77.66%	80.72%	78.92%	72.08%	72.09%	78.35%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	49	4	5	0	3	1	1	1	1	5	1	2	3	1	0	1	0	3	5	5	1	0	1	2	0	2	0	1	0	0									
		0.46%	0.30%	0.34%	0.00%	0.90%	0.30%	0.71%	0.30%	0.41%	1.01%	0.33%	0.50%	0.99%	0.54%	0.00%	0.26%	0.00%	0.47%	0.93%	1.95%	0.27%	0.00%	1.05%	0.75%	0.00%	0.40%	0.00%	0.65%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	1	2	0	1	1	0									
		0.12%	0.15%	0.07%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.27%	0.00%	0.00%	0.00%	0.51%	0.40%	0.00%	0.65%	0.78%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	759	95	123	11	23	21	9	26	12	38	30	15	25	16	13	32	17	27	42	16	32	11	9	20	14	25	21	10	12	14									
		7.06%	7.19%	8.48%	5.76%	6.91%	6.40%	6.43%	7.90%	4.90%	7.68%	9.84%	3.77%	8.28%	8.65%	3.44%	8.42%	7.56%	4.25%	7.78%	6.23%	8.79%	5.73%	9.47%	7.46%	7.11%	5.02%	9.42%	6.49%	9.30%	7.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	3	5	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	2	1	0	2	0	0	1	0	0	0	0	0									
		0.18%	0.23%	0.34%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.54%	0.26%	0.26%	0.00%	0.00%	0.37%	0.39%	0.00%	1.04%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	48	12	8	1	2	3	0	1	0	0	0	1	1	0	1	2	2	1	4	1	2	1	0	1	0	2	0	1	0	1									
		0.45%	0.91%	0.55%	0.52%	0.60%	0.91%	0.00%	0.30%	0.00%	0.00%	0.00%	0.25%	0.33%	0.00%	0.26%	0.53%	0.89%	0.16%	0.74%	0.39%	0.55%	0.52%	0.00%	0.37%	0.00%	0.40%	0.00%	0.65%	0.00%	0.52%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	2	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.26%	0.26%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	43	6	6	0	2	1	1	1	0	0	6	0	3	0	3	1	0	1	1	0	0	0	1	1	0	2	0	6	0	1									
		0.40%	0.45%	0.41%	0.00%	0.60%	0.30%	0.71%	0.30%	0.00%	0.00%	1.97%	0.00%	0.99%	0.00%	0.79%	0.26%	0.00%	0.16%	0.19%	0.00%	0.00%	0.00%	1.05%	0.37%	0.00%	0.40%	0.00%	3.90%	0.00%	0.52%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1032	205	175	21	36	23	10	30	22	58	34	22	13	14	17	30	11	36	78	22	30	23	5	18	16	31	13	13	13	13									
		9.60%	15.51%	12.06%	10.99%	10.81%	7.01%	7.14%	9.12%	8.98%	11.72%	11.15%	5.53%	4.30%	7.57%	4.50%	7.89%	4.89%	5.67%	14.44%	8.56%	8.24%	11.98%	5.26%	6.72%	8.12%	6.22%	5.83%	8.44%	10.08%	6.70%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	1	2	2	0	0	0	3	0	0	0	4	1	0	1	2	0	0	0	3	0	0	0	2	0	1	1	0	0	0									
		0.21%	0.08%	0.14%	1.05%	0.00%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	1.01%	0.33%	0.00%	0.26%	0.53%	0.00%	0.00%	0.00%	1.17%	0.00%	0.00%	0.00%	0.75%	0.00%	0.20%	0.45%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	230	31	39	6	8	3	0	9	3	13	9	2	7	2	3	15	3	11	11	3	10	3	7	6	7	9	2	3	2	3									
		2.14%	2.34%	2.69%	3.14%	2.40%	0.91%	0.00%	2.74%	1.22%	2.63%	2.95%	0.50%	2.32%	1.08%	0.79%	3.95%	1.33%	1.73%	2.04%	1.17%	2.75%	1.56%	7.37%	2.24%	3.55%	1.81%	0.90%	1.95%	1.55%	1.55%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
