Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
Наименование Избирательной комиссии:    Бардымская																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	484	15	20	35	15	15	7	3	3	8	5	8	3	50	10	6	5	4	3	25	12	22	10	10	10	30	14	13	5	3	3	5	4	10	5	5	3	5	7	3	5	5	3	15	10	17	5	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	143	21	6	4	5	13	3	0	1	2	1	6	3	4	6	1	3	3	1	8	2	2	0	4	1	4	0	1	5	4	2	3	0	8	0	0	1	1	5	3	1	1	1	2	0	1	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	4	1	4	1	5	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	74	3	3	5	2	2	2	0	0	1	3	2	2	3	1	0	1	0	2	5	3	1	0	3	3	1	0	0	1	0	1	1	0	5	2	3	0	1	1	0	0	1	0	1	1	4	3	1									
		0.76%	0.55%	0.69%	0.81%	0.49%	0.38%	1.50%	0.00%	0.00%	0.39%	1.42%	0.86%	2.44%	0.58%	0.81%	0.00%	0.57%	0.00%	1.23%	0.91%	5.66%	0.72%	0.00%	0.55%	0.98%	0.64%	0.00%	0.00%	0.57%	0.00%	1.67%	0.54%	0.00%	0.93%	1.17%	1.39%	0.00%	0.32%	0.55%	0.00%	0.00%	1.35%	0.00%	0.52%	0.72%	1.79%	2.26%	0.82%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	447	29	18	27	26	23	5	1	2	4	6	5	1	12	2	0	10	3	11	26	2	3	4	36	16	5	4	1	3	3	3	14	9	35	4	16	2	25	6	3	5	5	1	7	6	9	5	4									
		4.60%	5.33%	4.12%	4.35%	6.33%	4.40%	3.76%	2.08%	3.17%	1.56%	2.84%	2.15%	1.22%	2.33%	1.63%	0.00%	5.75%	4.41%	6.75%	4.73%	3.77%	2.16%	3.81%	6.55%	5.25%	3.18%	8.70%	2.27%	1.72%	4.92%	5.00%	7.57%	6.52%	6.49%	2.34%	7.41%	3.51%	8.04%	3.30%	8.33%	6.85%	6.76%	3.70%	3.61%	4.35%	4.02%	3.76%	3.28%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	209	17	13	16	15	15	1	1	2	7	5	4	1	15	2	0	3	2	5	5	2	6	2	7	2	1	0	1	10	0	2	1	3	21	5	1	3	1	2	0	0	2	0	1	1	2	2	2									
		2.15%	3.13%	2.97%	2.58%	3.65%	2.87%	0.75%	2.08%	3.17%	2.72%	2.37%	1.72%	1.22%	2.91%	1.63%	0.00%	1.72%	2.94%	3.07%	0.91%	3.77%	4.32%	1.90%	1.27%	0.66%	0.64%	0.00%	2.27%	5.75%	0.00%	3.33%	0.54%	2.17%	3.90%	2.92%	0.46%	5.26%	0.32%	1.10%	0.00%	0.00%	2.70%	0.00%	0.52%	0.72%	0.89%	1.50%	1.64%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5160	265	174	292	198	241	70	26	36	127	118	164	53	320	71	36	84	36	91	273	27	87	58	322	203	84	31	27	84	39	31	105	79	237	83	109	40	155	120	22	34	23	19	107	84	127	73	75									
		53.13%	48.71%	39.82%	47.10%	48.18%	46.08%	52.63%	54.17%	57.14%	49.42%	55.92%	70.39%	64.63%	62.02%	57.72%	85.71%	48.28%	52.94%	55.83%	49.64%	50.94%	62.59%	55.24%	58.55%	66.56%	53.50%	67.39%	61.36%	48.28%	63.93%	51.67%	56.76%	57.25%	43.97%	48.54%	50.46%	70.18%	49.84%	65.93%	61.11%	46.58%	31.08%	70.37%	55.15%	60.87%	56.70%	54.89%	61.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	45	0	2	5	4	3	0	0	0	2	3	1	0	2	2	0	0	0	1	2	0	0	0	4	2	2	0	0	0	0	0	0	0	1	1	2	0	1	2	0	1	0	0	0	0	2	0	0									
		0.46%	0.00%	0.46%	0.81%	0.97%	0.57%	0.00%	0.00%	0.00%	0.78%	1.42%	0.43%	0.00%	0.39%	1.63%	0.00%	0.00%	0.00%	0.61%	0.36%	0.00%	0.00%	0.00%	0.73%	0.66%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.58%	0.93%	0.00%	0.32%	1.10%	0.00%	1.37%	0.00%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	50	2	2	4	1	8	1	2	0	0	0	2	1	3	0	0	0	0	1	0	0	1	2	0	0	1	0	0	0	0	0	3	0	2	2	3	0	3	2	0	0	0	0	1	1	0	1	1									
		0.51%	0.37%	0.46%	0.65%	0.24%	1.53%	0.75%	4.17%	0.00%	0.00%	0.00%	0.86%	1.22%	0.58%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.72%	1.90%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	1.62%	0.00%	0.37%	1.17%	1.39%	0.00%	0.96%	1.10%	0.00%	0.00%	0.00%	0.00%	0.52%	0.72%	0.00%	0.75%	0.82%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	949	50	44	79	43	50	6	3	7	29	24	15	4	40	19	0	16	10	19	65	1	18	5	48	18	21	4	5	38	4	8	17	18	46	12	18	4	32	9	1	7	10	5	12	6	24	21	14									
		9.77%	9.19%	10.07%	12.74%	10.46%	9.56%	4.51%	6.25%	11.11%	11.28%	11.37%	6.44%	4.88%	7.75%	15.45%	0.00%	9.20%	14.71%	11.66%	11.82%	1.89%	12.95%	4.76%	8.73%	5.90%	13.38%	8.70%	11.36%	21.84%	6.56%	13.33%	9.19%	13.04%	8.53%	7.02%	8.33%	7.02%	10.29%	4.95%	2.78%	9.59%	13.51%	18.52%	6.19%	4.35%	10.71%	15.79%	11.48%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	52	2	6	8	3	3	1	0	0	3	3	0	0	1	0	0	0	0	0	3	0	0	1	3	0	2	0	0	0	0	0	0	1	2	0	1	0	2	2	1	0	1	0	2	0	0	1	0									
		0.54%	0.37%	1.37%	1.29%	0.73%	0.57%	0.75%	0.00%	0.00%	1.17%	1.42%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.95%	0.55%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.37%	0.00%	0.46%	0.00%	0.64%	1.10%	2.78%	0.00%	1.35%	0.00%	1.03%	0.00%	0.00%	0.75%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	100	12	3	13	2	5	0	1	0	10	2	3	1	5	1	0	1	0	0	9	1	1	0	7	5	1	1	0	0	0	0	0	0	6	1	1	0	4	1	0	0	0	0	1	1	0	1	0									
		1.03%	2.21%	0.69%	2.10%	0.49%	0.96%	0.00%	2.08%	0.00%	3.89%	0.95%	1.29%	1.22%	0.97%	0.81%	0.00%	0.57%	0.00%	0.00%	1.64%	1.89%	0.72%	0.00%	1.27%	1.64%	0.64%	2.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.58%	0.46%	0.00%	1.29%	0.55%	0.00%	0.00%	0.00%	0.00%	0.52%	0.72%	0.00%	0.75%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	2	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	2	0	4	1	1	1	0									
		0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.19%	0.00%	0.00%	0.57%	1.47%	1.23%	0.00%	0.00%	0.72%	0.95%	0.18%	0.33%	0.00%	2.17%	0.00%	0.57%	0.00%	0.00%	0.00%	0.72%	0.00%	0.58%	0.00%	0.00%	0.00%	0.55%	0.00%	1.37%	2.70%	0.00%	2.06%	0.72%	0.45%	0.75%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	107	7	4	3	7	12	1	0	0	5	1	1	0	1	2	0	5	2	1	13	0	1	0	9	1	1	0	2	4	0	1	0	0	5	2	1	1	5	1	0	0	0	0	8	0	0	0	0									
		1.10%	1.29%	0.92%	0.48%	1.70%	2.29%	0.75%	0.00%	0.00%	1.95%	0.47%	0.43%	0.00%	0.19%	1.63%	0.00%	2.87%	2.94%	0.61%	2.36%	0.00%	0.72%	0.00%	1.64%	0.33%	0.64%	0.00%	4.55%	2.30%	0.00%	1.67%	0.00%	0.00%	0.93%	1.17%	0.46%	1.75%	1.61%	0.55%	0.00%	0.00%	0.00%	0.00%	4.12%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1488	106	68	96	73	82	34	9	7	45	29	23	11	87	12	6	40	8	17	84	7	9	15	69	27	21	0	6	15	11	12	31	20	125	30	33	3	49	22	5	19	24	0	32	12	32	10	12									
		15.32%	19.49%	15.56%	15.48%	17.76%	15.68%	25.56%	18.75%	11.11%	17.51%	13.74%	9.87%	13.41%	16.86%	9.76%	14.29%	22.99%	11.76%	10.43%	15.27%	13.21%	6.47%	14.29%	12.55%	8.85%	13.38%	0.00%	13.64%	8.62%	18.03%	20.00%	16.76%	14.49%	23.19%	17.54%	15.28%	5.26%	15.76%	12.09%	13.89%	26.03%	32.43%	0.00%	16.49%	8.70%	14.29%	7.52%	9.84%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	0	1	3	2	2	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	2	0	0	0									
		0.24%	0.00%	0.23%	0.48%	0.49%	0.38%	0.00%	0.00%	0.00%	0.39%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.18%	0.33%	0.00%	4.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.64%	0.00%	0.00%	1.37%	0.00%	0.00%	0.00%	1.45%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	549	37	45	47	22	47	7	4	4	18	15	6	3	9	7	0	11	4	4	31	5	3	4	27	16	9	0	1	9	3	2	5	3	23	13	12	2	16	8	2	2	5	2	10	11	11	14	10									
		5.65%	6.80%	10.30%	7.58%	5.35%	8.99%	5.26%	8.33%	6.35%	7.00%	7.11%	2.58%	3.66%	1.74%	5.69%	0.00%	6.32%	5.88%	2.45%	5.64%	9.43%	2.16%	3.81%	4.91%	5.25%	5.73%	0.00%	2.27%	5.17%	4.92%	3.33%	2.70%	2.17%	4.27%	7.60%	5.56%	3.51%	5.14%	4.40%	5.56%	2.74%	6.76%	7.41%	5.15%	7.97%	4.91%	10.53%	8.20%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
