Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Каширская городская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №650	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	765	0	25	15	20	10	25	15	20	15	15	20	10	20	15	20	15	15	20	20	15	20	20	20	30	15	25	15	15	15	15	30	15	15	15	20	15	15	20	15	10	15	15	15	15	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	472	0	20	7	13	2	16	4	15	4	10	7	0	18	5	20	9	12	15	5	8	12	4	18	26	7	24	1	7	7	15	27	4	11	7	16	1	10	17	15	6	15	15	13	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	343	0	14	8	6	7	10	3	7	3	5	7	7	7	4	0	1	2	6	7	5	6	4	19	12	2	10	5	8	8	33	9	6	8	7	5	27	2	7	11	8	11	5	9	2	10									
14	Число погашенных неиспользованных открепительных удостоверений	293	0	5	8	7	8	9	11	5	11	5	13	10	2	10	0	6	3	5	15	7	8	16	2	4	8	1	14	8	8	0	3	11	4	8	4	14	5	3	0	4	0	0	2	11	15									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	86	0	4	0	1	3	5	2	7	4	4	6	1	4	0	2	1	1	4	2	0	0	2	2	2	2	5	0	1	3	1	4	0	5	0	2	0	1	1	1	0	0	1	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	326	2	19	9	17	5	7	4	14	10	9	13	4	12	1	12	8	7	12	18	10	11	11	5	11	2	11	3	8	5	6	10	5	9	5	2	2	3	1	3	0	10	2	2	0	6									
		1.69%	0.64%	2.29%	2.56%	3.46%	2.34%	1.02%	1.42%	2.19%	2.46%	1.98%	2.74%	3.74%	1.66%	0.61%	1.49%	2.31%	1.64%	1.52%	2.40%	1.87%	1.89%	1.98%	0.62%	1.68%	1.10%	1.78%	1.54%	2.61%	1.38%	1.58%	1.72%	1.99%	2.22%	3.03%	0.28%	1.01%	1.65%	0.31%	0.76%	0.00%	1.68%	0.53%	1.33%	0.00%	1.54%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	506	1	27	12	16	7	26	8	11	8	12	12	4	17	4	11	9	9	17	19	16	14	13	12	16	3	19	7	6	18	19	9	1	10	2	20	7	10	17	9	3	20	15	4	0	6									
		2.62%	0.32%	3.26%	3.41%	3.26%	3.27%	3.81%	2.84%	1.72%	1.97%	2.64%	2.53%	3.74%	2.35%	2.45%	1.36%	2.59%	2.11%	2.16%	2.54%	2.99%	2.41%	2.34%	1.48%	2.45%	1.65%	3.07%	3.59%	1.95%	4.96%	5.01%	1.54%	0.40%	2.46%	1.21%	2.84%	3.54%	5.49%	5.26%	2.27%	2.86%	3.35%	3.99%	2.67%	0.00%	1.54%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	523	1	17	11	19	4	23	6	18	15	14	21	0	22	5	25	14	14	31	24	16	23	16	9	19	5	21	4	7	4	3	7	1	12	6	23	3	8	4	13	3	15	5	2	2	8									
		2.70%	0.32%	2.05%	3.13%	3.87%	1.87%	3.37%	2.13%	2.82%	3.69%	3.08%	4.43%	0.00%	3.04%	3.07%	3.10%	4.03%	3.28%	3.93%	3.20%	2.99%	3.95%	2.88%	1.11%	2.91%	2.75%	3.39%	2.05%	2.28%	1.10%	0.79%	1.20%	0.40%	2.96%	3.64%	3.26%	1.52%	4.40%	1.24%	3.27%	2.86%	2.51%	1.33%	1.33%	2.35%	2.06%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9211	275	431	142	217	86	282	126	300	182	193	223	45	308	72	368	143	161	329	323	237	275	250	459	295	76	264	75	157	167	158	327	107	202	84	426	89	91	164	189	52	311	199	96	38	217									
		47.63%	88.14%	52.05%	40.34%	44.20%	40.19%	41.29%	44.68%	46.95%	44.83%	42.42%	47.05%	42.06%	42.54%	44.17%	45.66%	41.21%	37.70%	41.75%	43.12%	44.38%	47.25%	44.96%	56.74%	45.18%	41.76%	42.65%	38.46%	51.14%	46.01%	41.69%	56.09%	42.63%	49.75%	50.91%	60.43%	44.95%	50.00%	50.77%	47.61%	49.52%	52.09%	52.93%	64.00%	44.71%	55.78%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	153	2	4	4	7	0	6	3	4	6	3	2	0	6	0	6	4	5	7	5	10	7	7	1	7	1	12	1	1	2	4	5	3	3	0	1	1	1	0	2	1	3	0	0	0	6									
		0.79%	0.64%	0.48%	1.14%	1.43%	0.00%	0.88%	1.06%	0.63%	1.48%	0.66%	0.42%	0.00%	0.83%	0.00%	0.74%	1.15%	1.17%	0.89%	0.67%	1.87%	1.20%	1.26%	0.12%	1.07%	0.55%	1.94%	0.51%	0.33%	0.55%	1.06%	0.86%	1.20%	0.74%	0.00%	0.14%	0.51%	0.55%	0.00%	0.50%	0.95%	0.50%	0.00%	0.00%	0.00%	1.54%									
24	"6. Политическая партия ""Гражданская Платформа"""	31	0	0	1	0	1	1	2	0	1	0	2	1	2	0	2	0	1	1	2	0	1	0	2	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	1	2	0	0	1	1	1									
		0.16%	0.00%	0.00%	0.28%	0.00%	0.47%	0.15%	0.71%	0.00%	0.25%	0.00%	0.42%	0.93%	0.28%	0.00%	0.25%	0.00%	0.23%	0.13%	0.27%	0.00%	0.17%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.40%	0.25%	0.61%	0.00%	0.00%	0.00%	0.00%	0.25%	1.90%	0.00%	0.00%	0.67%	1.18%	0.26%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3134	27	106	52	74	29	117	57	98	61	86	76	19	138	36	131	64	78	132	133	102	84	92	122	103	25	114	38	46	64	75	85	58	62	26	70	29	19	54	67	19	100	54	18	12	82									
		16.21%	8.65%	12.80%	14.77%	15.07%	13.55%	17.13%	20.21%	15.34%	15.02%	18.90%	16.03%	17.76%	19.06%	22.09%	16.25%	18.44%	18.27%	16.75%	17.76%	19.10%	14.43%	16.55%	15.08%	15.77%	13.74%	18.42%	19.49%	14.98%	17.63%	19.79%	14.58%	23.11%	15.27%	15.76%	9.93%	14.65%	10.44%	16.72%	16.88%	18.10%	16.75%	14.36%	12.00%	14.12%	21.08%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	115	0	7	0	0	2	6	2	1	3	4	0	0	8	3	4	2	3	5	5	3	3	5	1	7	6	3	0	4	2	4	3	3	1	1	1	1	0	3	2	1	3	0	0	1	2									
		0.59%	0.00%	0.85%	0.00%	0.00%	0.93%	0.88%	0.71%	0.16%	0.74%	0.88%	0.00%	0.00%	1.10%	1.84%	0.50%	0.58%	0.70%	0.63%	0.67%	0.56%	0.52%	0.90%	0.12%	1.07%	3.30%	0.48%	0.00%	1.30%	0.55%	1.06%	0.51%	1.20%	0.25%	0.61%	0.14%	0.51%	0.00%	0.93%	0.50%	0.95%	0.50%	0.00%	0.00%	1.18%	0.51%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	192	0	9	5	7	4	10	3	3	5	4	4	0	6	0	10	3	6	16	14	4	7	6	2	10	1	11	1	4	2	1	7	3	4	1	3	2	1	3	1	1	4	2	0	1	1									
		0.99%	0.00%	1.09%	1.42%	1.43%	1.87%	1.46%	1.06%	0.47%	1.23%	0.88%	0.84%	0.00%	0.83%	0.00%	1.24%	0.86%	1.41%	2.03%	1.87%	0.75%	1.20%	1.08%	0.25%	1.53%	0.55%	1.78%	0.51%	1.30%	0.55%	0.26%	1.20%	1.20%	0.99%	0.61%	0.43%	1.01%	0.55%	0.93%	0.25%	0.95%	0.67%	0.53%	0.00%	1.18%	0.26%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	2	2	1	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0									
		0.09%	0.00%	0.12%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.34%	0.36%	0.12%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	413	1	12	10	20	9	17	13	14	8	7	5	3	35	4	33	9	24	28	21	7	17	20	3	4	4	14	5	2	7	10	8	5	4	3	3	4	2	0	1	3	7	1	2	0	4									
		2.14%	0.32%	1.45%	2.84%	4.07%	4.21%	2.49%	4.61%	2.19%	1.97%	1.54%	1.05%	2.80%	4.83%	2.45%	4.09%	2.59%	5.62%	3.55%	2.80%	1.31%	2.92%	3.60%	0.37%	0.61%	2.20%	2.26%	2.56%	0.65%	1.93%	2.64%	1.37%	1.99%	0.99%	1.82%	0.43%	2.02%	1.10%	0.00%	0.25%	2.86%	1.17%	0.27%	1.33%	0.00%	1.03%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3306	2	144	70	74	47	141	43	118	76	88	80	21	117	24	144	58	70	136	121	76	98	89	146	123	48	86	44	55	58	69	94	45	73	28	134	49	31	58	55	9	101	86	20	23	34									
		17.10%	0.64%	17.39%	19.89%	15.07%	21.96%	20.64%	15.25%	18.47%	18.72%	19.34%	16.88%	19.63%	16.16%	14.72%	17.87%	16.71%	16.39%	17.26%	16.15%	14.23%	16.84%	16.01%	18.05%	18.84%	26.37%	13.89%	22.56%	17.92%	15.98%	18.21%	16.12%	17.93%	17.98%	16.97%	19.01%	24.75%	17.03%	17.96%	13.85%	8.57%	16.92%	22.87%	13.33%	27.06%	8.74%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	81	0	1	2	2	0	3	0	4	6	2	1	0	5	1	2	5	0	3	4	3	4	5	1	3	1	4	0	0	2	5	0	0	3	0	2	0	1	0	3	0	0	0	0	1	2									
		0.42%	0.00%	0.12%	0.57%	0.41%	0.00%	0.44%	0.00%	0.63%	1.48%	0.44%	0.21%	0.00%	0.69%	0.61%	0.25%	1.44%	0.00%	0.38%	0.53%	0.56%	0.69%	0.90%	0.12%	0.46%	0.55%	0.65%	0.00%	0.00%	0.55%	1.32%	0.00%	0.00%	0.74%	0.00%	0.28%	0.00%	0.55%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	1.18%	0.51%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	671	0	27	12	12	9	30	4	22	13	15	21	0	23	5	24	13	22	40	39	26	18	20	42	27	4	36	7	12	13	8	16	6	7	1	7	7	7	9	36	5	9	4	1	4	8									
		3.47%	0.00%	3.26%	3.41%	2.44%	4.21%	4.39%	1.42%	3.44%	3.20%	3.30%	4.43%	0.00%	3.18%	3.07%	2.98%	3.75%	5.15%	5.08%	5.21%	4.87%	3.09%	3.60%	5.19%	4.13%	2.20%	5.82%	3.59%	3.91%	3.58%	2.11%	2.74%	2.39%	1.72%	0.61%	0.99%	3.54%	3.85%	2.79%	9.07%	4.76%	1.51%	1.06%	0.67%	4.71%	2.06%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
