Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Гагинская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №755	УИК №756	УИК №757	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782									
		0.98%	1.36%	2.47%	0.00%	0.00%	0.00%	1.28%	1.20%	1.13%	0.38%	2.61%	3.20%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	1.21%	1.86%	0.00%	1.09%	1.08%	0.00%	0.00%	0.00%	0.85%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3869	296	316	190	117	142	107	92	91	199	180	78	223	78	95	119	69	67	136	158	118	106	55	141	73	94	375	154									
		63.43%	50.43%	48.77%	47.86%	57.07%	73.20%	68.59%	55.42%	51.41%	75.09%	58.63%	62.40%	67.78%	75.00%	79.83%	74.38%	81.18%	78.82%	61.82%	63.97%	73.29%	68.39%	59.78%	75.81%	80.22%	75.20%	78.13%	65.81%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	19	2	3	0	4	0	0	0	2	0	1	0	1	1	0	0	0	0	0	3	1	0	0	1	0	0	0	0									
		0.31%	0.34%	0.46%	0.00%	1.95%	0.00%	0.00%	0.00%	1.13%	0.00%	0.33%	0.00%	0.30%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	1.21%	0.62%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0									
		0.07%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.80%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	990	121	142	112	44	29	30	37	35	24	44	16	41	17	10	21	4	8	42	31	15	30	19	22	9	13	39	35									
		16.23%	20.61%	21.91%	28.21%	21.46%	14.95%	19.23%	22.29%	19.77%	9.06%	14.33%	12.80%	12.46%	16.35%	8.40%	13.13%	4.71%	9.41%	19.09%	12.55%	9.32%	19.35%	20.65%	11.83%	9.89%	10.40%	8.13%	14.96%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	2	2	5	1	0	0	2	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1									
		0.30%	0.34%	0.31%	1.26%	0.49%	0.00%	0.00%	1.20%	0.56%	0.00%	0.33%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.43%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	13	1	3	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0									
		0.21%	0.17%	0.46%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	1.10%	0.80%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.07%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	15	2	1	2	1	2	0	0	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.25%	0.34%	0.15%	0.50%	0.49%	1.03%	0.00%	0.00%	0.56%	0.38%	0.65%	1.60%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	743	107	119	64	25	8	10	22	28	21	45	15	31	5	13	14	10	7	25	37	18	12	8	7	6	10	49	27									
		12.18%	18.23%	18.36%	16.12%	12.20%	4.12%	6.41%	13.25%	15.82%	7.92%	14.66%	12.00%	9.42%	4.81%	10.92%	8.75%	11.76%	8.24%	11.36%	14.98%	11.18%	7.74%	8.70%	3.76%	6.59%	8.00%	10.21%	11.54%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	5	2	0	2	3	0	0	1	3	1	1	7	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2									
		0.48%	0.85%	0.31%	0.00%	0.98%	1.55%	0.00%	0.00%	0.56%	1.13%	0.33%	0.80%	2.13%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.85%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	94	14	9	8	5	3	2	3	1	3	11	3	6	2	0	1	0	1	4	2	1	2	3	2	0	4	3	1									
		1.54%	2.39%	1.39%	2.02%	2.44%	1.55%	1.28%	1.81%	0.56%	1.13%	3.58%	2.40%	1.82%	1.92%	0.00%	0.63%	0.00%	1.18%	1.82%	0.81%	0.62%	1.29%	3.26%	1.08%	0.00%	3.20%	0.63%	0.43%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
