Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Боханская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №363									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	296	3	3	31	3	3	3	8	3	8	3	8	3	8	3	3	3	3	18	18	3	25	30	8	3	3	8	3	13	3	3	8	3	3	3	8	8	3	3	3	3	8	3	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	149	0	0	31	3	0	0	1	0	0	1	5	0	8	0	0	0	0	16	18	1	2	21	6	1	0	2	2	11	0	0	5	0	0	3	2	6	0	0	0	0	4	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	53	1	1	3	1	0	2	2	1	2	0	2	1	3	0	0	0	1	0	2	0	0	4	0	2	0	1	0	2	1	1	7	2	0	0	2	1	1	0	1	1	2	0	3									
14	Число погашенных неиспользованных открепительных удостоверений	147	3	3	0	0	3	3	7	3	8	2	3	3	0	3	3	3	3	2	0	2	23	9	2	2	3	6	1	2	3	3	3	3	3	0	6	2	3	3	3	3	4	3	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	70	0	0	4	1	1	1	3	0	2	1	5	0	2	3	3	1	3	2	1	0	3	10	4	1	0	2	0	6	1	0	2	1	1	0	1	4	0	0	0	0	1	0	0									
		0.87%	0.00%	0.00%	0.86%	0.75%	1.85%	1.45%	1.36%	0.00%	0.91%	1.09%	1.18%	0.00%	0.50%	3.00%	1.97%	1.79%	3.03%	0.52%	0.43%	0.00%	0.63%	1.37%	1.83%	1.45%	0.00%	0.58%	0.00%	1.47%	1.49%	0.00%	0.34%	2.08%	1.89%	0.00%	0.35%	1.49%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	289	7	1	13	4	7	1	6	3	12	5	14	3	6	1	11	0	2	13	8	6	28	26	13	4	2	6	1	14	0	4	22	0	1	5	10	12	1	1	1	2	11	0	2									
		3.58%	11.11%	1.43%	2.80%	2.99%	12.96%	1.45%	2.73%	2.00%	5.45%	5.43%	3.29%	6.52%	1.50%	1.00%	7.24%	0.00%	2.02%	3.40%	3.45%	5.26%	5.92%	3.57%	5.96%	5.80%	3.45%	1.75%	0.86%	3.44%	0.00%	4.30%	3.75%	0.00%	1.89%	5.49%	3.46%	4.46%	1.27%	1.72%	1.47%	4.76%	3.94%	0.00%	4.08%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	174	1	3	8	1	0	2	2	0	1	0	11	0	8	0	3	2	3	7	4	3	11	17	5	2	1	10	0	12	1	1	23	0	2	3	10	1	0	3	0	1	7	4	1									
		2.16%	1.59%	4.29%	1.72%	0.75%	0.00%	2.90%	0.91%	0.00%	0.45%	0.00%	2.59%	0.00%	1.99%	0.00%	1.97%	3.57%	3.03%	1.83%	1.72%	2.63%	2.33%	2.33%	2.29%	2.90%	1.72%	2.92%	0.00%	2.95%	1.49%	1.08%	3.92%	0.00%	3.77%	3.30%	3.46%	0.37%	0.00%	5.17%	0.00%	2.38%	2.51%	11.11%	2.04%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4319	25	41	299	60	32	26	126	81	82	60	230	36	250	82	100	34	46	241	162	57	185	271	78	36	33	156	74	229	40	65	289	24	34	64	146	144	61	52	50	21	143	25	29									
		53.56%	39.68%	58.57%	64.30%	44.78%	59.26%	37.68%	57.27%	54.00%	37.27%	65.22%	54.12%	78.26%	62.34%	82.00%	65.79%	60.71%	46.46%	63.09%	69.83%	50.00%	39.11%	37.17%	35.78%	52.17%	56.90%	45.48%	63.79%	56.27%	59.70%	69.89%	49.32%	50.00%	64.15%	70.33%	50.52%	53.53%	77.22%	89.66%	73.53%	50.00%	51.25%	69.44%	59.18%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	42	2	0	3	3	0	3	2	0	1	0	0	0	1	1	1	1	1	0	0	0	3	6	2	1	1	0	0	1	0	0	4	1	0	0	2	1	1	0	0	0	0	0	0									
		0.52%	3.17%	0.00%	0.65%	2.24%	0.00%	4.35%	0.91%	0.00%	0.45%	0.00%	0.00%	0.00%	0.25%	1.00%	0.66%	1.79%	1.01%	0.00%	0.00%	0.00%	0.63%	0.82%	0.92%	1.45%	1.72%	0.00%	0.00%	0.25%	0.00%	0.00%	0.68%	2.08%	0.00%	0.00%	0.69%	0.37%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	1	0	0	0	0	1	2	1	1	0	0	0	2	0	0	0	0	1	1	0	0	1	2	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0									
		0.24%	1.59%	0.00%	0.00%	0.00%	0.00%	1.45%	0.91%	0.67%	0.45%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.26%	0.43%	0.00%	0.00%	0.14%	0.92%	0.00%	0.00%	0.29%	0.00%	0.25%	1.49%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	997	11	4	56	29	1	22	28	16	20	7	67	5	31	3	8	9	22	27	19	11	63	92	21	3	5	50	7	53	14	3	79	13	9	14	54	31	9	1	10	13	53	1	3									
		12.36%	17.46%	5.71%	12.04%	21.64%	1.85%	31.88%	12.73%	10.67%	9.09%	7.61%	15.76%	10.87%	7.73%	3.00%	5.26%	16.07%	22.22%	7.07%	8.19%	9.65%	13.32%	12.62%	9.63%	4.35%	8.62%	14.58%	6.03%	13.02%	20.90%	3.23%	13.48%	27.08%	16.98%	15.38%	18.69%	11.52%	11.39%	1.72%	14.71%	30.95%	18.99%	2.78%	6.12%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	3	0	2	0	0	1	3	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0									
		0.26%	0.00%	0.00%	0.00%	1.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	5.36%	0.00%	0.52%	0.00%	0.00%	0.21%	0.41%	0.92%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	0	0	1	0	0	0	0	0	0	1	1	0	2	0	0	0	0	2	0	0	1	5	2	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0									
		0.24%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.24%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.21%	0.69%	0.92%	0.00%	0.00%	0.00%	0.86%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0									
		0.12%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%	0.24%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	30	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	3	5	3	0	0	2	0	2	0	0	3	0	0	0	1	3	0	0	0	0	2	1	0									
		0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.88%	0.63%	0.69%	1.38%	0.00%	0.00%	0.58%	0.00%	0.49%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.35%	1.12%	0.00%	0.00%	0.00%	0.00%	0.72%	2.78%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1827	12	19	63	31	12	12	44	42	94	17	78	2	82	9	24	4	18	79	28	32	156	271	78	20	15	104	33	71	8	18	137	8	6	4	46	68	6	1	7	5	51	4	8									
		22.66%	19.05%	27.14%	13.55%	23.13%	22.22%	17.39%	20.00%	28.00%	42.73%	18.48%	18.35%	4.35%	20.45%	9.00%	15.79%	7.14%	18.18%	20.68%	12.07%	28.07%	32.98%	37.17%	35.78%	28.99%	25.86%	30.32%	28.45%	17.44%	11.94%	19.35%	23.38%	16.67%	11.32%	4.40%	15.92%	25.28%	7.59%	1.72%	10.29%	11.90%	18.28%	11.11%	16.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	0	0	2	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	2	5	0	1	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0									
		0.30%	0.00%	0.00%	0.43%	0.00%	0.00%	1.45%	0.00%	0.00%	0.45%	0.00%	0.24%	0.00%	0.25%	0.00%	0.00%	0.00%	1.01%	0.26%	0.00%	0.88%	0.42%	0.69%	0.00%	1.45%	0.00%	0.29%	0.00%	0.49%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	2.78%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	124	1	1	9	1	1	0	4	3	2	1	5	0	12	1	1	0	2	4	5	0	10	9	8	0	1	7	0	13	2	2	6	1	0	0	4	1	1	0	0	0	4	0	2									
		1.54%	1.59%	1.43%	1.94%	0.75%	1.85%	0.00%	1.82%	2.00%	0.91%	1.09%	1.18%	0.00%	2.99%	1.00%	0.66%	0.00%	2.02%	1.05%	2.16%	0.00%	2.11%	1.23%	3.67%	0.00%	1.72%	2.04%	0.00%	3.19%	2.99%	2.15%	1.02%	2.08%	0.00%	0.00%	1.38%	0.37%	1.27%	0.00%	0.00%	0.00%	1.43%	0.00%	4.08%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
