Выборы Президента Российской Федерации																																																																			
																																																																			
Наименование Избирательной комиссии:    Анжеро-Судженская городская																																																																			
																																																																			
Итоги голосования 																																																																			
																																																																			
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60					
		4.91%	7.55%	5.36%	6.64%	5.72%	3.70%	5.41%	4.15%	5.57%	6.51%	4.45%	4.11%	3.80%	3.55%	9.11%	3.89%	4.19%	4.09%	3.70%	3.54%	3.62%	3.83%	4.70%	3.10%	4.89%	7.09%	2.18%	3.79%	5.56%	5.79%	3.20%	4.82%	4.10%	5.73%	5.15%	6.01%	2.43%	2.98%	5.71%	5.06%	6.37%	4.49%	7.03%	5.71%	3.33%	10.76%	6.11%	4.62%	8.36%	3.75%	5.61%	4.17%	3.64%	3.35%	4.82%	3.68%	7.97%	6.56%	6.50%	4.40%	4.63%					
20	. Миронов Сергей Михайлович	440	5	6	2	5	5	12	11	3	28	13	3	10	9	3	4	5	3	7	8	10	5	12	9	16	9	4	9	10	4	6	4	5	4	11	6	9	8	5	6	0	10	5	3	6	2	4	3	16	6	1	9	10	11	5	5	22	7	2	9	10					
		0.97%	0.99%	0.97%	0.23%	0.99%	0.68%	1.44%	1.09%	0.37%	3.50%	1.03%	0.39%	0.88%	1.33%	0.51%	0.65%	0.70%	0.68%	0.92%	0.86%	0.77%	0.77%	1.04%	1.07%	1.53%	1.01%	0.58%	1.55%	1.18%	1.22%	1.37%	0.77%	0.85%	0.69%	1.35%	1.09%	1.09%	1.32%	0.84%	1.12%	0.00%	1.73%	0.95%	0.39%	0.80%	0.90%	0.68%	0.41%	1.49%	1.18%	0.33%	0.89%	1.10%	1.19%	0.45%	0.38%	1.67%	0.61%	0.54%	0.99%	1.16%					
21	. Путин Владимир Владимирович	31615	312	446	652	372	544	529	682	581	522	885	498	799	458	371	431	508	301	567	733	987	461	926	553	721	554	605	453	594	245	311	379	402	428	543	373	540	375	460	355	345	395	371	529	491	152	376	537	656	372	190	664	593	585	808	1006	733	768	266	731	591					
		69.73%	62.03%	72.40%	75.90%	73.37%	74.52%	63.58%	67.32%	71.91%	65.33%	70.29%	64.01%	70.58%	67.75%	62.56%	69.85%	70.95%	68.41%	74.90%	78.56%	75.92%	70.71%	80.59%	65.91%	69.06%	62.32%	87.81%	78.10%	70.21%	74.70%	71.17%	73.03%	68.60%	74.31%	66.63%	67.94%	65.53%	61.98%	77.31%	66.48%	70.84%	68.22%	70.53%	68.61%	65.47%	68.16%	63.84%	72.96%	60.91%	73.37%	62.71%	66.00%	65.45%	63.17%	72.14%	77.15%	55.66%	67.19%	72.09%	80.42%	68.40%					
22	. Хакамада Ирина Муцуовна	1053	19	16	20	6	13	20	20	24	15	33	24	26	20	22	11	20	9	12	26	14	22	12	30	25	16	14	16	18	6	12	7	19	7	18	8	21	15	12	23	5	12	5	16	14	6	14	16	23	4	4	32	26	32	21	29	56	23	7	12	25					
		2.32%	3.78%	2.60%	2.33%	1.18%	1.78%	2.40%	1.97%	2.97%	1.88%	2.62%	3.08%	2.30%	2.96%	3.71%	1.78%	2.79%	2.05%	1.59%	2.79%	1.08%	3.37%	1.04%	3.58%	2.39%	1.80%	2.03%	2.76%	2.13%	1.83%	2.75%	1.35%	3.24%	1.22%	2.21%	1.46%	2.55%	2.48%	2.02%	4.31%	1.03%	2.07%	0.95%	2.08%	1.87%	2.69%	2.38%	2.17%	2.14%	0.79%	1.32%	3.18%	2.87%	3.46%	1.87%	2.22%	4.25%	2.01%	1.90%	1.32%	2.89%					
23	. Харитонов Николай Михайлович	5868	85	64	82	61	87	131	175	99	108	157	120	166	97	97	79	61	74	100	69	141	67	74	118	123	133	29	53	84	31	57	70	72	63	141	86	141	113	43	94	59	90	68	116	149	23	84	83	184	55	74	157	152	148	125	108	192	150	33	61	112					
		12.94%	16.90%	10.39%	9.55%	12.03%	11.92%	15.75%	17.28%	12.25%	13.52%	12.47%	15.42%	14.66%	14.35%	16.36%	12.80%	8.52%	16.82%	13.21%	7.40%	10.85%	10.28%	6.44%	14.06%	11.78%	14.96%	4.21%	9.14%	9.93%	9.45%	13.04%	13.49%	12.29%	10.94%	17.30%	15.66%	17.11%	18.68%	7.23%	17.60%	12.11%	15.54%	12.93%	15.05%	19.87%	10.31%	14.26%	11.28%	17.08%	10.85%	24.42%	15.61%	16.78%	15.98%	11.16%	8.28%	14.58%	13.12%	8.94%	6.71%	12.96%					
																																																																			
24	Против всех	2010	28	28	28	19	32	65	43	23	42	54	50	47	35	21	34	36	11	22	36	43	37	43	57	50	44	2	16	38	12	19	12	30	25	25	22	41	38	14	13	16	21	17	29	30	13	31	38	36	12	15	42	48	63	62	53	107	57	23	28	34					
		4.43%	5.57%	4.55%	3.26%	3.75%	4.38%	7.81%	4.24%	2.85%	5.26%	4.29%	6.43%	4.15%	5.18%	3.54%	5.51%	5.03%	2.50%	2.91%	3.86%	3.31%	5.67%	3.74%	6.79%	4.79%	4.95%	0.29%	2.76%	4.49%	3.66%	4.35%	2.31%	5.12%	4.34%	3.07%	4.01%	4.98%	6.28%	2.35%	2.43%	3.29%	3.63%	3.23%	3.76%	4.00%	5.83%	5.26%	5.16%	3.34%	2.37%	4.95%	4.17%	5.30%	6.80%	5.54%	4.06%	8.12%	4.99%	6.23%	3.08%	3.94%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
