7	Число избирательных бюллетеней в переносных ящиках для голосования	2498	17	28	42	37	62	40	0	28	74	60	29	41	44	53	26	37	62	55	34	52	44	52	37	28	29	48	44	32	15	32	38	29	25	20	44	28	48	21	108	37	58	28	52	31	44	37	43	21	47	33	21	31	13	145	41	23	90	92	68					
8	Число бюллетеней в стационарных ящиках для голосования	70456	1123	725	683	1680	966	1132	375	913	1662	1270	1820	1494	1282	1058	1175	1159	1315	1621	1593	839	1498	1541	1186	1311	1123	1485	1552	1491	1606	1600	1181	1457	1580	1340	1572	1605	1103	991	450	1095	730	1479	1308	1253	1286	1120	1255	1315	1516	1347	1073	129	1125	1056	1115	1416	716	306	259					
9	Число недействительных избирательных бюллетеней	1164	106	8	12	33	17	17	10	13	35	23	28	16	20	11	26	23	30	34	23	13	25	24	17	13	12	31	24	20	17	18	17	27	23	10	25	25	8	8	4	12	9	11	21	27	18	20	16	24	22	24	14	3	22	18	15	15	15	11	1					
10	Число действительных избирательных бюллетеней	71790	1034	745	713	1684	1011	1155	365	928	1701	1307	1821	1519	1306	1100	1175	1173	1347	1642	1604	878	1517	1569	1206	1326	1140	1502	1572	1503	1604	1614	1202	1459	1582	1350	1591	1608	1143	1004	554	1120	779	1496	1339	1257	1312	1137	1282	1312	1541	1356	1080	157	1116	1183	1141	1424	791	387	326					
11	Число полученных открепительных  удостоверений	2154	60	20	20	60	20	40	0	24	50	45	55	45	40	30	35	30	27	55	55	20	25	50	30	40	30	40	40	40	30	40	30	30	50	40	40	40	30	30	0	23	20	40	25	30	35	45	55	40	50	50	50	3	70	50	40	60	35	20	27					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1783	49	12	14	54	14	33	0	24	43	34	48	36	32	21	28	20	26	55	41	18	18	42	19	28	21	34	38	40	21	36	26	26	43	27	33	35	26	24	0	21	20	33	24	22	29	35	42	34	40	48	42	0	64	44	32	48	25	14	27					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2943	109	118	21	74	46	49	204	80	62	58	52	20	34	32	30	61	84	92	79	13	56	36	26	83	16	19	48	100	35	36	34	70	27	35	29	39	27	40	94	37	18	53	50	56	22	35	28	89	84	37	43	7	53	22	30	33	35	35	8					
14	Число неиспользованных открепительных удостоверений	371	11	8	6	6	6	7	0	0	7	11	7	9	8	9	7	10	1	0	14	2	7	8	11	12	9	6	2	0	9	4	4	4	7	13	7	5	4	6	0	2	0	7	1	8	6	10	13	6	10	2	8	3	6	6	8	12	10	6	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	95	0	0	1	0	4	1	0	1	4	0	1	1	1	1	6	1	2	2	3	1	2	0	1	0	2	1	4	2	1	3	1	2	6	2	1	2	1	4	0	2	2	3	0	6	4	1	0	1	0	2	1	0	3	0	2	2	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																		
18	Богданов Андрей Владимирович	1364	19	8	10	30	20	24	10	20	46	30	34	34	23	22	18	32	35	29	26	20	32	34	25	30	29	25	27	30	26	22	22	36	27	27	36	38	17	15	10	13	15	23	28	14	28	22	18	24	34	26	16	5	31	21	12	14	12	6	4					
		1.87%	1.67%	1.06%	1.38%	1.75%	1.95%	2.05%	2.67%	2.13%	2.65%	2.26%	1.84%	2.21%	1.73%	1.98%	1.50%	2.68%	2.54%	1.73%	1.60%	2.24%	2.08%	2.13%	2.04%	2.24%	2.52%	1.63%	1.69%	1.97%	1.60%	1.35%	1.80%	2.42%	1.68%	1.99%	2.23%	2.33%	1.48%	1.48%	1.79%	1.15%	1.90%	1.53%	2.06%	1.09%	2.11%	1.90%	1.39%	1.80%	2.18%	1.88%	1.46%	3.13%	2.72%	1.75%	1.04%	0.97%	1.49%	1.51%	1.22%					
19	Жириновский Владимир Вольфович	8361	104	95	71	177	108	123	134	108	171	129	185	144	136	142	113	102	143	104	254	115	193	172	117	127	133	169	178	186	185	207	132	140	194	200	142	167	135	69	58	130	92	187	168	191	168	157	171	177	208	175	151	1	157	135	152	206	80	55	38					
		11.46%	9.12%	12.62%	9.79%	10.31%	10.51%	10.49%	35.73%	11.48%	9.85%	9.70%	10.01%	9.38%	10.26%	12.78%	9.41%	8.53%	10.38%	6.21%	15.61%	12.91%	12.52%	10.80%	9.57%	9.48%	11.55%	11.02%	11.15%	12.21%	11.41%	12.68%	10.83%	9.42%	12.09%	14.71%	8.79%	10.23%	11.73%	6.82%	10.39%	11.48%	11.68%	12.41%	12.35%	14.88%	12.63%	13.57%	13.17%	13.25%	13.31%	12.68%	13.80%	0.63%	13.80%	11.24%	13.15%	14.32%	9.93%	13.82%	11.62%					
20	Зюганов Геннадий Андреевич	16704	138	180	236	307	242	298	11	165	443	330	483	459	291	255	289	346	354	189	322	195	369	409	375	385	318	439	429	311	399	382	290	363	380	281	420	427	182	110	145	251	174	314	311	262	303	243	265	283	426	323	250	30	259	248	282	242	156	59	76					
		22.90%	12.11%	23.90%	32.55%	17.88%	23.54%	25.43%	2.93%	17.53%	25.52%	24.81%	26.12%	29.90%	21.95%	22.95%	24.06%	28.93%	25.71%	11.28%	19.79%	21.89%	23.93%	25.67%	30.66%	28.75%	27.60%	28.64%	26.88%	20.42%	24.61%	23.41%	23.79%	24.43%	23.68%	20.66%	25.99%	26.15%	15.81%	10.87%	25.99%	22.17%	22.08%	20.84%	22.87%	20.40%	22.78%	21.00%	20.42%	21.18%	27.26%	23.41%	22.85%	18.75%	22.76%	20.65%	24.39%	16.82%	19.35%	14.82%	23.24%					
21	Медведев Дмитрий Анатольевич	45361	773	462	396	1170	641	710	210	635	1041	818	1119	882	856	681	755	693	815	1320	1002	548	923	954	689	784	660	869	938	976	994	1003	758	920	981	842	993	976	809	810	341	726	498	972	832	790	813	715	828	828	873	832	663	121	669	779	695	962	543	267	208					
		62.18%	67.81%	61.35%	54.62%	68.14%	62.35%	60.58%	56.00%	67.48%	59.97%	61.50%	60.52%	57.46%	64.56%	61.30%	62.86%	57.94%	59.19%	78.76%	61.59%	61.50%	59.86%	59.89%	56.34%	58.55%	57.29%	56.69%	58.77%	64.08%	61.32%	61.46%	62.18%	61.91%	61.12%	61.91%	61.45%	59.77%	70.29%	80.04%	61.11%	64.13%	63.20%	64.50%	61.18%	61.53%	61.13%	61.80%	63.79%	61.98%	55.85%	60.29%	60.60%	75.63%	58.79%	64.86%	60.12%	66.85%	67.37%	67.09%	63.61%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
