Выборы Президента Российской Федерации																																																				
																																																				
Наименование Избирательной комиссии:    Новочебоксарская городская																																																				
																																																				
Итоги голосования 																																																				
																																																				
		Сумма	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																				
18	. Глазьев Сергей Юрьевич	2639	36	55	49	35	46	58	48	50	30	46	76	52	72	63	58	71	84	58	65	33	44	38	66	59	87	59	62	80	61	67	70	82	7	40	57	33	79	78	90	44	36	79	62	98	76					
		4.58%	3.63%	4.83%	5.53%	3.20%	4.30%	4.37%	4.61%	3.84%	3.75%	3.64%	6.04%	4.23%	5.98%	4.75%	4.94%	5.33%	5.43%	4.31%	5.04%	3.67%	3.51%	3.12%	4.62%	4.33%	5.70%	4.18%	4.70%	4.78%	4.47%	4.60%	4.50%	5.44%	3.27%	3.52%	3.95%	3.32%	5.32%	4.66%	5.19%	4.47%	2.82%	4.83%	4.98%	6.02%	4.79%					
19	. Малышкин Олег Александрович	1040	22	18	27	19	23	25	22	29	15	27	18	22	14	30	21	24	27	25	23	11	25	21	22	27	31	21	19	22	22	28	26	40	6	23	24	18	24	30	34	17	25	20	22	26	25					
		1.80%	2.22%	1.58%	3.05%	1.74%	2.15%	1.89%	2.11%	2.23%	1.88%	2.14%	1.43%	1.79%	1.16%	2.26%	1.79%	1.80%	1.75%	1.86%	1.78%	1.22%	2.00%	1.72%	1.54%	1.98%	2.03%	1.49%	1.44%	1.31%	1.61%	1.92%	1.67%	2.65%	2.80%	2.03%	1.66%	1.81%	1.62%	1.79%	1.96%	1.73%	1.96%	1.22%	1.77%	1.60%	1.58%					
20	. Миронов Сергей Михайлович	382	7	13	8	8	9	11	6	4	7	10	13	8	7	16	9	6	14	10	8	8	12	10	7	3	9	13	9	11	10	6	10	7	0	5	5	3	6	7	11	7	7	15	7	3	17					
		0.66%	0.71%	1.14%	0.90%	0.73%	0.84%	0.83%	0.58%	0.31%	0.88%	0.79%	1.03%	0.65%	0.58%	1.21%	0.77%	0.45%	0.90%	0.74%	0.62%	0.89%	0.96%	0.82%	0.49%	0.22%	0.59%	0.92%	0.68%	0.66%	0.73%	0.41%	0.64%	0.46%	0.00%	0.44%	0.35%	0.30%	0.40%	0.42%	0.63%	0.71%	0.55%	0.92%	0.56%	0.18%	1.07%					
21	. Путин Владимир Владимирович	38331	654	763	574	757	708	890	679	887	568	849	791	793	813	870	717	831	990	861	843	684	815	785	913	886	984	937	899	1119	921	944	1102	972	149	763	1000	701	1030	1083	1164	622	918	1112	847	1079	1064					
		66.51%	65.93%	67.05%	64.79%	69.26%	66.11%	67.12%	65.23%	68.18%	71.00%	67.22%	62.88%	64.58%	67.47%	65.66%	61.02%	62.43%	63.99%	63.92%	65.35%	76.08%	65.10%	64.40%	63.85%	65.00%	64.52%	66.41%	68.21%	66.81%	67.52%	64.79%	70.78%	64.50%	69.63%	67.22%	69.35%	70.45%	69.36%	64.66%	67.17%	63.21%	71.94%	67.97%	68.03%	66.24%	67.09%					
22	. Хакамада Ирина Муцуовна	2234	26	37	27	38	34	36	40	43	19	51	58	55	28	48	69	46	52	47	43	22	50	51	57	54	49	60	56	62	65	74	52	59	7	41	81	41	54	63	53	43	51	59	90	69	74					
		3.88%	2.62%	3.25%	3.05%	3.48%	3.17%	2.71%	3.84%	3.31%	2.38%	4.04%	4.61%	4.48%	2.32%	3.62%	5.87%	3.46%	3.36%	3.49%	3.33%	2.45%	3.99%	4.18%	3.99%	3.96%	3.21%	4.25%	4.25%	3.70%	4.77%	5.08%	3.34%	3.92%	3.27%	3.61%	5.62%	4.12%	3.64%	3.76%	3.06%	4.37%	4.00%	3.61%	7.23%	4.24%	4.67%					
23	. Харитонов Николай Михайлович	10724	201	215	173	196	205	250	197	249	125	233	249	252	229	254	265	307	309	282	257	122	247	268	305	270	292	245	210	329	238	277	253	274	38	223	212	149	247	346	326	209	195	291	165	272	273					
		18.61%	20.26%	18.89%	19.53%	17.93%	19.14%	18.85%	18.92%	19.14%	15.62%	18.45%	19.79%	20.52%	19.00%	19.17%	22.55%	23.07%	19.97%	20.94%	19.92%	13.57%	19.73%	21.99%	21.33%	19.81%	19.15%	17.36%	15.93%	19.64%	17.45%	19.01%	16.25%	18.18%	17.76%	19.65%	14.70%	14.97%	16.63%	20.66%	18.81%	21.24%	15.28%	17.79%	13.25%	16.70%	17.21%					
																																																				
24	Против всех	1870	29	27	22	29	31	43	36	30	29	31	45	39	36	39	31	32	53	55	34	18	49	37	50	58	63	66	55	43	42	52	36	59	6	33	58	41	37	55	45	38	36	49	45	78	50					
		3.24%	2.92%	2.37%	2.48%	2.65%	2.89%	3.24%	3.46%	2.31%	3.62%	2.45%	3.58%	3.18%	2.99%	2.94%	2.64%	2.40%	3.43%	4.08%	2.64%	2.00%	3.91%	3.04%	3.50%	4.26%	4.13%	4.68%	4.17%	2.57%	3.08%	3.57%	2.31%	3.92%	2.80%	2.91%	4.02%	4.12%	2.49%	3.28%	2.60%	3.86%	2.82%	3.00%	3.61%	4.79%	3.15%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
