Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Степновская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	0	0	1	1	0	0	0	1	2	1	4	2	1	1	0	5	1	0	0									
		0.31%	0.00%	0.00%	0.31%	0.78%	0.00%	0.00%	0.00%	0.12%	0.66%	0.35%	1.97%	0.59%	0.21%	0.41%	0.00%	0.84%	0.33%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	44	0	0	1	1	0	4	0	6	1	3	2	3	2	2	11	5	0	1	2									
		0.67%	0.00%	0.00%	0.31%	0.78%	0.00%	0.68%	0.00%	0.72%	0.33%	1.06%	0.99%	0.88%	0.43%	0.83%	1.28%	0.84%	0.00%	0.88%	1.89%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	862	90	15	34	12	4	48	16	105	21	25	16	39	90	39	130	86	51	17	24									
		13.20%	20.69%	9.15%	10.56%	9.30%	4.21%	8.18%	11.03%	12.51%	6.95%	8.87%	7.88%	11.47%	19.31%	16.18%	15.13%	14.43%	16.67%	15.04%	22.64%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	2	0	4	0	0	1	1	1	0	0	1	0	4	1	3	3	2	1	0									
		0.37%	0.46%	0.00%	1.24%	0.00%	0.00%	0.17%	0.69%	0.12%	0.00%	0.00%	0.49%	0.00%	0.86%	0.41%	0.35%	0.50%	0.65%	0.88%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	370	7	38	16	8	7	43	1	36	15	10	9	15	29	24	55	23	19	5	10									
		5.67%	1.61%	23.17%	4.97%	6.20%	7.37%	7.33%	0.69%	4.29%	4.97%	3.55%	4.43%	4.41%	6.22%	9.96%	6.40%	3.86%	6.21%	4.42%	9.43%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
