Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																		
Дата голосования: 02.12.2007																																																																		
																																																																		
"Наименование Избирательной комиссии:    Нижний Новгород, Советская"																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1325	20	12	14	15	10	10	16	10	10	10	25	10	75	20	10	245	10	10	13	14	130	13	23	25	10	10	15	25	25	20	30	20	20	14	18	10	31	10	20	20	15	17	14	13	20	15	10	14	25	16	19	14	16	18	11	10	20	10	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1283	20	12	14	15	10	9	16	10	6	10	25	10	75	18	10	234	10	10	13	14	130	13	23	25	10	10	15	21	25	20	30	20	19	14	18	9	30	10	20	20	15	17	14	13	17	14	5	14	25	16	19	14	16	18	11	10	17	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1523	4	20	14	25	9	11	12	22	7	17	40	27	25	26	15	18	41	10	23	31	30	31	56	33	24	11	14	14	26	85	21	24	20	5	27	15	16	23	19	17	45	10	18	14	4	25	19	6	41	6	43	24	45	15	7	70	9	5	209					
14	Число погашенных неиспользованных открепительных удостоверений	42	0	0	0	0	0	1	0	0	4	0	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	3	1	5	0	0	0	0	0	0	0	0	0	3	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	47	1	1	0	1	3	4	0	0	0	2	0	0	0	0	0	0	1	1	0	1	0	0	1	2	3	0	0	0	2	1	3	0	1	0	0	0	2	0	2	0	0	0	0	2	1	1	0	0	2	0	0	1	1	2	1	2	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
18	1.Политическая партия «Аграрная партия России»	1578	22	14	36	34	23	19	15	20	11	29	27	27	27	34	23	18	26	25	19	24	17	22	17	24	18	26	39	29	38	41	31	52	30	13	24	16	33	36	26	24	21	20	28	30	24	19	28	30	35	34	42	27	30	39	32	42	33	12	23					
		2.38%	1.97%	1.23%	2.87%	2.44%	2.22%	2.11%	1.95%	2.58%	1.66%	2.62%	2.25%	3.52%	2.04%	3.38%	2.61%	2.13%	2.54%	2.17%	1.99%	2.77%	2.07%	2.36%	1.90%	1.66%	2.15%	2.50%	2.91%	2.13%	2.77%	2.66%	2.71%	3.30%	2.93%	1.37%	2.45%	2.05%	2.31%	2.60%	2.17%	1.92%	1.88%	1.69%	2.42%	2.99%	2.26%	1.83%	2.68%	2.53%	2.61%	2.64%	3.07%	2.07%	2.62%	3.56%	2.28%	2.50%	2.48%	2.65%	1.38%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1414	22	17	19	26	22	16	10	13	28	21	29	14	16	23	7	18	27	26	33	20	20	13	14	34	28	29	57	30	24	49	28	51	19	26	19	12	31	43	17	24	13	23	17	23	21	23	17	21	22	21	36	23	29	25	26	35	30	5	29					
		2.13%	1.97%	1.50%	1.52%	1.87%	2.12%	1.78%	1.30%	1.68%	4.24%	1.90%	2.42%	1.83%	1.21%	2.29%	0.80%	2.13%	2.64%	2.26%	3.45%	2.31%	2.43%	1.39%	1.57%	2.36%	3.34%	2.79%	4.25%	2.21%	1.75%	3.18%	2.44%	3.24%	1.85%	2.73%	1.94%	1.54%	2.17%	3.11%	1.42%	1.92%	1.16%	1.95%	1.47%	2.30%	1.98%	2.21%	1.63%	1.77%	1.64%	1.63%	2.64%	1.76%	2.53%	2.28%	1.85%	2.08%	2.25%	1.11%	1.74%					
20	3.Политическая партия «Демократическая партия России»	128	0	2	4	1	1	2	1	1	3	1	4	3	1	3	1	4	1	1	1	0	3	1	1	3	3	3	2	4	0	4	1	5	3	2	1	4	2	2	1	2	2	1	1	4	1	1	2	2	1	3	0	1	5	2	1	5	1	0	13					
		0.19%	0.00%	0.18%	0.32%	0.07%	0.10%	0.22%	0.13%	0.13%	0.45%	0.09%	0.33%	0.39%	0.08%	0.30%	0.11%	0.47%	0.10%	0.09%	0.10%	0.00%	0.36%	0.11%	0.11%	0.21%	0.36%	0.29%	0.15%	0.29%	0.00%	0.26%	0.09%	0.32%	0.29%	0.21%	0.10%	0.51%	0.14%	0.14%	0.08%	0.16%	0.18%	0.08%	0.09%	0.40%	0.09%	0.10%	0.19%	0.17%	0.07%	0.23%	0.00%	0.08%	0.44%	0.18%	0.07%	0.30%	0.08%	0.00%	0.78%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9488	159	191	154	155	157	123	95	96	70	169	167	135	157	158	147	41	160	191	162	120	51	139	131	214	142	173	141	188	176	238	263	239	214	102	181	82	224	198	175	196	159	171	135	148	153	162	152	186	197	196	233	208	149	167	249	257	244	21	27					
		14.31%	14.26%	16.83%	12.29%	11.13%	15.15%	13.67%	12.35%	12.39%	10.59%	15.28%	13.93%	17.60%	11.87%	15.71%	16.70%	4.86%	15.63%	16.59%	16.93%	13.86%	6.20%	14.88%	14.65%	14.83%	16.95%	16.67%	10.51%	13.83%	12.84%	15.46%	22.95%	15.16%	20.88%	10.73%	18.47%	10.53%	15.70%	14.31%	14.61%	15.65%	14.23%	14.49%	11.68%	14.79%	14.43%	15.58%	14.53%	15.70%	14.70%	15.22%	17.06%	15.93%	13.01%	15.25%	17.71%	15.29%	18.30%	4.65%	1.62%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1968	21	16	24	36	30	33	27	19	14	43	23	18	36	21	20	4	37	30	34	29	8	31	36	59	33	46	85	42	40	84	38	61	30	25	45	11	44	46	38	32	33	23	25	29	27	30	41	40	48	37	38	39	38	25	28	47	49	4	18					
		2.97%	1.88%	1.41%	1.92%	2.58%	2.90%	3.67%	3.51%	2.45%	2.12%	3.89%	1.92%	2.35%	2.72%	2.09%	2.27%	0.47%	3.61%	2.61%	3.55%	3.35%	0.97%	3.32%	4.03%	4.09%	3.94%	4.43%	6.34%	3.09%	2.92%	5.46%	3.32%	3.87%	2.93%	2.63%	4.59%	1.41%	3.08%	3.32%	3.17%	2.56%	2.95%	1.95%	2.16%	2.90%	2.55%	2.88%	3.92%	3.38%	3.58%	2.87%	2.78%	2.99%	3.32%	2.28%	1.99%	2.80%	3.68%	0.88%	1.08%					
23	6.Политическая партия «Партия социальной справедливости»	226	3	5	2	4	4	3	4	4	4	4	0	3	1	4	0	2	3	7	2	1	6	3	6	5	3	5	6	12	6	8	3	9	6	5	1	3	5	6	3	0	1	6	4	2	1	4	3	2	4	11	4	0	8	1	3	4	0	1	6					
		0.34%	0.27%	0.44%	0.16%	0.29%	0.39%	0.33%	0.52%	0.52%	0.61%	0.36%	0.00%	0.39%	0.08%	0.40%	0.00%	0.24%	0.29%	0.61%	0.21%	0.12%	0.73%	0.32%	0.67%	0.35%	0.36%	0.48%	0.45%	0.88%	0.44%	0.52%	0.26%	0.57%	0.59%	0.53%	0.10%	0.39%	0.35%	0.43%	0.25%	0.00%	0.09%	0.51%	0.35%	0.20%	0.09%	0.38%	0.29%	0.17%	0.30%	0.85%	0.29%	0.00%	0.70%	0.09%	0.21%	0.24%	0.00%	0.22%	0.36%					
24	7.Политическая партия «Либерально-демократическая партия России»	4948	76	84	75	95	71	62	60	53	72	74	67	58	144	81	66	166	78	58	71	45	134	58	60	102	47	61	78	91	102	141	39	115	50	79	64	44	117	92	106	97	58	60	78	64	57	59	44	57	75	65	63	66	69	64	68	121	81	34	532					
		7.46%	6.82%	7.40%	5.99%	6.82%	6.85%	6.89%	7.80%	6.84%	10.89%	6.69%	5.59%	7.56%	10.88%	8.05%	7.50%	19.67%	7.62%	5.04%	7.42%	5.20%	16.30%	6.21%	6.71%	7.07%	5.61%	5.88%	5.82%	6.70%	7.44%	9.16%	3.40%	7.30%	4.88%	8.31%	6.53%	5.65%	8.20%	6.65%	8.85%	7.75%	5.19%	5.08%	6.75%	6.39%	5.38%	5.67%	4.21%	4.81%	5.60%	5.05%	4.61%	5.05%	6.03%	5.84%	4.84%	7.20%	6.08%	7.52%	31.97%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	10385	185	203	242	183	165	179	70	107	79	138	205	95	98	119	134	16	135	152	121	117	62	124	100	228	113	173	138	241	203	148	165	196	105	133	141	88	153	190	197	196	226	220	285	163	269	254	254	243	346	348	268	301	248	200	298	249	260	72	44					
		15.66%	16.59%	17.89%	19.31%	13.14%	15.93%	19.89%	9.10%	13.81%	11.95%	12.48%	17.10%	12.39%	7.41%	11.83%	15.23%	1.90%	13.18%	13.21%	12.64%	13.51%	7.54%	13.28%	11.19%	15.80%	13.48%	16.67%	10.29%	17.73%	14.81%	9.62%	14.40%	12.44%	10.24%	13.99%	14.39%	11.30%	10.72%	13.73%	16.44%	15.65%	20.23%	18.64%	24.65%	16.28%	25.38%	24.42%	24.28%	20.51%	25.82%	27.02%	19.62%	23.05%	21.66%	18.26%	21.19%	14.81%	19.50%	15.93%	2.64%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	614	13	7	13	11	9	3	7	9	7	10	13	6	14	12	9	9	6	23	12	8	11	14	5	17	3	8	22	16	19	22	9	25	10	5	11	8	11	13	6	13	7	12	11	11	7	5	9	7	8	4	8	3	5	12	12	9	10	4	21					
		0.93%	1.17%	0.62%	1.04%	0.79%	0.87%	0.33%	0.91%	1.16%	1.06%	0.90%	1.08%	0.78%	1.06%	1.19%	1.02%	1.07%	0.59%	1.99%	1.25%	0.92%	1.34%	1.50%	0.56%	1.18%	0.36%	0.77%	1.64%	1.18%	1.39%	1.43%	0.79%	1.59%	0.98%	0.53%	1.12%	1.03%	0.77%	0.94%	0.50%	1.04%	0.63%	1.02%	0.95%	1.10%	0.66%	0.48%	0.86%	0.59%	0.60%	0.31%	0.59%	0.23%	0.44%	1.10%	0.85%	0.54%	0.75%	0.88%	1.26%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	32901	591	557	643	814	519	437	456	432	345	580	625	385	793	527	445	545	513	596	464	466	475	484	479	707	407	451	675	651	699	743	507	763	522	519	464	486	746	702	583	616	562	607	526	486	457	446	444	548	555	521	628	590	527	512	631	854	580	291	724					
		49.61%	53.00%	49.07%	51.32%	58.44%	50.10%	48.56%	59.30%	55.74%	52.19%	52.44%	52.13%	50.20%	59.94%	52.39%	50.57%	64.57%	50.10%	51.78%	48.48%	53.81%	57.79%	51.82%	53.58%	48.99%	48.57%	43.45%	50.34%	47.90%	50.98%	48.28%	44.24%	48.41%	50.93%	54.57%	47.35%	62.39%	52.28%	50.72%	48.66%	49.20%	50.31%	51.44%	45.50%	48.55%	43.11%	42.88%	42.45%	46.24%	41.42%	40.45%	45.97%	45.18%	46.03%	46.76%	44.88%	50.80%	43.51%	64.38%	43.51%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1753	22	30	27	26	17	19	18	16	20	26	23	19	25	16	18	11	31	35	26	23	20	33	34	38	28	40	83	49	42	43	44	44	27	33	23	15	49	32	34	38	27	25	25	23	36	18	44	29	29	41	30	27	28	39	39	41	38	3	14					
		2.64%	1.97%	2.64%	2.15%	1.87%	1.64%	2.11%	2.34%	2.06%	3.03%	2.35%	1.92%	2.48%	1.89%	1.59%	2.05%	1.30%	3.03%	3.04%	2.72%	2.66%	2.43%	3.53%	3.80%	2.63%	3.34%	3.85%	6.19%	3.61%	3.06%	2.79%	3.84%	2.79%	2.63%	3.47%	2.35%	1.93%	3.43%	2.31%	2.84%	3.04%	2.42%	2.12%	2.16%	2.30%	3.40%	1.73%	4.21%	2.45%	2.16%	3.18%	2.20%	2.07%	2.45%	3.56%	2.77%	2.44%	2.85%	0.66%	0.84%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
