Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																						
Дата голосования: 04.12.2011																																																																						
																																																																						
"Наименование Избирательной комиссии:    Нижний Новгород, Советская"																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
		Сумма	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770					
		9.40%	26.74%	21.63%	9.92%	6.68%	9.08%	9.95%	9.75%	7.04%	14.03%	7.28%	10.42%	5.95%	7.12%	13.20%	11.10%	6.19%	7.74%	20.23%	8.12%	4.92%	10.21%	18.84%	5.94%	12.42%	7.16%	5.42%	10.31%	10.69%	7.10%	8.86%	7.21%	4.48%	6.71%	5.78%	11.51%	9.71%	10.88%	10.75%	9.52%	9.54%	11.76%	8.25%	6.24%	7.96%	9.01%	9.41%	9.91%	7.84%	7.07%	8.54%	8.24%	7.76%	10.74%	9.64%	7.91%	7.29%	8.70%	10.07%	10.50%	38.26%	16.43%	8.51%	18.79%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	761	2	3	10	12	9	24	13	14	6	8	11	13	18	6	16	9	7	1	10	11	13	23	8	18	14	11	10	19	16	14	17	13	17	13	13	13	7	33	13	12	9	11	14	7	15	12	9	12	4	10	15	9	9	23	24	15	16	14	4	26	1	2	0					
		1.08%	2.33%	1.44%	0.81%	0.86%	0.63%	1.61%	1.11%	1.31%	0.82%	0.86%	1.53%	0.89%	1.21%	0.80%	1.10%	0.63%	0.69%	0.29%	1.19%	0.75%	1.26%	1.71%	0.53%	1.36%	0.74%	1.15%	1.07%	1.35%	1.03%	0.93%	0.95%	0.73%	1.01%	1.03%	1.36%	1.43%	0.99%	2.59%	0.90%	0.86%	0.80%	0.99%	1.04%	0.53%	1.69%	1.27%	1.10%	1.32%	0.38%	0.81%	1.26%	0.74%	0.79%	2.05%	1.88%	1.18%	1.24%	1.22%	0.69%	1.98%	0.48%	1.42%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	18347	15	46	306	277	354	341	272	263	172	189	170	343	327	257	285	334	215	125	244	340	285	460	302	348	475	210	286	439	399	418	430	483	402	347	280	301	180	476	339	317	383	319	290	294	275	264	258	283	309	399	364	377	294	334	323	445	409	374	97	59	59	41	45					
		26.15%	17.44%	22.12%	24.88%	19.90%	24.74%	22.92%	23.27%	24.69%	23.43%	20.24%	23.61%	23.44%	21.96%	34.27%	19.64%	23.24%	21.33%	36.13%	29.15%	23.24%	27.72%	34.25%	20.16%	26.20%	25.19%	21.88%	30.72%	31.29%	25.76%	27.85%	24.04%	27.07%	23.86%	27.47%	29.29%	33.22%	25.42%	37.36%	23.38%	22.74%	33.86%	28.92%	21.53%	22.07%	30.97%	27.91%	31.58%	31.24%	29.54%	32.15%	30.59%	31.11%	25.68%	29.82%	25.29%	34.87%	31.78%	32.47%	16.70%	4.50%	28.50%	29.08%	27.27%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	4354	3	0	48	45	65	75	48	49	41	35	42	65	67	40	53	71	41	21	69	76	69	103	78	86	149	71	91	194	119	109	129	148	142	79	88	76	41	84	111	72	69	63	76	84	58	58	43	83	59	88	68	73	79	85	109	76	65	83	19	9	6	4	4					
		6.21%	3.49%	0.00%	3.90%	3.23%	4.54%	5.04%	4.11%	4.60%	5.59%	3.75%	5.83%	4.44%	4.50%	5.33%	3.65%	4.94%	4.07%	6.07%	8.24%	5.19%	6.71%	7.67%	5.21%	6.48%	7.90%	7.40%	9.77%	13.83%	7.68%	7.26%	7.21%	8.30%	8.43%	6.25%	9.21%	8.39%	5.79%	6.59%	7.66%	5.16%	6.10%	5.71%	5.64%	6.31%	6.53%	6.13%	5.26%	9.16%	5.64%	7.09%	5.71%	6.02%	6.90%	7.59%	8.54%	5.96%	5.05%	7.20%	3.27%	0.69%	2.90%	2.84%	2.42%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	26705	31	88	536	739	620	692	536	483	243	486	248	787	734	219	740	739	470	71	262	735	397	314	809	529	835	470	241	355	593	594	828	824	828	567	268	263	258	319	587	640	307	436	636	579	246	258	185	201	277	293	240	303	282	280	295	318	300	263	310	540	56	61	61					
		38.06%	36.05%	42.31%	43.58%	53.09%	43.33%	46.51%	45.85%	45.35%	33.11%	52.03%	34.44%	53.79%	49.29%	29.20%	50.99%	51.43%	46.63%	20.52%	31.30%	50.24%	38.62%	23.38%	54.01%	39.83%	44.27%	48.96%	25.89%	25.30%	38.28%	39.57%	46.28%	46.19%	49.14%	44.89%	28.03%	29.03%	36.44%	25.04%	40.48%	45.91%	27.14%	39.53%	47.22%	43.47%	27.70%	27.27%	22.64%	22.19%	26.48%	23.61%	20.17%	25.00%	24.63%	25.00%	23.10%	24.92%	23.31%	22.83%	53.36%	41.16%	27.05%	43.26%	36.97%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	560	3	2	9	11	11	9	3	4	5	6	7	10	7	8	14	11	6	6	6	8	15	17	7	12	14	14	5	22	14	6	15	17	12	8	9	3	6	19	14	7	10	8	9	2	8	10	7	6	7	11	8	7	8	13	9	6	12	10	4	19	3	0	1					
		0.80%	3.49%	0.96%	0.73%	0.79%	0.77%	0.60%	0.26%	0.38%	0.68%	0.64%	0.97%	0.68%	0.47%	1.07%	0.96%	0.77%	0.60%	1.73%	0.72%	0.55%	1.46%	1.27%	0.47%	0.90%	0.74%	1.46%	0.54%	1.57%	0.90%	0.40%	0.84%	0.95%	0.71%	0.63%	0.94%	0.33%	0.85%	1.49%	0.97%	0.50%	0.88%	0.73%	0.67%	0.15%	0.90%	1.06%	0.86%	0.66%	0.67%	0.89%	0.67%	0.58%	0.70%	1.16%	0.70%	0.47%	0.93%	0.87%	0.69%	1.45%	1.45%	0.00%	0.61%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
