Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
"Наименование Избирательной комиссии:    Новосибирск, Советская"																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972	УИК №1973	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	619	6	14	4	12	14	9	4	4	5	4	15	9	13	9	7	8	10	9	10	5	5	11	27	7	13	7	12	13	9	11	19	12	13	12	13	13	12	13	13	16	24	3	29	4	7	14	8	13	2	10	11	11	4	7	8	31	11					
14	Число погашенных неиспользованных открепительных удостоверений	903	24	15	25	19	17	18	11	15	14	21	15	18	21	17	11	14	15	15	26	13	16	15	19	15	10	0	12	0	18	16	15	17	23	21	17	17	22	18	13	27	18	12	11	12	21	23	19	17	9	18	17	23	14	19	15	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	1	1	0	0	0	0	3	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	2	0	0	0	1	1	1	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	2	0	0	2	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	1.Политическая партия «Аграрная партия России»	1310	29	26	21	27	19	29	22	26	18	10	22	16	18	16	13	24	16	24	22	12	23	18	13	17	14	3	26	0	38	30	28	39	20	41	30	30	37	21	35	19	20	26	29	28	20	28	38	46	20	28	45	22	17	26	22	3	0					
		2.18%	2.21%	2.08%	1.74%	2.11%	2.13%	2.81%	1.75%	2.34%	1.77%	1.20%	2.17%	1.41%	1.91%	1.63%	1.30%	2.13%	1.54%	2.36%	2.72%	1.19%	2.09%	1.74%	1.19%	1.95%	1.43%	4.00%	2.41%	0.00%	3.99%	2.51%	2.05%	3.22%	2.02%	3.66%	2.19%	2.66%	3.33%	1.96%	2.86%	2.14%	2.21%	2.20%	2.53%	2.26%	1.75%	2.07%	3.03%	2.01%	1.07%	2.27%	3.74%	2.07%	1.69%	2.59%	2.40%	2.19%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1372	55	17	15	35	30	21	39	27	32	7	6	24	11	12	12	11	8	8	9	11	8	9	11	5	10	2	29	0	17	43	64	58	32	38	66	44	37	65	20	13	16	19	33	39	25	38	38	19	22	34	33	24	26	29	15	1	0					
		2.28%	4.19%	1.36%	1.24%	2.74%	3.36%	2.03%	3.11%	2.43%	3.15%	0.84%	0.59%	2.11%	1.17%	1.22%	1.20%	0.98%	0.77%	0.79%	1.11%	1.09%	0.73%	0.87%	1.00%	0.57%	1.02%	2.67%	2.68%	0.00%	1.79%	3.59%	4.67%	4.78%	3.23%	3.39%	4.83%	3.90%	3.33%	6.06%	1.63%	1.46%	1.76%	1.60%	2.87%	3.15%	2.19%	2.81%	3.03%	0.83%	1.17%	2.76%	2.74%	2.26%	2.58%	2.89%	1.64%	0.73%	0.00%					
20	3.Политическая партия «Демократическая партия России»	104	1	5	2	3	2	2	3	0	0	4	0	2	1	2	1	2	0	0	3	0	0	3	0	1	0	1	2	0	3	0	2	1	2	3	3	2	2	11	2	1	1	1	2	3	1	4	1	1	2	3	4	2	2	4	0	0	1					
		0.17%	0.08%	0.40%	0.17%	0.23%	0.22%	0.19%	0.24%	0.00%	0.00%	0.48%	0.00%	0.18%	0.11%	0.20%	0.10%	0.18%	0.00%	0.00%	0.37%	0.00%	0.00%	0.29%	0.00%	0.11%	0.00%	1.33%	0.19%	0.00%	0.32%	0.00%	0.15%	0.08%	0.20%	0.27%	0.22%	0.18%	0.18%	1.03%	0.16%	0.11%	0.11%	0.08%	0.17%	0.24%	0.09%	0.30%	0.08%	0.04%	0.11%	0.24%	0.33%	0.19%	0.20%	0.40%	0.00%	0.00%	1.33%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	12870	218	295	292	259	193	178	244	227	162	281	282	265	193	237	182	240	274	234	228	224	189	204	258	243	198	16	203	4	187	319	370	324	256	259	342	261	267	182	271	183	184	226	265	236	241	285	241	281	193	292	267	256	213	196	204	30	16					
		21.39%	16.62%	23.60%	24.17%	20.27%	21.59%	17.25%	19.46%	20.43%	15.93%	33.61%	27.78%	23.31%	20.51%	24.11%	18.25%	21.31%	26.37%	23.03%	28.15%	22.24%	17.17%	19.71%	23.54%	27.93%	20.22%	21.33%	18.78%	23.53%	19.66%	26.65%	27.03%	26.71%	25.83%	23.13%	25.02%	23.14%	24.03%	16.98%	22.12%	20.61%	20.29%	19.09%	23.08%	19.06%	21.10%	21.10%	19.22%	12.25%	10.30%	23.66%	22.18%	24.06%	21.15%	19.50%	22.30%	21.90%	21.33%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1651	40	21	19	46	22	23	40	19	43	12	12	11	9	6	11	11	5	19	8	4	15	11	18	8	16	3	22	0	17	71	81	68	45	57	97	74	70	98	38	26	23	29	21	33	21	44	54	22	25	37	39	23	24	17	21	0	2					
		2.74%	3.05%	1.68%	1.57%	3.60%	2.46%	2.23%	3.19%	1.71%	4.23%	1.44%	1.18%	0.97%	0.96%	0.61%	1.10%	0.98%	0.48%	1.87%	0.99%	0.40%	1.36%	1.06%	1.64%	0.92%	1.63%	4.00%	2.04%	0.00%	1.79%	5.93%	5.92%	5.61%	4.54%	5.09%	7.10%	6.56%	6.30%	9.14%	3.10%	2.93%	2.54%	2.45%	1.83%	2.67%	1.84%	3.26%	4.31%	0.96%	1.33%	2.99%	3.24%	2.16%	2.38%	1.69%	2.30%	0.00%	2.67%					
23	6.Политическая партия «Партия социальной справедливости»	202	7	4	8	12	7	1	3	6	5	6	1	1	2	1	3	3	2	1	2	3	3	0	3	4	2	0	5	0	6	4	3	5	2	2	3	1	3	10	4	5	2	3	2	4	4	2	6	8	5	4	3	3	4	7	2	0	0					
		0.34%	0.53%	0.32%	0.66%	0.94%	0.78%	0.10%	0.24%	0.54%	0.49%	0.72%	0.10%	0.09%	0.21%	0.10%	0.30%	0.27%	0.19%	0.10%	0.25%	0.30%	0.27%	0.00%	0.27%	0.46%	0.20%	0.00%	0.46%	0.00%	0.63%	0.33%	0.22%	0.41%	0.20%	0.18%	0.22%	0.09%	0.27%	0.93%	0.33%	0.56%	0.22%	0.25%	0.17%	0.32%	0.35%	0.15%	0.48%	0.35%	0.27%	0.32%	0.25%	0.28%	0.40%	0.70%	0.22%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	4084	75	82	79	74	64	71	90	69	76	40	69	98	63	105	92	69	83	77	46	84	100	97	76	63	90	3	86	1	73	47	42	40	34	56	55	48	38	101	65	63	63	93	83	94	71	90	71	200	198	83	66	60	75	78	69	3	3					
		6.79%	5.72%	6.56%	6.54%	5.79%	7.16%	6.88%	7.18%	6.21%	7.47%	4.78%	6.80%	8.62%	6.70%	10.68%	9.23%	6.13%	7.99%	7.58%	5.68%	8.34%	9.08%	9.37%	6.93%	7.24%	9.19%	4.00%	7.96%	5.88%	7.68%	3.93%	3.07%	3.30%	3.43%	5.00%	4.02%	4.26%	3.42%	9.42%	5.31%	7.09%	6.95%	7.85%	7.23%	7.59%	6.22%	6.66%	5.66%	8.72%	10.57%	6.73%	5.48%	5.64%	7.45%	7.76%	7.54%	2.19%	4.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4269	109	89	91	73	64	84	75	82	67	57	58	68	74	51	70	69	44	45	38	61	53	51	79	41	58	4	74	1	78	107	148	91	80	84	145	72	98	66	112	75	66	104	79	89	96	96	103	158	77	77	103	97	80	85	54	13	6					
		7.09%	8.31%	7.12%	7.53%	5.71%	7.16%	8.14%	5.98%	7.38%	6.59%	6.82%	5.71%	5.98%	7.86%	5.19%	7.02%	6.13%	4.23%	4.43%	4.69%	6.06%	4.81%	4.93%	7.21%	4.71%	5.92%	5.33%	6.85%	5.88%	8.20%	8.94%	10.81%	7.50%	8.07%	7.50%	10.61%	6.38%	8.82%	6.16%	9.14%	8.45%	7.28%	8.78%	6.88%	7.19%	8.41%	7.11%	8.21%	6.89%	4.11%	6.24%	8.55%	9.12%	7.94%	8.46%	5.90%	9.49%	8.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	575	12	14	9	11	6	10	11	15	8	8	8	4	9	4	12	12	2	11	4	11	6	6	13	5	5	0	13	0	9	12	19	16	16	11	22	11	7	11	5	4	9	6	7	13	13	14	14	27	16	16	16	4	15	14	14	4	1					
		0.96%	0.91%	1.12%	0.75%	0.86%	0.67%	0.97%	0.88%	1.35%	0.79%	0.96%	0.79%	0.35%	0.96%	0.41%	1.20%	1.07%	0.19%	1.08%	0.49%	1.09%	0.54%	0.58%	1.19%	0.57%	0.51%	0.00%	1.20%	0.00%	0.95%	1.00%	1.39%	1.32%	1.61%	0.98%	1.61%	0.98%	0.63%	1.03%	0.41%	0.45%	0.99%	0.51%	0.61%	1.05%	1.14%	1.04%	1.12%	1.18%	0.85%	1.30%	1.33%	0.38%	1.49%	1.39%	1.53%	2.92%	1.33%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	30840	696	648	643	698	457	574	653	592	540	386	523	615	532	523	571	624	584	573	433	579	674	622	586	466	556	41	580	11	485	467	504	464	407	466	451	490	472	396	625	431	472	616	576	632	599	661	615	1466	1262	585	580	516	520	509	470	77	46					
		51.25%	53.05%	51.84%	53.23%	54.62%	51.12%	55.62%	52.07%	53.29%	53.10%	46.17%	51.53%	54.09%	56.54%	53.20%	57.27%	55.42%	56.21%	56.40%	53.46%	57.50%	61.22%	60.10%	53.47%	53.56%	56.79%	54.67%	53.65%	64.71%	50.99%	39.01%	36.82%	38.25%	41.07%	41.61%	32.99%	43.44%	42.48%	36.94%	51.02%	48.54%	52.04%	52.03%	50.17%	51.05%	52.45%	48.93%	49.04%	63.93%	67.34%	47.41%	48.17%	48.50%	51.64%	50.65%	51.37%	56.20%	61.33%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2167	58	34	24	23	20	31	59	37	46	15	28	20	21	16	18	19	11	16	8	14	21	2	31	12	19	2	22	0	30	82	89	94	85	81	140	77	67	98	36	40	31	48	36	48	36	67	55	28	35	53	37	45	28	33	39	2	0					
		3.60%	4.42%	2.72%	1.99%	1.80%	2.24%	3.00%	4.70%	3.33%	4.52%	1.79%	2.76%	1.76%	2.23%	1.63%	1.81%	1.69%	1.06%	1.57%	0.99%	1.39%	1.91%	0.19%	2.83%	1.38%	1.94%	2.67%	2.04%	0.00%	3.15%	6.85%	6.50%	7.75%	8.58%	7.23%	10.24%	6.83%	6.03%	9.14%	2.94%	4.50%	3.42%	4.05%	3.14%	3.88%	3.15%	4.96%	4.39%	1.22%	1.87%	4.29%	3.07%	4.23%	2.78%	3.28%	4.26%	1.46%	0.00%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
