Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Навлинская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	104	15	17	7	18	15	7	4	1	0	1	2	2	1	0	0	1	3	1	0	0	0	1	0	1	1	6	0	0	0									
		0.71%	0.84%	1.56%	0.44%	1.12%	0.97%	0.83%	1.76%	0.20%	0.00%	0.85%	0.61%	1.07%	0.56%	0.00%	0.00%	1.04%	1.62%	0.63%	0.00%	0.00%	0.00%	0.33%	0.00%	0.55%	0.38%	0.77%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	203	32	30	19	11	27	14	4	8	0	1	4	5	3	13	0	1	1	3	0	0	1	5	2	1	2	14	1	0	1									
		1.39%	1.80%	2.76%	1.19%	0.69%	1.75%	1.65%	1.76%	1.58%	0.00%	0.85%	1.23%	2.67%	1.69%	11.21%	0.00%	1.04%	0.54%	1.88%	0.00%	0.00%	0.35%	1.67%	0.70%	0.55%	0.75%	1.80%	0.35%	0.00%	0.46%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	132	20	15	11	25	21	6	4	1	1	0	3	0	2	0	0	1	1	0	1	0	0	0	0	0	4	12	3	0	1									
		0.91%	1.13%	1.38%	0.69%	1.56%	1.36%	0.71%	1.76%	0.20%	0.76%	0.00%	0.92%	0.00%	1.13%	0.00%	0.00%	1.04%	0.54%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	1.50%	1.54%	1.05%	0.00%	0.46%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10242	1173	573	1211	996	997	583	155	400	98	98	247	154	130	88	422	71	129	128	150	331	242	250	259	124	196	576	207	75	179									
		70.35%	66.01%	52.67%	75.88%	62.09%	64.70%	68.75%	68.28%	79.05%	74.24%	83.76%	75.77%	82.35%	73.45%	75.86%	80.38%	73.96%	69.73%	80.00%	74.26%	72.27%	84.03%	83.33%	91.20%	67.76%	73.68%	73.94%	72.63%	84.27%	82.49%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	54	5	9	2	13	3	1	3	1	4	0	0	0	1	2	0	0	1	0	0	0	0	0	0	1	1	6	1	0	0									
		0.37%	0.28%	0.83%	0.13%	0.81%	0.19%	0.12%	1.32%	0.20%	3.03%	0.00%	0.00%	0.00%	0.56%	1.72%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.38%	0.77%	0.35%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	2	2	3	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0									
		0.09%	0.11%	0.18%	0.19%	0.12%	0.06%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1474	181	138	108	196	189	87	31	36	8	13	22	13	21	6	60	7	26	17	28	26	27	26	5	23	24	86	40	8	22									
		10.12%	10.19%	12.68%	6.77%	12.22%	12.26%	10.26%	13.66%	7.11%	6.06%	11.11%	6.75%	6.95%	11.86%	5.17%	11.43%	7.29%	14.05%	10.63%	13.86%	5.68%	9.38%	8.67%	1.76%	12.57%	9.02%	11.04%	14.04%	8.99%	10.14%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	80	14	9	8	13	32	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0									
		0.55%	0.79%	0.83%	0.50%	0.81%	2.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	57	12	10	5	12	5	3	0	0	2	0	0	1	1	0	0	0	1	0	0	0	0	1	1	2	0	0	1	0	0									
		0.39%	0.68%	0.92%	0.31%	0.75%	0.32%	0.35%	0.00%	0.00%	1.52%	0.00%	0.00%	0.53%	0.56%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.33%	0.35%	1.09%	0.00%	0.00%	0.35%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	2	1	5	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0									
		0.10%	0.11%	0.09%	0.31%	0.19%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	61	6	8	8	13	7	5	0	0	1	0	3	0	2	0	0	0	0	0	0	0	1	0	2	0	0	5	0	0	0									
		0.42%	0.34%	0.74%	0.50%	0.81%	0.45%	0.59%	0.00%	0.00%	0.76%	0.00%	0.92%	0.00%	1.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.70%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1618	260	184	140	241	164	116	19	45	14	2	24	10	15	4	43	13	18	11	20	95	14	12	11	26	19	55	25	5	13									
		11.11%	14.63%	16.91%	8.77%	15.02%	10.64%	13.68%	8.37%	8.89%	10.61%	1.71%	7.36%	5.35%	8.47%	3.45%	8.19%	13.54%	9.73%	6.88%	9.90%	20.74%	4.86%	4.00%	3.87%	14.21%	7.14%	7.06%	8.77%	5.62%	5.99%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	44	8	4	10	7	7	3	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1									
		0.30%	0.45%	0.37%	0.63%	0.44%	0.45%	0.35%	0.00%	0.20%	0.00%	0.85%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.46%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	279	34	44	44	39	54	9	7	7	2	1	1	0	0	1	0	0	1	0	2	6	2	3	3	3	1	13	2	0	0									
		1.92%	1.91%	4.04%	2.76%	2.43%	3.50%	1.06%	3.08%	1.38%	1.52%	0.85%	0.31%	0.00%	0.00%	0.86%	0.00%	0.00%	0.54%	0.00%	0.99%	1.31%	0.69%	1.00%	1.06%	1.64%	0.38%	1.67%	0.70%	0.00%	0.00%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
