Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
Наименование Избирательной комиссии:    Красносулинская																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283	УИК №2284	УИК №2285	УИК №2286	УИК №2287	УИК №2288	УИК №2289	УИК №2290	УИК №2291	УИК №2292	УИК №2293	УИК №2294	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300	УИК №2301	УИК №2302	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2537					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1140	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	122	7	4	7	0	0	1	6	2	1	5	0	8	8	1	1	3	6	8	4	1	1	5	5	4	0	2	2	1	2	0	1	0	3	1	0	1	1	0	1	7	0	1	2	0	1	0	0	0	0	0	0	0	2	0	5	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	77	4	3	1	2	0	0	1	3	5	0	0	5	3	0	1	4	0	3	0	1	3	2	0	2	1	2	4	2	1	0	1	0	0	1	0	1	1	0	0	0	1	4	3	1	3	0	0	0	0	0	1	0	3	2	2	0	0					
14	Число погашенных открепительных удостоверений	1018	13	16	13	20	20	19	14	18	19	15	20	12	12	19	19	17	14	12	16	19	19	15	15	16	20	18	18	19	18	20	19	20	17	19	20	19	19	20	19	13	20	19	18	20	19	20	20	20	20	20	20	20	18	20	15	19	20					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	"1. ""ЕДИНЕНИЕ"""	284	9	3	7	12	2	1	2	5	12	9	6	6	4	3	7	3	2	6	2	0	7	5	3	7	1	4	4	5	10	8	0	7	7	4	3	3	0	3	0	12	2	1	7	3	2	6	2	4	2	22	5	8	11	3	7	4	1					
		0.94%	0.80%	0.52%	1.03%	1.51%	0.52%	0.30%	0.46%	1.04%	1.75%	1.07%	3.31%	0.71%	0.43%	0.49%	1.51%	0.37%	0.20%	0.89%	0.24%	0.0%	1.39%	1.13%	0.42%	1.18%	0.31%	0.59%	0.45%	1.11%	1.99%	4.51%	0.0%	1.59%	0.47%	1.78%	0.75%	0.75%	0.0%	0.84%	0.0%	1.18%	0.53%	0.39%	1.19%	0.97%	1.11%	2.53%	1.02%	1.25%	0.89%	2.46%	1.71%	2.89%	1.31%	2.05%	1.27%	2.70%	0.67%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	264	15	2	8	12	4	3	4	5	7	10	1	20	12	5	2	10	9	10	14	6	7	6	2	8	0	0	5	1	6	1	8	2	9	2	2	4	3	3	0	3	3	1	3	0	1	0	0	5	0	6	2	2	4	1	4	1	0					
		0.87%	1.34%	0.34%	1.18%	1.51%	1.05%	0.90%	0.93%	1.04%	1.02%	1.18%	0.55%	2.37%	1.29%	0.82%	0.43%	1.24%	0.93%	1.49%	1.73%	1.09%	1.39%	1.36%	0.28%	1.34%	0.0%	0.0%	0.56%	0.22%	1.19%	0.56%	0.71%	0.45%	0.60%	0.89%	0.50%	1.01%	1.07%	0.84%	0.0%	0.29%	0.80%	0.39%	0.51%	0.0%	0.55%	0.0%	0.0%	1.56%	0.0%	0.67%	0.68%	0.72%	0.47%	0.68%	0.72%	0.67%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1105	35	13	37	40	12	15	24	15	28	39	0	28	45	19	23	37	62	41	34	37	17	12	51	38	3	12	25	5	14	8	38	14	34	7	13	6	11	8	0	21	16	8	19	5	9	14	11	7	8	26	3	8	23	12	14	1	0					
		3.66%	3.13%	2.25%	5.48%	5.05%	3.15%	4.51%	5.60%	3.13%	4.09%	4.63%	0.0%	3.32%	4.83%	3.14%	4.98%	4.61%	6.46%	6.12%	4.21%	6.72%	3.37%	2.73%	7.15%	6.40%	0.93%	1.78%	2.84%	1.11%	2.78%	4.51%	3.41%	3.19%	2.28%	3.12%	3.26%	1.51%	3.94%	2.24%	0.0%	2.07%	4.31%	3.13%	3.25%	1.62%	5.02%	5.90%	5.64%	2.19%	3.57%	2.91%	1.02%	2.89%	2.75%	8.21%	2.55%	0.67%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	393	17	7	10	17	7	8	14	6	10	8	0	14	21	10	8	17	17	15	18	11	9	4	18	17	3	3	6	0	0	2	15	2	15	2	1	2	4	2	2	5	0	3	0	2	1	3	1	6	1	2	7	0	9	0	8	3	0					
		1.30%	1.52%	1.21%	1.48%	2.14%	1.84%	2.40%	3.27%	1.25%	1.46%	0.95%	0.0%	1.66%	2.25%	1.65%	1.73%	2.11%	1.77%	2.24%	2.23%	2.0%	1.78%	0.91%	2.52%	2.86%	0.93%	0.44%	0.68%	0.0%	0.0%	1.12%	1.34%	0.45%	1.01%	0.89%	0.25%	0.50%	1.43%	0.56%	1.41%	0.49%	0.0%	1.17%	0.0%	0.64%	0.55%	1.26%	0.51%	1.88%	0.44%	0.22%	2.39%	0.0%	1.07%	0.0%	1.45%	2.02%	0.0%					
22	"5. ""За Русь Святую"""	111	1	5	7	2	0	0	3	2	3	2	0	3	3	1	4	1	6	1	0	1	5	2	3	7	0	7	0	2	1	1	0	0	0	2	0	1	1	0	1	8	3	1	1	0	0	3	4	1	0	3	2	1	2	1	3	0	0					
		0.36%	0.08%	0.86%	1.03%	0.25%	0.0%	0.0%	0.70%	0.41%	0.43%	0.23%	0.0%	0.35%	0.32%	0.16%	0.86%	0.12%	0.62%	0.14%	0.0%	0.18%	0.99%	0.45%	0.42%	1.18%	0.0%	1.03%	0.0%	0.44%	0.19%	0.56%	0.0%	0.0%	0.0%	0.89%	0.0%	0.25%	0.35%	0.0%	0.70%	0.79%	0.80%	0.39%	0.17%	0.0%	0.0%	1.26%	2.05%	0.31%	0.0%	0.33%	0.68%	0.36%	0.23%	0.68%	0.54%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	70	1	2	3	0	0	0	0	2	1	2	0	1	1	1	2	3	1	2	3	2	1	5	1	3	0	0	1	0	1	1	0	0	6	0	1	0	1	0	1	2	1	0	2	0	0	0	0	1	0	2	1	2	7	1	2	0	0					
		0.23%	0.08%	0.34%	0.44%	0.0%	0.0%	0.0%	0.0%	0.41%	0.14%	0.23%	0.0%	0.11%	0.10%	0.16%	0.43%	0.37%	0.10%	0.29%	0.37%	0.36%	0.19%	1.13%	0.14%	0.50%	0.0%	0.0%	0.11%	0.0%	0.19%	0.56%	0.0%	0.0%	0.40%	0.0%	0.25%	0.0%	0.35%	0.0%	0.70%	0.19%	0.26%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.22%	0.34%	0.72%	0.83%	0.68%	0.36%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	193	8	7	6	3	8	3	1	3	3	9	2	8	4	8	6	2	2	2	5	3	1	2	5	4	1	7	7	7	5	1	1	7	10	3	1	3	3	1	0	3	1	0	2	3	0	3	3	5	0	7	1	1	1	0	0	0	1					
		0.63%	0.71%	1.21%	0.88%	0.37%	2.10%	0.90%	0.23%	0.62%	0.43%	1.07%	1.10%	0.94%	0.43%	1.32%	1.30%	0.24%	0.20%	0.29%	0.61%	0.54%	0.19%	0.45%	0.70%	0.67%	0.31%	1.03%	0.79%	1.55%	0.99%	0.56%	0.08%	1.59%	0.67%	1.33%	0.25%	0.75%	1.07%	0.28%	0.0%	0.29%	0.26%	0.0%	0.34%	0.97%	0.0%	1.26%	1.53%	1.56%	0.0%	0.78%	0.34%	0.36%	0.11%	0.0%	0.0%	0.0%	0.67%					
25	"8. ""Народно-республиканская партия России"""	33	0	1	1	2	3	0	1	0	0	0	0	0	0	0	1	2	0	1	1	0	2	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	2	0	0	0	0	1	0	2	2	0	1	0	0	0	1					
		0.10%	0.0%	0.17%	0.14%	0.25%	0.78%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.24%	0.0%	0.14%	0.12%	0.0%	0.39%	0.22%	0.14%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.29%	0.0%	0.39%	0.34%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.22%	0.68%	0.0%	0.11%	0.0%	0.0%	0.0%	0.67%					
26	"9. ""Российская экологическая партия ""Зеленые"""	61	2	0	1	2	0	1	1	1	1	3	0	1	3	2	1	3	1	4	3	0	1	0	1	1	0	1	4	1	1	2	1	0	2	0	1	2	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	1	4	0	1	0	0					
		0.20%	0.17%	0.0%	0.14%	0.25%	0.0%	0.30%	0.23%	0.20%	0.14%	0.35%	0.0%	0.11%	0.32%	0.33%	0.21%	0.37%	0.10%	0.59%	0.37%	0.0%	0.19%	0.0%	0.14%	0.16%	0.0%	0.14%	0.45%	0.22%	0.19%	1.12%	0.08%	0.0%	0.13%	0.0%	0.25%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	1.17%	0.0%	0.0%	0.0%	0.0%	0.0%	1.25%	0.0%	0.0%	0.0%	0.36%	0.47%	0.0%	0.18%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	941	22	12	10	11	14	9	6	8	16	27	8	10	18	14	10	9	15	15	17	11	15	7	4	13	19	15	9	58	27	21	25	4	55	12	15	14	9	4	5	18	19	5	18	4	3	15	30	29	2	34	28	30	44	11	47	10	1					
		3.11%	1.97%	2.08%	1.48%	1.38%	3.68%	2.71%	1.40%	1.67%	2.33%	3.21%	4.41%	1.18%	1.93%	2.31%	2.16%	1.12%	1.56%	2.24%	2.10%	2.0%	2.98%	1.59%	0.56%	2.19%	5.93%	2.22%	1.02%	12.88%	5.37%	11.86%	2.24%	0.91%	3.70%	5.35%	3.76%	3.54%	3.22%	1.12%	3.54%	1.78%	5.12%	1.96%	3.08%	1.29%	1.67%	6.32%	15.38%	9.09%	0.89%	3.80%	9.58%	10.86%	5.26%	7.53%	8.56%	6.75%	0.67%					
28	"11. ""Истинные патриоты России"""	17	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	1	0	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.29%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.16%	0.0%	0.14%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.55%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.36%	0.11%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	245	12	5	5	9	4	2	5	0	9	17	2	2	21	6	5	5	2	5	9	8	5	0	5	5	1	2	4	1	2	0	12	5	23	3	0	2	2	1	0	7	0	2	0	0	1	2	1	3	0	9	3	0	5	0	5	0	1					
		0.81%	1.07%	0.86%	0.74%	1.13%	1.05%	0.60%	1.16%	0.0%	1.31%	2.02%	1.10%	0.23%	2.25%	0.99%	1.08%	0.62%	0.20%	0.74%	1.11%	1.45%	0.99%	0.0%	0.70%	0.84%	0.31%	0.29%	0.45%	0.22%	0.39%	0.0%	1.07%	1.14%	1.54%	1.33%	0.0%	0.50%	0.71%	0.28%	0.0%	0.69%	0.0%	0.78%	0.0%	0.0%	0.55%	0.84%	0.51%	0.94%	0.0%	1.00%	1.02%	0.0%	0.59%	0.0%	0.91%	0.0%	0.67%					
30	"13. ""Демократическая партия России"""	86	5	3	3	4	0	3	0	2	2	2	0	4	5	1	0	1	1	0	2	3	1	3	0	1	0	0	3	1	1	1	2	0	1	0	2	2	0	3	0	2	1	0	2	1	2	0	0	4	0	1	1	0	8	1	0	0	1					
		0.28%	0.44%	0.52%	0.44%	0.50%	0.0%	0.90%	0.0%	0.41%	0.29%	0.23%	0.0%	0.47%	0.53%	0.16%	0.0%	0.12%	0.10%	0.0%	0.24%	0.54%	0.19%	0.68%	0.0%	0.16%	0.0%	0.0%	0.34%	0.22%	0.19%	0.56%	0.17%	0.0%	0.06%	0.0%	0.50%	0.50%	0.0%	0.84%	0.0%	0.19%	0.26%	0.0%	0.34%	0.32%	1.11%	0.0%	0.0%	1.25%	0.0%	0.11%	0.34%	0.0%	0.95%	0.68%	0.0%	0.0%	0.67%					
31	"14. ""Великая Россия - Евразийский Союз"""	65	1	0	2	2	0	2	0	0	0	1	0	3	1	1	2	1	2	0	2	2	1	3	2	0	0	1	6	0	2	0	0	1	6	0	0	0	1	3	0	3	1	1	1	1	0	0	0	0	0	3	0	0	2	0	5	0	0					
		0.21%	0.08%	0.0%	0.29%	0.25%	0.0%	0.60%	0.0%	0.0%	0.0%	0.11%	0.0%	0.35%	0.10%	0.16%	0.43%	0.12%	0.20%	0.0%	0.24%	0.36%	0.19%	0.68%	0.28%	0.0%	0.0%	0.14%	0.68%	0.0%	0.39%	0.0%	0.0%	0.22%	0.40%	0.0%	0.0%	0.0%	0.35%	0.84%	0.0%	0.29%	0.26%	0.39%	0.17%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.23%	0.0%	0.91%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	39	0	0	0	1	1	1	1	1	1	2	0	2	2	1	0	3	0	0	1	0	0	0	0	2	0	1	5	0	2	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	2	0	0	2	0	0	1	0					
		0.12%	0.0%	0.0%	0.0%	0.12%	0.26%	0.30%	0.23%	0.20%	0.14%	0.23%	0.0%	0.23%	0.21%	0.16%	0.0%	0.37%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.14%	0.56%	0.0%	0.39%	0.0%	0.08%	0.22%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.26%	0.39%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.23%	0.0%	0.0%	0.67%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2063	89	46	61	56	22	35	36	52	47	63	9	68	64	51	36	74	103	65	72	44	48	50	94	56	7	31	48	25	10	11	118	30	100	8	16	8	19	16	6	60	14	14	17	11	8	21	2	13	2	31	6	13	33	7	7	9	1					
		6.83%	7.97%	7.98%	9.03%	7.07%	5.78%	10.54%	8.41%	10.85%	6.87%	7.49%	4.97%	8.06%	6.88%	8.44%	7.80%	9.22%	10.74%	9.71%	8.92%	8.0%	9.54%	11.38%	13.18%	9.44%	2.18%	4.59%	5.45%	5.55%	1.99%	6.21%	10.60%	6.84%	6.73%	3.57%	4.02%	2.02%	6.81%	4.48%	4.25%	5.93%	3.77%	5.49%	2.91%	3.57%	4.46%	8.86%	1.02%	4.07%	0.89%	3.47%	2.05%	4.71%	3.94%	4.79%	1.27%	6.08%	0.67%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	63	1	3	0	2	2	0	0	2	5	2	0	0	0	0	0	0	3	1	2	3	1	0	0	1	0	0	4	2	2	2	1	2	3	0	0	1	0	0	0	1	1	2	0	1	0	1	4	0	0	1	0	2	3	1	0	1	0					
		0.20%	0.08%	0.52%	0.0%	0.25%	0.52%	0.0%	0.0%	0.41%	0.73%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.14%	0.24%	0.54%	0.19%	0.0%	0.0%	0.16%	0.0%	0.0%	0.45%	0.44%	0.39%	1.12%	0.08%	0.45%	0.20%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.09%	0.26%	0.78%	0.0%	0.32%	0.0%	0.42%	2.05%	0.0%	0.0%	0.11%	0.0%	0.72%	0.35%	0.68%	0.0%	0.67%	0.0%					
35	"18. ""ЛДПР"""	4551	182	93	129	160	73	59	60	66	122	131	37	114	142	105	71	107	120	91	79	98	76	57	70	102	21	128	126	61	113	24	141	56	213	32	48	35	43	94	37	148	35	17	77	67	33	31	38	46	29	140	58	35	160	20	62	29	10					
		15.08%	16.30%	16.14%	19.11%	20.20%	19.21%	17.77%	14.01%	13.77%	17.83%	15.57%	20.44%	13.52%	15.26%	17.38%	15.40%	13.34%	12.51%	13.60%	9.78%	17.81%	15.10%	12.98%	9.81%	17.20%	6.56%	18.99%	14.31%	13.55%	22.50%	13.55%	12.66%	12.78%	14.34%	14.28%	12.06%	8.86%	15.41%	26.33%	26.24%	14.63%	9.43%	6.66%	13.18%	21.75%	18.43%	13.08%	19.48%	14.42%	12.94%	15.67%	19.86%	12.68%	19.13%	13.69%	11.29%	19.59%	6.75%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	645	24	21	20	12	7	14	9	17	17	22	1	21	26	22	7	11	24	11	15	22	9	11	18	12	0	9	25	7	5	2	24	9	17	2	7	8	3	3	2	27	5	2	17	0	3	4	4	9	0	40	3	6	13	2	7	5	2					
		2.13%	2.15%	3.64%	2.96%	1.51%	1.84%	4.21%	2.10%	3.54%	2.48%	2.61%	0.55%	2.49%	2.79%	3.64%	1.51%	1.37%	2.50%	1.64%	1.85%	4.0%	1.78%	2.50%	2.52%	2.02%	0.0%	1.33%	2.84%	1.55%	0.99%	1.12%	2.15%	2.05%	1.14%	0.89%	1.75%	2.02%	1.07%	0.84%	1.41%	2.67%	1.34%	0.78%	2.91%	0.0%	1.67%	1.68%	2.05%	2.82%	0.0%	4.47%	1.02%	2.17%	1.55%	1.36%	1.27%	3.37%	1.35%					
37	"20. ""Политическая партия ""Единая Россия"""	11964	336	169	169	245	131	99	149	155	231	301	74	281	335	215	157	260	264	248	351	185	179	163	218	183	245	359	408	216	185	52	427	208	677	111	213	240	125	147	67	558	183	110	282	157	65	101	53	155	139	419	102	71	272	68	270	53	128					
		39.66%	30.10%	29.34%	25.03%	30.93%	34.47%	29.81%	34.81%	32.35%	33.77%	35.79%	40.88%	33.33%	36.02%	35.59%	34.05%	32.41%	27.52%	37.07%	43.49%	33.63%	35.58%	37.12%	30.57%	30.86%	76.56%	53.26%	46.36%	48.0%	36.85%	29.37%	38.36%	47.48%	45.58%	49.55%	53.51%	60.75%	44.80%	41.17%	47.51%	55.19%	49.32%	43.13%	48.28%	50.97%	36.31%	42.61%	27.17%	48.58%	62.05%	46.92%	34.93%	25.72%	32.53%	46.57%	49.18%	35.81%	86.48%					
38	"21. ""Российская Конституционно-демократическая партия"""	84	0	0	2	2	2	0	0	0	1	1	0	0	1	2	2	1	1	0	1	1	2	0	0	0	0	3	5	0	2	0	3	0	4	1	1	3	2	1	0	2	1	0	3	16	0	1	1	1	4	1	1	2	1	1	3	2	0					
		0.27%	0.0%	0.0%	0.29%	0.25%	0.52%	0.0%	0.0%	0.0%	0.14%	0.11%	0.0%	0.0%	0.10%	0.33%	0.43%	0.12%	0.10%	0.0%	0.12%	0.18%	0.39%	0.0%	0.0%	0.0%	0.0%	0.44%	0.56%	0.0%	0.39%	0.0%	0.26%	0.0%	0.26%	0.44%	0.25%	0.75%	0.71%	0.28%	0.0%	0.19%	0.26%	0.0%	0.51%	5.19%	0.0%	0.42%	0.51%	0.31%	1.78%	0.11%	0.34%	0.72%	0.11%	0.68%	0.54%	1.35%	0.0%					
39	"22. ""Развитие предпринимательства"""	69	3	0	4	1	4	1	1	3	1	2	2	2	1	0	1	3	1	1	3	1	2	0	1	0	0	2	0	1	2	0	1	3	3	1	1	0	0	0	0	0	1	0	1	8	1	0	0	0	1	3	0	0	2	0	0	0	0					
		0.22%	0.26%	0.0%	0.59%	0.12%	1.05%	0.30%	0.23%	0.62%	0.14%	0.23%	1.10%	0.23%	0.10%	0.0%	0.21%	0.37%	0.10%	0.14%	0.37%	0.18%	0.39%	0.0%	0.14%	0.0%	0.0%	0.29%	0.0%	0.22%	0.39%	0.0%	0.08%	0.68%	0.20%	0.44%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.17%	2.59%	0.55%	0.0%	0.0%	0.0%	0.44%	0.33%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5379	291	145	129	167	72	64	85	109	136	121	34	203	185	105	93	204	278	124	123	86	87	82	186	111	14	64	140	32	76	31	239	68	220	28	52	50	29	60	20	100	74	72	114	23	33	26	31	14	34	105	50	80	165	13	82	19	1					
		17.83%	26.07%	25.17%	19.11%	21.08%	18.94%	19.27%	19.85%	22.75%	19.88%	14.38%	18.78%	24.08%	19.89%	17.38%	20.17%	25.43%	28.98%	18.53%	15.24%	15.63%	17.29%	18.67%	26.08%	18.71%	4.37%	9.49%	15.90%	7.11%	15.13%	17.51%	21.47%	15.52%	14.81%	12.49%	13.06%	12.65%	10.39%	16.80%	14.18%	9.89%	19.94%	28.23%	19.52%	7.46%	18.43%	10.97%	15.89%	4.38%	15.17%	11.75%	17.12%	28.98%	19.73%	8.90%	14.93%	12.83%	0.67%					
																																																																
41	Против всех	1128	53	32	51	24	9	11	19	24	29	39	1	43	27	25	17	43	36	23	40	16	22	20	26	18	4	21	31	18	15	5	40	18	66	4	13	11	17	4	0	25	9	10	14	0	15	5	10	6	2	26	12	8	46	4	16	5	0					
