Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    район Лианозово																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	67	2	0	0	7	4	4	2	2	3	0	2	2	7	2	1	4	4	4	1	5	6	4	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	601	32	26	15	34	30	27	28	17	29	26	25	36	25	27	28	22	27	28	24	18	21	21	35									
		3.21%	4.30%	3.15%	1.97%	3.23%	4.02%	3.84%	3.84%	2.66%	3.36%	2.96%	2.92%	3.77%	3.85%	4.44%	3.74%	2.69%	2.82%	3.27%	2.89%	2.22%	2.19%	2.45%	4.07%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	385	10	23	18	27	17	21	14	5	16	12	27	19	14	14	9	12	18	15	22	18	24	16	14									
		2.06%	1.34%	2.79%	2.37%	2.56%	2.28%	2.98%	1.92%	0.78%	1.85%	1.37%	3.15%	1.99%	2.15%	2.30%	1.20%	1.47%	1.88%	1.75%	2.65%	2.22%	2.51%	1.87%	1.63%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	571	18	37	20	28	24	17	11	20	27	22	29	30	39	19	17	35	23	28	32	24	21	21	29									
		3.05%	2.42%	4.48%	2.63%	2.66%	3.22%	2.41%	1.51%	3.13%	3.13%	2.51%	3.38%	3.14%	6.00%	3.13%	2.27%	4.28%	2.41%	3.27%	3.86%	2.96%	2.19%	2.45%	3.37%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6940	259	329	312	412	246	228	233	259	309	322	343	348	255	234	274	279	335	320	305	333	322	341	342									
		37.10%	34.81%	39.88%	40.99%	39.13%	32.98%	32.39%	31.96%	40.53%	35.76%	36.72%	40.02%	36.40%	39.23%	38.49%	36.63%	34.11%	35.04%	37.43%	36.75%	41.01%	33.65%	39.84%	39.72%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	390	12	12	9	17	15	16	11	12	31	20	20	10	16	10	17	16	22	23	24	16	29	17	15									
		2.08%	1.61%	1.45%	1.18%	1.61%	2.01%	2.27%	1.51%	1.88%	3.59%	2.28%	2.33%	1.05%	2.46%	1.64%	2.27%	1.96%	2.30%	2.69%	2.89%	1.97%	3.03%	1.99%	1.74%									
24	"6. Политическая партия ""Гражданская Платформа"""	54	5	1	5	3	1	0	6	0	2	2	2	1	3	0	2	2	3	4	0	4	4	2	2									
		0.29%	0.67%	0.12%	0.66%	0.28%	0.13%	0.00%	0.82%	0.00%	0.23%	0.23%	0.23%	0.10%	0.46%	0.00%	0.27%	0.24%	0.31%	0.47%	0.00%	0.49%	0.42%	0.23%	0.23%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2780	107	115	131	143	99	87	104	88	119	164	144	120	83	71	100	122	141	131	128	163	151	130	139									
		14.86%	14.38%	13.94%	17.21%	13.58%	13.27%	12.36%	14.27%	13.77%	13.77%	18.70%	16.80%	12.55%	12.77%	11.68%	13.37%	14.91%	14.75%	15.32%	15.42%	20.07%	15.78%	15.19%	16.14%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	361	26	8	9	19	12	10	15	11	17	18	10	16	9	10	21	21	24	13	19	12	12	28	21									
		1.93%	3.49%	0.97%	1.18%	1.80%	1.61%	1.42%	2.06%	1.72%	1.97%	2.05%	1.17%	1.67%	1.38%	1.64%	2.81%	2.57%	2.51%	1.52%	2.29%	1.48%	1.25%	3.27%	2.44%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	593	36	16	30	46	31	20	20	16	31	29	20	31	22	16	17	24	29	24	24	24	35	24	28									
		3.17%	4.84%	1.94%	3.94%	4.37%	4.16%	2.84%	2.74%	2.50%	3.59%	3.31%	2.33%	3.24%	3.38%	2.63%	2.27%	2.93%	3.03%	2.81%	2.89%	2.96%	3.66%	2.80%	3.25%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	47	6	4	1	6	3	1	1	0	5	0	1	1	3	0	3	2	2	3	1	1	2	1	0									
		0.25%	0.81%	0.48%	0.13%	0.57%	0.40%	0.14%	0.14%	0.00%	0.58%	0.00%	0.12%	0.10%	0.46%	0.00%	0.40%	0.24%	0.21%	0.35%	0.12%	0.12%	0.21%	0.12%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1293	81	33	24	63	53	54	59	50	70	60	55	81	45	47	65	58	74	55	51	21	79	54	61									
		6.91%	10.89%	4.00%	3.15%	5.98%	7.10%	7.67%	8.09%	7.82%	8.10%	6.84%	6.42%	8.47%	6.92%	7.73%	8.69%	7.09%	7.74%	6.43%	6.14%	2.59%	8.25%	6.31%	7.08%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2944	104	140	130	164	135	154	117	99	128	122	100	201	85	107	105	151	164	122	131	105	159	125	96									
		15.74%	13.98%	16.97%	17.08%	15.57%	18.10%	21.88%	16.05%	15.49%	14.81%	13.91%	11.67%	21.03%	13.08%	17.60%	14.04%	18.46%	17.15%	14.27%	15.78%	12.93%	16.61%	14.60%	11.15%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	98	2	3	3	6	2	8	7	3	4	6	7	2	2	4	6	3	6	3	3	5	5	5	3									
		0.52%	0.27%	0.36%	0.39%	0.57%	0.27%	1.14%	0.96%	0.47%	0.46%	0.68%	0.82%	0.21%	0.31%	0.66%	0.80%	0.37%	0.63%	0.35%	0.36%	0.62%	0.52%	0.58%	0.35%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1335	35	62	42	67	68	47	75	51	61	54	56	55	40	40	69	57	73	72	58	52	73	65	63									
		7.14%	4.70%	7.52%	5.52%	6.36%	9.12%	6.68%	10.29%	7.98%	7.06%	6.16%	6.53%	5.75%	6.15%	6.58%	9.22%	6.97%	7.64%	8.42%	6.99%	6.40%	7.63%	7.59%	7.32%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
