Выборы Президента Российской Федерации																																																										
																																																										
Наименование Избирательной комиссии:    Ростовская																																																										
																																																										
Итоги голосования 																																																										
																																																										
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	10	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																										
18	. Глазьев Сергей Юрьевич	1356	56	67	72	41	32	30	57	40	56	90	78	77	62	21	47	6	4	15	15	16	5	6	3	6	1	7	0	29	2	60	47	10	1	2	35	4	8	8	4	10	4	2	14	7	1	6	60	86	34	4	8					
		4.06%	4.85%	5.62%	5.14%	4.02%	3.87%	3.21%	4.29%	3.35%	4.99%	5.82%	4.54%	4.85%	4.13%	3.41%	3.98%	1.53%	4.17%	5.36%	4.72%	2.04%	3.62%	2.91%	2.11%	4.96%	0.62%	2.44%	0.00%	8.84%	1.63%	5.04%	3.48%	6.49%	0.29%	0.88%	4.01%	1.80%	3.38%	6.72%	0.92%	4.13%	1.53%	1.05%	3.20%	1.52%	0.68%	1.50%	4.26%	6.35%	3.56%	1.40%	2.70%					
19	. Малышкин Олег Александрович	1024	54	35	42	27	19	29	34	39	20	44	62	42	51	29	31	24	3	7	6	26	5	3	2	4	3	8	3	7	3	45	36	6	14	7	28	8	8	6	6	2	8	8	17	20	2	16	31	32	37	13	12					
		3.07%	4.68%	2.94%	3.00%	2.65%	2.30%	3.10%	2.56%	3.27%	1.78%	2.84%	3.61%	2.64%	3.40%	4.72%	2.62%	6.12%	3.12%	2.50%	1.89%	3.31%	3.62%	1.46%	1.41%	3.31%	1.86%	2.79%	2.75%	2.13%	2.44%	3.78%	2.66%	3.90%	4.12%	3.07%	3.21%	3.60%	3.38%	5.04%	1.38%	0.83%	3.07%	4.21%	3.88%	4.35%	1.35%	4.01%	2.20%	2.36%	3.87%	4.56%	4.05%					
20	. Миронов Сергей Михайлович	307	13	17	13	17	13	5	8	10	13	16	19	16	14	3	5	0	2	4	3	10	0	2	3	2	1	3	3	4	0	13	9	1	4	0	9	1	2	0	2	2	2	0	2	3	0	1	14	13	4	4	2					
		0.92%	1.13%	1.43%	0.93%	1.67%	1.57%	0.54%	0.60%	0.84%	1.16%	1.03%	1.11%	1.01%	0.93%	0.49%	0.42%	0.00%	2.08%	1.43%	0.94%	1.27%	0.00%	0.97%	2.11%	1.65%	0.62%	1.05%	2.75%	1.22%	0.00%	1.09%	0.67%	0.65%	1.18%	0.00%	1.03%	0.45%	0.84%	0.00%	0.46%	0.83%	0.77%	0.00%	0.46%	0.65%	0.00%	0.25%	0.99%	0.96%	0.42%	1.40%	0.68%					
21	. Путин Владимир Владимирович	23654	801	810	979	708	586	682	938	848	820	1021	1123	1079	973	401	900	305	66	210	220	589	99	160	106	91	120	212	95	240	87	811	1001	114	265	197	571	140	160	84	350	172	208	137	319	346	128	298	1013	931	690	233	217					
		70.82%	69.35%	67.95%	69.83%	69.48%	70.94%	73.02%	70.53%	71.02%	73.02%	66.00%	65.40%	67.90%	64.87%	65.20%	76.21%	77.81%	68.75%	75.00%	69.18%	74.94%	71.74%	77.67%	74.65%	75.21%	74.53%	73.87%	87.16%	73.17%	70.73%	68.09%	74.09%	74.03%	77.94%	86.40%	65.41%	63.06%	67.51%	70.59%	80.28%	71.07%	79.69%	72.11%	72.83%	75.22%	86.49%	74.69%	71.84%	68.76%	72.18%	81.75%	73.31%					
22	. Хакамада Ирина Муцуовна	1117	46	58	65	34	32	40	55	54	27	52	63	76	36	22	40	6	0	1	7	23	3	6	1	1	0	2	0	8	6	43	31	4	8	2	15	8	3	2	7	1	5	5	6	17	3	10	71	67	38	6	1					
		3.34%	3.98%	4.87%	4.64%	3.34%	3.87%	4.28%	4.14%	4.52%	2.40%	3.36%	3.67%	4.78%	2.40%	3.58%	3.39%	1.53%	0.00%	0.36%	2.20%	2.93%	2.17%	2.91%	0.70%	0.83%	0.00%	0.70%	0.00%	2.44%	4.88%	3.61%	2.29%	2.60%	2.35%	0.88%	1.72%	3.60%	1.27%	1.68%	1.61%	0.41%	1.92%	2.63%	1.37%	3.70%	2.03%	2.51%	5.04%	4.95%	3.97%	2.11%	0.34%					
23	. Харитонов Николай Михайлович	4550	128	135	173	152	116	107	185	153	143	239	298	219	297	117	125	39	21	41	53	86	20	25	20	16	31	44	6	35	19	178	188	14	32	14	182	51	54	12	57	50	23	29	61	45	9	50	147	142	105	20	44					
		13.62%	11.08%	11.33%	12.34%	14.92%	14.04%	11.46%	13.91%	12.81%	12.73%	15.45%	17.36%	13.78%	19.80%	19.02%	10.58%	9.95%	21.88%	14.64%	16.67%	10.94%	14.49%	12.14%	14.08%	13.22%	19.25%	15.33%	5.50%	10.67%	15.45%	14.95%	13.92%	9.09%	9.41%	6.14%	20.85%	22.97%	22.78%	10.08%	13.07%	20.66%	8.81%	15.26%	13.93%	9.78%	6.08%	12.53%	10.43%	10.49%	10.98%	7.02%	14.86%					
																																																										
24	Против всех	1037	50	53	55	22	20	31	38	42	38	69	61	66	49	12	15	6	0	2	7	27	2	1	3	1	4	5	2	2	5	30	34	5	10	4	20	7	2	4	4	4	9	3	17	17	1	13	56	69	28	4	8					
		3.10%	4.33%	4.45%	3.92%	2.16%	2.42%	3.32%	2.86%	3.52%	3.38%	4.46%	3.55%	4.15%	3.27%	1.95%	1.27%	1.53%	0.00%	0.71%	2.20%	3.44%	1.45%	0.49%	2.11%	0.83%	2.48%	1.74%	1.83%	0.61%	4.07%	2.52%	2.52%	3.25%	2.94%	1.75%	2.29%	3.15%	0.84%	3.36%	0.92%	1.65%	3.45%	1.58%	3.88%	3.70%	0.68%	3.26%	3.97%	5.10%	2.93%	1.40%	2.70%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
