Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Хорошевский район																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499					
		12.40%	13.00%	9.01%	9.72%	10.99%	10.95%	10.50%	11.11%	10.50%	14.41%	11.39%	15.08%	14.74%	13.87%	12.67%	17.26%	13.71%					
22	"5. ""За Русь Святую"""	74	7	3	5	6	3	3	3	9	6	7	1	6	2	8	4	1					
		0.31%	0.43%	0.29%	0.34%	0.38%	0.22%	0.16%	0.19%	0.60%	0.39%	0.41%	0.08%	0.52%	0.12%	0.54%	0.28%	0.06%					
23	"6. ""Объединенная Российская партия ""Русь"""	62	11	2	2	10	1	5	1	0	0	3	6	2	2	4	6	7					
		0.26%	0.67%	0.19%	0.13%	0.63%	0.07%	0.28%	0.06%	0.0%	0.0%	0.17%	0.48%	0.17%	0.12%	0.27%	0.43%	0.47%					
24	"7. ""Новый курс - Автомобильная Россия"""	387	36	20	20	33	25	26	22	27	29	19	22	19	18	21	20	30					
		1.66%	2.21%	1.98%	1.37%	2.10%	1.88%	1.46%	1.42%	1.81%	1.91%	1.12%	1.77%	1.64%	1.15%	1.42%	1.44%	2.02%					
25	"8. ""Народно-республиканская партия России"""	10	1	1	0	0	2	1	0	0	1	3	0	0	0	0	0	1					
		0.04%	0.06%	0.09%	0.0%	0.0%	0.15%	0.05%	0.0%	0.0%	0.06%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%					
26	"9. ""Российская экологическая партия ""Зеленые"""	220	21	10	15	11	8	22	12	13	12	21	16	9	11	11	12	16					
		0.94%	1.29%	0.99%	1.03%	0.70%	0.60%	1.24%	0.77%	0.87%	0.79%	1.23%	1.29%	0.78%	0.70%	0.74%	0.86%	1.08%					
27	"10. ""Аграрная партия России"""	371	19	18	21	15	22	39	25	30	28	43	15	15	27	20	18	16					
		1.59%	1.17%	1.78%	1.44%	0.95%	1.66%	2.20%	1.62%	2.02%	1.85%	2.53%	1.20%	1.30%	1.72%	1.35%	1.30%	1.08%					
28	"11. ""Истинные патриоты России"""	28	1	4	1	7	0	4	1	0	2	3	0	2	1	2	0	0					
		0.12%	0.06%	0.39%	0.06%	0.44%	0.0%	0.22%	0.06%	0.0%	0.13%	0.17%	0.0%	0.17%	0.06%	0.13%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	226	15	10	19	19	28	20	16	16	8	16	13	8	11	11	8	8					
		0.97%	0.92%	0.99%	1.31%	1.21%	2.11%	1.12%	1.03%	1.07%	0.52%	0.94%	1.04%	0.69%	0.70%	0.74%	0.57%	0.54%					
30	"13. ""Демократическая партия России"""	20	1	2	2	2	1	3	3	0	0	0	0	0	1	3	2	0					
		0.08%	0.06%	0.19%	0.13%	0.12%	0.07%	0.16%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.20%	0.14%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	53	3	2	0	4	7	5	2	7	5	3	1	0	2	5	0	7					
		0.22%	0.18%	0.19%	0.0%	0.25%	0.52%	0.28%	0.12%	0.47%	0.33%	0.17%	0.08%	0.0%	0.12%	0.33%	0.0%	0.47%					
32	"15. ""Партия СЛОН"""	73	7	2	5	1	7	4	3	6	4	7	6	2	6	10	2	1					
		0.31%	0.43%	0.19%	0.34%	0.06%	0.52%	0.22%	0.19%	0.40%	0.26%	0.41%	0.48%	0.17%	0.38%	0.67%	0.14%	0.06%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3998	214	141	240	202	231	344	333	234	287	346	188	197	281	272	236	252					
		17.18%	13.19%	13.97%	16.55%	12.90%	17.46%	19.43%	21.63%	15.75%	18.98%	20.42%	15.16%	17.08%	17.96%	18.44%	17.05%	17.02%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	16	0	0	0	3	1	0	2	4	0	2	2	0	0	0	1	1					
		0.06%	0.0%	0.0%	0.0%	0.19%	0.07%	0.0%	0.12%	0.26%	0.0%	0.11%	0.16%	0.0%	0.0%	0.0%	0.07%	0.06%					
35	"18. ""ЛДПР"""	1357	117	79	79	163	76	90	92	105	79	76	63	49	78	84	58	69					
		5.83%	7.21%	7.82%	5.44%	10.41%	5.74%	5.08%	5.97%	7.07%	5.22%	4.48%	5.08%	4.24%	4.98%	5.69%	4.19%	4.66%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	158	4	6	15	10	13	12	9	12	7	10	8	4	18	13	12	5					
		0.67%	0.24%	0.59%	1.03%	0.63%	0.98%	0.67%	0.58%	0.80%	0.46%	0.59%	0.64%	0.34%	1.15%	0.88%	0.86%	0.33%					
37	"20. ""Политическая партия ""Единая Россия"""	6382	493	373	496	435	364	515	350	437	398	453	307	284	351	403	313	410					
		27.43%	30.39%	36.96%	34.20%	27.79%	27.51%	29.09%	22.74%	29.42%	26.32%	26.74%	24.75%	24.63%	22.44%	27.32%	22.61%	27.70%					
38	"21. ""Российская Конституционно-демократическая партия"""	28	2	0	0	3	1	1	5	2	2	1	1	2	3	3	0	2					
		0.12%	0.12%	0.0%	0.0%	0.19%	0.07%	0.05%	0.32%	0.13%	0.13%	0.05%	0.08%	0.17%	0.19%	0.20%	0.0%	0.13%					
39	"22. ""Развитие предпринимательства"""	71	1	2	1	10	4	5	6	4	4	3	5	3	3	8	3	9					
		0.30%	0.06%	0.19%	0.06%	0.63%	0.30%	0.28%	0.38%	0.26%	0.26%	0.17%	0.40%	0.26%	0.19%	0.54%	0.21%	0.60%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2103	93	92	104	119	138	159	180	137	120	200	89	134	131	131	175	101					
		9.03%	5.73%	9.11%	7.17%	7.60%	10.43%	8.98%	11.69%	9.22%	7.93%	11.80%	7.17%	11.62%	8.37%	8.88%	12.64%	6.82%					
																							
41	Против всех	1586	134	54	93	138	84	134	124	109	89	79	98	65	109	100	90	86					
		6.81%	8.26%	5.35%	6.41%	8.81%	6.34%	7.57%	8.05%	7.34%	5.88%	4.66%	7.90%	5.63%	6.96%	6.77%	6.50%	5.81%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
