Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Сухобузимская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №2267	УИК №2280					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1106	76	5	24	19	19	22	34	42	11	6	14	41	15	29	152	4	20	7	20	14	63	19	3	6	101	68	61	5	8	11	90	14	5	12	43	23					
		13.07%	13.38%	3.21%	15.48%	17.27%	8.60%	6.63%	13.88%	11.70%	9.73%	5.77%	14.43%	9.74%	12.82%	16.48%	17.02%	6.78%	7.63%	9.72%	11.76%	8.09%	13.73%	10.73%	5.36%	7.41%	13.67%	23.29%	16.49%	13.51%	9.20%	11.58%	16.82%	11.38%	6.94%	11.54%	18.86%	11.22%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1542	102	23	44	17	36	50	72	65	17	21	15	103	15	37	152	8	40	12	26	21	54	39	15	18	127	48	68	5	26	33	93	20	23	10	27	60					
		18.22%	17.96%	14.74%	28.39%	15.45%	16.29%	15.06%	29.39%	18.11%	15.04%	20.19%	15.46%	24.47%	12.82%	21.02%	17.02%	13.56%	15.27%	16.67%	15.29%	12.14%	11.76%	22.03%	26.79%	22.22%	17.19%	16.44%	18.38%	13.51%	29.89%	34.74%	17.38%	16.26%	31.94%	9.62%	11.84%	29.27%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	85	4	0	2	0	5	3	1	5	1	0	0	5	0	1	8	0	2	1	5	0	4	0	1	1	8	3	3	0	3	0	4	3	1	5	1	5					
		1.00%	0.70%	0.00%	1.29%	0.00%	2.26%	0.90%	0.41%	1.39%	0.88%	0.00%	0.00%	1.19%	0.00%	0.57%	0.90%	0.00%	0.76%	1.39%	2.94%	0.00%	0.87%	0.00%	1.79%	1.23%	1.08%	1.03%	0.81%	0.00%	3.45%	0.00%	0.75%	2.44%	1.39%	4.81%	0.44%	2.44%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1594	131	36	30	14	47	55	40	49	10	21	11	99	8	29	177	19	60	11	13	19	52	28	5	7	198	67	90	7	10	23	104	9	15	15	51	34					
		18.83%	23.06%	23.08%	19.35%	12.73%	21.27%	16.57%	16.33%	13.65%	8.85%	20.19%	11.34%	23.52%	6.84%	16.48%	19.82%	32.20%	22.90%	15.28%	7.65%	10.98%	11.33%	15.82%	8.93%	8.64%	26.79%	22.95%	24.32%	18.92%	11.49%	24.21%	19.44%	7.32%	20.83%	14.42%	22.37%	16.59%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	146	18	2	3	1	0	3	2	7	0	7	1	7	0	4	17	1	5	0	2	1	9	0	4	0	17	5	9	1	1	4	2	0	0	0	7	6					
		1.73%	3.17%	1.28%	1.94%	0.91%	0.00%	0.90%	0.82%	1.95%	0.00%	6.73%	1.03%	1.66%	0.00%	2.27%	1.90%	1.69%	1.91%	0.00%	1.18%	0.58%	1.96%	0.00%	7.14%	0.00%	2.30%	1.71%	2.43%	2.70%	1.15%	4.21%	0.37%	0.00%	0.00%	0.00%	3.07%	2.93%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3814	231	86	48	56	100	194	95	186	70	44	48	153	79	73	363	27	132	39	103	117	272	87	28	48	273	95	131	18	39	23	228	77	27	61	91	72					
		45.07%	40.67%	55.13%	30.97%	50.91%	45.25%	58.43%	38.78%	51.81%	61.95%	42.31%	49.48%	36.34%	67.52%	41.48%	40.65%	45.76%	50.38%	54.17%	60.59%	67.63%	59.26%	49.15%	50.00%	59.26%	36.94%	32.53%	35.41%	48.65%	44.83%	24.21%	42.62%	62.60%	37.50%	58.65%	39.91%	35.12%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	45	1	1	0	0	5	2	0	0	0	4	1	2	0	2	7	0	0	1	0	0	1	0	0	0	6	1	2	1	0	0	5	0	1	0	1	1					
		0.53%	0.18%	0.64%	0.00%	0.00%	2.26%	0.60%	0.00%	0.00%	0.00%	3.85%	1.03%	0.48%	0.00%	1.14%	0.78%	0.00%	0.00%	1.39%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.81%	0.34%	0.54%	2.70%	0.00%	0.00%	0.93%	0.00%	1.39%	0.00%	0.44%	0.49%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
