Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Торжокская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	187	5	5	5	7	5	7	5	13	5	5	7	5	5	7	7	10	5	5	15	5	5	5	5	5	7	7	5	5	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	83	0	0	0	3	2	1	0	12	0	5	7	0	5	7	3	4	0	5	15	0	0	5	3	1	0	3	0	1	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	125	4	1	8	5	1	0	3	2	23	7	5	4	1	4	2	1	2	9	6	3	1	4	3	5	3	5	8	3	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	104	5	5	5	4	3	6	5	1	5	0	0	5	0	0	4	6	5	0	0	5	5	0	2	4	7	4	5	4	5	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	0	0	1	1	1	0	2	4	0	0	3	0	0	0	0	2	1	1	2	0	0	1	2	1	2	4	1	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	68	2	3	1	2	1	1	1	1	2	7	3	1	2	2	1	1	7	5	3	0	1	1	2	3	1	6	3	2	2	1									
		0.94%	2.63%	4.41%	0.51%	0.76%	0.61%	0.38%	0.55%	0.28%	1.32%	1.16%	1.08%	0.46%	0.65%	0.75%	0.39%	0.44%	2.88%	1.19%	0.49%	0.00%	0.50%	0.43%	1.57%	1.65%	0.39%	2.01%	1.81%	1.67%	1.32%	0.69%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	166	2	2	12	2	1	6	4	9	3	11	4	6	5	3	7	5	5	12	10	3	3	7	5	3	6	8	5	4	9	4									
		2.31%	2.63%	2.94%	6.12%	0.76%	0.61%	2.26%	2.19%	2.55%	1.97%	1.83%	1.44%	2.75%	1.62%	1.13%	2.70%	2.20%	2.06%	2.86%	1.64%	1.88%	1.49%	2.98%	3.94%	1.65%	2.33%	2.68%	3.01%	3.33%	5.92%	2.76%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	141	0	0	2	6	3	3	10	13	5	6	4	5	4	2	7	9	8	8	11	4	1	4	3	4	2	10	2	2	1	2									
		1.96%	0.00%	0.00%	1.02%	2.28%	1.82%	1.13%	5.46%	3.68%	3.29%	0.99%	1.44%	2.29%	1.29%	0.75%	2.70%	3.96%	3.29%	1.90%	1.80%	2.50%	0.50%	1.70%	2.36%	2.20%	0.78%	3.34%	1.20%	1.67%	0.66%	1.38%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4153	48	37	149	166	103	130	81	175	71	332	168	163	225	191	140	124	120	264	346	85	124	131	55	90	176	120	104	89	72	74									
		57.71%	63.16%	54.41%	76.02%	63.12%	62.42%	49.06%	44.26%	49.58%	46.71%	55.15%	60.65%	74.77%	72.82%	72.08%	54.05%	54.63%	49.38%	62.86%	56.72%	53.13%	61.69%	55.74%	43.31%	49.45%	68.22%	40.13%	62.65%	74.17%	47.37%	51.03%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	37	0	0	2	0	0	2	2	2	1	7	2	0	2	0	1	2	3	0	5	0	1	2	0	0	1	1	1	0	0	0									
		0.51%	0.00%	0.00%	1.02%	0.00%	0.00%	0.75%	1.09%	0.57%	0.66%	1.16%	0.72%	0.00%	0.65%	0.00%	0.39%	0.88%	1.23%	0.00%	0.82%	0.00%	0.50%	0.85%	0.00%	0.00%	0.39%	0.33%	0.60%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	1	1	1									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.66%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.83%	0.66%	0.69%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1095	11	5	23	48	17	40	46	57	26	103	35	27	36	28	30	53	43	57	90	29	36	35	26	30	27	76	12	12	23	14									
		15.22%	14.47%	7.35%	11.73%	18.25%	10.30%	15.09%	25.14%	16.15%	17.11%	17.11%	12.64%	12.39%	11.65%	10.57%	11.58%	23.35%	17.70%	13.57%	14.75%	18.13%	17.91%	14.89%	20.47%	16.48%	10.47%	25.42%	7.23%	10.00%	15.13%	9.66%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	34	0	0	0	1	5	0	0	4	0	2	4	1	0	0	1	0	1	1	5	1	0	0	0	1	0	4	2	0	0	1									
		0.47%	0.00%	0.00%	0.00%	0.38%	3.03%	0.00%	0.00%	1.13%	0.00%	0.33%	1.44%	0.46%	0.00%	0.00%	0.39%	0.00%	0.41%	0.24%	0.82%	0.63%	0.00%	0.00%	0.00%	0.55%	0.00%	1.34%	1.20%	0.00%	0.00%	0.69%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	31	0	0	0	0	0	1	1	2	3	7	1	0	1	1	1	1	0	1	2	0	1	1	0	0	2	1	0	0	2	2									
		0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.55%	0.57%	1.97%	1.16%	0.36%	0.00%	0.32%	0.38%	0.39%	0.44%	0.00%	0.24%	0.33%	0.00%	0.50%	0.43%	0.00%	0.00%	0.78%	0.33%	0.00%	0.00%	1.32%	1.38%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.36%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.33%	0.60%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	43	0	1	0	0	1	2	1	6	1	10	0	1	0	1	3	3	2	1	2	0	2	2	0	1	0	1	1	0	1	0									
		0.60%	0.00%	1.47%	0.00%	0.00%	0.61%	0.75%	0.55%	1.70%	0.66%	1.66%	0.00%	0.46%	0.00%	0.38%	1.16%	1.32%	0.82%	0.24%	0.33%	0.00%	0.99%	0.85%	0.00%	0.55%	0.00%	0.33%	0.60%	0.00%	0.66%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	854	7	15	2	23	22	40	17	46	25	49	26	7	29	23	40	21	29	45	56	33	28	31	21	38	30	48	27	9	29	38									
		11.87%	9.21%	22.06%	1.02%	8.75%	13.33%	15.09%	9.29%	13.03%	16.45%	8.14%	9.39%	3.21%	9.39%	8.68%	15.44%	9.25%	11.93%	10.71%	9.18%	20.63%	13.93%	13.19%	16.54%	20.88%	11.63%	16.05%	16.27%	7.50%	19.08%	26.21%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	0	0	0	3	2	0	0	3	0	0	1	0	0	0	2	0	0	0	3	0	0	0	2	3	0	0	0	0	0	0									
		0.26%	0.00%	0.00%	0.00%	1.14%	1.21%	0.00%	0.00%	0.85%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	1.57%	1.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	438	5	5	5	11	10	39	14	31	10	45	23	5	5	10	23	5	23	21	61	2	3	14	12	9	7	16	8	1	9	6									
		6.09%	6.58%	7.35%	2.55%	4.18%	6.06%	14.72%	7.65%	8.78%	6.58%	7.48%	8.30%	2.29%	1.62%	3.77%	8.88%	2.20%	9.47%	5.00%	10.00%	1.25%	1.49%	5.96%	9.45%	4.95%	2.71%	5.35%	4.82%	0.83%	5.92%	4.14%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
